# Ackerman - Itkillik Upland - SAPC - ITRDB AK164
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/23933
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-23933.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak164-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak164-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak164.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak164.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2018-05-01
#--------------------
# File_Last_Modified_Date
#   Date: 2018-05-01
#--------------------
# Title
#   Study_Name: Ackerman - Itkillik Upland - SAPC - ITRDB AK164
#--------------------
# Investigators
#   Investigators: Ackerman, D.; Griffin, D.(https://orcid.org/0000-0002-1547-3615); Hobbie, S.E.; Popham, K.; Jones, E.; Finlay, J.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Daniel E. Ackerman, Daniel Griffin, Sarah E. Hobbie, Kelly Popham, Erin Jones, Jacques C. Finlay
#   Journal_Name: Environmental Research Letters
#   Published_Title: Uniform shrub growth response to June temperature across the North Slope of Alaska
#   Published_Date_or_Year: 2018
#   Volume: 13
#   Pages: 
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1088/1748-9326/aab326
#   Full_Citation: None
#   Abstract: The expansion of woody shrubs in arctic tundra alters many aspects of high-latitude ecosystems, including carbon cycling and wildlife habitat. Dendroecology, the study of annual growth increments in woody plants, has shown promise in revealing how climate and environmental conditions interact with shrub growth to affect these key ecosystem properties. However, a predictive understanding of how shrub growth response to climate varies across the heterogeneous landscape remains elusive. Here we use individual-based mixed effects modeling to analyze 19 624 annual growth ring measurements in the stems of Salix pulchra (Cham.), a rapidly expanding deciduous shrub. Stem samples were collected at six sites throughout the North Slope of Alaska. Sites spanned four landscapes that varied in time since glaciation and hence in soil properties, such as nutrient availability, that we expected would modulate shrub growth response to climate. Ring growth was remarkably coherent among sites and responded positively to mean June temperature. The strength of this climate response varied slightly among glacial landscapes, but in contrast to expectations, this variability was not systematically correlated with landscape age. Additionally, shrubs at all sites exhibited diminishing marginal growth gains in response to increasing temperatures, indicative of alternative growth limiting mechanisms in particularly warm years, such as temperature-induced moisture limitation. Our results reveal a regionally-coherent and robust shrub growth response to early season growing temperature, with local soil properties contributing only a minor influence on shrub growth. Our conclusions strengthen predictions of changes to wildlife habitat and improve the representation of tundra vegetation dynamics in earth systems models in response to future arctic warming.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Itkillik Upland
#   Location: Alaska
#   Northernmost_Latitude: 68.641
#   Southernmost_Latitude: 68.641
#   Easternmost_Longitude: -149.614
#   Westernmost_Longitude: -149.614
#   Elevation_m: 739
#--------------------
# Data_Collection
#   Collection_Name: AK164
#   First_Year: 1962
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Salix pulchra Cham.
#   Common_Name: Tealeaf Willow
#   Tree_Species_Code: SAPC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ITU01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU34_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU34; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU35_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU35; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU36_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU36; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU37_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU37; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU38_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU38; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU39_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU39; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITU40_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITU40; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ITU01_raw	ITU02_raw	ITU04_raw	ITU06_raw	ITU08_raw	ITU11_raw	ITU14_raw	ITU15_raw	ITU16_raw	ITU17_raw	ITU18_raw	ITU19_raw	ITU20_raw	ITU21_raw	ITU22_raw	ITU23_raw	ITU24_raw	ITU25_raw	ITU26_raw	ITU27_raw	ITU29_raw	ITU30_raw	ITU32_raw	ITU33_raw	ITU34_raw	ITU35_raw	ITU36_raw	ITU37_raw	ITU38_raw	ITU39_raw	ITU40_raw
1962	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1963	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1964	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1965	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1966	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1967	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1968	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1969	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1970	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1971	NA	NA	NA	NA	NA	NA	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA
1972	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	0.33	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA
1973	NA	NA	NA	NA	NA	NA	0.06	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	0.08	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA
1974	NA	NA	NA	NA	NA	NA	0.03	0.27	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	0.27	NA	0.2	NA	0.8	NA	NA	NA	NA	0.38	NA	NA	NA
1975	NA	NA	NA	NA	NA	NA	0.08	0.33	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	0.26	NA	0.36	NA	0.7	NA	0.37	NA	NA	0.34	NA	NA	NA
1976	NA	NA	NA	NA	NA	NA	0.09	0.34	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA	0.12	NA	0.17	NA	0.37	NA	0.2	NA	NA	0.14	NA	NA	NA
1977	NA	NA	NA	NA	NA	NA	0.09	0.14	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	0.17	NA	0.25	NA	0.42	NA	0.28	NA	NA	0.18	NA	NA	NA
1978	NA	NA	NA	NA	NA	NA	0.2	0.16	NA	NA	NA	NA	0.07	NA	NA	NA	NA	NA	0.28	NA	0.33	NA	0.53	NA	0.38	NA	NA	0.15	NA	NA	NA
1979	NA	0.47	NA	NA	NA	NA	0.09	0.12	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	0.18	NA	0.19	NA	0.34	NA	0.36	NA	NA	0.09	NA	NA	NA
1980	NA	0.23	NA	NA	NA	NA	0.17	0.2	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	0.22	NA	0.29	NA	0.38	NA	0.59	NA	NA	0.21	NA	NA	NA
1981	NA	0.34	NA	NA	NA	NA	0.14	0.08	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	0.22	NA	0.11	NA	0.33	NA	0.18	NA	NA	0.08	NA	NA	NA
1982	NA	0.28	NA	NA	NA	NA	0.23	0.14	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	0.29	NA	0.14	NA	0.54	NA	0.35	NA	NA	0.37	NA	NA	NA
1983	NA	0.47	0.38	NA	0.5	0.78	0.19	0.12	NA	NA	0.2	NA	0.26	NA	NA	NA	NA	NA	0.24	1.26	0.12	NA	0.24	NA	0.44	NA	NA	0.14	NA	NA	NA
1984	NA	0.3	0.38	NA	0.38	0.38	0.11	0.1	NA	NA	0.24	NA	0.23	NA	NA	NA	NA	NA	0.19	0.83	0.14	NA	0.24	NA	0.21	NA	NA	0.18	NA	NA	NA
1985	NA	0.17	0.42	NA	0.26	0.17	0.08	0.03	NA	NA	0.19	NA	0.15	NA	NA	NA	NA	NA	0.12	0.38	0.29	NA	0.09	NA	0.22	NA	NA	0.06	NA	NA	NA
1986	NA	0.31	0.25	NA	0.43	0.5	0.14	0.1	NA	NA	0.1	NA	0.13	NA	NA	NA	NA	NA	0.2	0.59	0.22	NA	0.15	NA	0.84	NA	NA	0.18	NA	NA	NA
1987	NA	0.15	0.18	NA	0.37	0.5	0.02	0.09	NA	NA	0.17	NA	0.21	NA	NA	NA	NA	NA	0.12	0.54	0.26	NA	0.11	NA	0.61	NA	NA	0.07	NA	0.39	NA
1988	NA	0.11	0.33	NA	0.28	0.33	0.12	0.07	NA	NA	0.44	NA	0.16	NA	NA	NA	NA	NA	0.23	0.42	0.22	NA	0.18	NA	0.58	NA	NA	0.14	NA	0.41	NA
1989	NA	0.11	0.27	NA	0.39	0.43	0.12	0.2	NA	NA	0.55	NA	0.15	NA	NA	NA	NA	NA	0.25	0.34	0.17	NA	0.2	NA	0.42	NA	NA	0.09	NA	0.65	NA
1990	NA	0.12	0.23	NA	0.38	0.52	0.08	0.23	NA	NA	0.54	NA	0.09	NA	NA	0.25	NA	NA	0.27	0.32	0.11	NA	0.24	NA	0.36	0.27	NA	0.1	0.4	0.43	NA
1991	0.48	0.18	0.12	NA	0.33	0.27	0.08	0.18	NA	NA	0.32	NA	0.12	0.66	0.56	0.12	NA	NA	0.15	0.2	0.08	0.47	0.14	NA	0.18	0.13	NA	0.05	0.27	0.31	NA
1992	0.36	0.26	0.17	NA	0.29	0.35	0.12	0.25	NA	NA	0.37	NA	0.08	0.62	0.45	0.14	NA	NA	0.26	0.24	0.12	0.43	0.12	0.5	0.24	0.2	NA	0.13	0.39	0.29	NA
1993	0.32	0.15	0.12	NA	0.33	0.1	0.08	0.19	NA	NA	0.25	NA	0.09	0.54	0.34	0.24	NA	NA	0.2	0.19	0.1	0.52	0.08	0.54	0.17	0.17	0.24	0.06	0.24	0.25	NA
1994	0.26	0.2	0.12	NA	0.2	0.13	0.04	0.2	NA	NA	0.35	NA	0.05	0.58	0.38	0.34	NA	NA	0.33	0.2	0.1	0.48	0.11	0.56	0.18	0.21	0.12	0.08	0.18	0.2	NA
1995	0.15	0.09	0.14	NA	0.25	0.16	0.05	0.19	NA	0.7	0.21	NA	0.03	0.45	0.35	0.41	NA	NA	0.15	0.16	0.11	0.42	0.06	0.5	0.14	0.11	0.11	0.07	0.09	0.18	0.31
1996	0.14	0.11	0.12	0.71	0.18	0.28	0.05	0.09	NA	0.46	0.33	NA	0.03	0.41	0.37	0.41	NA	NA	0.17	0.12	0.14	0.44	0.09	0.47	0.15	0.17	0.08	0.07	0.1	0.12	0.46
1997	0.12	0.12	0.13	0.57	0.22	0.33	0.03	0.15	NA	0.32	0.31	NA	0.04	0.42	0.41	0.3	NA	NA	0.19	0.1	0.17	0.56	0.03	0.45	0.11	0.2	0.06	0.05	0.26	0.16	0.13
1998	0.14	0.22	0.17	0.74	0.12	0.4	0.09	0.19	NA	0.35	0.36	NA	0.07	0.46	0.39	0.43	NA	0.57	0.22	0.16	0.15	0.57	0.08	0.45	0.16	0.29	0.26	0.08	0.16	0.21	0.48
1999	0.17	0.17	0.18	0.78	0.13	0.44	0.11	0.17	NA	0.18	0.36	NA	0.06	0.31	0.43	0.36	NA	0.59	0.21	0.22	0.16	0.47	0.06	0.4	0.17	0.22	0.2	0.08	0.18	0.2	0.53
2000	0.04	0.04	0.27	0.55	0.12	0.31	0.1	0.2	NA	0.32	0.27	NA	0.08	0.32	0.43	0.36	0.25	0.48	0.24	0.21	0.16	0.44	0.07	0.37	0.12	0.2	0.28	0.07	0.12	0.22	0.24
2001	0.12	0.09	0.23	0.26	0.11	0.2	0.13	0.19	0.37	0.26	0.26	NA	0.09	0.23	0.28	0.33	0.39	0.47	0.19	0.18	0.12	0.25	0.09	0.16	0.08	0.18	0.23	0.11	0.08	0.22	0.12
2002	0.09	0.05	0.06	0.11	0.09	0.1	0.06	0.1	0.37	0.12	0.15	0.45	0.07	0.12	0.13	0.18	0.37	0.36	0.05	0.05	0.05	0.14	0.06	0.08	0.02	0.1	0.12	0.05	0.04	0.17	0.11
2003	0.21	0.15	0.14	0.27	0.06	0.19	0.13	0.14	0.44	0.18	0.28	0.55	0.1	0.18	0.16	0.3	0.43	0.31	0.19	0.11	0.09	0.22	0.04	0.09	0.06	0.22	0.24	0.1	0.05	0.19	0.29
2004	0.16	0.1	0.17	0.15	0.05	0.22	0.16	0.19	0.48	0.14	0.22	0.63	0.11	0.18	0.19	0.3	0.61	0.31	0.24	0.1	0.14	0.31	0.08	0.05	0.07	0.23	0.23	0.08	0.04	0.21	0.36
2005	0.08	0.06	0.04	0.05	0.04	0.12	0.14	0.11	0.22	0.15	0.12	0.34	0.11	0.1	0.08	0.22	0.38	0.2	0.11	0.04	0.07	0.15	0.05	0.05	0.05	0.18	0.28	0.06	0.03	0.18	0.18
2006	0.1	0.09	0.17	0.08	0.04	0.1	0.16	0.13	0.41	0.23	0.14	0.41	0.14	0.11	0.05	0.17	0.41	0.2	0.11	0.08	0.12	0.14	0.09	0.08	0.05	0.2	0.37	0.08	0.03	0.13	0.19
2007	0.16	0.17	0.22	0.09	0.04	0.19	0.18	0.13	0.55	0.14	0.19	0.31	0.17	0.12	0.11	0.19	0.42	0.32	0.15	0.09	0.18	0.14	0.12	0.16	0.05	0.27	0.36	0.08	0.08	0.11	0.23
2008	0.1	0.22	0.19	0.08	0.06	0.08	0.2	0.1	0.44	0.25	0.12	0.32	0.16	0.09	0.08	0.09	0.18	0.15	0.11	0.08	0.17	0.11	0.1	0.12	0.06	0.23	0.16	0.04	0.04	0.08	0.18
