# Larson - Ingersoll - QUAL - ITRDB WI034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33935
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33935.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi034-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi034-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi034.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi034.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Ingersoll - QUAL - ITRDB WI034
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ingersoll
#   Location: Wisconsin
#   Northernmost_Latitude: 43.548
#   Southernmost_Latitude: 43.548
#   Easternmost_Longitude: -90.604
#   Westernmost_Longitude: -90.604
#   Elevation_m: 354
#--------------------
# Data_Collection
#   Collection_Name: WI034
#   First_Year: 1921
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ING001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ING005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ING005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ING001A_raw	ING001B_raw	ING002A_raw	ING002B_raw	ING003A_raw	ING003B_raw	ING004A_raw	ING004B_raw	ING005A_raw	ING005B_raw
1921	NA	NA	NA	NA	NA	6.107	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	9.576	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	5.334	NA	3.975	NA	NA
1924	NA	NA	NA	NA	NA	5.948	NA	7.527	NA	NA
1925	NA	9.843	NA	NA	NA	2.371	NA	6.806	NA	NA
1926	NA	5.419	NA	NA	NA	2.434	NA	3.873	7.578	NA
1927	5.811	6.752	NA	NA	8.517	4.805	NA	2.964	3.221	NA
1928	20.014	8.043	NA	NA	15.631	6.604	NA	5.037	6.145	NA
1929	9.292	6.752	NA	NA	10.774	5.673	NA	5.038	5.005	NA
1930	8.107	8.678	NA	NA	9.694	6.308	NA	4.106	4.36	NA
1931	6.033	5.377	NA	NA	7.81	4.487	NA	4.572	1.841	NA
1932	9.334	7.366	NA	NA	8.7	7.62	NA	5.588	3.83	NA
1933	8.827	5.609	NA	NA	8.318	6.139	NA	4.657	5.42	NA
1934	6.223	3.492	NA	NA	6.244	4.911	NA	3.809	4.762	NA
1935	6.583	4.953	NA	NA	7.726	6.308	NA	4.064	4.742	NA
1936	9.102	3.789	NA	NA	4.953	3.979	NA	3.175	4	NA
1937	8.636	6.667	8.194	NA	7.112	5.398	NA	3.958	5.631	NA
1938	10.118	6.773	4.883	NA	8.996	6.456	NA	3.725	4.572	6.858
1939	8.996	4.911	6.604	NA	4.847	4.636	NA	2.985	4.276	5.399
1940	9.737	4.381	6.837	NA	5.609	4.847	NA	3.324	6.223	7.089
1941	5.461	4.043	7.557	8.573	4.911	4.911	NA	3.873	5.821	5.547
1942	8.509	4.424	9.44	9.991	6.011	5.779	NA	4.064	7.006	6.18
1943	5.779	2.815	4.763	6.498	3.979	3.09	NA	2.879	4.529	4.445
1944	6.54	4.276	6.117	8.276	4.593	3.725	NA	3.704	4.974	5.926
1945	7.218	3.852	4.953	7.239	6.265	4.53	NA	3.577	4.847	6.16
1946	6.244	3.133	3.344	4.72	3.874	3.619	NA	3.429	3.111	3.831
1947	6.773	3.916	4.868	8.34	5.27	4.402	NA	3.979	3.26	5.334
1948	4.763	3.641	4.784	6.498	3.09	2.646	NA	2.138	3.493	4.911
1949	4.043	3.662	5.397	5.376	4.36	3.768	NA	2.879	2.392	5.081
1950	4.254	4.318	4.911	5.609	4.551	3.048	NA	3.429	4.297	4.784
1951	6.583	3.535	6.075	5.419	5.631	4.974	NA	3.366	3.768	5.122
1952	6.054	4.022	7.408	6.837	4.508	4.614	NA	3.238	4.234	5.186
1953	4.784	3.344	7.175	6.922	3.958	3.133	NA	2.752	3.217	4.147
1954	5.99	4.551	8.869	7.049	4.318	2.709	NA	2.518	3.767	5.633
1955	4.89	3.725	9.715	8.17	4.699	3.238	NA	3.239	5.25	5.926
1956	3.26	2.519	8.424	6.752	3.62	2.794	NA	2.689	5.652	7.133
1957	3.831	4.424	7.133	7.197	4.784	3.45	NA	2.307	4.89	7.79
1958	2.159	2.434	2.984	3.281	2.942	2.328	NA	1.778	2.858	3.683
1959	4.191	3.852	5.376	6.519	3.747	2.857	NA	2.159	5.567	7.832
1960	3.006	3.366	5.884	7.239	5.249	3.577	NA	2.794	4.509	5.736
1961	3.958	3.81	5.673	5.123	3.831	2.921	NA	2.646	5.63	6.752
1962	4.106	3.937	6.985	5.63	4.106	2.9	NA	2.16	4.741	6.434
1963	3.344	3.387	4.742	3.683	2.942	2.053	NA	1.989	4.127	3.916
1964	3.979	3.747	4.762	4.953	3.789	2.413	NA	2.475	4.742	4.89
1965	3.641	3.048	3.514	4.551	2.709	1.566	4.022	1.991	4.043	3.958
1966	4.339	2.9	3.577	3.979	3.365	1.905	4.36	2.477	3.831	4.382
1967	3.598	2.773	3.217	4.255	2.942	1.926	4.89	2.18	3.365	4.953
1968	3.365	4.72	4.551	5.482	2.476	2.222	6.562	3.408	3.831	5.546
1969	3.725	4.043	4.128	5.8	2.392	1.947	4.339	3.323	4.128	5.165
1970	4.318	3.408	3.471	6.075	1.715	2.053	6.519	3.387	4.805	4.721
1971	3.662	4.445	4.022	4.974	1.99	1.841	4.36	3.006	2.815	5.482
1972	2.9	3.704	4.191	4.784	2.201	2.159	7.387	3.006	3.768	5.397
1973	3.175	3.239	3.641	3.747	2.074	2.138	3.323	2.709	2.54	4.636
1974	2.138	2.73	3.429	3.048	1.905	1.609	3.45	2.604	3.006	4.572
1975	3.069	3.471	3.577	4.657	1.863	1.778	3.492	2.159	3.683	5.461
1976	2.244	3.154	2.815	3.217	1.609	1.545	2.561	2.181	2.562	3.45
1977	2.392	4.022	3.154	5.122	1.207	1.418	2.201	2.032	4.001	4.635
1978	2.455	4.974	3.133	4.107	1.905	2.011	3.535	2.328	3.514	4.741
1979	1.863	3.535	3.26	3.217	1.609	1.545	3.175	1.99	2.773	4.509
1980	2.159	4.953	4.149	6.541	1.672	1.693	5.44	3.26	3.598	6.393
1981	1.482	4.339	5.186	6.096	1.841	1.545	7.853	2.477	3.958	5.546
1982	1.63	2.667	4.974	6.562	1.715	1.503	5.101	2.582	4.657	5.524
1983	1.503	3.069	5.271	4.276	2.138	1.736	4.678	2.773	4.085	4.657
1984	1.947	4.593	5.588	4.254	1.778	2.011	3.429	2.773	3.535	5.165
1985	2.032	2.265	3.916	2.434	1.249	1.546	3.26	3.09	2.477	2.942
1986	2.096	2.286	3.789	1.545	1.651	1.841	3.006	2.773	3.408	2.581
1987	2.053	1.545	2.752	1.757	1.566	1.566	2.794	2.222	3.556	3.621
1988	2.223	1.524	1.693	1.46	1.079	0.974	1.609	1.588	2.985	3.62
1989	2.984	1.799	2.265	1.27	1.207	1.186	1.884	1.841	2.857	2.919
1990	3.514	3.154	2.921	1.693	1.63	1.376	3.302	2.244	4.064	4.658
1991	4.445	2.731	2.307	2.434	1.376	1.46	2.519	1.884	2.667	2.985
1992	3.154	2.73	3.323	3.937	1.355	1.312	2.667	2.604	2.689	4.805
1993	2.836	2.371	3.387	3.704	1.46	1.461	3.217	2.392	2.815	3.45
1994	2.434	2.625	3.005	3.048	1.143	1.122	2.942	1.651	2.096	2.773
1995	2.244	2.561	2.582	1.693	1.291	1.312	2.519	2.074	2.095	2.963
1996	2.223	2.096	2.117	1.291	1.08	0.91	1.609	1.736	1.482	2.603
1997	2.455	2.328	3.133	1.037	1.291	1.164	1.947	1.714	2.053	2.752
1998	2.625	2.646	3.196	1.905	1.439	1.27	2.222	1.862	2.794	3.111
1999	2.413	2.117	2.836	1.905	1.122	1.143	2.836	1.567	3.196	2.455
2000	3.027	2.476	2.857	1.567	2.011	1.333	2.244	2.075	3.111	2.731
2001	2.498	2.392	2.434	1.757	0.868	1.207	1.693	1.735	2.307	2.223
