# Peterson - Mount Adams High - ABLA - ITRDB WA109
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4151
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4151.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa109-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa109-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa109.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa109.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Peterson - Mount Adams High - ABLA - ITRDB WA109
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Adams High
#   Location: Washington
#   Northernmost_Latitude: 46.17
#   Southernmost_Latitude: 46.17
#   Easternmost_Longitude: -121.5
#   Westernmost_Longitude: -121.5
#   Elevation_m: 1890
#--------------------
# Data_Collection
#   Collection_Name: WA109
#   First_Year: 1850
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FHMA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMA16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMA16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FHMA01A_raw	FHMA02B_raw	FHMA03A_raw	FHMA04A_raw	FHMA05A_raw	FHMA06A_raw	FHMA07A_raw	FHMA08B_raw	FHMA09B_raw	FHMA10A_raw	FHMA11A_raw	FHMA14B_raw	FHMA15A_raw	FHMA16A_raw
1850	0.86	0.69	1.23	0.98	0.58	0.98	0.68	1.19	0.72	NA	0.81	1.39	NA	1.41
1851	1.15	0.87	1.48	1.48	0.75	1.24	0.92	1.3	0.9	NA	1.13	1.6	NA	1.85
1852	0.88	0.65	1.26	1.36	0.79	0.98	0.84	1.45	0.78	NA	0.85	1.37	NA	1.96
1853	1.01	0.69	1.35	1.51	0.71	1.23	1.08	1.7	0.93	NA	0.91	1.12	NA	1.61
1854	0.98	0.75	1.24	1.14	0.87	1.18	1.23	1.8	1.18	NA	0.98	1.44	NA	1.67
1855	0.9	0.79	1.08	1.51	1.01	1.06	1.04	1.55	1.16	NA	0.85	1.22	NA	1.54
1856	1.09	0.57	1.18	1.27	1.25	1.01	0.84	1.03	1	NA	0.7	1.16	1.51	1.55
1857	1.3	0.85	1.57	1.37	1.08	1.19	1.08	1.19	1.26	NA	0.77	1.26	1.55	1.8
1858	1.26	0.94	1.89	0.97	0.8	1.1	1.05	1.18	1.14	NA	0.58	1.39	1.45	1.59
1859	1.19	1.1	1.58	1.35	0.79	1.07	1	1.06	1.26	NA	0.65	1.16	1.8	1.7
1860	1.45	0.9	1.56	1.52	0.75	1.29	0.69	1.02	1.45	NA	0.61	1.16	1.85	1.93
1861	0.77	0.56	1.1	1.14	0.6	0.91	0.46	0.88	0.97	NA	0.51	1.15	1.73	1.44
1862	1.17	0.83	1.36	1.05	0.87	1.05	0.69	0.88	1.2	NA	0.7	1.24	1.54	1.98
1863	1.34	1.02	1.75	1.93	1.08	1.35	1.07	1.08	1.52	NA	0.84	1.65	1.96	2.25
1864	0.73	0.78	1.45	0.77	0.61	1.17	0.71	1.04	1.32	NA	0.73	1.64	1.39	1.72
1865	0.97	0.87	1.37	1.48	0.63	0.96	0.61	1.29	1.41	NA	0.78	1.35	1.35	2.34
1866	0.78	0.69	1.1	1.15	0.52	0.62	0.57	0.93	0.9	NA	0.55	0.89	1.44	1.54
1867	0.81	0.58	0.95	1.16	0.56	0.7	0.51	1.08	0.99	NA	0.33	1.1	1.34	1.97
1868	1.03	0.7	1.01	1.46	0.67	0.75	0.9	1.15	1.17	NA	0.47	1.37	1.58	2.05
1869	0.71	0.71	0.87	0.99	0.5	0.59	0.6	1.39	1	NA	0.45	0.83	1.21	2.2
1870	0.76	0.76	0.86	0.59	0.5	0.58	0.54	1.36	0.78	NA	0.33	1.26	1.37	2.19
1871	0.92	0.86	0.93	1.06	0.56	0.63	0.67	1.39	1.09	NA	0.47	0.91	1.38	2.07
1872	1.22	0.94	0.86	0.93	0.54	0.44	0.56	1.44	1.16	NA	0.43	0.84	1.45	2.04
1873	1.19	0.86	0.8	0.79	0.49	0.52	0.41	1.27	1.11	NA	0.55	1.05	1.36	1.53
1874	1.26	0.93	0.79	1.12	0.53	0.55	0.62	1.18	1.39	NA	0.39	0.64	1.03	1.28
1875	1.23	0.85	0.94	1.06	0.67	0.46	0.76	1.2	1.19	NA	0.53	1.13	1.36	1.57
1876	0.63	0.64	0.64	0.94	0.45	0.24	0.45	0.95	0.78	NA	0.52	1.37	1.32	1.27
1877	0.92	1.19	0.84	1.27	0.48	0.34	0.65	1.14	0.94	NA	0.65	1.23	1.86	2.19
1878	0.76	0.88	0.65	1.09	0.49	0.26	0.51	0.97	0.94	NA	0.46	1.06	1.69	1.46
1879	0.84	0.98	0.87	1.01	0.57	0.33	0.64	1.33	1.01	NA	0.56	0.81	1.76	1.71
1880	0.67	0.54	0.62	0.83	0.45	0.23	0.33	0.85	0.66	NA	0.44	0.93	1.28	1.39
1881	0.89	0.5	0.75	0.94	0.58	0.29	0.67	0.7	0.55	NA	0.18	0.41	1.22	1.52
1882	1.07	0.57	0.77	0.97	0.57	0.4	0.66	0.8	0.93	NA	0.56	0.77	1.03	1.81
1883	0.73	0.57	0.61	0.75	0.57	0.46	0.5	0.85	1.24	NA	0.47	0.94	1.39	1.7
1884	0.56	0.67	0.31	0.62	0.53	0.44	0.2	0.83	0.75	NA	0.28	0.95	1	1.32
1885	1.04	0.86	0.58	0.96	0.81	0.52	0.78	1.04	1.13	NA	0.48	0.71	1.6	2.46
1886	0.83	0.69	0.68	0.88	0.82	0.58	0.77	1.4	0.97	NA	0.62	0.53	1.57	2.18
1887	0.68	0.55	0.26	0.7	0.49	0.36	0.46	0.97	0.68	NA	0.43	0.52	1.49	1.83
1888	0.88	0.95	0.32	0.94	0.69	0.54	0.64	1.15	1.37	NA	0.51	0.41	1.43	2.58
1889	0.84	0.8	0.51	0.65	0.57	0.53	0.67	1.05	1.33	NA	0.68	0.31	1.92	2.54
1890	0.95	0.68	0.66	0.88	0.67	0.55	0.73	1.59	1.32	NA	0.52	0.45	1.9	2.09
1891	0.94	0.88	0.71	1.05	0.7	0.75	0.91	1.48	1.69	NA	0.52	0.71	2	1.18
1892	0.57	0.81	0.81	0.82	0.78	0.51	0.68	1.28	1.32	NA	0.33	0.48	1.48	1.58
1893	0.63	0.96	0.75	0.7	0.88	0.56	0.69	1.17	1.27	NA	0.34	0.58	1.7	2.07
1894	0.62	0.95	0.57	0.71	0.8	0.44	0.68	0.78	0.93	NA	0.65	0.47	1.66	1.33
1895	1.1	1.49	1.06	0.97	1.14	0.76	0.98	0.94	1.21	NA	0.7	0.84	2.18	1.88
1896	0.64	0.73	0.74	0.72	0.87	0.43	0.54	0.79	1.79	NA	0.58	0.66	1.45	0.93
1897	0.72	1.25	0.61	0.73	0.84	0.4	0.51	0.77	1.25	NA	0.39	0.49	1.17	1.4
1898	0.82	1.39	0.93	0.91	0.9	0.55	0.65	1.17	1.6	NA	0.65	0.53	1.6	1.76
1899	0.29	0.44	0.38	0.49	0.44	0.28	0.32	0.71	1.07	NA	0.48	0.63	0.86	0.59
1900	0.65	1.01	0.59	0.68	1.01	0.48	0.72	1.24	1.27	NA	0.43	0.58	1.4	1.44
1901	0.72	1.11	0.84	0.88	0.96	0.46	0.76	0.93	1.02	NA	0.48	0.44	1.77	1.3
1902	0.59	1.01	0.66	0.84	0.73	0.46	0.61	1.02	1.17	NA	0.53	0.29	1.48	1.42
