# Wertz - Seventh Street - QUMA - ITRDB MN028
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16764
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16764.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn028-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mn028-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn028.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mn028.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-01
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-01
#--------------------
# Title
#   Study_Name: Wertz - Seventh Street - QUMA - ITRDB MN028
#--------------------
# Investigators
#   Investigators: Wertz, E.; St. George, S.; Zeleznik, J.; Smoter, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Erika L. Wertz, Scott St. George and Joseph D. Zeleznik
#   Journal_Name: Water Resources Research
#   Published_Title: Vessel anomalies in Quercus macrocarpa tree rings associated with recent floods along the Red River of the North, United States
#   Published_Date_or_Year: 2013
#   Volume: 49
#   Pages: 630-634
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1029/2012WR012900
#   Full_Citation: None
#   Abstract: Estimates of future flood risks are based on the observations of past floods, but instrumental records of basin hydrology are often too short to assess potential changes in the frequency or magnitude of extreme floods over time. In this study, we show that bur oak (Quercus macrocarpa Michx.) growing along the Red River of the North in North Dakota and Minnesota preserve evidence of past floods within their annual growth rings. Rings formed during major floods often displayed (i) marked reductions in the size of their earlywood vessels or (ii) a more diffuse distribution of vessels throughout the increment. Because of the correspondence between major floods and widespread anatomical anomalies within riparian oaks, we suggest that these features can be described as "flood rings." The frequency of flood-ring formation varied substantially along the river, which implies that this evidence can only provide an accurate estimate of flood history when it is obtained from many trees sampled across a dense network of sites. The rate of flood-ring formation is primarily influenced by flood magnitude but is also controlled by the timing and duration of inundation relative to the period of cambial growth. Although flood-affected oaks are imperfect recorders of past floods, this approach offers significant potential as a means to estimate the preinstrumental flood history of the Red River within the United States.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Seventh Street
#   Location: Minnesota
#   Northernmost_Latitude: 48.9667
#   Southernmost_Latitude: 48.9667
#   Easternmost_Longitude: -97.226
#   Westernmost_Longitude: -97.226
#   Elevation_m: 236
#--------------------
# Data_Collection
#   Collection_Name: MN028
#   First_Year: 1890
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## P-SEV01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-SEV20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-SEV20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	P-SEV01_raw	P-SEV02_raw	P-SEV03_raw	P-SEV04_raw	P-SEV05_raw	P-SEV06_raw	P-SEV07_raw	P-SEV08_raw	P-SEV09_raw	P-SEV10_raw	P-SEV11_raw	P-SEV12_raw	P-SEV13_raw	P-SEV14_raw	P-SEV15_raw	P-SEV16_raw	P-SEV17_raw	P-SEV19_raw	P-SEV20_raw
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.503	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.953	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.336	NA	NA	NA	5.166
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.251	NA	NA	NA	4.606
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.977	NA	NA	NA	2.425
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.495	NA	NA	NA	2.008
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.365	NA	NA	2.22	NA	NA	NA	2.821
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	2.362	NA	NA	NA	2.032
1898	NA	1.947	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.569	NA	1.429	2.799	NA	NA	NA	2.983
1899	NA	2.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.555	NA	1.192	3.103	NA	NA	NA	2.936
1900	NA	2.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.726	NA	1.328	2.26	NA	NA	NA	2.114
1901	NA	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.898	NA	1.742	3.653	NA	NA	NA	3.009
1902	NA	3.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.618	NA	2.269	3.775	NA	NA	NA	3.46
1903	NA	3.081	1.869	NA	NA	NA	NA	NA	NA	NA	NA	1.879	NA	2.251	2.9	NA	NA	NA	2.7
1904	NA	3.159	2.394	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA	2.527	3.934	NA	NA	NA	3.372
1905	NA	2.752	2.137	NA	NA	NA	NA	NA	NA	NA	NA	2.538	NA	2.189	3.855	NA	NA	NA	3.593
1906	NA	2.146	1.401	NA	1.639	2.984	NA	NA	NA	NA	NA	2.948	NA	1.937	3.906	NA	3.256	NA	2.714
1907	NA	3.335	1.792	NA	2.346	3.373	NA	NA	NA	NA	NA	3.36	NA	2.848	4.132	NA	3.392	NA	3.075
1908	1.983	2.803	0.639	NA	1.889	2.783	NA	NA	NA	NA	NA	2.578	NA	2.78	4.149	NA	3.796	NA	3.055
1909	1.917	2.088	0.409	NA	3.36	3.807	NA	NA	NA	NA	NA	3.138	NA	3.081	5.474	5.126	5.721	NA	3.553
1910	1.185	1.363	0.353	NA	1.629	2.805	NA	1.879	NA	NA	NA	2.082	NA	1.963	2.947	2.99	3.793	NA	2.163
1911	1.915	1.609	0.466	NA	2.438	3.671	NA	3.957	NA	NA	NA	3.539	NA	3.079	3.772	3.936	5.48	NA	3.014
1912	2.165	2.006	1.89	NA	2.27	3.71	NA	5.391	NA	NA	NA	3.887	NA	3.902	3.981	4.415	5.658	NA	3.976
1913	1.853	2.846	2.331	NA	1.779	3.24	NA	4.559	NA	NA	NA	3.017	NA	2.521	3.909	3.33	4.145	NA	3.098
1914	1.18	2.567	2.599	NA	1.952	3.269	NA	4.223	NA	NA	3.96	2.634	NA	2.801	3.469	2.367	4.284	NA	2.691
1915	1.344	1.46	2.232	NA	1.11	1.67	NA	2.786	NA	NA	2.835	2.29	NA	1.459	3.49	2.299	3.857	NA	1.104
1916	1.624	1.466	2.866	NA	3.238	3.854	NA	4.098	NA	NA	4.945	3.866	NA	2.661	4.383	2.787	3.841	NA	2.653
1917	0.834	1.037	2.33	NA	2.313	3.44	NA	3.361	NA	NA	3.528	2.653	NA	1.875	3.003	2.64	3.372	NA	1.413
1918	1.436	1.344	2.954	NA	2.229	3.368	NA	3.972	NA	NA	4.062	2.968	NA	1.703	2.522	2.601	3.167	NA	1.706
1919	1.241	1.311	2.431	NA	2.323	2.295	NA	3.055	NA	NA	2.913	2.402	NA	1.929	2.712	2.442	3.415	NA	1.752
1920	1.317	1.294	2.223	NA	2.023	2.439	NA	2.195	NA	NA	2.326	1.93	NA	1.617	2.594	1.639	2.447	NA	1.352
1921	1.653	1.781	2.743	NA	1.792	3.583	NA	2.116	NA	NA	2.481	2.419	NA	1.34	2.667	2.174	2.715	NA	1.261
1922	1.71	2.276	3.176	NA	2.478	4.146	NA	2.541	NA	NA	3.365	2.632	NA	1.668	2.616	2.022	3.37	NA	1.871
1923	1.497	3.26	3.64	NA	2.728	4.064	NA	2.645	3.587	NA	3.355	3.031	NA	2.065	2.647	2.314	3.686	NA	1.863
1924	0.667	1.377	2.704	NA	1.512	2.449	NA	2.077	2.511	NA	4.082	2.437	NA	1.346	1.907	1.099	3.243	NA	1.288
1925	1.175	2.015	4.001	NA	2.015	3.599	NA	3.232	3.8	NA	4.638	2.703	NA	1.606	2.706	1.438	3.598	NA	1.53
1926	0.915	1.394	3.406	NA	1.68	2.231	NA	2.142	3.315	NA	2.797	1.746	NA	0.985	1.862	1.008	3.053	4.384	1.106
1927	2.047	2.026	4.017	NA	2.654	3.893	NA	2.714	4.176	NA	4.411	2.943	NA	1.877	2.085	0.82	2.875	5.169	2.063
1928	2.024	2.669	4.29	NA	2.167	4.715	NA	3.129	4.561	NA	4.877	3.441	NA	2.096	2.28	2.843	3.135	6.46	2.553
1929	1.722	2.195	3.42	NA	0.999	1.542	2.719	1.683	2.058	NA	2.539	1.807	NA	1.25	1.588	2.863	2.009	4.958	1.671
1930	1.89	2.44	3.651	NA	1.319	1.599	2.574	2.23	3.002	NA	2.897	2.699	NA	1.214	2.139	2.845	1.696	5.214	1.484
1931	1.31	2.27	2.918	NA	0.724	1.074	1.938	1.295	2.653	NA	2.15	1.245	NA	0.896	1.528	2.655	1.311	3.593	0.889
1932	1.831	2.384	2.391	2.769	1.049	1.433	1.726	1.999	2.472	NA	2.771	1.713	NA	1.173	1.758	2.836	1.474	4.1	0.956
1933	2.11	2.415	2.263	3.154	0.728	1.093	1.537	1.046	1.832	NA	2.308	1.193	NA	0.851	1.366	1.803	1.234	3.051	0.888
1934	1.138	1.095	2.061	2.421	0.442	0.676	1.138	0.812	1.13	NA	1.263	0.858	NA	0.619	0.791	1.561	0.86	1.92	0.458
1935	2.301	1.586	2.783	3.144	0.624	0.961	2.469	1.339	2.832	NA	2.858	1.752	NA	0.947	1.273	2.809	1.722	4.049	0.495
1936	1.017	1.035	1.469	2.052	0.448	0.75	1.374	0.827	1.532	NA	0.994	0.818	NA	0.616	0.634	1.311	0.768	1.469	0.348
1937	2.542	2.389	2.274	4.563	1.267	2.073	3.7	2.01	4.544	3.192	3.531	1.801	NA	0.986	1.084	3.559	2.079	4.87	0.335
1938	1.919	1.566	1.685	2.527	1.46	1.506	2.195	1.397	2.337	2.952	2	0.868	NA	1.007	0.84	1.605	1.258	3.335	0.447
1939	1.217	1.031	1.749	1.65	0.99	1.045	1.658	1.049	1.665	2.646	0.867	0.662	NA	0.677	0.762	1.188	0.936	2.135	0.35
1940	0.971	0.876	1.263	2.115	1.361	0.578	1.398	0.688	0.729	2.48	1.733	0.459	NA	0.283	0.453	1.047	0.481	1.242	0.334
1941	2.412	2.109	2.876	2.942	2.649	2.039	2.89	1.757	2.458	5.485	3.153	1.034	NA	0.895	0.669	2.056	0.957	2.85	0.441
1942	2.435	1.578	1.953	3.086	2.525	2.401	3.389	1.443	2.451	5.334	3.766	1.264	NA	1.196	0.668	1.765	0.762	4.068	1.222
1943	2.022	1.536	1.696	3.123	1.512	1.752	2.527	1.287	2.783	4.718	1.981	0.872	NA	0.87	0.758	1.657	1.064	3.473	0.675
1944	2.081	1.546	1.598	2.69	1.855	1.644	2.724	0.89	2.929	3.664	2.113	0.992	NA	0.922	0.591	2.159	0.975	3.345	0.415
1945	2.465	1.797	2.193	2.953	1.743	3.217	2.694	1.444	2.885	5.26	2.751	1.589	NA	1.997	1.34	2.338	1.675	5.198	1.361
