# Brown - Fool Creek - PCEN - ITRDB CO586
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2871
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2871.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES NAmerica 2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co586x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co586x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co586x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co586x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2005-01-14
#--------------------
# Title
#   Study_Name: Brown - Fool Creek - PCEN - ITRDB CO586
#--------------------
# Investigators
#   Investigators: Brown, P.M.; Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Fool Creek
#   Location: Colorado
#   Northernmost_Latitude: 39.87
#   Southernmost_Latitude: 39.87
#   Easternmost_Longitude: -105.87
#   Westernmost_Longitude: -105.87
#   Elevation_m: 3370
#--------------------
# Data_Collection
#   Collection_Name: CO586
#   First_Year: 1224
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea engelmannii Parry ex Engelm.
#   Common_Name: Engelmann spruce
#   Tree_Species_Code: PCEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FC017CCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC017CCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC018BCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC018BCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC028CCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC028CCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC041DCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC041DCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC041ECD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC041ECD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC042DCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC042DCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC043CCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC043CCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC046DCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC046DCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC056ACD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC056ACD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC056BCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC056BCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC064BCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC064BCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC068ACD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC068ACD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC068BCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC068BCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC072ACD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC072ACD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC073BCD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC073BCD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC074ACD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC074ACD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC46E1CD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC46E1CD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC46E2CD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC46E2CD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC64A1CD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC64A1CD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC64A2CD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC64A2CD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC72B1CD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC72B1CD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC72B2CD_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC72B2CD; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FC017CCD_raw	FC018BCD_raw	FC028CCD_raw	FC041DCD_raw	FC041ECD_raw	FC042DCD_raw	FC043CCD_raw	FC046DCD_raw	FC056ACD_raw	FC056BCD_raw	FC064BCD_raw	FC068ACD_raw	FC068BCD_raw	FC072ACD_raw	FC073BCD_raw	FC074ACD_raw	FC46E1CD_raw	FC46E2CD_raw	FC64A1CD_raw	FC64A2CD_raw	FC72B1CD_raw	FC72B2CD_raw
1296	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1297	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1298	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA
1299	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA
1300	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA
1301	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA
1302	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA
1303	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA
1304	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA
1305	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA
1306	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA
1307	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA
1308	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA
1309	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	0.55
1310	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	0.56
1311	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	0.53
1312	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	0.49
1313	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.48
1314	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	0.51
1315	NA	0.69	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	0.52
1316	NA	0.66	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	0.54
1317	NA	0.65	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	0.58
1318	NA	0.65	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	0.55
1319	NA	0.72	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	0.56
1320	NA	0.64	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	0.54
1321	NA	0.58	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	0.51
1322	NA	0.61	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	0.51
1323	NA	0.61	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	0.5
1324	NA	0.63	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.51
1325	NA	0.6	NA	NA	NA	NA	0.47	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	0.5
1326	NA	0.58	NA	NA	NA	NA	0.42	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	0.47
1327	NA	0.63	NA	NA	NA	NA	0.5	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	0.54
1328	NA	0.64	NA	NA	NA	NA	0.48	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	0.53
1329	NA	0.58	NA	NA	NA	NA	0.4	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	0.47
1330	NA	0.52	NA	NA	NA	NA	0.43	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	0.42
1331	NA	0.51	NA	NA	NA	NA	0.39	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	0.46
1332	NA	0.58	NA	NA	NA	NA	0.41	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	0.49
1333	NA	0.47	NA	NA	NA	NA	0.39	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	0.43
1334	NA	0.58	NA	NA	NA	NA	0.38	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	0.47
1335	NA	0.54	NA	NA	NA	NA	0.41	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	0.48
1336	NA	0.6	NA	NA	NA	NA	0.41	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	0.54
1337	NA	0.45	NA	NA	NA	NA	0.33	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	0.51
1338	NA	0.53	NA	NA	NA	NA	0.41	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	0.52
1339	NA	0.54	NA	0.46	NA	NA	0.43	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	0.51
1340	NA	0.5	NA	0.46	NA	NA	0.43	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	0.52
1341	NA	0.58	NA	0.44	NA	NA	0.42	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	0.47
1342	NA	0.59	NA	0.47	NA	NA	0.48	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	0.54
1343	NA	0.56	NA	0.43	NA	NA	0.39	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	0.47
1344	NA	0.6	NA	0.47	NA	NA	0.42	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	0.47
1345	NA	0.63	NA	0.47	NA	NA	0.43	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	0.53
1346	NA	0.6	NA	0.46	NA	NA	0.42	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	0.48
1347	NA	0.46	NA	0.42	NA	NA	0.37	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	0.44
1348	NA	0.56	NA	0.47	NA	NA	0.43	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	0.49
1349	NA	0.55	NA	0.5	NA	NA	0.42	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	0.48
