# Hager - Grindstone - FRNI - ITRDB ME032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3458
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3458.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; me032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/me032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hager - Grindstone - FRNI - ITRDB ME032
#--------------------
# Investigators
#   Investigators: Hager, A.E.S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Grindstone
#   Location: Maine
#   Northernmost_Latitude: 45.73
#   Southernmost_Latitude: 45.73
#   Easternmost_Longitude: -68.58
#   Westernmost_Longitude: -68.58
#   Elevation_m: 140
#--------------------
# Data_Collection
#   Collection_Name: ME032
#   First_Year: 1863
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Fraxinus nigra Marsh.
#   Common_Name: black ash
#   Tree_Species_Code: FRNI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 27-01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-03D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-03D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-04C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-04C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-10C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-10C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-12C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-12C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-13C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-13C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-15C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-15C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-16C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-16C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	27-01A_raw	27-01B_raw	27-02A_raw	27-02B_raw	27-03A_raw	27-03B_raw	27-03D_raw	27-04A_raw	27-04B_raw	27-04C_raw	27-05A_raw	27-05B_raw	27-06A_raw	27-06B_raw	27-07A_raw	27-07B_raw	27-08A_raw	27-08B_raw	27-09A_raw	27-09B_raw	27-10A_raw	27-10C_raw	27-12A_raw	27-12C_raw	27-13A_raw	27-13C_raw	27-14A_raw	27-14B_raw	27-15A_raw	27-15B_raw	27-15C_raw	27-16A_raw	27-16C_raw	27-16B_raw	27-17A_raw	27-17B_raw	27-19A_raw	27-19B_raw	27-20A_raw	27-20B_raw	27-23A_raw
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.66	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	0.59	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.47	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.37	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.38	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.19	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	0.36	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.37	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	0.45	0.54	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	0.23	0.3	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	0.44	0.31	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	0.22	0.29	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	0.25	0.25	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	0.3	0.27	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	0.25	0.26	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA	0.4	0.44	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	0.38	0.54	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	0.38	0.26	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	0.31	0.29	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	0.44	0.51	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	0.38	0.4	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	0.73	0.52	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	1.08	0.75	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	1.15	0.86	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.58	NA	NA	NA	3.38	0.94	NA	NA	NA	NA	NA	0.59	0.81	NA	NA	NA	NA	1.13	1.16	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	1.31	1.4	NA	NA	NA	2.13	1.3	NA	NA	NA	NA	NA	0.56	0.7	NA	0.97	NA	NA	1.56	1.4	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68	0.91	1.33	0.74	NA	NA	1.22	1.26	NA	NA	NA	NA	NA	0.51	0.84	NA	1.02	NA	NA	1.43	1.27	NA
1899	NA	NA	1.66	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	0.97	1.2	0.7	NA	NA	1.03	2.01	NA	NA	NA	NA	NA	0.72	1.04	NA	0.68	NA	NA	1.58	1.47	NA
1900	NA	NA	0.73	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	1.59	1.45	0.67	NA	NA	1.87	2.58	NA	NA	NA	NA	NA	0.69	1	NA	0.83	NA	NA	2.47	2.36	NA
1901	NA	NA	0.68	0.95	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.05	0.8	0.41	NA	NA	0.79	1	NA	NA	NA	NA	NA	0.55	0.8	NA	0.73	NA	NA	1.9	1.71	NA
1902	NA	0.93	1.92	2	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1.65	1.3	0.74	NA	NA	1.27	1.35	1.82	NA	NA	NA	NA	1.47	1.54	NA	1.78	NA	NA	1.86	1.7	NA
1903	NA	0.72	0.9	1.25	NA	NA	NA	NA	0.91	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	0.81	0.59	0.57	NA	NA	0.88	0.7	0.77	NA	NA	NA	0.54	0.37	0.66	NA	0.86	NA	NA	0.84	0.79	NA
1904	NA	0.65	1.73	1.95	NA	NA	NA	NA	1.48	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	1.72	1.54	1.22	NA	NA	1.27	0.56	0.64	NA	NA	NA	0.92	1	1.97	NA	1.88	NA	NA	1.6	1.54	NA
