# Coulthard - Frederick Butte Update - JUOC ITRDB OR106
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36472
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36472.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or106l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or106l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or106l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or106l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-05-23
#--------------------
# File_Last_Modified_Date
#   Date: 2022-05-23
#--------------------
# Title
#   Study_Name: Coulthard - Frederick Butte Update - JUOC ITRDB OR106
#--------------------
# Investigators
#   Investigators: Coulthard, B.L.; Anchukaitis, K.J.(https://orcid.org/0000-0002-8509-8080); Dye, L.A.(https://orcid.org/0000-0002-1311-9815); Homfeld, I.K.; Salazar, T.N.
#--------------------
# Description_Notes_and_Keywords
#   Description: Update of an existing collection at Frederick Butte ITRDB OR093 (https://www.ncei.noaa.gov/access/paleo-search/study/15295)
#--------------------
# Publication
#   Authors: Dye, L.A., Coulthard, B.L., Hatchett, B.J., Homfeld, I.K., Salazar, T.N., Littell, J.S., & Anchukaitis, K.J.
#   Journal_Name: Water Resources Research
#   Published_Title: The severity of the 2014–2015 snow drought in the Oregon Cascades in a multicentury context
#   Published_Date_or_Year: 2023
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1029/2022WR032875
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Frederick Butte Update
#   Location: Oregon
#   Northernmost_Latitude: 43.63
#   Southernmost_Latitude: 43.63
#   Easternmost_Longitude: -120.47
#   Westernmost_Longitude: -120.47
#   Elevation_m: 1475
#--------------------
# Data_Collection
#   Collection_Name: OR106
#   First_Year: 870
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: Update of ITRDB OR093
#--------------------
# Species
#   Species_Name: Juniperus occidentalis Hook.
#   Common_Name: western juniper
#   Tree_Species_Code: JUOC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FBU01A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU01B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU02A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU03B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU04A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU04B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU05A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU05B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU06A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU06B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU07A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU08A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU09A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU09B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU10B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU12A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU12B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU13A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU13B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU14A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU14B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU15A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU15B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU16B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU17A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU17B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU19A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU19B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU20A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU20B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU22A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FBU22B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: FBU22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FBU01A_raw	FBU01B_raw	FBU02A_raw	FBU03B_raw	FBU04A_raw	FBU04B_raw	FBU05A_raw	FBU05B_raw	FBU06A_raw	FBU06B_raw	FBU07A_raw	FBU08A_raw	FBU09A_raw	FBU09B_raw	FBU10B_raw	FBU12A_raw	FBU12B_raw	FBU13A_raw	FBU13B_raw	FBU14A_raw	FBU14B_raw	FBU15A_raw	FBU15B_raw	FBU16B_raw	FBU17A_raw	FBU17B_raw	FBU19A_raw	FBU19B_raw	FBU20A_raw	FBU20B_raw	FBU22A_raw	FBU22B_raw
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.062	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.043	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.076	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.065	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.047	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.036	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.058	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.055	NA	NA	NA	NA	NA	NA	0.039	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.051	NA	NA	NA	NA	NA	NA	0.074	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	NA	NA	0.033	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	NA	NA	NA	NA	NA	NA	0.035	NA	NA	NA	NA	NA	NA	0.034	NA	NA	0.033	NA	NA	0.036	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.065	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.042	NA	NA	0.037	NA	NA	0.027	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	NA	NA	NA	NA	NA	NA	0.029	NA	NA	NA	NA	NA	NA	0.043	NA	NA	0.022	NA	NA	0.041	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.042	NA	NA	NA	NA	NA	NA	0.049	NA	NA	NA	NA	NA	NA	0.054	NA	NA	0.023	NA	NA	0.043	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.043	NA	NA	NA	NA	NA	NA	0.034	NA	NA	NA	NA	NA	NA	0.057	NA	NA	0.033	NA	NA	0.037	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	0.034	NA	NA	NA	NA	NA	NA	0.046	NA	NA	0.025	NA	NA	0.038	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.057	NA	NA	NA	NA	NA	NA	0.043	NA	NA	NA	NA	NA	NA	0.06	NA	NA	0.033	NA	NA	0.023	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.042	NA	NA	NA	NA	NA	NA	0.045	NA	NA	NA	NA	NA	NA	0.042	NA	NA	0.027	0.037	NA	0.024	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026	NA	NA	NA	NA	NA	NA	0.032	NA	NA	NA	0.038	NA	NA	0.042	NA	NA	0.024	0.045	NA	0.051	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.034	NA	NA	NA	NA	NA	NA	0.057	NA	NA	NA	0.065	NA	NA	0.052	NA	NA	0.035	0.029	NA	0.036	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	0.063	NA	NA	0.041	NA	NA	0.039	0.036	NA	0.031	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049	NA	NA	NA	NA	NA	NA	0.036	NA	NA	NA	0.05	NA	NA	0.043	NA	NA	0.044	0.017	NA	0.056	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	NA	NA	NA	NA	NA	NA	0.026	NA	NA	NA	0.06	NA	NA	0.043	NA	NA	0.016	0.039	NA	0.025	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	0.042	NA	NA	0.041	NA	NA	0.036	0.028	NA	0.031	0.026
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.057	NA	NA	NA	NA	NA	NA	0.026	NA	NA	NA	0.048	NA	NA	0.044	NA	NA	0.036	0.029	NA	0.036	0.048
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.059	NA	NA	NA	NA	NA	NA	0.068	NA	NA	NA	0.08	NA	NA	0.041	NA	NA	0.046	0.066	NA	0.034	0.054
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.067	NA	NA	NA	NA	NA	NA	0.046	NA	NA	NA	0.086	NA	NA	0.039	NA	NA	0.032	0.042	NA	0.039	0.063
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.046	NA	NA	NA	NA	NA	NA	0.046	NA	NA	NA	0.074	NA	NA	0.039	NA	NA	0.034	0.031	NA	0.038	0.047
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048	NA	NA	NA	NA	NA	NA	0.037	NA	NA	NA	0.058	NA	NA	0.053	NA	NA	0.018	0.032	NA	0.031	0.065
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.055	NA	NA	NA	NA	NA	NA	0.036	NA	NA	NA	0.057	NA	NA	0.044	NA	NA	0.027	0.028	NA	0.022	0.038
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.031	NA	NA	NA	0.043	NA	NA	0.04	NA	NA	NA	0.061	NA	NA	0.037	NA	NA	0.022	0.027	NA	0.021	0.038
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.044	NA	NA	NA	0.048	NA	NA	0.051	NA	NA	NA	0.118	NA	NA	0.039	NA	NA	0.04	0.034	NA	0.049	0.034
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.044	NA	NA	NA	0.043	NA	NA	0.048	NA	NA	NA	0.065	NA	NA	0.037	NA	NA	0.032	0.038	NA	0.034	0.043
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.056	NA	NA	NA	0.041	NA	NA	0.054	NA	NA	NA	0.061	NA	NA	0.039	NA	NA	0.044	0.036	NA	0.038	0.041
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	0.028	NA	NA	0.029	0.025	NA	NA	0.066	NA	NA	0.027	NA	NA	0.051	0.021	NA	0.031	0.056
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.03	NA	NA	0.033	0.02	NA	NA	0.051	NA	NA	0.023	NA	NA	0	0.016	NA	0	0.059
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.041	NA	NA	NA	0.041	NA	NA	0.036	0.052	NA	NA	0.054	NA	NA	0.045	NA	NA	0.032	0.039	NA	0.039	0.048
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.046	NA	NA	NA	0.043	NA	NA	0.022	0.039	NA	NA	0.079	NA	NA	0.041	NA	0.044	0.025	0.052	NA	0.045	0.039
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.047	NA	NA	NA	0.038	NA	NA	0.035	0.038	NA	NA	0.066	NA	NA	0.051	NA	0.051	0.029	0.031	NA	0.06	0.037
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.047	NA	NA	NA	0.04	NA	NA	0.038	0.042	NA	NA	0.055	NA	NA	0.061	NA	0.032	0.038	0.052	NA	0.036	0.041
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.046	NA	NA	NA	0.043	NA	NA	0.046	0.05	NA	NA	0.058	NA	NA	0.071	NA	0.05	0.022	0.023	NA	0.015	0.033
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.042	NA	NA	NA	0.054	NA	NA	0.033	0.038	NA	NA	0.063	NA	NA	0.068	NA	0.047	0.043	0.041	NA	0.066	0.039
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016	NA	NA	NA	0.062	NA	NA	0.034	0.037	NA	NA	0.06	0.039	NA	0.056	NA	0.051	0.023	0.029	NA	0.032	0.038
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038	NA	NA	NA	0.047	NA	NA	0.041	0.043	NA	NA	0.047	0.049	NA	0.058	NA	0.024	0.049	0.035	NA	0.047	0.033
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049	NA	NA	NA	0.06	NA	NA	0.038	0.057	NA	NA	0.056	0.036	NA	0.061	NA	0.053	0.055	0.031	NA	0.026	0.047
