# Lloyd - Usibelli treeline - PCGL - ITRDB AK045
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3897
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3897.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak045-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak045-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak045.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak045.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-23
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-23
#--------------------
# Title
#   Study_Name: Lloyd - Usibelli treeline - PCGL - ITRDB AK045
#--------------------
# Investigators
#   Investigators: Lloyd, A.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Usibelli treeline
#   Location: Alaska
#   Northernmost_Latitude: 63.9
#   Southernmost_Latitude: 63.9
#   Easternmost_Longitude: -148.67
#   Westernmost_Longitude: -148.67
#   Elevation_m: 762
#--------------------
# Data_Collection
#   Collection_Name: AK045
#   First_Year: 1774
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## U11-07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U11-12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U11-15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U11-20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U11-22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U11-30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U11-31A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-31A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U11-32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U11-34B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U11-34B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U12-03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U12-03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U12-04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U12-04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U13-01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U13-01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U13-02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U13-02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U13-05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U13-05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U13-06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U13-06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	U11-07_raw	U11-12_raw	U11-15_raw	U11-20B_raw	U11-22_raw	U11-30A_raw	U11-31A_raw	U11-32_raw	U11-34B_raw	U12-03_raw	U12-04_raw	U13-01_raw	U13-02A_raw	U13-05_raw	U13-06A_raw
1830	0.279	0.056	NA	0.263	0.066	0.067	0.047	NA	0.026	NA	0.14	0.095	0.11	NA	0.156
1831	0.295	0.078	NA	0.107	0.015	0.03	0.049	NA	0.023	NA	0.177	0.087	0.082	NA	0.185
1832	0.379	0.046	NA	0.123	0.021	0.043	0.078	0.089	0.041	NA	0.165	0.063	0.101	NA	0.106
1833	0.326	0.033	NA	0.201	0.031	0.047	0.111	0.081	0.025	NA	0.103	0.057	0.07	NA	0.079
1834	0.146	0.049	NA	0.321	0.021	0.038	0.113	0.15	0.036	NA	0.098	0.082	0.047	NA	0.052
1835	0.107	0.061	NA	0.089	0.014	0.037	0.084	0.145	0.07	NA	0.099	0.068	0.03	NA	0.056
1836	0.103	0.053	NA	0.043	0.038	0.037	0.017	0.045	0.057	NA	0.135	0.089	0.07	NA	0.082
1837	0.111	0.06	NA	0.107	0.021	0.027	0.018	0.028	0.045	0.112	0.187	0.072	0.088	NA	0.102
1838	0.192	0.033	NA	0.212	0.037	0.04	0.027	0.058	0.024	0.076	0.148	0.057	0.079	NA	0.187
1839	0.178	0.067	NA	0.106	0.036	0.073	0.052	0.082	0.023	0.11	0.213	0.072	0.116	NA	0.165
1840	0.191	0.065	NA	0.091	0.035	0.083	0.126	0.135	0.039	0.104	0.159	0.073	0.131	0.085	0.141
1841	0.186	0.086	NA	0.077	0.027	0.018	0.047	0.112	0.057	0.158	0.173	0.103	0.107	0.164	0.143
1842	0.132	0.085	NA	0.13	0.03	0.028	0.026	0.128	0.02	0.196	0.199	0.085	0.099	0.118	0.158
1843	0.165	0.084	0.04	0.061	0.033	0.036	0.02	0.092	0.051	0.138	0.219	0.06	0.066	0.059	0.153
1844	0.127	0.065	0.07	0.077	0.032	0.051	0.024	0.096	0.058	0.212	0.122	0.072	0.124	0.088	0.197
1845	0.173	0.102	0.091	0.129	0.015	0.058	0.025	0.081	0.029	0.243	0.146	0.064	0.111	0.091	0.162
1846	0.153	0.089	0.085	0.128	0.031	0.065	0.025	0.058	0.059	0.257	0.119	0.076	0.172	0.086	0.113
1847	0.125	0.096	0.078	0.054	0.022	0.094	0.011	0.09	0.039	0.11	0.143	0.087	0.122	0.089	0.099
1848	0.131	0.052	0.084	0.048	0.023	0.532	0.019	0.079	0.02	0.097	0.096	0.079	0.115	0.031	0.074
1849	0.117	0.055	0.061	0.047	0.051	0.491	0.012	0.038	0.038	0.114	0.1	0.088	0.075	0.056	0.064
1850	0.112	0.079	0.058	0.076	0.048	0.713	0.014	0.027	0.041	0.093	0.101	0.132	0.096	0.053	0.072
1851	0.099	0.058	0.056	0.041	0.04	0.293	0.044	0.01	0.058	0.08	0.112	0.127	0.13	0.032	0.059
1852	0.1	0.077	0.065	0.039	0.024	0.235	0.022	0.029	0.021	0.095	0.079	0.124	0.172	0.022	0.096
1853	0.06	0.085	0.075	0.039	0.03	0.191	0.051	0.019	0.016	0.091	0.104	0.122	0.154	0.022	0.116
1854	0.072	0.06	0.048	0.03	0.048	0.198	0.056	0.027	0.022	0.073	0.091	0.129	0.129	0.047	0.148
1855	0.067	0.037	0.042	0.023	0.058	0.131	0.026	0.02	0.033	0.108	0.074	0.128	0.131	0.044	0.127
1856	0.059	0.048	0.048	0.021	0.056	0.146	0.043	0.026	0.052	0.073	0.084	0.147	0.144	0.064	0.139
1857	0.039	0.074	0.037	0.027	0.04	0.096	0.033	0.006	0.041	0.057	0.078	0.134	0.129	0.07	0.135
1858	0.044	0.078	0.043	0.024	0.066	0.111	0.044	0.009	0.041	0.078	0.072	0.139	0.148	0.124	0.118
1859	0.063	0.086	0.039	0.04	0.146	0.115	0.053	0.015	0.037	0.062	0.057	0.171	0.109	0.06	0.102
1860	0.05	0.1	0.039	0.028	0.123	0.076	0.062	0.014	0.04	0.071	0.088	0.148	0.089	0.071	0.086
1861	0.048	0.096	0.028	0.029	0.12	0.069	0.049	0.02	0.035	0.063	0.124	0.18	0.054	0.084	0.059
1862	0.055	0.069	0.019	0.054	0.025	0.077	0.069	0.015	0.032	0.046	0.106	0.148	0.051	0.078	0.099
1863	0.067	0.052	0.034	0.067	0.105	0.043	0.07	0.016	0.049	0.039	0.097	0.184	0.068	0.08	0.127
1864	0.05	0.054	0.029	0.068	0.119	0.065	0.083	0.016	0.033	0.052	0.112	0.109	0.076	0.093	0.155
1865	0.049	0.07	0.04	0.09	0.14	0.075	0.128	0.02	0.049	0.016	0.053	0.119	0.07	0.078	0.181
1866	0.043	0.067	0.022	0.083	0.121	0.063	0.112	0.016	0.062	0.01	0.101	0.116	0.07	0.08	0.205
1867	0.044	0.065	0.023	0.066	0.088	0.056	0.077	0.022	0.055	0.01	0.068	0.115	0.126	0.083	0.234
1868	0.06	0.04	0.018	0.032	0.074	0.073	0.056	0.028	0.081	0.009	0.058	0.115	0.123	0.076	0.185
1869	0.03	0.04	0.034	0.083	0.095	0.096	0.051	0.026	0.054	0.014	0.084	0.122	0.075	0.062	0.255
1870	0.039	0.054	0.022	0.042	0.098	0.084	0.078	0.024	0.075	0.017	0.046	0.14	0.096	0.05	0.206
1871	0.052	0.056	0.024	0.021	0.173	0.098	0.047	0.021	0.066	0.011	0.057	0.146	0.142	0.063	0.252
1872	0.054	0.088	0.013	0.029	0.135	0.069	0.056	0.033	0.046	0.011	0.102	0.135	0.156	0.08	0.242
1873	0.055	0.106	0.026	0.054	0.123	0.077	0.061	0.035	0.052	0.011	0.112	0.166	0.197	0.17	0.224
1874	0.08	0.061	0.015	0.045	0.108	0.091	0.052	0.03	0.061	0.011	0.134	0.159	0.165	0.14	0.094
1875	0.046	0.071	0.039	0.044	0.108	0.053	0.08	0.024	0.056	0.017	0.103	0.171	0.254	0.198	0.156
1876	0.079	0.045	0.046	0.041	0.092	0.034	0.077	0.041	0.049	0.014	0.148	0.222	0.19	0.206	0.335
1877	0.064	0.044	0.064	0.056	0.102	0.041	0.075	0.025	0.029	0.047	0.126	0.133	0.159	0.134	0.348
1878	0.057	0.042	0.052	0.087	0.086	0.054	0.056	0.019	0.042	0.026	0.172	0.165	0.151	0.093	0.247
1879	0.054	0.044	0.06	0.035	0.041	0.034	0.068	0.033	0.042	0.012	0.149	0.135	0.113	0.221	0.265
1880	0.058	0.025	0.047	0.038	0.042	0.038	0.063	0.025	0.039	0.01	0.167	0.116	0.142	0.185	0.236
1881	0.042	0.027	0.077	0.032	0.046	0.029	0.071	0.028	0.036	0.011	0.118	0.134	0.138	0.163	0.201
1882	0.048	0.021	0.098	0.029	0.027	0.041	0.072	0.022	0.034	0.013	0.083	0.083	0.14	0.103	0.167
1883	0.043	0.031	0.105	0.063	0.035	0.038	0.042	0.027	0.028	0.035	0.158	0.122	0.104	0.092	0.174
1884	0.068	0.026	0.121	0.029	0.016	0.073	0.041	0.021	0.046	0.008	0.201	0.101	0.157	0.081	0.198
1885	0.066	0.034	0.117	0.021	0.01	0.029	0.06	0.02	0.058	0.012	0.144	0.14	0.15	0.081	0.151
1886	0.053	0.025	0.113	0.025	0.028	0.049	0.06	0.025	0.043	0.015	0.086	0.155	0.188	0.071	0.145
1887	0.041	0.019	0.106	0.064	0.024	0.056	0.051	0.01	0.05	0.007	0.099	0.175	0.179	0.064	0.102
1888	0.074	0.027	0.082	0.048	0.015	0.064	0.051	0.012	0.043	0.021	0.125	0.13	0.21	0.043	0.126
1889	0.061	0.031	0.052	0.036	0.031	0.051	0.041	0.013	0.048	0.014	0.145	0.161	0.203	0.056	0.208
1890	0.05	0.041	0.043	0.042	0.039	0.062	0.066	0.016	0.068	0.013	0.158	0.177	0.271	0.156	0.245
1891	0.053	0.033	0.044	0.031	0.027	0.054	0.085	0.018	0.063	0.016	0.163	0.22	0.305	0.187	0.172
1892	0.051	0.035	0.029	0.037	0.037	0.042	0.062	0.027	0.075	0.009	0.181	0.161	0.27	0.168	0.221
1893	0.047	0.036	0.028	0.016	0.045	0.025	0.023	0.014	0.054	0.016	0.132	0.211	0.497	0.246	0.197
1894	0.055	0.024	0.01	0.043	0.029	0.044	0.054	0.021	0.077	0.015	0.092	0.158	0.435	0.215	0.177
1895	0.046	0.057	0.015	0.048	0.022	0.067	0.046	0.023	0.073	0.018	0.107	0.202	0.27	0.201	0.18
1896	0.063	0.051	0.018	0.032	0.022	0.049	0.054	0.023	0.056	0.037	0.111	0.115	0.246	0.13	0.264
1897	0.083	0.038	0.013	0.036	0.027	0.028	0.036	0.025	0.078	0.034	0.072	0.105	0.194	0.077	0.246
1898	0.065	0.064	0.015	0.041	0.04	0.062	0.051	0.012	0.05	0.027	0.092	0.106	0.122	0.064	0.281
1899	0.064	0.043	0.017	0.041	0.039	0.046	0.055	0.024	0.071	0.028	0.118	0.13	0.129	0.083	0.413
1900	0.081	0.074	0.045	0.022	0.04	0.055	0.064	0.022	0.056	0.034	0.081	0.125	0.189	0.076	0.318
1901	0.069	0.272	0.043	0.02	0.038	0.042	0.065	0.035	0.052	0.024	0.092	0.187	0.204	0.046	0.468
1902	0.053	0.105	0.065	0.025	0.062	0.042	0.043	0.011	0.083	0.014	0.092	0.134	0.236	0.029	0.388
1903	0.059	0.059	0.032	0.038	0.079	0.059	0.024	0.018	0.068	0.023	0.086	0.109	0.161	0.032	0.338
1904	0.073	0.082	0.039	0.037	0.078	0.062	0.06	0.016	0.067	0.014	0.12	0.086	0.153	0.062	0.313
1905	0.08	0.072	0.027	0.03	0.078	0.027	0.069	0.026	0.093	0.029	0.074	0.138	0.197	0.077	0.578
