# Larson - Gratiot Grove - QUAL - ITRDB WI031
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33932
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33932.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi031-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi031-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi031.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi031.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Gratiot Grove - QUAL - ITRDB WI031
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gratiot Grove
#   Location: Wisconsin
#   Northernmost_Latitude: 42.546
#   Southernmost_Latitude: 42.546
#   Easternmost_Longitude: -90.224
#   Westernmost_Longitude: -90.224
#   Elevation_m: 359
#--------------------
# Data_Collection
#   Collection_Name: WI031
#   First_Year: 1852
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GTG001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GTG011B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GTG011B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GTG001A_raw	GTG001B_raw	GTG002A_raw	GTG002B_raw	GTG003A_raw	GTG003B_raw	GTG004A_raw	GTG004B_raw	GTG005A_raw	GTG005B_raw	GTG006A_raw	GTG006B_raw	GTG007A_raw	GTG007B_raw	GTG008A_raw	GTG008B_raw	GTG009A_raw	GTG009B_raw	GTG010A_raw	GTG010B_raw	GTG011A_raw	GTG011B_raw
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.851	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.113	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.846	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.664	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.041	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.225	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.071	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.447	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.086	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.323	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.471	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.744	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.997	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.093	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.275	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.028	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.922	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.234	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.661	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.142	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.586	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.356	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.512	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.566	NA	NA	NA	NA	NA	2.349	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	3.193	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.295	NA	NA	NA	NA	3.926	2.792	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.438	NA	NA	NA	NA	2.178	3.104	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.465	1.684	NA	NA	NA	4.661	4.164	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.526	1.481	NA	NA	NA	4.614	3.852	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.259	1.279	NA	NA	2.9	2.606	1.987	NA
1884	5.215	7.68	NA	NA	NA	NA	NA	NA	NA	4.37	NA	NA	NA	NA	1.715	1.84	NA	NA	4.11	4.116	4.077	NA
1885	3.691	6.158	NA	NA	NA	NA	NA	NA	NA	4.63	NA	NA	NA	NA	1.44	1.693	NA	NA	3.644	4.24	4.085	NA
1886	1.82	2.646	NA	NA	NA	NA	NA	NA	NA	1.688	NA	NA	NA	NA	0.827	0.78	NA	NA	1.625	1.442	1.794	NA
1887	1.387	2.49	NA	NA	NA	NA	NA	NA	3.823	2.921	NA	NA	NA	NA	1.205	0.924	NA	NA	2.984	2.978	3.026	NA
1888	2.89	3.914	NA	NA	NA	NA	NA	NA	4.672	4.233	NA	NA	NA	NA	1.498	1.58	NA	NA	3.273	3.976	3.047	NA
1889	3.752	3.307	NA	NA	NA	NA	NA	NA	4.897	4.002	NA	NA	NA	NA	1.841	1.492	NA	NA	3.492	4.343	3.511	NA
1890	3.209	4.21	NA	NA	NA	NA	NA	NA	4.194	3.176	NA	NA	NA	NA	1.397	1.213	NA	NA	2.975	3.517	4.114	NA
1891	2.938	4.303	NA	NA	NA	NA	NA	NA	3.568	2.572	2.472	NA	NA	NA	1.155	1.255	NA	NA	2.709	3.851	5.87	NA
1892	3.866	5.017	NA	NA	NA	NA	NA	NA	4.629	3.3	3.596	NA	NA	NA	1.77	1.439	NA	NA	3.12	3.465	5.189	NA
1893	1.878	2.923	NA	NA	NA	NA	NA	NA	3.128	2.544	2.704	NA	NA	NA	1.267	1.01	NA	NA	2.445	2.774	2.98	NA
1894	1.773	2.69	NA	NA	NA	NA	2.73	NA	3.335	2.414	3.027	NA	NA	NA	0.96	0.822	NA	NA	3.135	3.014	3.075	NA
1895	1.308	1.966	NA	NA	NA	NA	1.683	NA	2.892	2.097	1.774	NA	NA	NA	0.452	0.402	NA	NA	1.814	2.059	2.349	NA
1896	3.725	4.327	NA	NA	NA	NA	3.592	NA	5.194	3.013	3.458	NA	NA	NA	1.503	1.016	NA	NA	4.021	3.931	3.829	NA
1897	3.184	4.042	NA	NA	NA	NA	3.886	NA	4.463	3.081	4.058	NA	NA	NA	1.517	1.479	NA	NA	3.843	4.642	4.61	NA
1898	4.328	4.586	NA	NA	NA	NA	3.544	NA	4.626	3.771	4.955	NA	NA	NA	1.308	1.372	NA	NA	6.334	5.371	4.761	NA
1899	2.859	3.298	NA	NA	NA	NA	2.913	NA	3.959	3.166	3.597	NA	NA	NA	1.616	1.607	NA	NA	1.521	1.733	3.257	NA
1900	2.141	2.255	NA	NA	NA	NA	2.582	2.955	3.567	2.277	2.306	NA	NA	NA	1.051	0.973	NA	NA	2.144	2.01	3.002	NA
1901	2.082	2.473	NA	NA	NA	NA	2.72	2.456	2.712	1.978	2.469	NA	NA	NA	1.155	1.204	NA	NA	2.17	2.15	2.451	3.02
1902	3.015	3.684	NA	NA	NA	NA	2.704	3.419	3.359	2.908	3.234	NA	NA	NA	1.148	0.949	NA	NA	2.629	2.468	3.131	4.323
1903	3.537	4.73	NA	NA	NA	NA	3.068	3.924	4.197	3.227	4.818	NA	NA	NA	1.691	1.308	NA	NA	2.92	2.979	3.259	4.163
1904	2.56	3.131	NA	3.069	NA	1.376	2.734	3.106	3.593	2.798	2.797	NA	NA	NA	1.962	1.441	NA	NA	2.347	2.408	3.111	3.176
1905	3.042	3.145	NA	3.572	NA	2.293	2.622	2.62	2.818	2.13	2.643	NA	NA	NA	1.616	1.568	NA	NA	3.019	3.265	2.972	3.335
1906	4.017	3.507	4.641	3.293	NA	3.884	2.429	3.015	3.709	2.644	3.166	NA	NA	2.646	1.46	1.656	NA	NA	3.651	4.136	3.724	3.567
1907	4.706	4.432	5.213	4.734	NA	7.042	3.605	3.701	3.993	2.892	5.137	NA	NA	3.129	1.493	1.562	NA	NA	4.346	4.483	4.623	5.824
1908	2.929	3.536	3.485	3.353	NA	4.591	2.636	2.931	2.794	2.323	3.593	NA	NA	2.073	0.885	1.11	NA	NA	2.241	2.751	3.298	5.147
1909	4.149	3.647	3.578	3.727	NA	6.15	2.68	3.171	3.325	3.12	4.002	NA	NA	2.303	0.995	1.017	NA	NA	3.338	3.637	4.731	5.414
1910	2.74	2.527	2.83	3.148	NA	4.297	2.108	2.763	2.888	2.677	2.217	NA	NA	2.152	0.762	0.732	NA	NA	2.575	2.463	3.175	3.226
1911	1.458	1.615	2.13	2.187	NA	1.555	1.642	1.523	2.552	1.899	1.688	NA	NA	1.75	0.506	0.438	NA	NA	2.494	1.736	1.522	1.824
