# de Graauw - Stump Cabin - QUAL - ITRDB WV028
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28244
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28244.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv028-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wv028-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv028.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wv028.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - Stump Cabin - QUAL - ITRDB WV028
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log building (Stump Cabin; SCQ). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Stump Cabin
#   Location: West Virginia
#   Northernmost_Latitude: 38.91
#   Southernmost_Latitude: 38.91
#   Easternmost_Longitude: -79.02
#   Westernmost_Longitude: -79.02
#   Elevation_m: 317
#--------------------
# Data_Collection
#   Collection_Name: WV028
#   First_Year: 1591
#   Last_Year: 1784
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SCW104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCS103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCS103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCS211A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCS211A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCN208A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCN208A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCS212A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCS212A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCS213A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCS213A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW211A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW211A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCN210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCN210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCN210AB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCN210AB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCE213A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCE213A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCE104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCE104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCN209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCN209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW212A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW212A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCE106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCE106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCE103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCE103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCN106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCN106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCS105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCS105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCN107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCN107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCS104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCS104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCE107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCE107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCE212A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCE212A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCE210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCE210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SCW104A_raw	SCS103A_raw	SCS211A_raw	SCN208A_raw	SCS212A_raw	SCS213A_raw	SCW211A_raw	SCN210A_raw	SCN210AB_raw	SCW210A_raw	SCE213A_raw	SCE104A_raw	SCN209A_raw	SCW212A_raw	SCE106A_raw	SCE103A_raw	SCW103A_raw	SCN106A_raw	SCS105A_raw	SCW107A_raw	SCN107A_raw	SCS104A_raw	SCE107A_raw	SCW105A_raw	SCE212A_raw	SCE210A_raw
1591	0.957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1592	1.033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1593	1.161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1594	1.281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1595	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1596	0.852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1597	1.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1598	0.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1599	0.682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1600	0.756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1601	0.725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1602	1.156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1603	0.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1604	0.663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1605	0.892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1606	0.706	NA	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1607	0.516	NA	NA	NA	NA	NA	NA	0.512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1608	0.503	NA	NA	NA	NA	NA	NA	0.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1609	0.355	NA	NA	NA	NA	NA	NA	0.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	0.476	NA	NA	NA	NA	NA	NA	0.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1611	0.748	NA	NA	NA	NA	NA	NA	0.823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1612	0.379	NA	NA	NA	NA	NA	NA	0.451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1613	0.424	NA	NA	NA	NA	NA	NA	0.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1614	0.61	NA	NA	NA	NA	NA	NA	0.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1615	0.489	NA	NA	NA	NA	NA	NA	0.601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1616	0.441	NA	NA	NA	NA	NA	NA	0.504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1617	0.498	NA	NA	NA	NA	NA	NA	0.58	NA	1.796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1618	0.684	NA	NA	NA	NA	NA	NA	0.618	NA	1.994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1619	0.508	NA	NA	NA	NA	NA	NA	0.449	NA	1.817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1620	0.715	NA	NA	NA	NA	NA	NA	0.623	NA	1.374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1621	0.517	NA	NA	NA	NA	NA	NA	0.481	NA	1.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1622	0.571	NA	NA	NA	NA	NA	NA	0.608	NA	2.025	NA	NA	NA	NA	NA	1.073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1623	0.532	NA	NA	NA	NA	NA	NA	0.328	NA	1.813	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1624	0.587	NA	NA	NA	NA	NA	NA	0.461	NA	1.347	NA	NA	NA	NA	NA	0.826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1625	0.439	NA	NA	NA	NA	NA	NA	0.381	NA	1.308	NA	NA	NA	NA	NA	0.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1626	0.306	NA	NA	NA	NA	NA	NA	0.337	NA	1.235	NA	NA	NA	NA	NA	0.318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1627	0.229	NA	NA	NA	NA	NA	NA	0.231	NA	0.719	NA	NA	NA	NA	NA	0.214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1628	0.289	NA	NA	NA	NA	NA	NA	0.352	NA	0.772	NA	NA	NA	NA	NA	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1629	0.519	NA	NA	NA	NA	NA	NA	0.201	NA	0.702	NA	NA	NA	NA	NA	0.378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1630	0.55	NA	NA	NA	NA	NA	NA	0.402	NA	0.888	NA	NA	NA	NA	NA	0.791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1631	0.543	NA	NA	NA	NA	NA	NA	0.215	NA	1.051	NA	NA	NA	NA	NA	0.778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1632	0.458	NA	NA	NA	NA	NA	NA	0.266	NA	0.851	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633	0.698	NA	NA	NA	NA	NA	NA	0.346	NA	1.303	NA	NA	NA	NA	NA	0.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1634	0.646	NA	1.577	NA	NA	NA	NA	0.386	NA	0.937	NA	NA	NA	NA	NA	0.435	1.427	NA	NA	NA	NA	NA	NA	NA	NA	NA
1635	0.711	NA	1.42	NA	NA	NA	NA	0.447	NA	1.124	NA	NA	NA	NA	NA	0.551	0.966	NA	NA	NA	NA	NA	NA	NA	NA	NA
1636	0.512	NA	1.293	NA	NA	NA	NA	0.362	NA	0.996	NA	NA	NA	NA	NA	0.497	1.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
1637	0.575	NA	1.381	NA	NA	NA	NA	0.479	NA	1.03	NA	NA	NA	NA	NA	0.64	1.329	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638	0.451	NA	1.044	NA	NA	NA	NA	0.392	NA	0.934	NA	NA	NA	NA	NA	0.401	1.083	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	0.716	NA	1.092	NA	NA	NA	NA	0.401	NA	1.06	NA	NA	NA	NA	NA	0.6	0.856	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	0.577	0.704	0.932	NA	NA	NA	NA	0.498	NA	1.232	NA	NA	NA	NA	NA	0.555	1.277	NA	NA	NA	NA	NA	NA	NA	NA	NA
