# Copenheaver - Brush Mountain - QUAL - ITRDB VA036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/18966
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-18966.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va036-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va036-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va036.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-04-29
#--------------------
# File_Last_Modified_Date
#   Date: 2015-04-29
#--------------------
# Title
#   Study_Name: Copenheaver - Brush Mountain - QUAL - ITRDB VA036
#--------------------
# Investigators
#   Investigators: Copenheaver, C.A.(https://orcid.org/0000-0003-1778-3593)
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores are stored at:
# # Virginia Tech, Forest Ecology Laboratory, Blacksburg, VA 24060 NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Carolyn A. Copenheaver, R. Travis Belote, Jason K. Steele, John A. Peterson, Lawton E. Grinter
#   Journal_Name: Journal of the Torrey Botanical Society
#   Published_Title: A dendroclimatic assessment of habitat specificity: Use of a functional trait to classify white oak
#   Published_Date_or_Year: 2013
#   Volume: 140
#   Pages: 41-51
#   Issue: 1
#   Report_Number: 
#   DOI: 10.3159/TORREY-D-12-00037.1 
#   Full_Citation: None
#   Abstract: Habitat specificity of tree species has traditionally been determined by identifying synchronous abiotic characteristics and species presence on the landscape. On a local scale this identifies many species as specialists; however, on a regional scale, most tree species are classified as generalists because individual species are present across a wide-range of edaphic and topographic conditions. To improve our ecological understanding of habitat specificity in trees, we classified white oak (Quercus alba) based on two performance currencies: responsiveness to climate and maximum tree age. We sampled tree rings from both ridge and valley stands in the southern Appalachian Mountains to contrast the dendroclimatic response at these topographic positions. White oak had radial growth responses to Palmer Drought Severity Index, temperature, and precipitation that was not dependent upon topographic position (ridge vs. valley), suggesting that white oak is a generalist species. A dendroclimatic response that is not dependent upon topographic position should allow white oak to adapt readily to climatic shifts that span a range of environmental conditions. Tree age has served as a successful performance currency in relatively undisturbed forests; however, in the southern Appalachian Mountains where there is a long history of human disturbance, maximum tree age revealed more about regional logging history than about white oak habitat specificity. Understanding habitat specificity of plant species improves predictions of species' response to environmental change. Traditionally trees have been classified based on occurrence on the landscape; however, in heavily-impacted forests occurrence is a reflection of land-use history. Dendroclimatology offers a more accurate tool to assess a tree's habitat specificity and was successfully applied in several ridge and valley sites in the Appalachian Mountains to identify white oak as a generalist species.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Brush Mountain
#   Location: Virginia
#   Northernmost_Latitude: 37.2667
#   Southernmost_Latitude: 37.2667
#   Easternmost_Longitude: -80.4333
#   Westernmost_Longitude: -80.4333
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: VA036
#   First_Year: 1918
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## brwo02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo24b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo24b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bmwo25b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bmwo25b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bmwo15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bmwo15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRWO06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRWO06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRWO08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRWO08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRWO09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRWO09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRWO20b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRWO20b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	brwo02a_raw	brwo03b_raw	brwo04b_raw	brwo05b_raw	brwo07b_raw	brwo19a_raw	brwo18a_raw	brwo24b_raw	brwo22a_raw	brwo14b_raw	brwo13a_raw	brwo12b_raw	brwo11b_raw	brwo23b_raw	bmwo25b_raw	bmwo15a_raw	BRWO06a_raw	BRWO08b_raw	BRWO09b_raw	BRWO20b_raw
1918	NA	NA	NA	NA	NA	NA	NA	1.062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.388
1919	NA	NA	NA	NA	NA	NA	NA	1.526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.546
1920	NA	NA	NA	NA	NA	NA	NA	1.828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.504
1921	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.112
1922	NA	NA	NA	NA	NA	NA	NA	2.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.402
1923	NA	NA	NA	NA	NA	2.93	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.468
1924	NA	NA	NA	NA	NA	2.722	NA	2.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.756
1925	NA	NA	NA	NA	NA	3.254	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.508
1926	NA	NA	NA	NA	NA	2.428	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.122
1927	NA	NA	NA	1.788	NA	2.874	NA	1.924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.742
1928	NA	NA	NA	1.19	NA	1.586	NA	1.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.546
1929	NA	NA	NA	1.376	NA	1.342	NA	1.756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.088
1930	NA	NA	NA	0.77	NA	1.902	NA	1.172	NA	NA	NA	NA	NA	NA	1.248	NA	0.53	NA	NA	1.158
1931	NA	NA	NA	0.768	NA	2.41	NA	1.114	2.136	NA	NA	NA	NA	NA	0.99	NA	1.512	NA	NA	0.814
1932	NA	NA	NA	1.104	NA	2.074	NA	1.518	2.13	NA	NA	NA	1.712	NA	1.422	NA	0.644	NA	NA	1.316
1933	NA	NA	NA	0.78	NA	2.366	NA	1.256	2.33	NA	NA	NA	1.724	NA	0.688	1.162	1.396	NA	NA	1.02
1934	NA	NA	3.086	0.96	NA	3.09	NA	0.954	2.384	NA	NA	2.786	1.568	NA	0.85	1.362	1.17	NA	NA	1.18
1935	NA	NA	3.13	1.26	NA	2.08	NA	1.472	1.756	NA	NA	3.882	2.748	NA	1.046	2.54	2.234	NA	NA	1.588
1936	NA	NA	3.062	0.898	NA	3.368	NA	1.42	1.392	NA	2.524	2.282	1.87	NA	0.908	1.974	1.318	NA	NA	1.25
1937	NA	NA	4.932	0.926	NA	2.798	NA	1.382	1.918	NA	2.354	2.292	2.854	NA	1.128	2.602	1.306	NA	NA	1.504
1938	NA	NA	3.726	0.33	NA	2.21	NA	1.354	1.992	NA	2.604	2.264	1.41	NA	0.918	2.324	1.374	1.434	5.572	1.1
1939	NA	NA	2.508	0.64	NA	2.466	NA	1.354	1.822	NA	1.83	1.96	2.206	NA	0.964	2.528	2.424	1.56	9.502	1.136
1940	NA	NA	2.65	1.188	NA	1.43	1.858	1.786	2.072	NA	1.596	2.002	1.542	NA	1.118	3.174	2.134	1.656	8.1	1.294
1941	NA	NA	3.182	1.14	NA	2.53	2.316	1.716	2.206	NA	1.628	3.062	1.41	2.69	1.244	3.18	1.998	0.846	6.892	0.956
1942	2.004	NA	2.572	1.852	NA	2.018	2.158	1.908	2.946	NA	1.77	3.886	2.488	3.36	1.44	3.082	2.116	1.358	5.532	1.002
1943	2.046	NA	2.058	1.734	7.056	1.626	1.482	1.784	2.182	NA	1.918	3.118	1.984	3.238	1.376	2.412	2.554	1.002	4.412	1.682
1944	1.754	NA	1.564	1.454	7.354	1.996	1.41	1.352	1.716	NA	1.366	2.724	1.982	2.732	1.664	2.096	1.536	1.096	3.2	1.396
1945	1.056	NA	1.504	1.266	6.694	1.992	1.392	1.384	1.772	NA	1.544	3.012	1.426	4.146	1.336	2.024	2.75	0.904	5.034	0.634
1946	1.438	NA	1.746	1.694	5.9	1.86	1.462	1.888	1.804	NA	1.446	2.81	1.954	3.452	1.664	1.392	2.546	0.75	4.254	1.486
1947	1.472	NA	1.652	1.43	6.774	1.786	1.514	1.71	1.726	NA	1.474	2.74	1.78	3.32	2.246	1.1	2.712	0.716	4.666	1.346
1948	1.816	NA	2.704	1.042	4.792	1.706	1.784	1.716	1.278	NA	1.368	2.902	1.928	3.592	1.514	1.312	2.768	0.694	3.04	1.186
1949	1.67	NA	2.052	1.192	4.136	2.324	1.37	1.952	1.292	NA	2.052	2.736	1.79	3.606	1.846	0.974	2.224	0.766	2.444	1.052
1950	1.976	NA	2.702	2.432	6.416	1.896	2.16	2.362	1.486	NA	2.008	2.612	1.684	4.074	2.718	1.568	3.1	1.16	3.554	1.22
1951	2.49	NA	3.214	2.482	5.462	1.652	2.396	1.802	1.744	NA	1.384	2.844	2.262	3.746	1.858	2.644	2.204	1.432	3.228	1.826
1952	1.766	NA	1.796	1.918	5.572	1.698	1.77	1.758	1.256	NA	1.156	1.822	1.342	3.434	1.252	1.512	2.842	1.072	2.696	1.258
1953	1.98	NA	2.156	2.09	3.706	1.3	2.332	1.928	1.76	NA	2.26	2.444	1.884	3.274	1.402	1.356	3.03	1.342	2.968	1.548
1954	1.366	NA	1.672	2.116	3.82	1.342	1.162	1.508	1.186	NA	0.952	1.664	0.938	2.548	0.934	0.756	2.032	0.798	2.12	0.772
1955	1.402	NA	1.87	2.098	3.212	1.326	1.82	1.614	1.256	NA	1.818	1.112	1.008	1.998	1.138	1.298	1.908	1.124	1.55	1.006
1956	1.306	NA	1.912	2.114	3.106	1.748	2.712	1.418	1.048	NA	1.22	1.412	1.022	2.634	0.908	1.068	1.856	1.224	1.11	0.838
1957	2.136	1.64	2.102	2.356	2.766	1.838	2.886	2.22	1.338	NA	1.448	1.924	1.838	2.95	1.906	1.736	2.16	1.134	1.69	1.508
1958	2.392	2.874	2.828	2.892	2.864	1.426	2.7	1.868	1.344	1.67	1.316	2.13	1.916	2.908	1.108	1.422	1.95	1.16	1.462	1.9
1959	1.75	1.558	1.502	2.32	2.456	1.386	1.542	1.73	0.822	1.368	0.966	1.2	1.342	1.994	1.084	1.274	1.656	1.05	1.43	1.018
1960	1.798	1.492	1.156	1.754	2.59	1.182	2.168	1.702	0.708	1.37	0.878	1.29	1.36	1.81	1.076	1.494	1.418	1.236	0.918	1.384
1961	1.32	1.78	1.582	1.728	2.624	1.244	2.77	1.624	0.59	1.536	1.212	1.5	1.844	1.874	1.462	1.288	1.272	1.074	0.844	0.99
1962	1.832	1.5	1.498	2.46	2.908	1.42	2.088	2.166	0.776	1.45	1.21	1.586	1.566	2.38	1.686	1.038	1.422	1.066	0.7	1.124
1963	1.362	1.486	1.402	2.184	2.098	1.468	1.738	1.518	0.81	1.244	1.11	1.578	0.896	1.29	1.164	1.148	0.894	0.986	0.438	1.478
1964	1.138	1.24	0.932	1.642	2.162	1.046	1.196	1.042	0.986	1.066	0.86	1.164	0.72	1.102	1.182	0.786	0.592	0.774	0.534	0.822
1965	1.518	2.174	1.74	2.28	2.394	1.686	1.66	1.546	1.266	1.832	1.228	1.866	1.188	2.268	1.69	0.958	1.098	0.86	0.556	1.24
1966	0.838	0.834	0.94	1.736	1.996	0.828	1.166	1.032	0.774	0.866	0.814	0.982	0.368	1.272	0.726	0.51	0.5	0.692	0.574	0.648
1967	0.82	2.124	1.766	2.512	2.464	1.73	2.114	1.522	1.316	1.676	1.066	2.162	1.188	1.85	1.264	0.958	0.924	1.334	1.094	1.152
1968	1.31	2.24	2.236	3.364	3.084	2.43	3.32	1.734	1.516	2.16	1.518	2.286	1.454	2.73	1.492	1.458	1.182	2.086	1.58	1.724
1969	1.248	2.72	2.332	3.246	2.75	2.732	2.584	1.762	1.746	2.346	1.182	2.754	1.504	2.326	1.358	1.56	1.116	1.826	2.018	2.248
1970	1.246	2.382	1.482	2.988	1.944	2.648	1.69	1.618	1.566	1.94	1.374	2.666	1.31	1.708	1.146	1.288	0.864	1.306	0.97	1.328
1971	1.298	1.736	1.646	2.65	2.666	2.662	2.192	1.204	1.61	2.388	1.02	1.938	0.908	2.064	0.966	0.276	0.848	1.654	1.31	2.114
1972	1.046	2.422	1.646	1.796	3.118	2.084	2.112	1.278	1.236	2.218	0.732	2.068	0.75	1.334	1.024	1.042	0.578	1.57	1.336	1.514
1973	1.136	2.312	1.844	1.416	3.324	2.648	1.794	1.334	1.472	2.588	1.134	2.468	0.91	1.778	1.108	0.998	0.57	1.648	1.844	1.68
