# Copenheaver - Brush Mountain - QUAL - ITRDB VA036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/18966
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-18966.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va036-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va036-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va036.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-04-29
#--------------------
# File_Last_Modified_Date
#   Date: 2015-04-29
#--------------------
# Title
#   Study_Name: Copenheaver - Brush Mountain - QUAL - ITRDB VA036
#--------------------
# Investigators
#   Investigators: Copenheaver, C.A.(https://orcid.org/0000-0003-1778-3593)
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores are stored at:
# # Virginia Tech, Forest Ecology Laboratory, Blacksburg, VA 24060 NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Carolyn A. Copenheaver, R. Travis Belote, Jason K. Steele, John A. Peterson, Lawton E. Grinter
#   Journal_Name: Journal of the Torrey Botanical Society
#   Published_Title: A dendroclimatic assessment of habitat specificity: Use of a functional trait to classify white oak
#   Published_Date_or_Year: 2013
#   Volume: 140
#   Pages: 41-51
#   Issue: 1
#   Report_Number: 
#   DOI: 10.3159/TORREY-D-12-00037.1 
#   Full_Citation: None
#   Abstract: Habitat specificity of tree species has traditionally been determined by identifying synchronous abiotic characteristics and species presence on the landscape. On a local scale this identifies many species as specialists; however, on a regional scale, most tree species are classified as generalists because individual species are present across a wide-range of edaphic and topographic conditions. To improve our ecological understanding of habitat specificity in trees, we classified white oak (Quercus alba) based on two performance currencies: responsiveness to climate and maximum tree age. We sampled tree rings from both ridge and valley stands in the southern Appalachian Mountains to contrast the dendroclimatic response at these topographic positions. White oak had radial growth responses to Palmer Drought Severity Index, temperature, and precipitation that was not dependent upon topographic position (ridge vs. valley), suggesting that white oak is a generalist species. A dendroclimatic response that is not dependent upon topographic position should allow white oak to adapt readily to climatic shifts that span a range of environmental conditions. Tree age has served as a successful performance currency in relatively undisturbed forests; however, in the southern Appalachian Mountains where there is a long history of human disturbance, maximum tree age revealed more about regional logging history than about white oak habitat specificity. Understanding habitat specificity of plant species improves predictions of species' response to environmental change. Traditionally trees have been classified based on occurrence on the landscape; however, in heavily-impacted forests occurrence is a reflection of land-use history. Dendroclimatology offers a more accurate tool to assess a tree's habitat specificity and was successfully applied in several ridge and valley sites in the Appalachian Mountains to identify white oak as a generalist species.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Brush Mountain
#   Location: Virginia
#   Northernmost_Latitude: 37.2667
#   Southernmost_Latitude: 37.2667
#   Easternmost_Longitude: -80.4333
#   Westernmost_Longitude: -80.4333
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: VA036
#   First_Year: 1918
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## brwo02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo24b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo24b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## brwo23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: brwo23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bmwo25b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bmwo25b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bmwo15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bmwo15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRWO06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRWO06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRWO08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRWO08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRWO09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRWO09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRWO20b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRWO20b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	brwo02a_raw	brwo03b_raw	brwo04b_raw	brwo05b_raw	brwo07b_raw	brwo19a_raw	brwo18a_raw	brwo24b_raw	brwo22a_raw	brwo14b_raw	brwo13a_raw	brwo12b_raw	brwo11b_raw	brwo23b_raw	bmwo25b_raw	bmwo15a_raw	BRWO06a_raw	BRWO08b_raw	BRWO09b_raw	BRWO20b_raw
1974	0.928	2.776	2.356	1.414	3.73	2.862	3.01	1.954	1.302	3.222	1.3	3.028	1.038	1.59	1.558	1.174	1.096	1.492	2.95	2.44
1975	1.162	2.816	2.344	1.32	3.068	3.174	2.012	1.596	1.098	2.33	1.178	2.618	1.174	0.858	1.326	1.15	0.594	1.826	2.15	2.488
1976	1.016	1.65	1.51	0.552	2.464	2.84	2.134	1.114	1.184	2.054	1.418	1.916	0.604	0.832	0.528	1.162	0.43	1.246	1.164	1.058
1977	1.248	1.82	1.612	1.178	2.128	3.004	2.428	1.478	1.362	1.852	1.286	2.226	0.492	1.208	0.842	0.742	0.556	1.376	1.894	1.326
1978	1.258	2.266	1.754	1.478	1.884	3.118	2.302	1.398	1.062	2.43	1.302	1.916	0.7	1.27	0.928	0.78	0.676	1.44	2.408	1.578
1979	1.372	2.488	2.178	1.468	2.586	3.91	2.412	1.642	1.466	2.198	1.534	2.112	0.542	1.31	0.99	0.674	0.83	1.394	2.836	1.818
1980	1.9	3.342	2.574	2.192	2.722	3.51	3.01	2.08	0.32	2.274	1.458	2.912	1.12	1.816	1.046	0.864	1.106	1.498	4.12	2.322
1981	2.052	2.668	2.17	2.196	2.174	3.012	1.88	1.05	0.942	1.842	1.496	1.814	0.966	1.658	0.942	1.262	0.794	1.43	2.306	2.16
1982	2.094	3.476	1.686	1.988	2.274	2.55	2.25	1.354	1.236	1.862	1.466	2.084	1.5	1.196	1.012	0.848	0.668	1.632	2.54	2.722
1983	1.956	2.456	1.856	1.908	2.298	1.944	1.58	1.45	1.118	1.448	0.93	2.03	1.182	1.422	0.824	1.042	0.564	1.612	1.712	1.95
1984	1.696	2.414	1.478	1.388	2.172	1.544	0.916	1.066	0.924	1.11	1.214	1.468	0.72	1.088	0.91	0.99	0.634	1.212	1.43	1.576
1985	1.65	2.554	1.598	2.254	2.112	2.776	2.642	1.302	0.984	1.392	1.048	2.032	1.07	1.186	0.958	0.654	0.56	1.096	1.452	1.228
1986	1.058	1.902	0.926	1.004	1.46	1.554	1.716	1.22	0.61	0.696	0.618	1.296	0.82	1.17	0.974	0.88	0.418	1.39	1.094	1.836
1987	1.218	1.734	1.062	1.22	1.89	2.01	1.826	1.234	0.73	0.858	0.758	1.532	0.966	1.216	1.112	0.976	0.71	1.242	1.304	1.804
1988	1.18	2.076	1.082	1.408	1.65	1.468	0.854	1.452	0.928	0.686	1.076	1.496	0.866	1.494	1.012	0.914	0.65	1.458	1.13	1.47
1989	1.748	2.862	2.684	1.228	2.128	1.56	1.752	1.47	1.158	1.33	1.842	1.218	1.32	1.634	1.706	0.976	0.134	1.648	1.544	1.834
1990	1.284	1.834	1.402	0.59	1.474	1.372	2.058	1.47	1.142	0.88	1.216	1.2	1.374	1.136	0.78	0.626	0.132	1.442	1.782	1.342
1991	1.492	2.284	1.056	1.088	1.846	1.474	1.088	1.476	0.57	0.766	1.476	1.374	1.44	1.346	0.908	1.216	0.494	1.788	1.416	1.338
1992	1.942	2.75	1.45	1.5	2.616	1.518	1.382	1.84	1.616	1.138	1.236	1.576	1.8	1.564	1.316	1.23	0.906	2.15	1.92	2.204
1993	1.766	2.014	1.442	0.972	2.988	1.278	1.238	1.714	1.392	1.128	1.436	1.428	1.56	0.94	0.794	1.056	0.73	1.258	1.602	2.352
1994	1.436	2.298	1.63	0.89	2.758	0.892	1.462	1.418	1.146	1.392	1.348	1.312	1.028	1.06	0.55	1.088	0.898	1.738	1.278	2.154
1995	1.406	2.872	1.94	1.586	2.874	1.124	1.792	1.942	2.05	2.022	1.572	1.936	2.188	1.562	0.826	0.872	1.038	2.258	2.282	2.446
1996	1.346	2.704	2.272	1.344	2.79	1.942	1.59	1.732	2.188	1.814	1.414	1.762	2.192	1.93	1.028	1.094	1.234	2.116	1.66	2.352
1997	1.278	2.336	1.466	0.916	1.688	1.184	1.762	1.486	0.45	1.042	1.342	0.974	1.802	1.578	0.78	0.816	1.08	2.136	1.546	1.404
1998	1.43	2.498	1.58	1.064	2.462	0.992	1.712	1.596	1.676	1.108	1.83	1.846	1.888	1.504	1.256	0.9	0.966	2.052	2.114	2.042
1999	1.022	1.996	1.02	0.73	2.326	0.79	0.948	1.486	2.588	1.194	2.164	1.254	1.38	0.78	0.622	0.378	0.576	1.63	1.38	1.736
2000	1.606	2.786	1.574	1.094	2.456	0.8	1.172	1.412	1.926	1.372	1.756	1.17	1.858	1.52	1.008	0.638	0.824	2.004	1.158	2.544
2001	1.612	3.962	2.13	1.23	2.486	1.648	1.772	1.362	1.78	1.544	1.26	1.988	2.05	1.348	0.884	0.682	0.968	2.418	1.382	2.98
2002	1.254	2.742	1.396	0.97	2.798	0.856	1.09	1.416	3.42	1.274	0.636	0.992	1.438	1.068	0.812	0.534	0.654	1.816	1.056	1.968
2003	1.692	2.154	1.366	0.662	2.05	2.182	1.022	1.098	0.758	0.966	2.452	0.954	1.756	0.678	0.71	0.392	0.704	1.332	0.988	1.716
2004	2.268	2.42	2.036	1.724	1.392	0.882	1.982	2.178	2.028	1.298	1.214	1.902	2.418	1.324	1.182	0.602	0.558	2.142	2.186	3.708
2005	1.988	2.69	1.392	1.44	0.996	0.916	1.15	1.602	1.876	1.196	1.314	1.97	1.346	1.414	0.966	0.536	0.858	2.22	1.246	3.186
2006	2.062	2.128	1.704	1.066	1.246	0.72	1.258	1.584	1.8	1.028	1.162	1.606	2.428	1.252	0.902	0.462	0.654	2.006	1.16	2.416
2007	2.198	1.676	1.742	1.158	1.058	0.49	1.126	1.578	1.444	1.096	0.75	1.238	1.03	1.104	0.988	0.426	0.838	2.036	1.072	1.972
2008	1.964	1.616	1.13	0.798	1.236	0.634	0.986	1.154	1.45	0.988	1.296	1.33	0.862	0.954	0.972	0.412	0.658	1.466	0.748	1.494
2009	2.056	1.552	1.518	0.89	1.374	0.602	1.178	1.362	1.972	0.696	0.95	1.506	0.972	1.15	1.05	0.612	0.92	1.518	1.354	2.596
2010	2.012	2.042	1.722	1.04	1.496	0.24	1.176	1.362	0.944	0.81	NA	NA	NA	NA	1.04	0.834	0.74	1.798	1.184	2.532
