# Sauchyn - Boyce Ranch B - PIPO - ITRDB MT138
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27512
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27512.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mt138-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mt138-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mt138.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mt138.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-17
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-17
#--------------------
# Title
#   Study_Name: Sauchyn - Boyce Ranch B - PIPO - ITRDB MT138
#--------------------
# Investigators
#   Investigators: Sauchyn, D.J.; Beriault, A.; Axelson, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Upper Missouri River Basin Streamflow project NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Boyce Ranch B
#   Location: Montana
#   Northernmost_Latitude: 48.16
#   Southernmost_Latitude: 48.16
#   Easternmost_Longitude: -109.56
#   Westernmost_Longitude: -109.56
#   Elevation_m: 1490
#--------------------
# Data_Collection
#   Collection_Name: MT138
#   First_Year: 1668
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BBR01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BBR01A_raw	BBR01B_raw	BBR02A_raw	BBR02B_raw	BBR03A_raw	BBR03B_raw	BBR04A_raw	BBR04B_raw	BBR05A_raw	BBR05B_raw	BBR06B_raw	BBR06A_raw
1668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.004	NA
1669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.471	0.713
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.399	2.955
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	1.61
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.949	0.754
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.256	1.716
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.639	1.962
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.324	1.402
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.572	2.832
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.241	3.418
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.983	1.569
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.765	2.04
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	1.419
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.093	0.989
1682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.976	1.496
1683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.905	2
1684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.094	1.985
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.627	1.28
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.452	1.566
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.832	1.727
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.534	1.428
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.643	1.036
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.565	1.253
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.322	1.545
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.723	2.169
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.781	3.781
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.793	3.871
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.445	0.56
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.825	0.712
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.182	0.406
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.358	1.02
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.292	1.815
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.883	2.248
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.042	2.975
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.128	3.244
1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.112	2.915
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.334	4.423
1705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.226	2.423
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.511	2.112
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.404	2.269
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.898	3.643
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.322	3.013
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.706	4.254
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.128	4.545
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.076	3.311
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.475	2.639
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.015	3.495
1715	NA	27.28	NA	NA	NA	NA	NA	NA	NA	NA	2.643	3.814
1716	0.906	1.009	NA	NA	NA	NA	NA	NA	NA	NA	2.422	2.644
1717	1.173	1.713	NA	NA	NA	NA	NA	NA	NA	NA	2.223	1.897
1718	0.903	0.958	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.955
1719	0.54	0.712	NA	NA	NA	NA	NA	NA	NA	NA	0.314	0.314
1720	1.391	1.062	NA	NA	NA	NA	NA	NA	NA	NA	1.038	1.009
1721	1.342	1.308	NA	NA	NA	NA	NA	NA	NA	NA	0.749	0.885
1722	0.946	1.344	NA	NA	NA	NA	NA	NA	NA	NA	0.719	0.808
1723	0.972	1.524	NA	NA	NA	NA	NA	NA	NA	NA	0.99	1.437
1724	0.896	0.834	NA	NA	NA	NA	NA	NA	NA	NA	0.689	1.145
1725	1.591	1.397	NA	NA	NA	NA	NA	NA	NA	NA	0.964	0.851
1726	1.636	1.675	NA	NA	NA	NA	NA	NA	NA	NA	0.925	1.338
1727	2.224	1.686	NA	NA	NA	NA	NA	NA	NA	NA	1.267	2.053
1728	1.884	1.593	NA	NA	NA	NA	NA	NA	NA	NA	1.535	1.925
1729	0.253	1.824	NA	NA	NA	NA	NA	NA	NA	NA	1.734	2.633
1730	0.222	0.137	NA	NA	NA	NA	NA	NA	NA	NA	1.525	2.7
1731	0.113	0.034	NA	NA	NA	NA	NA	NA	NA	NA	1.433	1.781
1732	0.619	0.237	NA	NA	NA	NA	NA	NA	NA	NA	2.133	2.566
1733	0.541	0.041	NA	NA	NA	NA	NA	NA	NA	NA	1.309	1.572
1734	1.27	0.825	NA	NA	NA	NA	NA	NA	NA	NA	1.22	1.327
1735	1.307	0.915	NA	NA	NA	NA	NA	NA	NA	NA	0.766	1.15
