# Stevenson - Greenbrier - PIEC - ITRDB AR078
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/17216
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-17216.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar078-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ar078-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar078.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ar078.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-08-18
#--------------------
# File_Last_Modified_Date
#   Date: 2014-08-18
#--------------------
# Title
#   Study_Name: Stevenson - Greenbrier - PIEC - ITRDB AR078
#--------------------
# Investigators
#   Investigators: Stevenson, D.; Lynch, T.B.; Heineman, R.; Holeman, R.; Wilson, D.; Anderson, K.; Guldin, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Greenbrier
#   Location: Arkansas
#   Northernmost_Latitude: 35.0167
#   Southernmost_Latitude: 35.0167
#   Easternmost_Longitude: -94.05
#   Westernmost_Longitude: -94.05
#   Elevation_m: 147
#--------------------
# Data_Collection
#   Collection_Name: AR078
#   First_Year: 1946
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus echinata Mill.
#   Common_Name: shortleaf pine
#   Tree_Species_Code: PIEC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## p142t003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p142t003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p142t006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p142t006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p142t012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p142t012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p142t022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p142t022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p142t025_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p142t025; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p142t027_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p142t027; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p142t031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p142t031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p143t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p143t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p143t010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p143t010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p143t019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p143t019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p144t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p144t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p144t002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p144t002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p144t018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p144t018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	p142t003_raw	p142t006_raw	p142t012_raw	p142t022_raw	p142t025_raw	p142t027_raw	p142t031_raw	p143t001_raw	p143t010_raw	p143t019_raw	p144t001_raw	p144t002_raw	p144t018_raw
1946	NA	6.319	NA	NA	NA	NA	NA	NA	8.062	NA	NA	5.615	2.763
1947	NA	5.192	NA	NA	5.416	NA	NA	6.505	8.464	5.814	4.064	5.376	3.393
1948	NA	7.35	NA	NA	7.249	NA	NA	7.367	9.003	6.885	5.227	5.694	8.725
1949	9.661	6.325	8.539	NA	7.714	NA	NA	5.368	7.033	5.258	4.423	4.967	7.512
1950	9.689	6.833	8.325	NA	7.919	NA	NA	5.722	8.68	3.629	3.874	4.984	7.552
1951	8.235	6.665	6.608	NA	7.256	NA	NA	6.423	8.506	5.281	4.517	4.677	7.481
1952	5.243	4.25	4.758	4.066	4.143	NA	NA	4.302	4.983	3.507	2.597	2.772	4.381
1953	5.925	4.133	4.241	4.401	0	NA	NA	3.528	4.825	3.816	2.239	2.909	3.918
1954	4.723	4.014	2.501	3.897	0	5.195	4.135	3.195	3.802	2.099	0.975	1.752	3.473
1955	5.165	3.539	3.059	4.857	0	6.171	3.92	2.976	4.479	2.444	1.062	2.21	4.288
1956	3.606	2.267	1.496	3.079	0.598	3.01	2.595	2.052	2.501	1.779	0.506	1.313	2.413
1957	4.757	3.949	2.593	4.645	4.908	4.878	4.481	4.203	4.636	3.309	1.683	3.242	4.799
1958	5.473	3.382	2.284	4.469	3.371	1.793	3.858	3.057	4.201	2.969	1.52	2.958	4.806
1959	6.108	3.674	2.368	3.185	3.208	5.675	3.16	3.521	4.452	2.752	1.221	2.446	3.613
1960	4.136	2.953	1.334	2.786	3.062	3.761	1.609	2.165	3.138	2.535	0.908	2.438	2.81
1961	5.581	3.142	1.802	3.938	2.95	4.247	3.131	2.284	4.017	2.386	1.449	2.624	3.153
1962	4.518	2.794	1.958	3.196	3.04	3.048	2.234	2.723	2.948	2.407	1.572	2.767	3.368
1963	1.94	1.887	1.213	1.733	1.652	1.677	1.251	1.59	1.601	1.33	0.727	1.283	1.742
1964	2.047	2.056	1.092	2.443	1.479	1.767	1.45	2.474	2.232	1.384	0.87	1.489	2.474
1965	1.802	1.517	1.23	1.108	1.147	1.303	1.837	1.822	1.506	0.812	0.739	0.966	2.006
1966	2.809	1.68	1.729	1.543	1.664	1.697	2.588	2.236	2.113	1.588	1.308	1.592	2.193
1967	2.557	2.577	2.172	2.688	1.869	2.341	2.324	2.568	2.684	1.876	1.207	1.648	3.274
1968	3.415	2.039	1.67	2.684	1.702	2.075	2.457	2.184	2.031	2.41	1.605	1.856	2.71
1969	2.188	1.833	1.571	2.342	1.639	2.34	2.381	1.884	1.66	1.933	1.06	1.354	1.891
1970	2.729	1.563	1.525	2.212	2.019	2.155	1.669	2.082	2.08	1.584	1.183	1.701	2.016
1971	2.453	1.733	1.498	1.531	2.171	2.297	1.935	1.93	2.006	1.399	1.046	1.777	2.488
1972	1.385	1.075	1.681	1.51	1.761	1.948	1.659	2.032	1.436	0.962	1.006	1.902	1.823
1973	2.079	1.077	2.333	3.659	2.235	2.484	2.753	2.993	2.696	2.158	2.123	2.87	2.827
1974	1.499	0.61	1.328	1.946	1.294	1.203	1.723	1.758	1.599	1.47	1.302	2.056	1.965
1975	2.225	1.187	1.617	1.787	2.016	1.483	2.167	1.727	1.91	1.872	1.305	2.521	1.548
1976	0.917	0.201	0.842	1.131	1.35	1.088	1.09	0.839	1.49	0.692	0.644	1.428	1.351
1977	1.109	0.367	1.113	1.068	1.214	1.055	0.706	1.153	1.269	0.863	0.568	1.321	0.958
1978	0.729	0.376	1.211	0.632	0.607	0.839	0.559	0.987	0.817	0.539	0.532	1.035	0.83
1979	1.367	1.22	2.335	0.729	1.157	1.194	1	1.868	1.111	0.738	1.359	2.135	1.164
1980	0.613	0.342	0.78	0.53	0.543	0.765	0.737	0.642	0.534	0.512	0.323	1.172	0.567
1981	1.641	1.859	1.336	1.663	0.777	1.759	1.6	1.331	1.42	1.58	1.239	2.49	0.663
1982	1.506	1.432	0.822	1.3	0.994	2.624	1.64	1.737	1.334	1.991	1.333	2.499	1.195
1983	1.532	2.408	2.669	1.281	2.08	3.002	1.88	1.818	1.895	1.669	1.472	3.067	1.814
1984	1.232	1.741	4.563	0.946	1.935	3.175	1.508	2.25	2.07	1.292	1.426	2.981	1.504
1985	1.365	1.34	2.782	1.105	1.313	2.551	1.641	2.064	1.791	1.723	1.286	2.686	0.882
1986	1.49	1.138	2.337	1.57	2.45	2.59	1.542	1.803	1.177	1.809	1.176	2.406	0.772
1987	1.629	1.396	2.404	2.44	2.279	2.668	1.716	1.701	1.844	2.297	2.245	3.461	1.476
1988	1.691	1.998	1.528	1.263	2.286	2.307	1.388	1.181	2.418	1.795	2.069	3.033	1.339
1989	2.602	2.156	2.404	2.384	2.688	2.994	2.248	3.615	2.695	2.246	2.267	3.304	1.833
1990	3.247	1.601	1.721	2.8	2.452	3.097	1.444	4.147	2.39	2.297	1.611	2.67	1.992
1991	2.617	2.088	1.769	2.459	2.033	3.32	1.524	3.12	2.694	2.352	1.33	1.825	1.671
1992	2.035	1.403	1.654	2.131	1.42	2.968	1.495	2.942	1.691	2.134	1.896	1.878	1.434
1993	1.14	1.085	1.314	1.831	1.385	1.601	0.681	2.499	1.369	1.4	1.969	0.978	1.428
1994	1.54	1.848	2.64	2.587	2.057	2.045	1.128	2.242	2.669	1.671	2.44	1.513	1.739
1995	1.538	1.978	2.275	1.976	1.94	2.212	1.298	2.745	2.555	1.994	2.211	1.305	2.065
1996	2.92	2.114	2.242	1.933	1.653	2.887	1.031	3.816	2.526	2.391	2.213	1.642	2.065
1997	2.464	1.039	1.746	1.553	1.093	1.041	0.836	2.097	1.435	1.888	1.489	1.254	1.855
1998	2.146	1.422	2.344	2.293	1.852	1.781	0.943	2.757	1.857	2.289	1.618	1.37	1.688
1999	2.887	2.097	2.199	2.357	2.602	2.164	1.357	3.375	3.06	2.312	1.633	1.448	1.905
