# Stahle - Wannee - QUST - ITRDB FL006
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4952
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4952.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/fl006-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fl006-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/fl006.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fl006.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Stahle - Wannee - QUST - ITRDB FL006
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Sierzchula, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-12. NOAA Template Raw Measurements file added 2019-01-23.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wannee
#   Location: Florida
#   Northernmost_Latitude: 29.73
#   Southernmost_Latitude: 29.73
#   Easternmost_Longitude: -82.93
#   Westernmost_Longitude: -82.93
#   Elevation_m: 7
#--------------------
# Data_Collection
#   Collection_Name: FL006
#   First_Year: 1798
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus stellata Wangenh.
#   Common_Name: post oak
#   Tree_Species_Code: QUST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WAN02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAN20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAN20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WAN02A_raw	WAN03A_raw	WAN03B_raw	WAN05A_raw	WAN05B_raw	WAN06A_raw	WAN07A_raw	WAN10A_raw	WAN10B_raw	WAN11A_raw	WAN13A_raw	WAN14A_raw	WAN15A_raw	WAN18A_raw	WAN20A_raw
1798	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	1.59	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	1.58	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	0.8	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	1.52	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	1.81	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	1.18	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	1.03	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	1.44	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	1.9	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	1.44	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	0.73	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	0.43	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	0.25	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	0.32	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	0.46	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	0.84	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	1.31	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	1.25	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	0.56	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	0.67	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	0.85	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	0.49	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	0.88	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	0.62	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	0.79	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	NA	0.8	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	0.69	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	NA	0.73	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	1.14	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	1.02	1.14	NA	NA	NA	NA	NA	NA	NA	NA	2.35	NA
1843	NA	NA	NA	0.8	1.43	NA	NA	NA	NA	NA	NA	NA	NA	2.53	NA
1844	NA	NA	NA	0.68	0.89	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA
1845	NA	NA	NA	0.45	0.78	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA
1846	NA	NA	NA	0.86	1.09	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA
1847	NA	NA	NA	0.44	0.69	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA
1848	NA	NA	NA	0.53	0.43	NA	NA	0.81	NA	NA	NA	NA	NA	0.99	NA
1849	NA	NA	NA	0.6	0.72	NA	NA	1.28	NA	NA	NA	NA	0.69	0.88	NA
1850	NA	NA	NA	0.56	0.68	NA	NA	0.85	NA	NA	NA	NA	0.72	0.76	NA
1851	NA	NA	NA	0.88	0.96	NA	NA	1.19	NA	NA	NA	NA	0.46	0.81	NA
1852	NA	NA	NA	0.77	0.91	NA	NA	1.14	NA	NA	NA	NA	0.84	0.95	NA
1853	NA	NA	NA	0.31	0.41	NA	NA	0.72	NA	NA	NA	NA	0.54	0.52	NA
1854	NA	NA	NA	0.62	0.56	NA	NA	0.5	NA	NA	NA	NA	0.75	0.91	NA
1855	NA	NA	NA	0.58	0.48	NA	NA	0.56	NA	NA	NA	NA	0.64	1.01	NA
1856	NA	NA	NA	1.16	1.23	NA	NA	0.92	NA	NA	NA	NA	0.84	1.2	NA
1857	NA	NA	NA	1.02	1.21	NA	NA	0.95	NA	NA	NA	NA	0.94	1.58	NA
1858	NA	NA	NA	0.5	0.66	NA	NA	0.71	NA	NA	NA	NA	0.83	0.96	NA
