# King - Greenhorn Mountains - PICO - ITRDB OR083
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3701
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3701.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or083-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or083-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or083.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or083.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-05-25
#--------------------
# File_Last_Modified_Date
#   Date: 2006-05-25
#--------------------
# Title
#   Study_Name: King - Greenhorn Mountains - PICO - ITRDB OR083
#--------------------
# Investigators
#   Investigators: King, J.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Greenhorn Mountains
#   Location: Oregon
#   Northernmost_Latitude: 44.7
#   Southernmost_Latitude: 44.7
#   Easternmost_Longitude: -118.55
#   Westernmost_Longitude: -118.55
#   Elevation_m: 2295
#--------------------
# Data_Collection
#   Collection_Name: OR083
#   First_Year: 1892
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus contorta Douglas ex Loudon
#   Common_Name: lodgepole pine
#   Tree_Species_Code: PICO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 69-2-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 69-2-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 72-1-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 72-1-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 72-2-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 72-2-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 72-10-16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 72-10-16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 72-11-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 72-11-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 78-6-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 78-6-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 92-4-7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 92-4-7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 92-5-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 92-5-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 92-5-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 92-5-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 93-1-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 93-1-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 93-2-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 93-2-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 93-2-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 93-2-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 93-3-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 93-3-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-1-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-1-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-1-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-1-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-2-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-2-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-2-9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-2-9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-2-10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-2-10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-3-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-3-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-4-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-4-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-4-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-4-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-8-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-8-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-9-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-9-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102-1-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102-1-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102-1-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102-1-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102-4-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102-4-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102-4-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102-4-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102-5-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102-5-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 109-2-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 109-2-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 109-4-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 109-4-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 109-5-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 109-5-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 109-7-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 109-7-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 109-9-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 109-9-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 112-5-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 112-5-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 123-2-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 123-2-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 123-2-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 123-2-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129-2-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129-2-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129-3-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129-3-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 791-3-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 791-3-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 791-4-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 791-4-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 791-4-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 791-4-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 791-4-8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 791-4-8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 791-7-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 791-7-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	69-2-3_raw	72-1-4_raw	72-2-3_raw	72-10-16_raw	72-11-1_raw	78-6-3_raw	92-4-7_raw	92-5-4_raw	92-5-5_raw	93-1-1_raw	93-2-4_raw	93-2-5_raw	93-3-6_raw	100-1-1_raw	100-1-2_raw	100-2-4_raw	100-2-9_raw	100-2-10_raw	100-3-3_raw	100-4-2_raw	100-4-3_raw	100-8-4_raw	100-9-1_raw	102-1-3_raw	102-1-6_raw	102-4-1_raw	102-4-3_raw	102-5-2_raw	109-2-2_raw	109-4-5_raw	109-5-4_raw	109-7-2_raw	109-9-6_raw	112-5-1_raw	123-2-1_raw	123-2-2_raw	129-2-3_raw	129-3-2_raw	791-3-4_raw	791-4-2_raw	791-4-5_raw	791-4-8_raw	791-7-1_raw
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	1.828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.552	NA	NA	NA	1.986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.838	NA	NA	NA	2.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.894	NA	NA	NA	1.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	NA	NA	NA	2.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.738	NA	NA	NA	2.362	NA	NA	NA	NA	NA	NA	NA	1.383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	NA	NA	2.354	NA	NA	NA	NA	NA	NA	NA	2.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.728	NA	NA	NA	1.926	NA	NA	NA	NA	NA	NA	NA	2.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.336	NA	NA	NA	1.608	NA	NA	NA	NA	NA	NA	NA	2.952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.986	NA	NA	NA	1.564	NA	NA	NA	NA	NA	NA	NA	2.781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.242	NA	NA	NA	1.786	NA	NA	NA	NA	NA	NA	NA	1.964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.894	NA	NA	NA	1.432	NA	NA	NA	NA	NA	NA	NA	2.066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.202	NA	NA	NA	1.818	NA	NA	NA	NA	NA	NA	NA	1.687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA	1.986	NA	NA	NA	NA	NA	NA	NA	1.641	NA	NA	NA	NA	2.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.454	NA	1.388	1.396	1.444	NA	NA	NA	NA	NA	NA	NA	1.915	NA	NA	NA	NA	2.215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	0.866	1.066	1.612	NA	NA	NA	NA	NA	NA	NA	2.008	NA	NA	NA	NA	1.906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.536	NA	1.158	1.202	1.598	NA	NA	NA	NA	NA	NA	NA	2.072	NA	NA	NA	NA	1.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.712	NA	2.148	1.21	1.5	NA	NA	NA	NA	NA	NA	NA	1.738	NA	NA	NA	NA	1.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.622	0.896	0.966	0.994	1.776	0.556	NA	NA	NA	NA	NA	NA	2.009	NA	NA	NA	NA	1.753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.762	0.904	1.414	0.718	2.122	0.848	NA	NA	NA	NA	NA	NA	2.438	NA	NA	NA	NA	1.849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.434	0.44	0.954	1.72	1.816	0.312	NA	NA	NA	NA	NA	NA	2.01	NA	NA	NA	NA	1.357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.412	0.468	0.856	2.438	1.852	0.64	NA	NA	NA	NA	NA	NA	1.33	NA	NA	NA	NA	1.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	0.52	0.74	1.436	1.652	0.722	NA	NA	NA	NA	NA	NA	1.232	NA	NA	NA	NA	1.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.832	0.83	1.08	1.224	2.192	1.298	NA	NA	NA	NA	NA	NA	1.815	NA	NA	NA	NA	1.639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.314	0.73	1.072	1.394	2	0.768	NA	NA	NA	NA	NA	NA	2.079	NA	NA	NA	NA	1.787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.284	0.64	0.752	2.76	1.436	1.034	NA	NA	NA	NA	NA	NA	2.074	NA	NA	NA	NA	1.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	0.686	1.1	2.19	1.96	0.94	NA	NA	NA	NA	NA	NA	1.961	NA	NA	NA	NA	1.596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.606	0.328	1.058	1.004	1.578	0.76	NA	NA	NA	NA	NA	NA	1.436	NA	NA	NA	NA	1.647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.708	1.106	0.896	1.086	1.668	1.272	NA	NA	NA	NA	NA	NA	2.401	NA	NA	NA	NA	1.814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	0.592	1.008	2.504	1.81	1.14	NA	NA	NA	NA	NA	NA	3.027	NA	NA	NA	NA	2.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	1.436	1.378	1.914	1.922	1.96	NA	NA	NA	NA	NA	NA	3.325	NA	NA	NA	NA	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.634	1.014	1.042	1.122	1.466	1.33	NA	NA	NA	NA	NA	NA	2.95	NA	NA	NA	NA	2.277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.034	0.972	1.198	1.69	2.068	1.68	NA	NA	NA	NA	NA	NA	2.557	NA	NA	NA	NA	2.315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.162	1.298	1.25	1.224	1.68	2.186	NA	NA	NA	NA	NA	NA	2.168	NA	NA	NA	NA	2.546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.084	1.956	1.55	1.326	1.628	2.316	NA	NA	NA	NA	NA	NA	1.971	NA	NA	NA	NA	1.576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	2.094	1.57	1.654	1.884	2.188	NA	NA	NA	NA	NA	NA	2.44	NA	NA	NA	NA	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	1.44	1.114	1.232	1.184	1.03	NA	NA	NA	NA	NA	NA	1.715	NA	NA	NA	NA	2.323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	3.921	NA	NA	NA	NA	NA	NA	NA	NA	1.604	1.156	1.106	1.206	1.364	1.452	NA	NA	NA	NA	NA	NA	1.952	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
