# Young - Greenbriar - CADN - ITRDB TN013
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5386
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5386.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn013l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tn013l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn013l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tn013l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Young - Greenbriar - CADN - ITRDB TN013
#--------------------
# Investigators
#   Investigators: Young, J.; Blozan, W.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Greenbriar
#   Location: Tennessee
#   Northernmost_Latitude: 35.7
#   Southernmost_Latitude: 35.7
#   Easternmost_Longitude: -83.35
#   Westernmost_Longitude: -83.35
#   Elevation_m: 765
#--------------------
# Data_Collection
#   Collection_Name: TN013
#   First_Year: 1641
#   Last_Year: 1930
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Castanea dentata (Marsh.) Borkh.
#   Common_Name: American Chestnut
#   Tree_Species_Code: CADN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GBR03A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GBR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBR03B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GBR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBR04A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GBR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBR04B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GBR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBR05A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GBR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB202B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB202B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB203A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB203B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB203B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB203C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB203C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB204A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB204B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB204B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB204D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB204D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB205A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB205B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: GB205B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GBR03A_raw	GBR03B_raw	GBR04A_raw	GBR04B_raw	GBR05A_raw	GB202B_raw	GB203A_raw	GB203B_raw	GB203C_raw	GB204A_raw	GB204B_raw	GB204D_raw	GB205A_raw	GB205B_raw
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.353	NA	NA	NA
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.726	NA	NA	NA
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.128	2.174	0.685	NA
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.825	1.778	0.689	NA
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	2.374	2.133	0.957	NA
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	2.171	1.677	1.162	NA
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.785	2.492	1.893	1.267	NA
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.426	2.041	1.223	0.902	NA
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.181	1.262	0.947	0.964	NA
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.242	1.618	1.326	0.899	NA
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.465	1.62	1.254	1.036	NA
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.697	1.811	1.907	1.104	NA
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.593	1.215	1.441	0.835	NA
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.909	0.81	0.93	0.761	NA
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.148	0.975	0.975	0.811	NA
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.045	1.04	1.243	1.392	NA
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	0.922	1.153	1.074	NA
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.329	1.216	1.231	1.069	NA
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.877	1.847	1.298	1.463	NA
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	1.115	0.942	1.198	NA
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.409	1.441	0.871	0.971	NA
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.057	1.081	0.69	1.363	NA
1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.166	1.156	0.796	1.641	NA
1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	1.044	0.738	1.186	NA
1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.079	1.001	0.576	0.73	NA
1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.744	0.66	0.694	0.884	NA
1668	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.892	0.9	0.669	1.104	NA
1669	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.766	0.925	1.008	NA
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.819	0.764	0.823	1.173	NA
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.675	0.654	0.647	0.735	NA
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.027	0.98	0.915	0.792	NA
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.945	0.998	0.884	1.062	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979	0.811	0.847	0.907	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.835	0.748	0.718	0.932	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.751	0.809	0.754	0.716	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.722	0.677	0.851	0.902	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.835	0.573	0.935	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.583	0.597	0.709	0.79	NA
1680	NA	NA	NA	NA	NA	NA	1.702	NA	0.78	0.888	0.981	0.99	1.154	NA
1681	NA	NA	NA	NA	NA	NA	0.693	NA	0.701	0.528	0.527	0.524	0.864	NA
1682	NA	NA	NA	NA	NA	NA	0.479	NA	0.752	0.703	0.696	0.838	0.98	NA
1683	NA	NA	NA	NA	NA	NA	0.455	NA	0.961	0.885	0.736	0.772	0.967	NA
1684	NA	NA	NA	NA	NA	NA	0.399	NA	1.118	1.306	1.203	0.916	0.686	NA
1685	NA	NA	NA	NA	NA	NA	0.477	NA	0.714	0.77	0.533	0.687	0.665	NA
1686	NA	NA	NA	NA	NA	NA	0.776	NA	1.074	0.675	0.653	0.755	0.841	NA
1687	NA	NA	NA	NA	NA	NA	0.878	NA	1.017	0.771	0.739	0.658	0.733	NA
1688	NA	NA	NA	NA	NA	NA	0.456	NA	0.619	0.583	0.524	0.622	0.653	NA
1689	NA	NA	NA	NA	NA	NA	0.335	NA	0.423	0.692	0.53	0.611	0.449	NA
1690	NA	NA	NA	NA	NA	NA	0.67	NA	0.354	0.537	0.605	0.699	0.49	NA
1691	NA	NA	NA	NA	NA	NA	0.675	NA	0.538	0.928	0.763	0.739	0.481	NA
1692	NA	NA	NA	NA	NA	NA	0.956	NA	0.654	1.102	0.968	1.053	0.485	NA
1693	NA	NA	NA	NA	NA	NA	0.493	NA	0.272	0.679	0.763	0.695	0.554	NA
1694	NA	NA	NA	NA	NA	NA	1.013	NA	0.707	0.887	0.986	0.777	0.963	NA
1695	NA	NA	NA	NA	NA	NA	1.108	NA	0.802	0.969	0.858	0.721	0.853	NA
1696	NA	NA	NA	NA	NA	NA	0.77	NA	0.521	0.883	0.899	0.785	0.783	NA
1697	NA	NA	NA	NA	NA	NA	0.237	NA	0.252	0.716	0.843	0.75	0.827	NA
1698	NA	NA	NA	NA	NA	NA	0.253	NA	0.283	0.743	1.12	0.455	0.571	NA
1699	NA	NA	NA	NA	NA	NA	0.639	NA	0.331	0.789	1.206	0.52	0.756	NA
1700	NA	NA	NA	NA	NA	NA	0.569	0.434	0.423	0.609	0.885	0.549	0.7	NA
