# Wertz - Oak Grove Park - QUMA - ITRDB ND010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16770
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16770.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nd010-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nd010-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nd010.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nd010.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-01
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-01
#--------------------
# Title
#   Study_Name: Wertz - Oak Grove Park - QUMA - ITRDB ND010
#--------------------
# Investigators
#   Investigators: Wertz, E.; St. George, S.; Zeleznik, J.; Smoter, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Erika L. Wertz, Scott St. George and Joseph D. Zeleznik
#   Journal_Name: Water Resources Research
#   Published_Title: Vessel anomalies in Quercus macrocarpa tree rings associated with recent floods along the Red River of the North, United States
#   Published_Date_or_Year: 2013
#   Volume: 49
#   Pages: 630-634
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1029/2012WR012900
#   Full_Citation: None
#   Abstract: Estimates of future flood risks are based on the observations of past floods, but instrumental records of basin hydrology are often too short to assess potential changes in the frequency or magnitude of extreme floods over time. In this study, we show that bur oak (Quercus macrocarpa Michx.) growing along the Red River of the North in North Dakota and Minnesota preserve evidence of past floods within their annual growth rings. Rings formed during major floods often displayed (i) marked reductions in the size of their earlywood vessels or (ii) a more diffuse distribution of vessels throughout the increment. Because of the correspondence between major floods and widespread anatomical anomalies within riparian oaks, we suggest that these features can be described as "flood rings." The frequency of flood-ring formation varied substantially along the river, which implies that this evidence can only provide an accurate estimate of flood history when it is obtained from many trees sampled across a dense network of sites. The rate of flood-ring formation is primarily influenced by flood magnitude but is also controlled by the timing and duration of inundation relative to the period of cambial growth. Although flood-affected oaks are imperfect recorders of past floods, this approach offers significant potential as a means to estimate the preinstrumental flood history of the Red River within the United States.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Oak Grove Park
#   Location: North Dakota
#   Northernmost_Latitude: 46.8833
#   Southernmost_Latitude: 46.8833
#   Easternmost_Longitude: -96.7695
#   Westernmost_Longitude: -96.7695
#   Elevation_m: 268
#--------------------
# Data_Collection
#   Collection_Name: ND010
#   First_Year: 1878
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## F-OGR01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F-OGR20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F-OGR20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	F-OGR01_raw	F-OGR02_raw	F-OGR03_raw	F-OGR04_raw	F-OGR05_raw	F-OGR06_raw	F-OGR07_raw	F-OGR08_raw	F-OGR09_raw	F-OGR10_raw	F-OGR11_raw	F-OGR13_raw	F-OGR14_raw	F-OGR15_raw	F-OGR16_raw	F-OGR17_raw	F-OGR18_raw	F-OGR19_raw	F-OGR20_raw
1878	NA	NA	NA	NA	NA	NA	NA	NA	2.919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	2.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	2.168	NA	NA	NA	NA	NA	1.526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	3.249	NA	NA	NA	NA	NA	3.007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	4.44	NA	NA	NA	NA	NA	3.767	NA	NA	NA	NA	NA	NA	3.963	NA	NA	NA
1883	NA	NA	2.005	NA	NA	NA	NA	NA	2.835	NA	NA	NA	NA	NA	NA	1.995	NA	NA	NA
1884	NA	NA	2.716	NA	2.016	NA	NA	NA	2.643	NA	NA	NA	NA	NA	NA	2.363	NA	NA	NA
1885	NA	NA	3.155	NA	2.017	NA	NA	NA	2.61	NA	NA	NA	NA	NA	NA	2.853	NA	NA	NA
1886	NA	NA	0.996	NA	1.398	1.2	NA	NA	0.915	NA	2.459	NA	NA	NA	NA	1.906	NA	NA	NA
1887	NA	NA	1.638	NA	3.031	1.949	NA	NA	0.987	NA	2.213	NA	NA	NA	NA	2.572	NA	NA	NA
1888	NA	2.954	2.243	NA	3.065	2.778	NA	NA	1.397	NA	3.061	NA	NA	NA	NA	2.967	NA	NA	NA
1889	NA	1.881	0.782	NA	1.403	0.883	NA	NA	0.922	NA	2.539	NA	NA	NA	NA	1.721	NA	NA	NA
1890	NA	3.106	1.477	NA	3.345	1.914	NA	NA	1.881	NA	2.537	NA	NA	NA	NA	2.35	NA	NA	NA
1891	NA	3.534	1.843	NA	4.357	2.721	NA	NA	2.026	NA	4.53	NA	NA	NA	NA	2.69	NA	NA	NA
1892	NA	5.05	4.246	NA	5.696	3.438	NA	NA	3.456	NA	8.212	NA	NA	NA	NA	3.415	NA	NA	NA
1893	NA	4.652	2.972	NA	5.153	3.608	NA	NA	2.058	NA	5.701	NA	NA	4.702	NA	2.08	NA	NA	NA
1894	NA	3.887	2.433	NA	5.428	2.856	NA	NA	2.439	NA	3.865	NA	NA	4.982	NA	1.762	NA	NA	NA
1895	NA	1.807	0.794	NA	3.704	1.485	NA	NA	1.047	NA	1.748	NA	NA	3.407	2.778	0.896	NA	NA	NA
1896	NA	3.265	1.91	NA	5.283	3.505	NA	NA	1.426	NA	3.11	NA	NA	4.406	5.212	1.784	NA	NA	NA
1897	NA	1.201	0.704	NA	2.251	0.496	NA	NA	0.833	NA	1.681	NA	NA	1.654	1.413	1.254	NA	NA	NA
1898	NA	1.794	0.911	NA	3.802	1.54	NA	NA	1.246	NA	1.641	NA	NA	2.059	2.815	1.01	NA	NA	NA
1899	NA	3.604	1.128	NA	5.137	2.707	NA	NA	1.474	NA	4.261	NA	NA	3.801	4.699	1.291	NA	2.143	NA
1900	NA	2.289	0.485	NA	1.936	1.466	NA	NA	0.757	NA	2.354	NA	NA	2.622	3.641	0.567	NA	1.232	NA
1901	NA	2.214	0.913	NA	4.412	2.447	NA	NA	1.037	NA	1.539	NA	NA	1.619	2.465	0.623	NA	1.248	NA
1902	NA	3.984	1.424	NA	4.838	3.486	NA	NA	2.131	NA	4.834	NA	NA	3.677	3.819	0.982	NA	4.275	NA
1903	NA	2.82	0.986	NA	3.701	3.098	NA	NA	1.801	NA	3.662	NA	NA	3.379	3.282	0.827	NA	3.436	NA
1904	NA	3.068	0.914	NA	3.91	3.529	NA	NA	2.178	NA	3.65	NA	NA	4.192	3.741	0.781	NA	3.384	NA
1905	NA	2.832	0.832	NA	4.383	2.99	NA	NA	1.687	NA	3.608	NA	NA	3.989	3.826	0.519	NA	3.359	NA
1906	NA	1.474	0.424	NA	3.533	1.938	NA	NA	1.437	NA	2.544	NA	NA	2.574	2.542	0.541	NA	2.382	NA
1907	NA	1.663	0.45	NA	3.385	1.839	NA	NA	1.715	NA	1.72	NA	NA	1.595	1.88	0.329	NA	1.352	NA
1908	NA	0.964	0.229	0.855	2.903	1.906	NA	NA	1.752	NA	1.397	NA	NA	1.256	1.354	0.396	NA	1.828	NA
1909	NA	0.773	0.235	0.84	3.457	1.754	NA	NA	2.185	NA	2.074	NA	NA	1.658	1.114	0.637	NA	2.387	NA
1910	NA	0.38	0.219	0.881	2.303	1.22	NA	NA	1.966	NA	1.313	NA	NA	1.047	0.555	0.553	NA	1.983	NA
1911	NA	0.361	0.199	1.011	1.801	0.945	NA	NA	1.391	NA	1.479	NA	NA	0.895	0.673	0.584	NA	1.545	NA
1912	2.246	0.549	0.223	1.385	2.589	1.313	NA	NA	1.911	NA	2.579	NA	NA	1.312	1.049	0.811	NA	2.405	NA
1913	2.254	0.315	0.286	1.1	1.863	0.952	NA	NA	1.905	NA	2.525	NA	NA	1.324	1.353	0.716	NA	2.777	NA
1914	2.945	0.26	0.424	1.418	2.392	1.509	NA	NA	2.425	NA	2.614	NA	NA	1.28	2.371	1.185	NA	3.198	NA
1915	3.505	0.685	0.684	2.661	2.136	1.378	NA	NA	2.478	NA	1.871	NA	NA	1.171	2.591	1.266	NA	2.786	NA
1916	3.123	0.528	0.912	2.357	2.344	1.778	NA	NA	2.702	NA	1.818	NA	NA	1.314	3.72	2.04	NA	2.432	NA
1917	1.578	0.95	0.849	1.772	1.208	0.787	NA	NA	1.684	NA	1.338	NA	NA	0.834	2.676	1.283	NA	1.506	NA
1918	1.354	0.809	0.877	2.078	1.058	0.627	NA	NA	1.097	NA	1.076	NA	NA	0.653	1.182	0.853	NA	0.726	NA
1919	2.275	1.759	1.436	2.851	1.854	1.616	NA	NA	1.562	NA	1.392	NA	NA	0.571	1.726	1.15	NA	0.993	NA
1920	2.785	2.372	1.564	2.304	2.493	2.706	NA	NA	1.674	NA	2.088	NA	NA	0.881	1.721	1.414	NA	1.476	NA
1921	1.902	1.514	1.006	1.812	1.84	1.645	NA	NA	1.223	2.137	1.45	NA	NA	0.588	1.781	0.777	NA	0.955	NA
1922	1.868	0.981	0.796	1.968	1.86	1.911	NA	NA	1.518	1.762	1.99	NA	NA	0.541	1.067	0.695	NA	0.567	NA
1923	0.757	0.507	0.458	2.043	1.29	1.024	NA	NA	0.578	1.204	1.301	NA	NA	0.553	0.748	0.602	NA	0.255	NA
1924	1.567	0.84	0.651	1.529	1.463	1.1	NA	NA	0.82	1.345	1.594	NA	NA	0.549	1.417	0.522	NA	0.335	NA
1925	1.369	2.034	0.948	2.673	2.149	1.951	NA	NA	1.632	1.952	2.888	NA	NA	0.849	1.647	0.57	NA	0.558	NA
1926	1.637	1.377	0.729	2.115	1.336	1.413	NA	NA	1.68	2.007	1.821	NA	NA	0.672	2.116	0.338	NA	0.431	NA
1927	3.486	1.665	0.972	2.92	1.859	2.534	NA	NA	3.329	2.883	3.757	NA	NA	0.807	2.216	0.43	NA	0.611	NA
1928	2.479	2.406	1.163	2.795	2.013	2.642	NA	5.996	2.892	2.546	3.127	NA	2.886	1.111	3.013	0.358	NA	0.975	NA
1929	1.669	1.194	0.893	1.758	1.004	1.449	NA	3.195	2.056	1.819	1.653	NA	2.906	0.897	2.586	0.293	NA	0.772	NA
1930	2.316	1.14	0.731	2.355	1.439	1.924	NA	2.274	1.546	1.52	1.441	NA	2.697	0.841	2.519	0.347	NA	0.513	NA
1931	1.19	0.51	0.563	1.379	0.871	1.89	NA	2.084	1.205	0.891	1.266	NA	2.277	0.744	1.385	0.285	NA	0.4	NA
1932	0.983	0.447	0.561	1.367	0.788	1.578	NA	2.009	1.581	1.172	1.343	NA	2.116	0.651	1.819	0.308	NA	0.286	NA
1933	1.454	0.833	1.138	1.776	0.863	2.37	NA	2.801	1.889	1.214	1.517	NA	2.08	1.294	2.258	0.321	NA	0.431	NA
1934	1.036	0.901	1.312	1.231	1.007	1.255	NA	2.102	1.06	1.131	1.213	NA	1.177	0.821	1.88	0.266	NA	0.458	NA
1935	1.82	2.591	2.551	2.699	1.464	2.13	NA	3.076	1.47	1.934	2.242	NA	1.93	1.544	2.042	0.516	NA	1.088	NA
