# Young - Henwallow Falls - CADN - ITRDB TN014
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5390
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5390.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn014l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tn014l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn014l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tn014l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Young - Henwallow Falls - CADN - ITRDB TN014
#--------------------
# Investigators
#   Investigators: Young, J.; Keeland, R.; Nunes, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Henwallow Falls
#   Location: Tennessee
#   Northernmost_Latitude: 35.75
#   Southernmost_Latitude: 35.75
#   Easternmost_Longitude: -83.25
#   Westernmost_Longitude: -83.25
#   Elevation_m: 715
#--------------------
# Data_Collection
#   Collection_Name: TN014
#   First_Year: 1687
#   Last_Year: 1918
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Castanea dentata (Marsh.) Borkh.
#   Common_Name: American Chestnut
#   Tree_Species_Code: CADN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HWF04B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF05A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF05B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF07A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF07B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF08A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF08B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF10A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF10B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWF10C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HWF10C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW303B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW303B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW303H_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW303H; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW309C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW309C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW309D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW309D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW312C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW312C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW312E_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW312E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW306A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW306A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW306B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW306B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW307A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW307A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW307B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW307B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW312A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW312A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HW312B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: HW312B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HWF04B_raw	HWF05A_raw	HWF05B_raw	HWF07A_raw	HWF07B_raw	HWF08A_raw	HWF08B_raw	HWF10A_raw	HWF10B_raw	HWF10C_raw	HW303B_raw	HW303H_raw	HW309C_raw	HW309D_raw	HW312C_raw	HW312E_raw	HW306A_raw	HW306B_raw	HW307A_raw	HW307B_raw	HW312A_raw	HW312B_raw
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.804	NA	NA	NA	NA
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.337	NA	NA	NA	NA
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.998	NA	NA	NA	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.348	NA	NA	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.161	NA	NA	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.982	NA	NA	NA	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.607	NA	NA	NA	NA
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.103	NA	NA	NA	NA
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.096	NA	NA	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.673	NA	NA	NA	NA
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	NA	NA	NA	NA
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.092	NA	NA	NA	NA
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.903	NA	NA	NA	NA
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.335	2.73	NA	NA	NA
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.467	2.923	NA	NA	NA
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.809	2.736	NA	NA	NA
1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.321	2.302	NA	NA	NA
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.605	2.524	NA	NA	NA
1705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.359	2.86	NA	NA	NA
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.154	2.673	NA	NA	NA
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.912	2.346	NA	NA	NA
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.152	1.65	NA	NA	NA
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.488	2.545	NA	NA	NA
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.169	1.178	0.7	NA	NA
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.718	2.402	2.006	NA	NA
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.026	2.313	2.373	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.097	2.446	2.412	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.743	NA	NA	NA	NA	NA	NA	NA	4.126	2.368	2.505	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.917	NA	NA	NA	NA	NA	NA	NA	2.316	1.274	1.75	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.439	NA	NA	NA	NA	NA	NA	NA	2.442	1.347	2.374	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.295	NA	NA	NA	NA	NA	NA	NA	2.255	1.291	1.59	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	NA	NA	NA	NA	NA	NA	NA	1.458	1.196	1.407	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA	NA	NA	NA	NA	1.83	1.293	1.472	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.531	NA	NA	NA	NA	NA	NA	NA	3.66	1.662	2.577	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.006	NA	NA	NA	NA	NA	NA	NA	1.936	1.004	1.755	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.439	NA	NA	NA	1.871	NA	NA	NA	1.442	0.803	1.147	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.955	NA	NA	NA	1.277	NA	NA	NA	1.458	0.659	0.951	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	NA	NA	1.311	NA	NA	NA	1.42	1.052	0.967	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.711	NA	NA	NA	1.404	NA	NA	NA	1.642	0.985	1.176	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.33	NA	NA	NA	1.697	NA	NA	NA	2.082	1.579	2.731	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.608	NA	NA	1.279	1.288	NA	NA	NA	2.153	2.057	2.021	NA	NA
1728	2.094	NA	0.478	NA	NA	NA	NA	NA	NA	2.732	NA	NA	1.151	1.151	NA	NA	NA	2.016	0.978	1.236	NA	NA
1729	2.985	NA	0.565	NA	NA	NA	1.974	NA	NA	3.633	NA	NA	1.536	1.445	NA	NA	NA	2.231	1.777	2.534	NA	NA
1730	2.795	NA	1.018	NA	NA	NA	1.673	NA	NA	4.893	NA	NA	2.018	2.167	NA	NA	NA	3.199	2.244	2.64	NA	NA
1731	2.114	NA	0.996	NA	NA	NA	1.439	NA	NA	2.783	NA	0.781	0.992	0.958	NA	NA	NA	1.432	1.473	1.562	NA	NA
1732	1.875	NA	1.061	NA	NA	NA	1.395	NA	NA	4.159	NA	1.605	0.917	0.815	NA	NA	NA	1.949	1.383	1.7	NA	NA
1733	2.388	NA	1.51	1.503	NA	NA	1.244	NA	NA	1.994	NA	2.44	1.512	1.34	NA	NA	NA	2.763	2.694	2.427	NA	NA
1734	2.954	NA	2.173	1.557	NA	NA	1.579	1.193	NA	1.677	NA	2.208	2.524	1.354	NA	NA	NA	2.566	2.749	2.72	NA	NA
1735	1.697	NA	0.753	1.227	1.312	NA	1.181	1.205	NA	0.928	NA	0.829	0.944	0.982	NA	NA	NA	0.975	1.279	1.375	NA	0.989
1736	1.784	NA	0.568	1.43	1.399	NA	0.621	1.19	NA	1.132	NA	0.939	1.561	1.465	NA	NA	NA	1.081	1.569	1.717	NA	1.006
1737	1.739	NA	0.937	1.216	1.945	NA	1.529	0.324	NA	0.821	NA	1.331	1.4	1.354	NA	NA	NA	0.759	1.152	1.18	1.832	1.314
