# Woodhouse - Van Bibber Update - PIPO - ITRDB CO641
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10451
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10451.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co641-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co641-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co641.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co641.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-04-21
#--------------------
# File_Last_Modified_Date
#   Date: 2010-04-21
#--------------------
# Title
#   Study_Name: Woodhouse - Van Bibber Update - PIPO - ITRDB CO641
#--------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Van Bibber Update
#   Location: Colorado
#   Northernmost_Latitude: 39.8
#   Southernmost_Latitude: 39.8
#   Easternmost_Longitude: -105.25
#   Westernmost_Longitude: -105.25
#   Elevation_m: 1920
#--------------------
# Data_Collection
#   Collection_Name: CO641
#   First_Year: 1566
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## vbu032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu143_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu143; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu153_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu153; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu183_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu183; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu123_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu123; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vbu202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vbu202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	vbu032_raw	vbu031_raw	vbu041_raw	vbu042_raw	vbu051_raw	vbu052_raw	vbu131_raw	vbu142_raw	vbu143_raw	vbu161_raw	vbu162_raw	vbu153_raw	vbu121_raw	vbu172_raw	vbu141_raw	vbu151_raw	vbu181_raw	vbu183_raw	vbu011_raw	vbu012_raw	vbu021_raw	vbu123_raw	vbu122_raw	vbu111_raw	vbu152_raw	vbu132_raw	vbu171_raw	vbu201_raw	vbu202_raw
1566	NA	NA	NA	NA	NA	NA	NA	1.366	0.796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1567	NA	NA	NA	NA	NA	NA	NA	1.054	0.862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1568	NA	NA	NA	NA	NA	NA	NA	0.795	0.758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1569	NA	NA	NA	NA	NA	NA	NA	0.819	0.882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1570	NA	NA	NA	NA	NA	NA	NA	0.801	0.739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1571	NA	NA	NA	NA	NA	NA	NA	0.798	0.578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1572	NA	NA	NA	NA	NA	NA	NA	1.251	1.034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1573	NA	NA	NA	NA	NA	NA	NA	1.22	1.21	NA	NA	NA	NA	NA	NA	NA	0.736	0.597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1574	NA	NA	NA	NA	NA	NA	NA	1.187	0.937	NA	NA	NA	NA	NA	NA	NA	1.115	0.858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	NA	NA	NA	1.131	1.072	NA	NA	NA	NA	NA	NA	NA	1.029	1.014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1576	NA	NA	NA	NA	NA	NA	NA	0.689	0.553	NA	NA	NA	NA	NA	NA	NA	0.488	0.381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1577	NA	NA	NA	NA	NA	NA	NA	0.845	0.376	NA	NA	NA	NA	NA	NA	NA	0.48	0.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1578	NA	NA	NA	NA	NA	NA	NA	1.202	0.795	NA	NA	NA	NA	NA	NA	NA	0.741	0.928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1579	NA	NA	NA	NA	NA	NA	NA	0.463	0.263	NA	NA	NA	NA	NA	NA	NA	0.427	0.359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1580	NA	NA	NA	NA	NA	NA	NA	0.968	0.685	NA	NA	NA	NA	NA	NA	NA	0.93	0.608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1581	NA	NA	NA	NA	NA	NA	NA	0.851	0.442	NA	NA	NA	NA	NA	NA	NA	0.591	0.297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1582	NA	NA	NA	NA	NA	NA	NA	1.001	0.536	NA	NA	NA	NA	NA	NA	NA	0.776	0.368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1583	NA	NA	NA	NA	NA	NA	NA	0.807	0.728	NA	NA	NA	NA	NA	NA	NA	0.711	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1584	NA	NA	NA	NA	NA	NA	NA	0.663	0.407	NA	NA	NA	NA	NA	NA	NA	0.416	0.256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1585	NA	NA	NA	NA	NA	NA	NA	0.517	0.446	NA	NA	NA	NA	NA	NA	NA	0.513	0.314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1586	NA	NA	NA	NA	NA	NA	NA	0.722	0.6	NA	NA	NA	NA	NA	NA	NA	0.51	0.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1587	NA	NA	NA	NA	NA	NA	NA	0.472	0.407	NA	NA	NA	NA	NA	NA	NA	0.493	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1588	NA	NA	NA	NA	NA	NA	NA	0.812	0.675	NA	NA	NA	NA	NA	NA	NA	0.798	0.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1589	NA	NA	NA	NA	NA	NA	NA	1.033	0.516	NA	NA	NA	NA	NA	NA	NA	0.972	0.728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1590	NA	NA	NA	NA	NA	NA	NA	0.495	0.475	NA	NA	NA	NA	NA	NA	NA	0.225	0.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1591	NA	NA	NA	NA	NA	NA	NA	0.582	0.401	NA	NA	NA	NA	NA	NA	NA	0.444	0.192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1592	NA	NA	NA	NA	NA	NA	NA	1.259	0.647	NA	NA	NA	NA	NA	NA	NA	1.072	0.546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1593	NA	NA	NA	NA	NA	NA	NA	0.978	0.655	NA	NA	NA	NA	NA	NA	NA	1.059	0.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1594	NA	NA	NA	NA	NA	NA	NA	1.114	0.5	NA	NA	NA	NA	NA	NA	NA	0.923	0.932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1595	NA	NA	NA	NA	NA	NA	NA	0.878	0.583	NA	NA	NA	NA	NA	NA	NA	0.852	0.597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1596	NA	NA	NA	NA	NA	NA	NA	0.985	0.479	NA	NA	NA	NA	NA	NA	NA	0.438	0.713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1597	NA	NA	NA	NA	NA	NA	NA	0.906	0.491	NA	NA	NA	NA	NA	NA	NA	0.538	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1598	NA	NA	NA	NA	NA	NA	NA	1.332	0.882	NA	NA	NA	NA	NA	NA	NA	1.32	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1599	NA	NA	NA	NA	NA	NA	NA	1.897	0.843	NA	NA	NA	NA	NA	NA	NA	0.919	0.802	NA	NA	NA	NA	NA	NA	1.036	NA	NA	NA	NA
1600	NA	NA	NA	NA	NA	NA	NA	1.762	1.072	NA	NA	NA	NA	NA	NA	NA	1.394	0.898	NA	NA	NA	NA	NA	NA	0.772	NA	NA	NA	NA
1601	NA	NA	NA	NA	NA	NA	NA	0.833	0.666	NA	NA	NA	NA	NA	NA	NA	0.335	0.418	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA
1602	NA	NA	NA	NA	NA	NA	NA	1.388	1.025	NA	NA	NA	NA	NA	NA	NA	0.694	0.568	NA	NA	NA	NA	NA	NA	0.629	NA	NA	NA	NA
1603	NA	NA	NA	NA	NA	NA	NA	1.324	0.943	NA	NA	NA	NA	NA	NA	NA	0.944	0.799	NA	NA	NA	NA	NA	NA	0.774	NA	NA	NA	NA
1604	NA	NA	NA	NA	NA	NA	NA	0.626	0.487	NA	NA	NA	NA	NA	NA	NA	0.729	0.897	NA	NA	NA	NA	NA	NA	0.901	NA	NA	NA	NA
1605	NA	NA	NA	NA	NA	NA	NA	0.968	0.694	NA	NA	NA	NA	NA	NA	NA	0.339	0.413	NA	NA	NA	NA	NA	NA	0.494	NA	NA	NA	NA
1606	NA	NA	NA	NA	NA	NA	NA	1.29	0.888	NA	NA	NA	NA	NA	NA	NA	0.497	0.406	NA	NA	NA	NA	NA	NA	0.802	NA	NA	NA	NA
1607	NA	NA	NA	NA	NA	NA	NA	1.368	1.138	NA	NA	NA	NA	NA	NA	NA	0.489	0.51	NA	NA	NA	NA	NA	NA	0.703	NA	NA	NA	NA
1608	NA	NA	NA	NA	NA	NA	NA	1.25	0.854	NA	NA	NA	NA	NA	NA	NA	0.707	0	NA	NA	NA	NA	NA	NA	0.812	NA	NA	NA	NA
1609	NA	NA	NA	NA	NA	NA	NA	1.111	NA	NA	NA	NA	NA	NA	NA	NA	0.812	0	NA	NA	NA	NA	NA	NA	0.806	NA	NA	NA	NA
1610	NA	NA	NA	NA	NA	NA	NA	1.731	NA	NA	NA	NA	NA	NA	NA	NA	1.092	0	NA	NA	NA	NA	NA	NA	1.176	NA	NA	NA	NA
1611	NA	NA	NA	NA	NA	NA	NA	1.143	NA	NA	NA	NA	NA	NA	NA	NA	0.772	0	NA	NA	NA	NA	NA	NA	0.687	NA	NA	NA	NA
1612	NA	NA	NA	NA	NA	NA	NA	0.736	NA	NA	NA	NA	NA	NA	NA	NA	0.618	0	NA	NA	NA	NA	NA	NA	0.618	NA	NA	NA	NA
