# Stahle - Joyce Kilmer Memorial Forest - TSCA - ITRDB NC013
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4872
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4872.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc013e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nc013e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc013e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nc013e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Stahle - Joyce Kilmer Memorial Forest - TSCA - ITRDB NC013
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Sierzchula, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Joyce Kilmer Memorial Forest
#   Location: North Carolina
#   Northernmost_Latitude: 35.35
#   Southernmost_Latitude: 35.35
#   Easternmost_Longitude: -83.92
#   Westernmost_Longitude: -83.92
#   Elevation_m: 250
#--------------------
# Data_Collection
#   Collection_Name: NC013
#   First_Year: 1784
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JOY32B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY32B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY33B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY33B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY34B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY34B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY35A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY35A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY35B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY35B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY36A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY36A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY36B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY36B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY38B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY38B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY39A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY39A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY39B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY39B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY40A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY40A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY40B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY40B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY43A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: JOY43A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JOY32B_raw	JOY33B_raw	JOY34B_raw	JOY35A_raw	JOY35B_raw	JOY36A_raw	JOY36B_raw	JOY38B_raw	JOY39A_raw	JOY39B_raw	JOY40A_raw	JOY40B_raw	JOY43A_raw
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.349	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.412	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.531	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.508	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.411	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.592	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.616	NA	NA
1791	NA	NA	NA	NA	NA	1.863	NA	NA	NA	NA	0.534	NA	NA
1792	NA	NA	NA	NA	NA	1.556	NA	NA	NA	NA	0.648	NA	NA
1793	NA	NA	NA	NA	NA	1.907	NA	NA	NA	NA	0.92	NA	NA
1794	NA	NA	NA	NA	NA	1.512	NA	NA	NA	NA	0.856	NA	NA
1795	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	0.821	NA	NA
1796	NA	NA	NA	NA	NA	1.657	NA	NA	NA	NA	1.189	NA	NA
1797	NA	NA	NA	NA	NA	0.873	NA	NA	NA	NA	0.688	NA	NA
1798	NA	NA	NA	NA	NA	1.363	NA	NA	NA	NA	0.732	NA	NA
1799	NA	NA	NA	NA	NA	1.039	NA	NA	NA	NA	0.734	NA	NA
1800	NA	NA	NA	NA	NA	0.908	NA	NA	NA	NA	0.732	NA	NA
1801	NA	NA	NA	NA	NA	1.431	NA	NA	NA	NA	1.065	NA	NA
1802	NA	NA	NA	NA	NA	0.909	NA	NA	NA	NA	0.885	NA	NA
1803	NA	NA	NA	NA	NA	1.094	NA	NA	NA	NA	0.961	NA	NA
1804	NA	NA	NA	NA	NA	1.357	NA	NA	NA	NA	0.858	NA	NA
1805	NA	NA	NA	NA	NA	0.906	NA	NA	NA	NA	0.47	NA	NA
1806	NA	NA	NA	NA	NA	1.402	NA	NA	NA	NA	0.641	NA	NA
1807	NA	NA	NA	NA	NA	0.899	NA	NA	NA	NA	0.542	NA	NA
1808	NA	NA	NA	NA	NA	1.421	NA	NA	NA	NA	0.711	NA	NA
1809	NA	NA	NA	NA	NA	0.738	NA	NA	NA	NA	0.537	NA	NA
1810	NA	NA	NA	NA	NA	1.311	NA	NA	NA	NA	0.59	NA	NA
1811	NA	NA	NA	NA	NA	1.542	NA	NA	NA	NA	0.725	NA	NA
1812	NA	NA	NA	NA	NA	1.334	NA	NA	NA	NA	0.354	NA	NA
1813	NA	NA	NA	NA	NA	0.963	NA	NA	NA	NA	0.25	NA	NA
1814	NA	NA	NA	NA	NA	0.797	NA	NA	NA	NA	0.269	NA	NA
1815	NA	NA	NA	NA	NA	0.875	NA	NA	NA	NA	0.298	NA	NA
1816	NA	NA	NA	NA	NA	1.723	NA	NA	NA	NA	0.642	1.014	NA
1817	NA	NA	NA	NA	NA	1.718	NA	NA	NA	NA	0.468	0.717	NA
1818	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	0.503	0.713	NA
1819	NA	NA	NA	NA	NA	1.239	NA	NA	NA	NA	0.566	0.886	NA
1820	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA	0.472	0.923	NA
1821	NA	NA	NA	NA	NA	1.546	NA	NA	NA	NA	0.559	0.914	NA
1822	NA	NA	NA	NA	NA	1.336	NA	NA	NA	NA	0.323	0.67	NA
1823	NA	NA	NA	NA	NA	1.283	NA	NA	NA	NA	0.314	0.812	NA
1824	NA	NA	NA	NA	NA	1.263	NA	NA	NA	NA	0.323	0.687	NA
1825	NA	NA	NA	NA	NA	1.331	NA	NA	NA	NA	0.457	1.011	NA
1826	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	0.35	0.671	NA
1827	NA	NA	NA	NA	NA	2.008	NA	NA	NA	NA	0.38	0.893	NA
1828	NA	NA	NA	NA	NA	2.292	NA	NA	NA	NA	0.679	0.975	NA
1829	NA	NA	NA	NA	NA	1.585	NA	NA	NA	NA	0.928	1.255	NA
1830	NA	NA	NA	NA	NA	1.484	NA	NA	NA	NA	0.673	0.726	NA
1831	NA	NA	NA	NA	NA	1.495	NA	NA	NA	NA	0.698	0.572	NA
1832	NA	NA	NA	NA	NA	1.965	NA	NA	NA	NA	0.664	0.468	NA
1833	NA	NA	NA	NA	NA	2.481	NA	NA	NA	NA	0.819	0.506	NA
1834	NA	NA	NA	NA	NA	2.316	NA	NA	NA	NA	0.541	0.322	NA
1835	NA	NA	NA	NA	NA	2.335	NA	NA	NA	NA	0.774	0.372	NA
1836	NA	NA	NA	NA	NA	2.241	NA	NA	NA	NA	0.666	0.375	NA
1837	NA	NA	NA	NA	NA	2.001	NA	NA	NA	NA	0.62	0.428	NA
1838	NA	NA	NA	NA	NA	1.652	NA	NA	NA	NA	0.499	0.427	NA
1839	NA	NA	NA	NA	NA	1.771	NA	NA	NA	NA	0.453	0.357	NA
1840	NA	NA	NA	NA	NA	2.004	NA	NA	NA	NA	0.443	0.363	NA
1841	NA	NA	NA	NA	NA	2.205	NA	NA	NA	NA	0.494	0.412	NA
1842	NA	NA	NA	NA	NA	1.712	NA	NA	NA	NA	0.223	0.042	NA
1843	NA	NA	NA	NA	NA	1.708	NA	NA	NA	NA	0.25	0.135	NA
1844	NA	NA	NA	NA	NA	2.208	NA	NA	NA	NA	0.27	0.202	NA
1845	NA	NA	NA	NA	NA	2.586	NA	NA	NA	NA	0.405	0.352	NA
1846	NA	NA	NA	NA	NA	2.184	NA	NA	NA	NA	0.354	0.464	NA
1847	NA	NA	NA	NA	NA	1.831	NA	NA	NA	NA	0.504	0.687	NA
1848	NA	NA	NA	NA	NA	1.819	NA	NA	NA	NA	0.51	0.482	NA
1849	NA	NA	NA	NA	NA	1.696	NA	NA	NA	NA	0.577	0.437	NA
1850	NA	NA	NA	NA	NA	2.714	1.617	NA	NA	NA	0.452	0.565	NA
