# Wolf - Lower Walhalla Plateau, North Rim, Grand Canyon NP - PIPO - ITRDB AZ562
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5277
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5277.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az562-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az562-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az562.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az562.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-11
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-11
#--------------------
# Title
#   Study_Name: Wolf - Lower Walhalla Plateau, North Rim, Grand Canyon NP - PIPO - ITRDB AZ562
#--------------------
# Investigators
#   Investigators: Wolf, J.J.; Mast, J.N.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lower Walhalla Plateau, North Rim, Grand Canyon NP
#   Location: Arizona
#   Northernmost_Latitude: 36.1
#   Southernmost_Latitude: 36.1
#   Easternmost_Longitude: -111.87
#   Westernmost_Longitude: -111.87
#   Elevation_m: 2200
#--------------------
# Data_Collection
#   Collection_Name: AZ562
#   First_Year: 1757
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## wl5-4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl5-4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl5-4a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl5-4a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WL5-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WL5-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl5-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl5-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl4-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl4-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WL4-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WL4-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WL4-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WL4-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl3-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl3-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WL3-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WL3-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl2-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl2-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WL2-32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WL2-32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WL2-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WL2-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl1-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl1-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl1-2c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl1-2c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl1-2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl1-2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl3-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl3-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## wl4-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: wl4-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WL3R1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WL3R1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	wl5-4b_raw	wl5-4a_raw	WL5-3_raw	wl5-2_raw	wl4-4_raw	WL4-3_raw	WL4-1_raw	wl3-3_raw	WL3-2_raw	wl2-4_raw	WL2-32_raw	WL2-1_raw	wl1-4_raw	wl1-2c_raw	wl1-2a_raw	wl3-2_raw	wl4-2_raw	WL3R1_raw
0	2.76	0.75	2.3	1.9	1.72	1.21	NA	1.46	3.68	4.8	3.76	3.24	2.83	1.09	1.4	2.91	1.3	0.51
1	3.23	0.16	1.69	1.61	1.75	1.14	NA	1.38	2.68	3.37	2.55	3	3.57	2.29	1.4	1.97	0.56	0.37
2	3.85	0.4	2.13	1.46	2.01	1.24	NA	1.77	3.74	2.84	3.55	3.24	3.44	2.15	1.44	2.08	0.7	0.61
3	3.19	0.41	1.69	1.52	2.87	1.76	NA	1.45	3.25	5.79	3.01	3.05	2.54	2.08	1.63	3.19	0.34	1.57
4	2.39	0.31	2.59	1.89	2.32	1.44	NA	1.66	2.89	4.7	2.67	1.73	2.23	1.99	0.92	3.94	0.17	1.24
5	2.75	0.56	2.53	2.49	2.52	1.52	NA	1.87	2.32	4.05	2.11	2.58	3.14	1.75	1.89	2.71	0.23	1.31
6	2.39	0.27	1.81	1.29	3.64	1.34	NA	1.97	2.72	3.81	2.79	2.06	4.03	1.8	1.79	2.18	0.3	1.22
7	3.52	0.05	1.76	0.92	3.61	1.49	NA	1.91	1.84	3.72	1.85	1.13	4.41	1.31	2.27	3.04	0.47	0.62
8	1.84	0.23	1.36	1.98	4.26	1.14	NA	1.35	1.72	3.72	1.45	2.03	3.01	1.62	1.59	2.2	0.43	0.94
9	2.86	0.32	1.78	3.23	4.55	1.18	NA	1.05	2.16	5.35	2.38	2.31	3.74	1.72	1.12	3.19	0.26	3.63
10	2.39	0.24	2.7	2.68	3.94	1.47	2.49	1.32	2.02	3.59	1.92	2.2	4.11	1.85	1.3	1.6	0.2	4.42
11	1.89	0.29	2.83	1.96	3.77	1.31	2.42	0.52	2.49	3.04	2.08	1.77	3.64	1.78	1.56	3	0.51	3.55
12	2.08	0.22	3.03	2.34	4.83	1.13	2.39	1.1	2.34	3.29	2.22	1.69	3.18	1.59	1.44	3.9	0.37	2.83
13	2.14	0.16	2.31	1.83	5.16	1.38	1.97	1.73	1.99	3.84	2.06	2.16	3.43	1.69	1.27	3.12	0.55	3.63
14	2.09	0.29	2.35	1.27	4.97	1.35	1.57	1.69	1.79	4.02	1.54	1.81	3.96	1.78	1.35	3.16	0.34	3.8
15	1.75	0.17	1.73	1.59	4.57	1.55	1.77	1.42	2.17	3.58	2.15	1.99	4.65	1.61	1.01	3.76	0.44	3.38
16	2.52	0.34	1.28	1.47	4.96	2.24	2.18	1.79	2.03	5.57	2.25	1.9	3.95	1.98	0.35	3.1	0.35	3.69
17	4.29	0.28	2.14	1.86	4.64	2.36	1.69	1.37	1.64	4.19	1.56	2.28	2.83	1.6	0.2	3.65	0.28	4.18
18	1.73	0.21	1.67	1.99	3.41	1.93	1.58	1.69	2.84	4.34	2.89	2.36	3.52	2.09	0.39	3.55	0.33	2.91
19	0.94	0.34	2.12	1.61	4.83	1.67	1.31	1.81	1.97	2.84	1.97	1.97	5.11	1.11	0.64	3.61	0.38	4.71
20	3.84	0.25	1.62	1.9	5.15	1.74	1.23	1.31	0.72	3.84	0.83	1.99	4.32	1.6	1.2	4.38	0.4	3.41
21	3.64	0.38	1.61	1.57	5.04	2.01	1.81	1.46	1.51	3.78	1.43	2.02	3.6	1.93	1.41	2.76	0.23	2.66
22	2.16	0.33	1.92	0.78	3.48	1.55	2.01	1.52	1.64	2.76	1.08	2.08	3.64	1.55	0.76	2.51	0.71	2.97
23	3.18	0.61	0.12	1.08	4.88	2.47	1.82	1.31	0.64	2.86	0.79	1.32	4.04	1.6	0.74	2.96	0.46	2.53
24	3.99	0.32	0.72	1.33	3.86	1.77	1.65	1.61	0.69	3.5	0.77	2.21	3.46	1.42	1.55	2.48	0.4	2.45
25	2.56	0.46	1.18	1.09	3.05	2.58	1.11	1.42	0.72	2.37	0.79	2.26	3.01	1.59	0.81	3.08	0.31	2.71
26	1.48	0.22	1.05	1.2	3.78	1.74	0.49	1.06	1	4.49	1.26	1.44	2.9	1.37	0.44	2.57	0.38	2.44
27	1.22	1.14	1.25	1.44	3.87	2.1	1.19	1.14	1.26	3.46	1.41	1.08	3.03	1.57	0.31	2.33	0.5	2.18
28	1.33	0.83	1.37	1.79	3.69	1.91	2.26	1.19	1.96	2.83	1.98	1.04	3.75	1.31	0.34	2.57	0.75	1.72
29	1.75	1.13	2.01	1.46	3.49	1.17	3.19	1.56	0.98	3.04	1.14	3.76	4.85	1.63	0.39	2.37	0.77	1.49
30	1.65	0.92	1.56	0.76	3.58	1.78	2.34	1.32	1.83	3.83	2.3	3.23	4.62	1.51	0.39	3.15	0.7	2.22
31	0.75	1.28	1.39	1.79	2.11	1.56	1.64	0.81	1.5	2.52	1.98	3.23	4.15	1.42	0.43	2.95	0.69	4.19
32	0.93	1.3	1.92	1.29	2.95	1.58	1.4	1.02	1.74	1.98	1.41	3.09	3.98	1.1	0.58	3.67	1	4.63
33	1.32	0.84	1.92	1.66	2.43	1.76	1.17	1.14	1.93	2.99	1.87	2.71	4.76	0.94	0.75	3.46	0.61	3.7
34	0.54	0.63	1.61	1.8	2.38	1.27	0.88	0.76	1.39	2.13	1.42	2.73	5.61	1.4	0.55	3.41	0.66	3.99
35	0.97	0.57	1.49	1.88	1.55	1.22	0.65	0.86	2.16	2.97	2.01	2.12	4.11	0.88	0.65	3.14	0.58	4.36
36	0.71	1.13	1.47	1.85	2.4	0.4	0.5	0.78	0.98	1.35	1.54	2.11	3.09	0.94	0.46	3.24	0.65	7.05
37	0.55	0.86	1.76	1.71	2.34	1.01	0.58	0.92	1.6	2.38	1.73	3.27	4.68	1.02	0.79	3.16	0.91	3.44
38	0.5	1.15	2.03	1.65	2.05	0.97	1.06	0.73	1.92	2.08	2	2.68	6.86	1.24	0.71	1.97	1.32	3.54
39	0.76	1.23	1.53	0.38	1.11	1.36	1.37	0.52	1.84	0.95	2.15	2.32	4.34	1.5	0.6	2.69	1.26	3.42
40	1.38	0.84	1.42	1.47	1.87	0.89	0.79	0.59	2.02	1.64	2.11	2.92	3.43	1.72	0.41	3.24	0.56	3.04
41	0.99	1.04	2.23	1.8	1.79	0.92	1.55	0.61	1.52	1.39	1.43	1.6	4.92	1.24	0.97	1.26	0.47	1.81
42	0.97	1.5	1.92	0.32	1.99	1.46	0.94	0.87	1.79	1.02	2.07	2.73	5.76	0.61	1.49	2.4	1.01	2.2
43	0.75	1.64	0.85	0.83	1.57	1.06	0.73	0.58	1.43	1.88	1.62	2.45	4.89	0.33	2.21	2.93	1.26	2.2
44	0.75	1.96	1.12	1.46	1.47	1.36	0.94	0.71	1.73	1.8	1.74	2.23	4.47	0.13	1.28	2.91	1.48	2.07
45	0.78	2.27	1.48	0.76	1.76	0.97	0.85	0.73	1.97	0.85	2.03	2.79	1.49	0.97	1.28	2.56	0.91	2.1
46	0.7	0.88	1.31	1.31	2.36	0.5	1.49	0.92	2.3	1.51	2.37	2.69	2.32	1.01	1.07	2.34	0.77	2.01
