# Griffin - Black River - PIPO - ITRDB AZ569
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22119
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22119.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az569-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az569-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az569.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az569.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-07-07
#--------------------
# File_Last_Modified_Date
#   Date: 2016-07-07
#--------------------
# Title
#   Study_Name: Griffin - Black River - PIPO - ITRDB AZ569
#--------------------
# Investigators
#   Investigators: Griffin, D.(https://orcid.org/0000-0002-1547-3615); Biggs, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: David W. Stahle, Edward R. Cook, Dorian J. Burnette, Jose Villanueva, Julian Cerano, Jordan N. Burns, Daniel Griffin, Benjamin I. Cook, Rodolfo Acuna, Max C.A. Torbenson, Paul Sjezner, Ian M. Howard
#   Journal_Name: Quaternary Science Reviews
#   Published_Title: The Mexican Drought Atlas: Tree-ring reconstructions of the soil moisture balance during the late pre-Hispanic, colonial, and modern eras
#   Published_Date_or_Year: 2016
#   Volume: 149
#   Pages: 34-60
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.quascirev.2016.06.018
#   Full_Citation: None
#   Abstract: Mexico has suffered a long history and prehistory of severe sustained drought. Drought over Mexico is modulated by ocean-atmospheric variability in the Atlantic and Pacific, raising the possibility for long-range seasonal climate forecasting, which could help mediate the economic and social impacts of future dry spells. The instrumental record of Mexican climate is very limited before 1920, but tree-ring chronologies developed from old-growth forests in Mexico can provide an excellent proxy representation of the spatial pattern and intensity of past moisture regimes useful for the analysis of climate dynamics and climate impacts. The Mexican Drought Atlas (MXDA) has been developed from an extensive network of 252 climate sensitive tree-ring chronologies in and near Mexico. The MXDA reconstructions extend from 1400 CE-2012 and were calibrated with the instrumental summer (JJA) self-calibrating Palmer Drought Severity Index (scPDSI) on a 0.5 latitude/longitude grid extending over land areas from 14 to 34N and 75-120W using Ensemble Point-by-Point Regression (EPPR) for the 1944-1984 period. The grid point reconstructions were validated for the period 1920-1943 against instrumental gridded scPDSI values based on the fewer weather station observations available during that interval. The MXDA provides a new spatial perspective on the historical impacts of moisture extremes over Mexico during the past 600-years, including the Aztec Drought of One Rabbit in 1454, the drought of El Ano de Hambre in 1785-1786, and the drought that preceded the Mexican Revolution of 1909-1910. # The El Nino/Southern Oscillation (ENSO) is the most important ocean-atmospheric forcing of moisture variability detected with the MXDA. In fact, the reconstructions suggest that the strongest central equatorial Pacific sea surface temperature (SST) teleconnection to the soil moisture balance over North America may reside in northern Mexico. This ENSO signal has stronger and more time-stable correlations than computed for either the Atlantic Multidecadal Oscillation or Pacific Decadal Oscillation. The extended Multivariate ENSO Index is most highly correlated with reconstructed scPDSI over northern Mexico, where warm events favor moist conditions during the winter, spring, and early summer. This ENSO teleconnection to northern Mexico has been strong over the past 150 years, but it has been comparatively weak and non-stationary in the MXDA over central and southern Mexico where eastern tropical Pacific and Caribbean/tropical Atlantic SSTs seem to be more important. The ENSO teleconnection to northern Mexico is weaker in the available instrumental PDSI, but analyses based on the millennium climate simulations with the Community Earth System Model suggest that the moisture balance during the winter, spring, and early summer over northern Mexico may indeed be particularly sensitive to ENSO forcing. Nationwide drought is predicted to become more common with anthropogenic climate change, but the MXDA reconstructions indicate that intense "All Mexico" droughts have been rare over the past 600 years and their frequency does not appear to have increased substantially in recent decades.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Black River Arizona
#   Location: Arizona
#   Northernmost_Latitude: 33.8
#   Southernmost_Latitude: 33.8
#   Easternmost_Longitude: -109.32
#   Westernmost_Longitude: -109.32
#   Elevation_m: 2438
#--------------------
# Data_Collection
#   Collection_Name: AZ569
#   First_Year: 1656
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BRP26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP27B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP27B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP28B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP28B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP29B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP33A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP33A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP33B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP33B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP34A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP34A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP34B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP34B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP37A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP37A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP37B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP37B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP38A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP38A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP38B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP38B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP41A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP41A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP41B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP41B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP42A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP42A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP42B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP42B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP44A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP44A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP44B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP44B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP44C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP44C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP45A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP45A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRP45B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRP45B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BRP26A_raw	BRP26B_raw	BRP27A_raw	BRP27B_raw	BRP28A_raw	BRP28B_raw	BRP29A_raw	BRP29B_raw	BRP33A_raw	BRP33B_raw	BRP34A_raw	BRP34B_raw	BRP37A_raw	BRP37B_raw	BRP38A_raw	BRP38B_raw	BRP41A_raw	BRP41B_raw	BRP42A_raw	BRP42B_raw	BRP44A_raw	BRP44B_raw	BRP44C_raw	BRP45A_raw	BRP45B_raw
1656	NA	NA	NA	NA	NA	3.045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	NA	NA	NA	NA	NA	3.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	NA	NA	NA	NA	NA	2.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	NA	NA	NA	NA	NA	3.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	NA	NA	NA	NA	NA	2.499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	NA	NA	NA	NA	NA	3.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	NA	NA	NA	NA	NA	2.647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	NA	NA	NA	NA	NA	2.541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	NA	NA	NA	NA	NA	2.647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1665	NA	NA	NA	NA	NA	2.831	NA	0.985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	NA	NA	NA	NA	2.523	1.973	NA	0.755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	NA	NA	NA	NA	1.625	1.525	NA	0.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	NA	NA	NA	NA	1.465	1.155	NA	0.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	NA	NA	NA	NA	2.874	2.989	NA	0.287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	NA	NA	NA	NA	2.155	1.892	NA	0.387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	NA	NA	NA	NA	3.657	3.675	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	NA	NA	NA	NA	2.374	2.825	NA	0.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1673	NA	NA	NA	NA	2.668	2.585	NA	0.373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1674	NA	NA	NA	NA	2.719	2.605	NA	1.097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1675	NA	NA	NA	NA	2.002	2.398	NA	0.827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.074	NA	NA
1676	NA	NA	NA	NA	2.195	2.381	NA	0.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.363	NA	NA
1677	NA	NA	NA	NA	2.236	2.537	NA	0.939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35	1.641	NA
1678	NA	NA	NA	NA	1.659	1.585	NA	0.644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.904	1.102	NA
1679	NA	NA	NA	NA	1.399	1.502	NA	0.664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.708	0.896	NA
1680	NA	NA	NA	NA	1.569	1.225	NA	0.699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.572	1.471	NA
1681	NA	NA	NA	NA	1.525	1.03	NA	1.072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.694	0.947	NA
1682	NA	NA	NA	NA	1.623	2.248	NA	0.821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.986	0.902	0.827
1683	NA	NA	NA	NA	1.949	1.931	NA	1.265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.139	2.358	2.025	0.898	1.042
1684	NA	NA	NA	NA	1.542	1.674	NA	0.841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.302	1.694	1.662	0.623	0.702
1685	NA	NA	NA	NA	1.793	1.167	NA	1.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.589	1.079	0.914	0.726	0.677
1686	NA	NA	NA	NA	3.037	2.772	NA	1.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	2.431	1.922	1.764	2.021
1687	NA	NA	NA	NA	1.896	1.909	1.473	0.993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.226	1.636	1.421	1.421	1.301
1688	NA	NA	NA	NA	2.05	1.672	1.341	1.059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.522	1.775	1.726	1.799	1.613
1689	NA	NA	NA	NA	1.614	2.396	1.121	1.304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.602	2.127	1.756	1.913	1.612
1690	NA	NA	NA	NA	1.663	1.905	2.023	1.501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.042	2.486	2.312	1.747	1.542
1691	NA	NA	NA	NA	2.437	1.929	2.288	1.689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.047	2.155	1.622	1.193	1.533
1692	NA	NA	NA	NA	2.959	2.338	2.892	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.116	2.375	2.301	1.49	1.514
1693	NA	NA	NA	NA	3.006	2.036	3.008	2.109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	2.393	2.203	1.534	1.725
1694	NA	NA	NA	NA	2.344	2.02	2.566	1.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.007	1.696	1.615	1.436	1.343
1695	NA	NA	NA	NA	1.68	1.323	2.125	1.369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	1.202	0.804	0.623	0.467
1696	NA	NA	NA	NA	1.496	1.224	1.021	0.729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.942	0.652	0.53	0.068	0.061
1697	NA	NA	NA	NA	1.97	1.853	1.984	1.776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.938	0.972	0.099	0.14
1698	NA	NA	NA	NA	2.02	1.977	2.294	1.419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.038	0.979	1.122	0.34	0.365
1699	NA	NA	NA	NA	2.716	2.601	2.987	1.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.375	1.178	1.045	0.726	0.683
1700	NA	NA	NA	NA	2.837	2.002	2.619	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.853	1.151	1.183	0.985	0.831
1701	NA	NA	NA	NA	1.938	1.221	1.467	1.208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.643	0.791	0.786	0.914	0.939
1702	NA	NA	NA	NA	1.442	1.369	1.174	0.965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.815	0.665	0.664	0.79	0.605
1703	NA	NA	NA	NA	1.351	1.024	0.807	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.261	0.247	0.348	1.056	0.586
1704	NA	NA	NA	NA	1.247	1.359	0.909	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.282	0.261	0.223	0.593	0.543
1705	NA	NA	NA	NA	1.369	2.04	1.156	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.611	0.392	0.437	0.8	0.405
1706	NA	NA	NA	NA	1.029	1.882	0.907	0.778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734	0.3	0.25	0.964	0.648
1707	NA	NA	NA	NA	0.736	0.928	0.871	0.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.622	0.349	0.235	0.781	0.365
1708	NA	NA	NA	NA	1.505	2.225	1.068	0.908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.657	0.564	0.46	0.464	0.961
1709	NA	NA	NA	NA	1.523	1.687	1.085	0.881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.776	0.773	0.693	1.077	1.201
1710	NA	NA	NA	NA	1.747	1.882	0.826	0.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.483	1.241	1.403	1.044	1.111
1711	NA	NA	NA	NA	0.953	1.063	0.191	0.376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.984	0.92	0.774	0.381	0.678
1712	NA	NA	NA	NA	0.786	1.912	0.545	0.772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.393	1.265	1.189	0.66	0.889
1713	NA	NA	NA	NA	1.087	1.562	0.573	0.421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	1.289	1.195	0.865	0.746
1714	NA	NA	NA	NA	1.134	1.855	0.924	0.671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.349	0.974	1.632	1.001	1.277
1715	NA	NA	NA	NA	0.978	1.52	0.503	0.522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	0.973	1.049	0.781	0.91
1716	NA	NA	NA	NA	0.807	1.027	0.328	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.551	0.741	0.824	0.858	0.461
1717	NA	NA	NA	NA	1.301	1.356	0.358	0.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.671	1.188	1.525	0.558	0.658
1718	NA	NA	NA	NA	2.015	1.583	0.787	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.184	2.219	2.643	1.29	1.317
