# Stevenson - Sand Lick - PIEC - ITRDB AR080
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/17218
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-17218.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar080-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ar080-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar080.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ar080.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-08-18
#--------------------
# File_Last_Modified_Date
#   Date: 2014-08-18
#--------------------
# Title
#   Study_Name: Stevenson - Sand Lick - PIEC - ITRDB AR080
#--------------------
# Investigators
#   Investigators: Stevenson, D.; Lynch, T.B.; Murphy, P.; Heineman, R.; Holeman, R.; Wilson, D.; Anderson, K.; Guldin, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Douglas J. Stevenson, Thomas B. Lynch, Pradip Saud, Robert Heineman, Randal Holeman, Dennis Wilson, Keith Anderson, Chris Cerny, James M. Guldin
#   Journal_Name: Dendrochronologia
#   Published_Title: Winter in the Ouchitas - A severe winter storm signature in Pinus echinata in the Ouachita Mountains of Oklahoma and Arkansas, USA
#   Published_Date_or_Year: 2016
#   Volume: 37
#   Pages: 107-115
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2016.01.001
#   Full_Citation: None
#   Abstract: Each year severe winter storms (~ice storms) damage trees throughout the southern USA. Arkansas and Oklahoma have a history of severe winter storms. To extend that history back beyond the reach of written records, a distinctive tree ring pattern or signature is needed. Storm-caused breakage, branch loss and bending stress provide that signature. We found a severe storm signature in shortleaf pine (Pinus echinata). We used three published site chronologies, a set of five new site chronologies from a growth-and-yield study conducted by Oklahoma State University and the unpublished Shortleaf Canyon chronology from a master's thesis at the University of Arkansas. Our method is based on two ring width values for the first and second growing seasons after the storm standardized to the ring widths of the seven growing seasons after the storm. Concordance between storm years predicted by tree ring patterns and actual storm years was tested using Cohen's Kappa. Concern about confounding of ice storm signals by droughts led us to test concordance between severe storms and drought in July, August and September; results were inconclusive but stand as a warning that these two phenomena cannot be distinguished with certainty in the tree ring record. Damaging severe storms occurred in about 2.8% of all years. Two out of three storms identified as "severe" produced glaze icing.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sand Lick
#   Location: Arkansas
#   Northernmost_Latitude: 34.7333
#   Southernmost_Latitude: 34.7333
#   Easternmost_Longitude: -93.45
#   Westernmost_Longitude: -93.45
#   Elevation_m: 260
#--------------------
# Data_Collection
#   Collection_Name: AR080
#   First_Year: 1939
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus echinata Mill.
#   Common_Name: shortleaf pine
#   Tree_Species_Code: PIEC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## p823t021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p823t021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p823t023_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p823t023; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p824t019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p824t019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p824t027_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p824t027; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p826t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p826t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p826t026_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p826t026; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p827t003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p827t003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p828t016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p828t016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p829t035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p829t035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p830t020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p830t020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p830t036_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p830t036; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p831t013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p831t013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p832t010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p832t010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p832t032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p832t032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p834t030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p834t030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p834t033_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p834t033; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p835t002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p835t002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p835t005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p835t005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	p823t021_raw	p823t023_raw	p824t019_raw	p824t027_raw	p826t001_raw	p826t026_raw	p827t003_raw	p828t016_raw	p829t035_raw	p830t020_raw	p830t036_raw	p831t013_raw	p832t010_raw	p832t032_raw	p834t030_raw	p834t033_raw	p835t002_raw	p835t005_raw
1939	3.745	NA	3.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA
1940	3.712	NA	4.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.642	NA	NA
1941	4.524	NA	4.864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.073	NA	NA
1942	4.942	NA	4.482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.916	NA	NA
1943	2.896	NA	2.448	3.736	NA	NA	NA	NA	NA	NA	2.424	NA	NA	NA	2.857	1.955	NA	NA
1944	2.163	NA	2.697	3.302	NA	NA	NA	NA	NA	NA	3.17	NA	NA	NA	3.687	2.304	NA	2.071
1945	2.465	NA	2.475	3.124	NA	NA	NA	NA	NA	NA	2.47	NA	1.537	NA	2.37	2.286	NA	2.266
1946	2.106	NA	1.964	3.064	NA	NA	NA	NA	NA	NA	2.006	NA	1.618	NA	2.072	1.755	NA	2.361
1947	2.242	NA	2.229	2.138	0.825	NA	NA	NA	NA	NA	1.328	NA	1.265	NA	1.993	1.727	NA	2.278
1948	1.66	2.214	2.447	2.123	1.141	NA	NA	NA	2.221	NA	1.607	NA	1.382	1.187	2.725	2.512	NA	2.746
1949	1.518	2.372	2.002	2.885	1.788	NA	NA	NA	2.597	3.005	2.217	NA	1.2	1.968	2.654	2.436	NA	2.41
1950	1.814	2.608	2.241	2.572	2.083	NA	NA	NA	3.163	3.596	1.532	NA	1.531	1.9	3.132	3.458	NA	2.187
1951	3.215	3.455	2.027	2.48	1.907	NA	NA	NA	3.416	2.908	1.977	NA	1.618	1.547	2.657	2.431	NA	1.864
1952	2.207	3.15	1.965	2.172	1.681	NA	NA	NA	2.59	2.802	2.205	NA	1.426	1.429	2.282	2.012	NA	1.576
1953	1.893	3.017	1.996	1.503	1.54	NA	NA	NA	2.334	2.766	2.211	NA	1.404	1.641	2.243	1.173	NA	1.623
1954	1.215	2.115	1.045	0.97	0.791	NA	NA	NA	1.978	1.49	1.263	NA	0.64	0.964	1.789	0.587	NA	1.121
1955	2.317	3.316	1.589	1.45	1.223	NA	NA	NA	2.37	3.126	2.102	NA	0.903	1.468	1.848	1.152	NA	1.96
1956	1.016	1.583	1.024	0.857	1.039	NA	NA	NA	1.315	1.312	1.615	NA	0.788	0.932	0.973	1.149	NA	1.076
1957	3.252	2.638	1.937	1.676	1.777	NA	NA	NA	2.319	2.647	2.75	NA	1.681	1.713	1.538	1.686	1.775	1.903
1958	2.928	2.604	3.209	1.406	1.617	NA	NA	NA	2.208	2.701	2.497	NA	1.257	1.96	1.815	1.526	1.483	1.801
1959	2.414	3.202	3.351	1.48	1.894	NA	3.111	NA	3.044	2.576	3.619	NA	1.599	2.413	2.498	1.823	2.35	2.388
1960	2.493	2.333	2.51	1.202	1.698	NA	2.216	NA	2.624	2.846	3.542	NA	1.865	1.939	1.699	1.24	1.86	1.881
1961	2.565	2.713	3.758	1.548	1.523	NA	3.289	NA	3.133	3.68	3.664	2.402	1.17	2.023	1.854	1.694	2.195	1.661
1962	1.7	2.527	2.172	1.346	1.694	NA	2.943	NA	2.218	3.33	3.241	2.279	1.847	1.626	2.397	1.704	2.169	2.058
1963	1.37	1.96	2.43	0.895	0.879	NA	2.097	NA	1.387	2.103	1.544	1.888	0.972	1.206	1.565	1.203	1	1.783
1964	1.484	1.607	2.636	1.371	0.936	NA	2.192	NA	1.783	1.938	1.348	2.563	1.349	1.67	1.791	1.683	1.673	0.8
1965	2.192	1.414	2.832	1.944	1.52	NA	3.095	NA	2.251	1.934	2.324	2.995	1.542	1.727	1.918	1.894	1.532	2.091
1966	1.905	1.423	2.438	2.33	1.882	NA	1.977	NA	2.094	1.629	2.001	3.07	1.63	1.631	1.239	1.641	1.51	1.915
1967	1.788	1.791	2.076	2.633	1.988	NA	1.974	NA	1.535	1.16	1.463	2.746	1.838	2.149	1.43	1.22	1.573	1.365
1968	1.672	1.374	1.86	2.332	1.691	3.015	2.228	NA	1.616	1.207	1.605	2.945	1.363	1.767	1.182	1.68	1.782	1.71
1969	0.992	1.165	1.269	1.573	1.127	2.406	1.281	NA	1.438	0.931	1.356	2.069	1.317	1.555	0.845	0.934	1.668	1.964
1970	2.28	2.704	2.702	4.22	2.168	4.442	2.89	NA	2.452	2.345	2.57	3.377	2.42	3.135	1.862	1.938	3.368	2.268
1971	2.454	2.582	2.613	3.835	1.338	2.43	2.435	NA	2.696	2.259	1.78	3.328	2.542	2.66	2.13	1.47	2.197	2.14
1972	0.897	1.823	1.63	2.272	1.466	2.265	1.989	NA	1.386	1.663	1.525	3.613	1.64	2.5	1.49	0.813	2.196	1.918
1973	1.294	2.538	2.332	2.284	1.568	3.582	2.374	NA	1.615	1.728	1.986	4.579	1.379	1.944	1.498	1.299	2.393	1.366
1974	0.645	2.017	1.353	2.069	1.33	2.534	2.475	2.124	0.92	0.78	1.744	2.812	1.396	1.118	0.826	0.766	1.991	1.62
1975	0.875	1.43	1.333	1.269	1.358	1.844	1.856	1.776	0.877	0.738	1.216	1.995	1.807	1.186	0.78	0.828	1.64	1.258
1976	1.549	1.115	1.131	1.224	1.29	2.53	1.977	1.676	0.796	0.542	0.823	2.392	1.288	1.083	1.284	0.879	2.21	1.637
1977	2.042	1.93	1.547	1.88	1.509	2.022	0.974	3.198	1.069	1.307	1.851	2.734	1.104	1.391	1.389	1.002	2.846	1.698
1978	1.308	1.37	0.768	1.004	0.689	1.386	1.11	1.641	1.006	0.706	1.453	1.534	0.804	0.783	0.752	0.598	1.374	1.224
1979	0.87	0.986	0.837	0.914	0.679	1.52	1.263	1.786	0.7	0.918	1.143	2.05	0.755	1.009	0.732	0.746	1.047	1.201
1980	0.352	0.439	0.363	0.714	0.418	1.249	1.042	0.645	0.4	0.293	0.728	0.769	0.398	0.511	0.452	0.689	0.725	0.673
1981	0.77	1.424	0.48	0.863	0.553	1.66	1.613	1.558	1.163	1.196	0.897	1.932	1	0.99	0.93	1.023	1.523	0.782
1982	0.697	1.491	0.65	1.419	0.557	1.391	1.699	0.947	0.816	0.846	0.41	1.235	0.652	0.674	0.728	0.6	0.997	0.815
1983	0.806	1.439	0.807	1.23	1.031	1.276	2.514	1.326	1.117	1.273	0.98	2.143	1.216	0.693	0.93	1.159	1.515	1.305
1984	0.633	1.049	0.496	1.431	0.975	1.233	1.686	1.794	0.973	0.644	0.292	2.333	1.79	0.848	0.757	1.316	1.313	1.2
1985	0.838	0.868	0.953	1.36	0.616	1.592	1.268	1.26	0.433	0.427	0.489	0.525	0.225	0.653	0.633	0.601	0.972	0.745
1986	0.719	0.946	1.284	2.033	1.024	2.042	1.804	1.472	0.802	0.822	0.58	1.036	1.288	1.147	0.711	0.34	1.285	1.175
1987	0.843	0.964	0.889	1.987	0.445	1.96	1.181	1.039	0.776	0.398	0.474	1.946	1.3	1.109	0.693	0.425	1.375	1.154
1988	0.666	0.987	0.771	1.616	0.865	2.074	1.196	2.301	0.905	0.262	0.421	2.114	1.722	1.405	1.17	0.406	1.759	1.191
1989	0.844	1.7	0.893	1.703	1.234	2.319	1.559	2.959	1.017	0.306	0.584	3.173	2.003	1.877	0.719	0.609	2.17	1.561
1990	1.012	1.79	0.704	1.389	1.456	2.274	1.559	2.12	0.944	0.785	0.556	4.098	2.055	1.188	0.428	0.461	1.909	1.329
1991	1.158	1.441	0.754	0.873	1.647	2.504	1.989	2.506	1.161	1.002	0.76	4.179	1.527	1.491	1.194	0.203	2.481	1.534
1992	0.613	0.808	0.446	1.097	1.337	2.364	1.174	1.387	0.793	0.678	0.291	1.7	0.466	0.868	1.097	0.259	1.419	1.006
1993	0.826	1.182	0.596	1.466	1.297	2.872	1.13	2.312	1.174	0.568	0.382	2.167	1.312	1.186	0.886	0.809	1.672	0.935
