# van de Gevel - Harvard Forest Petersham - PIST - ITRDB MA022
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27502
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27502.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ma022-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ma022-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ma022.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ma022.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-08-27
#--------------------
# File_Last_Modified_Date
#   Date: 2019-08-27
#--------------------
# Title
#   Study_Name: van de Gevel - Harvard Forest Petersham - PIST - ITRDB MA022
#--------------------
# Investigators
#   Investigators: van de Gevel, S.L.; Gentry, C.M.; Bhandari, S.; Speer, J.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Harvard Forest Petersham
#   Location: Massachusetts
#   Northernmost_Latitude: 42.3
#   Southernmost_Latitude: 42.3
#   Easternmost_Longitude: -72.1
#   Westernmost_Longitude: -72.1
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: MA022
#   First_Year: 1897
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HF007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf007b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf007b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf008a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf008a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF008b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF008b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF011B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF011B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF012B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF012B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf017a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf017a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF017b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF017b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF023B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF023B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf024b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf024b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF500b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF500b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf501a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf501a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF502b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF502b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf502c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf502c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf503a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf503a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf504a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf504a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf505a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf505a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf505b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf505b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf506a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf506a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf507a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf507a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF508A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF508A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf508B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf508B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF510_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF510; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF511a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF511a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf511b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf511b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF512A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF512A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF513A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF513A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hf513b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hf513b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HF514A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HF514A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HF007A_raw	hf007b_raw	hf008a_raw	HF008b_raw	HF011A_raw	HF011B_raw	HF012B_raw	hf017a_raw	HF017b_raw	HF020_raw	HF023B_raw	hf024b_raw	HF500b_raw	hf501a_raw	HF502b_raw	hf502c_raw	hf503a_raw	hf504a_raw	hf505a_raw	hf505b_raw	hf506a_raw	hf507a_raw	HF508A_raw	hf508B_raw	HF510_raw	HF511a_raw	hf511b_raw	HF512A_raw	HF513A_raw	hf513b_raw	HF514A_raw
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.735	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.031	6.29	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.644	5.44	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.687	4.985	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.718	6.73	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.699	5.385	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.437	7.11	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.164	8.055	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.532	8.37	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.089	9.27	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.331	6.86	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.294	7.64	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.632	6.64	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.469	6.355	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.396	6.26	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.286	6.71	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.106	5.03	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.502	5.12	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.84	6.435	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.971	7.615	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.781	6.176	6.635	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.455	NA	NA	NA	9.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.177	6.464	5.725	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.175	NA	NA	NA	9.345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.491	7.194	6.845	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.415	NA	NA	NA	7.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.496	7.407	6.74	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.815	NA	NA	NA	10.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.957	8.778	8.675	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.53	NA	NA	NA	11.195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.469	7.795	7.68	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	9.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.358	4.952	5.285	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.095	NA	NA	NA	8.945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.031	4.664	4.835	NA
1925	NA	NA	NA	NA	NA	4.188	NA	NA	NA	NA	NA	NA	4.615	6.905	NA	NA	8.905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.652	4.801	4.555	NA
1926	NA	NA	NA	NA	5.971	5.918	NA	NA	NA	NA	NA	NA	4.17	3.905	NA	NA	6.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.622	3.648	4.005	NA
1927	NA	NA	NA	NA	7.632	7.194	NA	NA	NA	NA	NA	NA	3.43	4.725	NA	NA	5.075	NA	NA	NA	NA	NA	NA	8.979	NA	NA	NA	3.337	3.897	4.15	NA
1928	5.19	NA	NA	NA	6.974	8.629	NA	NA	NA	NA	NA	NA	3.58	3.765	NA	NA	3.645	NA	NA	NA	NA	NA	0.42	7.428	NA	NA	NA	3.109	4.086	3.82	NA
1929	5.685	NA	NA	NA	5.776	5.929	NA	NA	NA	NA	NA	NA	2.515	3.17	4.95	NA	3.875	NA	NA	NA	NA	NA	0.475	6.151	5.51	NA	NA	2.51	4.412	4.07	NA
1930	7.23	NA	NA	NA	6.767	8.627	NA	NA	NA	NA	NA	NA	3.48	2.515	6.66	NA	3.685	NA	NA	NA	NA	NA	1.29	6.968	5.481	NA	NA	2.258	3.857	3.975	NA
1931	6.285	NA	NA	NA	6.235	8.271	NA	NA	NA	NA	4.251	NA	4.32	4.125	6.19	NA	4.415	NA	0.38	NA	NA	NA	1.6	9.009	3.988	NA	NA	1.86	5.521	5.45	NA
1932	5.395	NA	NA	NA	6.546	7.715	NA	NA	NA	NA	4.176	NA	3.435	4.27	9.38	NA	4.405	NA	0.735	NA	NA	NA	1.035	9.74	4.864	NA	NA	2.124	6.617	5.835	NA
1933	6.93	NA	NA	NA	5.366	6.096	NA	NA	NA	NA	4.575	NA	3.795	4.165	5.815	NA	3.905	NA	1.82	NA	NA	6.001	1.235	5.008	4.619	NA	NA	2.317	6.599	6.685	NA
1934	5.58	5.66	NA	NA	5.315	6.397	NA	NA	2.65	NA	4.772	NA	3.91	3.28	11.27	NA	4.68	2.98	1.73	NA	NA	4.461	1.34	6.567	3.337	NA	NA	2.091	6.903	6.89	NA
1935	7.67	4.49	NA	3.965	3.84	4.394	NA	NA	4.39	NA	4.057	NA	2.235	2.03	7.185	3.8	3.45	3.045	2.215	NA	NA	2.766	0.725	8.855	3.749	NA	NA	2.053	6.173	5.835	NA
1936	6.55	5.53	NA	4.395	3.956	6.491	NA	4.342	5.99	NA	4.854	NA	4.185	2.505	9.135	4.945	4.49	4.295	3.025	3.279	NA	4.49	0.26	7.585	4.322	NA	NA	3.33	5.792	6.35	NA
1937	7.175	4.537	NA	3.915	3.409	5.304	NA	4.412	5.545	NA	3.715	NA	3.225	2.69	6.465	8.47	3.99	3.555	3.835	4.444	NA	2.751	0.405	6.466	5.119	NA	NA	2.216	4.878	5.675	NA
1938	7.78	5.016	NA	4.435	3.473	5.85	NA	5.666	6.575	NA	3.937	4.76	3.575	2.425	7.68	5.965	5.17	3.835	4.64	4.306	NA	2.849	0.5	7.188	1.95	NA	NA	3.23	5.372	6.275	NA
1939	6.885	8.32	NA	0.27	5.097	6.024	NA	6.867	6.81	NA	4.246	3.54	2.445	0.92	4.335	9.855	5.245	6.38	4.355	5.692	NA	3.634	6.61	7.43	2.039	NA	NA	0.713	4.381	4.88	NA
