# Larson - Oxbow - TSCA - ITRDB MI031
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33699
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33699.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi031-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mi031-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi031.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mi031.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-01
#--------------------
# Title
#   Study_Name: Larson - Oxbow - TSCA - ITRDB MI031
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Rawling, J.E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Evan R. Larson, J. Elmo Rawling III
#   Journal_Name: Journal of Great Lakes Research
#   Published_Title: Developing new sources of proxy climate data from historical structures in the Lake Michigan-Huron Basin
#   Published_Date_or_Year: 2016
#   Volume: 42
#   Pages: 328-335
#   Issue: 2
#   Report_Number: 
#   DOI: 10.1016/j.jglr.2015.12.010
#   Full_Citation: None
#   Abstract: The need to understand lake level variability in the Great Lakes is underscored by record low stands in 2012 followed by a quick shift back to the historic averages by 2014 in the Michigan-Huron basins. These rapid changes have important implications for near-shore ecology, sedimentology, water management, tourism, and industrial commerce throughout the Great Lakes region. Attempts to reconstruct climatic controls of lake level variability from tree rings have either been based on spatially and temporally limited tree-ring data sets or tree--ring records from sites in the Pacific Northwest teleconnected to Great Lakes climate. The necessary local tree-ring chronologies to develop more robust reconstructions of climate and its relation to Great Lakes levels simply do not exist. A particularly evident gap in available data exists in Lower Michigan, where logging in the 1800s removed most old growth forests. Here we report the development of three new tree-ring chronologies derived from a pier near the mouth of the Kalamazoo River that was constructed ca. 1871. The new chronologies include multi-century Pinus resinosa (1673-1878), Quercus spp. (1628-1847), and Tsuga canadensis (1643-1864) tree-ring data that exhibit patterns of correlation among reference chronologies of the same species indicative of origins within the Great Lakes Region, and possibly Lower Michigan. Our results illustrate the excellent potential to develop a more complete network of sites with tree-ring data throughout the Michigan-Huron Basin by utilizing wood incorporated into historical structures.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Oxbow
#   Location: Michigan
#   Northernmost_Latitude: 42.675565
#   Southernmost_Latitude: 42.675565
#   Easternmost_Longitude: -86.211856
#   Westernmost_Longitude: -86.211856
#   Elevation_m: 177
#--------------------
# Data_Collection
#   Collection_Name: MI031
#   First_Year: 1643
#   Last_Year: 1864
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OXB003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB033_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB033; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB036_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB036; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OXB003_raw	OXB004_raw	OXB010_raw	OXB011_raw	OXB015_raw	OXB016_raw	OXB018_raw	OXB019_raw	OXB020_raw	OXB030_raw	OXB033_raw	OXB035_raw	OXB036_raw
1643	NA	NA	NA	NA	NA	NA	NA	2.07	NA	NA	NA	NA	NA
1644	NA	NA	NA	NA	NA	NA	NA	2.754	NA	NA	NA	NA	NA
1645	NA	NA	NA	NA	NA	NA	NA	3.029	NA	NA	NA	NA	NA
1646	NA	NA	NA	NA	NA	NA	NA	2.303	NA	NA	NA	NA	NA
1647	NA	NA	NA	NA	NA	NA	NA	2.56	NA	NA	NA	NA	NA
1648	NA	NA	NA	NA	NA	NA	NA	2.305	NA	NA	NA	NA	NA
1649	NA	NA	NA	NA	NA	NA	NA	2.579	NA	NA	NA	NA	NA
1650	NA	NA	NA	NA	NA	NA	NA	2.136	NA	NA	NA	NA	NA
1651	NA	NA	NA	NA	NA	NA	NA	2.095	NA	NA	NA	NA	NA
1652	NA	NA	NA	NA	NA	NA	NA	2.411	NA	NA	NA	NA	NA
1653	NA	NA	NA	NA	NA	NA	NA	2.262	NA	NA	NA	NA	NA
1654	NA	NA	NA	NA	NA	NA	NA	2.005	NA	NA	NA	NA	NA
1655	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA	NA	NA
1656	NA	NA	NA	NA	NA	NA	NA	2.216	NA	NA	NA	NA	NA
1657	NA	NA	NA	NA	NA	NA	NA	2.532	NA	NA	NA	NA	NA
1658	NA	NA	NA	NA	0.853	NA	NA	1.71	NA	NA	NA	NA	NA
1659	NA	NA	NA	NA	1.072	NA	NA	2.681	NA	NA	NA	NA	NA
1660	NA	NA	NA	2.158	1.193	NA	NA	2.384	NA	NA	NA	NA	NA
1661	NA	NA	NA	2.975	1.472	NA	NA	2.953	NA	NA	NA	NA	NA
1662	NA	NA	NA	2.221	1.364	NA	NA	1.919	NA	NA	NA	NA	NA
1663	NA	NA	NA	2.322	1.635	NA	NA	2.11	NA	NA	NA	NA	NA
1664	NA	NA	NA	2.418	2.163	NA	NA	1.689	NA	NA	NA	NA	NA
1665	NA	NA	NA	2.597	1.766	NA	NA	1.373	1.601	NA	NA	NA	NA
1666	NA	NA	NA	2.225	2.111	NA	NA	1.375	1.116	0.973	NA	NA	NA
1667	NA	NA	NA	2.521	2.02	NA	NA	1.375	0.955	1.312	NA	NA	NA
1668	NA	NA	NA	2.793	2.021	NA	NA	0.994	1.501	1.078	NA	NA	NA
1669	NA	NA	NA	2.965	2.243	NA	NA	0.952	1.9	1.025	NA	NA	NA
1670	NA	NA	NA	2.352	2.183	NA	NA	0.804	1.929	0.774	NA	NA	NA
1671	NA	NA	NA	2.273	1.926	NA	NA	0.592	1.566	0.64	NA	NA	NA
1672	NA	NA	NA	1.706	1.941	0.764	NA	0.635	0.559	0.69	NA	NA	NA
1673	NA	NA	NA	1.863	2.403	1.773	NA	0.868	1.896	0.845	NA	NA	0.933
1674	NA	NA	NA	2.085	2.269	1.827	NA	0.952	1.833	0.987	NA	NA	0.894
1675	NA	NA	NA	1.458	2.45	1.747	NA	0.889	1.603	0.888	NA	NA	0.761
1676	NA	NA	NA	1.367	2.328	1.997	NA	1.037	1.389	0.812	NA	NA	0.773
1677	NA	NA	NA	1.288	2.313	2.22	NA	0.762	1.229	0.868	NA	NA	0.647
1678	NA	NA	NA	1.185	2.183	2.215	NA	0.931	1.836	0.72	NA	NA	0.593
1679	NA	NA	NA	1.078	1.829	2.09	NA	0.931	1.667	0.606	NA	NA	0.629
1680	NA	NA	NA	1.266	1.928	2.135	NA	0.992	1.594	0.77	NA	NA	0.742
1681	NA	NA	NA	0.782	1.081	1.318	NA	0.61	1.373	0.452	NA	NA	0.51
1682	NA	NA	NA	1.224	1.669	1.863	NA	0.884	1.726	0.525	NA	NA	0.747
1683	NA	NA	NA	0.967	1.597	1.802	NA	1.013	1.372	0.519	NA	NA	0.73
1684	NA	NA	NA	1.073	1.583	1.306	NA	1.016	1.248	0.594	NA	NA	0.691
1685	NA	NA	NA	1.136	1.245	1.078	0.422	0.91	0.897	0.43	NA	NA	0.49
1686	NA	NA	NA	1.323	0.985	1.966	0.226	1.248	1.673	0.549	NA	NA	0.549
1687	NA	NA	NA	1.05	0.846	1.551	0.212	1.163	1.485	0.705	NA	NA	0.478
1688	NA	NA	NA	1.008	0.727	1.465	0.165	0.931	0.941	0.581	NA	NA	0.421
1689	NA	NA	NA	0.84	0.664	0.846	0.131	0.888	0.878	0.508	NA	NA	0.285
1690	NA	NA	NA	0.734	0.435	0.949	0.162	0.74	0.564	0.321	NA	NA	0.19
1691	0.579	NA	NA	0.756	0.186	0.968	0.22	0.341	0.789	0.208	NA	NA	0.133
1692	2.122	NA	NA	1.391	0.391	0.881	0.245	0.657	0.892	0.227	NA	NA	0.229
1693	2.248	NA	NA	1.012	1.024	1.246	0.186	1.457	1.328	0.656	NA	NA	0.604
1694	3.029	NA	NA	0.759	0.612	0.948	0.443	1.164	1.236	0.676	NA	NA	0.611
1695	2.555	NA	NA	1.286	1.058	1.38	0.324	1.333	1.725	0.937	NA	NA	0.639
1696	1.825	NA	NA	1.244	0.755	1.163	0.353	1.183	1.324	0.749	NA	NA	0.438
1697	2.515	NA	NA	1.202	0.862	1.023	0.514	0.951	1.282	0.67	NA	NA	0.384
1698	2.172	NA	NA	0.886	0.823	0.898	0.641	0.76	1.029	0.534	NA	NA	0.461
1699	2.09	NA	NA	0.95	0.987	1.06	0.918	1.14	1.304	0.638	NA	NA	0.616
1700	2.152	NA	NA	0.824	1.052	1.04	0.921	1.056	0.99	0.664	NA	NA	0.598
1701	2.064	NA	NA	1.055	0.992	1.51	0.899	1.48	1.307	1.102	NA	NA	0.79
1702	2.457	0.296	NA	0.886	0.806	1.226	1.131	1.185	1.138	1.218	0.732	NA	0.674
1703	2.477	0.371	NA	0.864	0.796	1.37	1.371	1.016	1.116	1.408	1.08	0.795	0.628
1704	2.563	0.381	NA	1.244	0.99	1.327	1.255	1.312	1.223	1.178	0.791	1.086	0.784
1705	2.451	0.511	NA	0.907	0.907	1.045	1.346	1.122	1.014	0.411	0.807	1.454	0.806
1706	2.474	0.603	NA	1.032	0.843	1.049	1.004	1.079	1.182	0.405	0.566	1.241	0.653
1707	2.519	0.563	NA	0.842	0.774	1.134	0.953	1.103	0.949	0.637	0.979	0.751	0.697
1708	2.027	0.605	NA	0.821	0.856	1.25	1.145	0.97	0.886	0.73	0.855	0.903	0.484
1709	2.193	0.32	NA	0.716	0.694	1.051	0.829	0.91	0.887	0.581	0.882	0.598	0.41
1710	1.213	0.286	NA	0.526	0.424	0.832	0.687	0.868	0.549	0.414	0.731	0.769	0.31
1711	2.127	0.388	NA	0.442	0.631	0.753	0.464	0.72	0.782	0.416	1.09	0.802	0.405
1712	2.071	0.418	NA	0.505	0.711	0.633	0.666	0.698	0.697	0.414	0.958	0.736	0.591
1713	2.034	0.373	NA	0.695	0.678	0.532	0.644	0.825	0.695	0.284	1.132	0.672	0.419
1714	2.834	0.41	NA	0.568	0.62	0.39	0.867	1.058	0.843	0.547	1.414	0.755	0.515
