# Jacoby - Silver Tip - PCGL - ITRDB AK071
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3608
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3608.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak071-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak071-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak071.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak071.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2006-04-26
#--------------------
# Title
#   Study_Name: Jacoby - Silver Tip - PCGL - ITRDB AK071
#--------------------
# Investigators
#   Investigators: Jacoby, G.C.; Davi, N.K.(https://orcid.org/0000-0002-4529-5418); Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Silver Tip
#   Location: Alaska
#   Northernmost_Latitude: 62.57
#   Southernmost_Latitude: 62.57
#   Easternmost_Longitude: -142.33
#   Westernmost_Longitude: -142.33
#   Elevation_m: 1030
#--------------------
# Data_Collection
#   Collection_Name: AK071
#   First_Year: 1517
#   Last_Year: 1957
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SD1'N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD1'N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD1N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD1N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD3E2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD3E2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD3W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD3W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD3W2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD3W2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD3E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD3E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD4NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD4NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD5'NB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD5'NB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD5'NA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD5'NA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD5NX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD5NX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD5N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD5N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD6RT_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD6RT; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD7'N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD7'N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD7'S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD7'S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD7N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD7N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD7S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD7S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD8N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD8N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD8S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD8S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD9NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD9NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD9SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD9SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD10N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD10N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD10S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD10S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SD1'N_raw	SD1N_raw	SD3E2_raw	SD3W_raw	SD3W2_raw	SD3E_raw	SD4NE_raw	SD5'NB_raw	SD5'NA_raw	SD5NX_raw	SD5N_raw	SD6RT_raw	SD7'N_raw	SD7'S_raw	SD7N_raw	SD7S_raw	SD8N_raw	SD8S_raw	SD9NW_raw	SD9SE_raw	SD10N_raw	SD10S_raw
1517	NA	NA	NA	NA	NA	NA	NA	0.136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1518	NA	NA	NA	NA	NA	NA	NA	0.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1519	NA	NA	NA	NA	NA	NA	NA	0.272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1520	NA	NA	NA	NA	NA	NA	NA	0.208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1521	NA	NA	NA	NA	NA	NA	NA	0.143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1522	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1523	NA	NA	NA	NA	NA	NA	NA	0.261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1524	NA	NA	NA	NA	NA	NA	NA	0.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1525	NA	NA	NA	NA	NA	NA	NA	0.261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1526	NA	NA	NA	NA	NA	NA	NA	0.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1527	NA	NA	NA	NA	NA	NA	NA	0.307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1528	NA	NA	NA	NA	NA	NA	NA	0.615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1529	NA	NA	NA	NA	NA	NA	NA	0.432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1530	NA	NA	NA	NA	NA	NA	NA	0.428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1531	NA	NA	NA	NA	NA	NA	NA	0.296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1532	0.206	NA	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1533	0.419	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1534	0.34	NA	NA	NA	NA	NA	NA	0.428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1535	0.393	NA	NA	NA	NA	NA	NA	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1536	0.224	NA	NA	NA	NA	NA	NA	0.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1537	0.409	NA	NA	NA	NA	NA	NA	0.587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1538	0.368	NA	NA	NA	NA	NA	NA	0.523	NA	0.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1539	0.453	NA	NA	NA	NA	NA	NA	0.372	NA	0.433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1540	0.462	NA	NA	NA	NA	NA	NA	0.615	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1541	0.49	NA	NA	NA	NA	NA	NA	0.365	NA	0.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1542	0.402	NA	NA	NA	NA	NA	NA	0.508	NA	0.634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1543	0.335	NA	NA	NA	NA	NA	NA	0.481	NA	0.564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1544	0.296	NA	NA	NA	NA	NA	NA	0.453	NA	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1545	0.287	NA	NA	NA	NA	NA	NA	0.324	NA	0.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1546	0.368	NA	NA	NA	NA	NA	NA	0.522	NA	0.347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1547	0.28	NA	NA	NA	NA	NA	NA	0.291	NA	0.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1548	0.451	NA	NA	NA	NA	NA	NA	0.372	NA	0.298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1549	0.31	NA	NA	NA	NA	NA	NA	0.351	NA	0.354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1550	0.435	NA	NA	NA	NA	NA	NA	0.365	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1551	0.517	NA	NA	NA	NA	NA	NA	0.449	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	0.6	NA	NA	NA	NA	NA	NA	0.238	NA	0.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1553	0.526	NA	NA	NA	NA	NA	NA	0.386	NA	0.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1554	0.769	NA	NA	NA	NA	NA	NA	0.317	NA	0.409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1555	0.811	1.202	NA	NA	NA	NA	NA	0.354	NA	0.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1556	0.652	1.286	NA	NA	NA	NA	NA	0.305	NA	0.421	NA	NA	NA	0.384	NA	NA	NA	NA	NA	NA	NA	NA
1557	0.512	0.871	NA	NA	NA	NA	NA	0.331	NA	0.287	NA	NA	0.827	0.662	NA	NA	NA	NA	NA	NA	NA	NA
1558	0.768	0.929	NA	NA	NA	NA	NA	0.328	NA	0.421	NA	NA	0.941	1.001	NA	NA	NA	NA	NA	NA	NA	NA
1559	0.694	0.824	NA	NA	NA	NA	NA	0.493	NA	0.517	NA	NA	1.409	1.218	NA	NA	NA	NA	NA	NA	NA	NA
1560	0.889	0.938	NA	NA	NA	NA	NA	0.597	NA	0.545	NA	NA	1.373	1.299	NA	NA	NA	NA	NA	NA	NA	NA
1561	0.795	0.916	NA	NA	NA	NA	NA	0.531	NA	0.597	NA	NA	1.243	1.085	NA	NA	NA	NA	NA	NA	NA	NA
1562	0.711	0.842	NA	NA	NA	NA	NA	0.537	NA	0.809	NA	NA	0.89	0.976	NA	NA	NA	NA	NA	NA	NA	NA
1563	0.819	0.836	NA	NA	NA	NA	NA	0.699	NA	0.944	NA	NA	1.054	0.751	NA	NA	NA	NA	NA	NA	NA	NA
1564	1.146	1.236	NA	NA	NA	NA	NA	0.856	NA	1.031	NA	NA	0.975	0.862	NA	NA	NA	NA	NA	NA	NA	NA
1565	0.917	0.949	NA	NA	NA	NA	NA	1.024	NA	1.133	NA	NA	1.072	0.842	NA	NA	NA	NA	NA	NA	NA	NA
1566	0.907	0.939	NA	NA	NA	NA	NA	1.08	NA	1.171	NA	NA	0.948	0.62	NA	NA	NA	NA	NA	NA	NA	NA
1567	0.671	0.771	NA	NA	NA	NA	NA	1.121	NA	0.833	NA	NA	0.714	0.538	NA	NA	NA	NA	NA	NA	NA	NA
1568	0.714	0.763	NA	NA	NA	NA	NA	0.976	NA	0.356	NA	NA	0.852	0.43	NA	0.541	NA	NA	NA	NA	NA	NA
