# Stevenson - Water Plant - QUPA - ITRDB OK042
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19645
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19645.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok042-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ok042-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok042.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ok042.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2015-12-16
#--------------------
# Title
#   Study_Name: Stevenson - Water Plant - QUPA - ITRDB OK042
#--------------------
# Investigators
#   Investigators: Stevenson, D.; Hallgren, S.; Anderson, K.; Anderson, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Water Plant
#   Location: Oklahoma
#   Northernmost_Latitude: 35.5
#   Southernmost_Latitude: 35.5
#   Easternmost_Longitude: -96.0
#   Westernmost_Longitude: -96.0
#   Elevation_m: 196
#--------------------
# Data_Collection
#   Collection_Name: OK042
#   First_Year: 1950
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus palustris Muenchh.
#   Common_Name: pin oak
#   Tree_Species_Code: QUPA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LDF4001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4003C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4003C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4015A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4015A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4015B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4015B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4015C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4015C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF4015D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF4015D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LDF4001_raw	LDF4002_raw	LDF4003_raw	LDF4004_raw	LDF4005_raw	LDF4006_raw	LDF4007_raw	LDF4009_raw	LDF4010_raw	LDF4011_raw	LDF4003A_raw	LDF4003B_raw	LDF4003C_raw	LDF4015A_raw	LDF4015B_raw	LDF4015C_raw	LDF4015D_raw
1950	NA	NA	5.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1951	NA	NA	2.362	NA	NA	5.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1952	NA	NA	2.057	NA	NA	4.577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1953	NA	NA	2.323	5.358	NA	4.192	NA	NA	NA	NA	NA	NA	NA	5.188	6.035	NA	NA
1954	NA	NA	2.547	4.361	NA	5.113	NA	NA	NA	NA	NA	NA	NA	4.744	6.03	4.99	NA
1955	NA	NA	2.704	3.304	NA	5.401	NA	NA	NA	NA	NA	NA	NA	4.73	5.911	5.97	NA
1956	NA	NA	4.497	3.592	NA	3.516	NA	NA	NA	NA	NA	NA	NA	5.366	4.568	4.5	NA
1957	NA	NA	1.966	4.228	NA	6.22	NA	NA	NA	NA	NA	NA	NA	6.615	5.864	5.532	NA
1958	NA	NA	4.985	2.92	NA	6.431	NA	NA	NA	NA	NA	NA	NA	13.121	13.43	9.538	NA
1959	NA	NA	4.57	4.911	NA	5.051	NA	NA	NA	NA	NA	NA	NA	12.194	12.822	10.987	NA
1960	NA	NA	3.582	5.78	5.581	3.81	NA	NA	NA	NA	NA	NA	NA	9.546	8.51	8.323	5.581
1961	NA	NA	1.965	4.26	3.7	2.71	NA	3.841	NA	3.773	NA	NA	NA	5.751	5.45	4.518	3.7
1962	NA	NA	1.922	3.223	3.99	2.707	4.961	3.536	NA	3.597	NA	NA	NA	4.986	5.227	5.064	3.99
1963	NA	NA	1.913	1.724	2.861	2.087	3.426	2.033	NA	2.898	NA	NA	NA	2.989	2.884	3.171	2.861
1964	3.897	NA	1.611	1.908	2.634	1.776	3.293	1.752	NA	4.539	NA	NA	NA	2.649	2.886	2.674	2.634
1965	3.814	NA	1.705	1.606	2.808	2.244	3.908	1.919	NA	4.577	NA	NA	NA	2.77	5.96	3.188	2.808
1966	3.138	NA	1.44	1.538	2.446	1.991	3.321	1.969	NA	3.767	NA	NA	NA	2.33	3.73	2.93	2.446
1967	4.517	NA	1.335	1.914	3.119	2.204	3.925	3.048	NA	4.77	NA	NA	NA	2.648	3.685	3.278	3.119
1968	4.645	NA	1.625	1.821	3.105	2.373	4.54	3.37	NA	5.553	NA	NA	NA	3.191	4.905	3.98	3.105
1969	4.033	NA	1.485	1.738	2.543	2.473	4.634	2.845	NA	4.923	NA	NA	NA	2.907	4.333	3.486	2.543
1970	3.912	NA	1.397	1.717	2.749	1.435	3.872	2.641	NA	5.419	NA	NA	NA	2.687	3.003	2.708	2.749
1971	2.89	2.898	1.123	1.475	2.434	1.553	3.479	2.604	NA	4.716	NA	NA	NA	2.583	2.372	2.115	2.434
1972	2.782	3.184	1.266	1.504	2.369	1.773	3.109	2.165	NA	5.622	NA	NA	NA	2.678	2.193	2.544	2.369
1973	4.153	4.494	1.796	1.326	3.644	2.371	4.116	2.507	NA	5.352	NA	NA	NA	3.693	3.33	4.266	3.644
1974	3.216	4.352	1.648	1.638	3.556	2.585	3.203	2.231	NA	4.793	NA	NA	NA	2.986	2.666	0	3.556
1975	2.693	5.398	2.24	1.812	4.95	2.905	3.691	2.684	NA	5.087	NA	NA	NA	4.734	3.944	4.113	4.95
1976	1.994	3.095	1.029	1.448	3.294	1.946	2.758	2.009	NA	5.714	NA	NA	NA	2.598	2.351	2.695	3.294
1977	1.866	2.88	1.093	1.242	2.726	2.078	3.249	2.473	NA	4.175	NA	NA	NA	2.431	2.09	2.252	2.726
1978	2.426	2.662	1.043	0.869	2.478	1.964	3.334	2.517	NA	4.982	2.948	NA	NA	2.016	2.113	1.99	2.478
1979	2.965	3.692	1.311	1.065	3.849	2.793	4.459	4.53	NA	4.412	4.212	NA	NA	2.834	2.898	2.88	3.848
1980	2.145	2.372	1.013	0.742	2.678	1.926	2.947	3.685	NA	3.759	3.546	NA	2.606	1.572	1.625	1.87	2.678
1981	2.689	2.293	0.97	0.756	2.67	2.063	3.083	5.532	NA	3.141	4.312	3.865	2.93	1.338	2.659	1.911	2.67
1982	2.481	3.801	1.52	0.871	3.81	2.639	4.226	4.197	NA	4.999	4.265	4.421	3.972	2.6	3.205	2.92	3.81
1983	2.115	3.134	1.499	0.997	3.319	2.474	3.542	3.928	NA	3.448	4.247	4.508	3.898	2.301	0	2.348	3.319
1984	1.805	2.606	1.235	0.591	2.925	2.05	2.505	2.933	NA	2.545	3.685	3.876	2.769	1.982	2.064	2.098	2.944
1985	3.433	4.423	1.676	0.824	4.648	3.61	3.686	4.098	8.201	0	6.202	6.533	4.325	2.823	3.078	3.208	4.44
1986	2.783	4.071	1.654	0.606	4.842	2.473	4.028	3.565	6.528	1.641	5.504	5.35	3.968	3.3	2.714	2.637	4.899
1987	1.97	4.186	1.429	0.917	1.573	2.958	3.606	2.489	7.162	0.864	6.551	6.147	4.815	1.391	0	1.665	1.539
1988	1.518	2.833	1.279	1.102	1.349	2.289	2.287	1.971	5.661	0	5.548	3.684	2.966	1.086	0	1.06	1.657
1989	2.48	4.629	2.301	1.562	2.058	3.071	2.92	4.063	9.383	4.159	7.341	7.32	4.688	1.708	2.149	1.617	2.307
1990	2.794	4.801	1.728	1.493	2.105	3	3.206	3.587	7.372	3.668	6.012	5.777	5.196	1.935	1.609	1.526	2.088
1991	2.898	4.34	1.954	1.488	2.272	3.12	3.121	4.069	8.266	4.198	6.309	5.143	5.344	1.261	1.29	1.379	2.379
1992	3.566	5.744	2.028	2.045	2.837	4.204	2.956	5.348	14.206	4.863	10.225	8.945	9.851	1.721	1.641	1.728	3.428
1993	2.462	4.764	1.913	1.886	2.531	2.752	2.473	3.168	8.365	3.453	7.393	6.377	7.638	1.316	1.181	1.407	2.318
1994	2.425	4.186	1.732	1.679	2.265	2.368	2.57	3.692	10.016	3.61	10.176	7.976	8.822	1.231	1.122	1.35	2.199
1995	3.035	7.446	2.517	3.702	3.797	4.076	4.665	5.191	10.808	6.225	9.293	8.27	5.114	2.265	2.366	2.526	3.786
1996	2.269	5.051	1.795	1.885	2.188	1.929	2.946	3.22	7.443	4.428	6.974	6.41	8.717	1.056	0	1.118	1.931
1997	2.309	4.701	2.066	2.61	2.306	2.033	2.832	3.367	7.06	4.272	7.243	8.583	3.645	1.031	1.628	1.555	2.191
1998	2.476	3.855	1.589	1.907	2.116	2.092	2.755	2.547	5.255	4.1	6.826	6.714	0	1.463	1.914	1.983	2.281
1999	4.563	5.603	2.542	2.561	3.761	3.014	3.867	3.439	6.123	4.659	8.801	8.575	8.675	2.33	3.03	3.356	3.727
