# Wolf - Pleasant Prairie - QUAL - ITRDB WI006
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5278
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5278.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi006-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi006-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi006.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi006.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2004-08-31
#--------------------
# File_Last_Modified_Date
#   Date: 2004-08-31
#--------------------
# Title
#   Study_Name: Wolf - Pleasant Prairie - QUAL - ITRDB WI006
#--------------------
# Investigators
#   Investigators: Wolf, J.J.; Stanton, M.; Eckert, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pleasant Prairie
#   Location: Wisconsin
#   Northernmost_Latitude: 42.67
#   Southernmost_Latitude: 42.67
#   Easternmost_Longitude: -87.9
#   Westernmost_Longitude: -87.9
#   Elevation_m: 217
#--------------------
# Data_Collection
#   Collection_Name: WI006
#   First_Year: 1807
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PlPr01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLPr08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLPr08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PlPr17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PlPr17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PlPr01_raw	PlPr02_raw	PlPr03_raw	PlPr04_raw	PlPr05_raw	PlPr06_raw	PlPr07_raw	PLPr08_raw	PlPr09_raw	PlPr10_raw	PlPr11_raw	PlPr12_raw	PlPr13_raw	PlPr15_raw	PlPr17_raw
1807	1.789	NA	2.527	NA	NA	NA	NA	NA	NA	NA	0.858	NA	NA	NA	NA
1808	1.408	NA	1.41	NA	NA	NA	NA	NA	NA	NA	1.039	NA	NA	NA	NA
1809	0.79	NA	1.763	NA	NA	NA	NA	NA	NA	NA	1.181	NA	NA	NA	NA
1810	2.186	NA	1.738	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA
1811	0.901	NA	0.732	NA	NA	NA	NA	NA	NA	NA	0.619	NA	NA	NA	NA
1812	0.557	NA	0.659	NA	NA	NA	NA	NA	NA	NA	1.067	NA	NA	NA	NA
1813	0.483	NA	0.384	NA	NA	NA	NA	NA	NA	NA	1.326	NA	NA	NA	NA
1814	0.751	NA	0.688	NA	NA	NA	NA	NA	NA	NA	1.714	NA	NA	NA	NA
1815	1.709	NA	0.295	NA	1.465	NA	NA	NA	NA	NA	1.218	NA	NA	NA	NA
1816	1.712	NA	0.406	NA	2.036	NA	NA	NA	NA	NA	1.606	NA	NA	NA	NA
1817	2.237	NA	0.323	NA	1.492	NA	NA	NA	NA	NA	2.189	NA	1.591	NA	NA
1818	1.086	NA	0.501	NA	1.651	NA	NA	NA	NA	NA	1.069	NA	2.176	NA	NA
1819	1.469	NA	1.318	NA	2.546	NA	NA	NA	NA	NA	3.199	NA	1.905	NA	NA
1820	1.423	NA	0.521	NA	1.016	NA	NA	NA	NA	NA	1.288	NA	1.966	NA	NA
1821	1.877	NA	0.436	NA	0.648	NA	NA	NA	NA	NA	1.093	NA	1.55	NA	NA
1822	1.414	NA	0.241	NA	0.452	NA	NA	NA	NA	NA	1.589	NA	2.112	NA	NA
1823	0.91	NA	0.567	NA	1.011	NA	NA	NA	NA	NA	1.527	NA	1.616	NA	NA
1824	1.946	NA	1.087	NA	1.506	NA	NA	NA	NA	NA	1.652	NA	1.43	NA	NA
1825	1.291	NA	0.738	NA	0.686	NA	NA	NA	NA	NA	2.594	NA	1.464	NA	NA
1826	2.338	NA	0.593	NA	0.6	NA	NA	NA	NA	NA	0.827	NA	1.373	NA	NA
1827	1.923	NA	0.468	NA	0.619	NA	NA	NA	NA	NA	2.666	NA	1.07	NA	NA
1828	1.911	NA	0.486	NA	0.582	NA	NA	NA	NA	NA	0.954	NA	1.03	NA	NA
1829	2.703	NA	0.591	NA	0.646	NA	NA	NA	NA	NA	2.192	NA	1.113	NA	NA
1830	1.457	NA	0.639	NA	1.092	NA	NA	NA	NA	NA	1.091	NA	0.989	NA	3.923
1831	0.704	NA	0.316	NA	0.989	NA	NA	NA	NA	NA	2.113	NA	1.273	NA	2.773
1832	0.774	NA	0.274	NA	0.754	NA	NA	NA	NA	NA	1.096	NA	2.085	NA	3.126
1833	0.94	NA	0.299	NA	0.643	NA	NA	NA	NA	NA	1.426	NA	0.739	NA	3.029
1834	1.159	NA	0.215	NA	0.818	NA	NA	NA	NA	NA	1.166	NA	0.808	NA	1.185
1835	1.058	NA	0.426	NA	0.972	NA	NA	NA	NA	NA	1.667	NA	0.761	NA	2.251
1836	0.872	NA	0.427	NA	1.048	NA	NA	NA	NA	NA	1.019	NA	1.185	NA	2.134
1837	1.083	NA	0.611	NA	1.093	NA	NA	NA	NA	NA	2.157	NA	2.355	NA	0.976
1838	1.147	NA	0.943	NA	1.221	NA	NA	NA	NA	NA	2.77	NA	1.967	NA	1.758
1839	2.237	NA	0.827	NA	0.941	NA	NA	NA	NA	NA	2.774	NA	1.877	NA	3.513
1840	2.46	NA	0.851	NA	1.437	NA	NA	NA	NA	NA	2.174	NA	1.97	NA	2.635
1841	2.413	NA	1.064	NA	1.723	NA	NA	NA	NA	1.505	1.889	NA	1.944	NA	3.097
1842	2.9	NA	0.896	NA	1.328	NA	NA	NA	NA	1.403	1.87	NA	2.247	1.121	3.452
1843	2.224	NA	1.077	NA	1.572	NA	NA	NA	NA	1.799	2.071	NA	2.415	0.911	2.518
1844	2.139	NA	1.443	NA	1.22	NA	NA	NA	NA	1.429	1.898	2.178	2.199	0.622	3.569
1845	1.352	NA	0.779	NA	1.687	NA	NA	NA	NA	1.238	1.688	2.984	1.759	0.633	3.212
1846	2.023	NA	1.473	NA	1.271	NA	NA	NA	NA	1.675	1.886	2.531	2.195	0.557	3.038
1847	2.65	NA	1.05	2.742	1.517	NA	NA	NA	NA	1.63	2.495	2.595	3.007	0.749	2.988
1848	1.908	NA	1.18	2.403	2.636	NA	NA	NA	NA	1.745	1.059	2.032	2.734	0.855	4.459
1849	1.96	1.158	0.925	2.42	0.355	2.016	NA	NA	2.159	1.587	1.23	3.033	2.848	0.946	5.332
1850	1.959	1.636	1.312	2.844	3.289	1.243	NA	1.242	2.072	2.317	1.622	3.264	2.377	2.413	5.979
1851	2.496	1.735	1.233	1.07	3.813	2.036	NA	1.446	2.602	2.593	2.394	2.74	2.774	2.334	5.107
1852	2.448	1.205	2.004	1.859	2.259	1.177	NA	1.593	2.006	2.551	2.132	3.937	3.084	1.442	3.744
1853	2.514	1.661	1.807	2.272	2.534	2.106	NA	1.786	2.4	2.47	1.23	4.263	4.342	2.39	6.514
1854	2.671	2.272	1.34	0.799	1.271	1.953	NA	1.376	2.82	3.181	2.024	3.914	3.774	2.302	5.151
1855	2.084	1.172	0.823	0.634	0.921	1.678	NA	0.336	1.741	2.264	1.766	2.82	3.378	2.158	4.322
1856	2.819	1.492	0.982	1.998	1.615	2.308	NA	0.433	1.341	2.085	1.495	3.265	3.334	1.021	4.16
1857	1.725	1.776	1.478	1.053	1.968	2.55	NA	0.994	2.155	1.976	1.39	2.237	4.471	1.386	3.965
1858	1.688	1.499	1.106	3.078	2.59	2.96	NA	0.69	1.375	2.775	2.204	2.054	2.74	1.348	2.227
1859	1.785	0.549	0.883	1.067	1.412	0.969	NA	0.256	0.594	1.602	1.052	2.638	3.509	0.484	3.188
1860	1.442	1.071	0.965	1.499	3.336	1.714	NA	0.703	0.966	1.903	1.985	1.611	3.855	1.186	2.224
1861	1.333	1.598	1.55	2.298	3.367	2.649	1.78	0.836	1.573	1.761	1.002	2.277	4.614	1.491	3.205
1862	2.093	2.662	1.57	2.75	4.458	4.446	2.119	1.636	2.442	1.499	1.704	2.887	5.525	1.857	2.872
