# Peltier - Southwest Ecological Memory Project Site J4-P10 - PIED - ITRDB UT560
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35516
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35516.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut560-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ut560-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut560.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ut560.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-01-31
#--------------------
# File_Last_Modified_Date
#   Date: 2022-01-31
#--------------------
# Title
#   Study_Name: Peltier - Southwest Ecological Memory Project Site J4-P10 - PIED - ITRDB UT560
#--------------------
# Investigators
#   Investigators: Peltier, D.M.P.(https://orcid.org/0000-0003-3271-9055); Yocom, L.L.; Nguyen, P.; Bangs, M.; Wilson, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: These tree ring data were collected to assess the climate memory of tree growth around the southwestern US in "ecologically sampled" trees. Trees were from a range of size classes and vigors, but were all dominant or co-dominant. Sites J4 (Juniper) and P10 (Pinyon) are co-located. NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Drew M.P. Peltier, Jessica Guo, Phiyen Nguyen, Michael Bangs, Michelle Wilson, Kimberly Samuels-Crow, Larissa L. Yocom, Yao Liu, Michael K. Fell, John D. Shaw, David Auty, Christopher Schwalm, William R.L. Anderegg, George W. Koch, Marcy E. Litvak, Kiona Ogle
#   Journal_Name: Tree Physiology
#   Published_Title: Temperature memory and non-structural carbohydrates mediate legacies of a hot drought in trees across the southwestern USA
#   Published_Date_or_Year: 2022
#   Volume: 42
#   Pages: 71-85
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1093/treephys/tpab091
#   Full_Citation: None
#   Abstract: Trees are long-lived organisms that integrate climate conditions across years or decades to produce secondary growth. This integration process is sometimes referred to as 'climatic memory.' While widely perceived, the physiological processes underlying this temporal integration, such as the storage and remobilization of non-structural carbohydrates (NSC), are rarely explicitly studied. This is perhaps most apparent when considering drought legacies (perturbed post-drought growth responses to climate), and the physiological mechanisms underlying these lagged responses to climatic extremes. Yet, drought legacies are likely to become more common if warming climate brings more frequent drought. To quantify the linkages between drought legacies, climate memory and NSC, we measured tree growth (via tree ring widths) and NSC concentrations in three dominant species across the southwestern USA. We analyzed these data with a hierarchical mixed effects model to evaluate the time-scales of influence of past climate (memory) on tree growth. We then evaluated the role of climate memory and the degree to which variation in NSC concentrations were related to forward-predicted growth during the hot 2011-2012 drought and subsequent 4-year recovery period. Populus tremuloides exhibited longer climatic memory compared to either Pinus edulis or Juniperus osteosperma, but following the 2011-2012 drought, P. tremuloides trees with relatively longer memory of temperature conditions showed larger (more negative) drought legacies. Conversely, Pinus edulis trees with longer temperature memory had smaller (less negative) drought legacies. For both species, higher NSC concentrations followed more negative (larger) drought legacies, though the relevant NSC fraction differed between P. tremuloides and P. edulis. Our results suggest that differences in tree NSC are also imprinted upon tree growth responses to climate across long time scales, which also underlie tree resilience to increasingly frequent drought events under climate change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 1458867, 1643245
#--------------------
# Site_Information
#   Site_Name: Southwest Ecological Memory Project Site J4-P10
#   Location: Utah
#   Northernmost_Latitude: 37.2
#   Southernmost_Latitude: 37.2
#   Easternmost_Longitude: -112.8
#   Westernmost_Longitude: -112.8
#   Elevation_m: 1827
#--------------------
# Data_Collection
#   Collection_Name: UT560
#   First_Year: 1745
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus edulis Engelm.
#   Common_Name: pinyon
#   Tree_Species_Code: PIED
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## UTP1001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1002C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1002C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1004D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1004D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1005C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1005C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1011B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1011B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1012A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1012A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1012B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1012B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1013A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1013A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1013B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1013B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1014A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1014A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1014B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1014B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1014C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1014C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1015A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1015A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP1015B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP1015B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	UTP1001A_raw	UTP1001B_raw	UTP1002B_raw	UTP1002C_raw	UTP1003A_raw	UTP1004A_raw	UTP1004B_raw	UTP1004D_raw	UTP1005A_raw	UTP1005C_raw	UTP1006A_raw	UTP1006B_raw	UTP1007A_raw	UTP1007B_raw	UTP1008A_raw	UTP1008B_raw	UTP1009A_raw	UTP1009B_raw	UTP1010A_raw	UTP1010B_raw	UTP1011A_raw	UTP1011B_raw	UTP1012A_raw	UTP1012B_raw	UTP1013A_raw	UTP1013B_raw	UTP1014A_raw	UTP1014B_raw	UTP1014C_raw	UTP1015A_raw	UTP1015B_raw
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.668	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.429	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.577	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.345	NA
1750	NA	NA	NA	NA	NA	0.598	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA
1751	NA	NA	NA	NA	NA	0.238	0.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381	NA
1752	NA	NA	NA	NA	NA	0.518	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.804	NA
1753	NA	NA	NA	NA	NA	0.617	0.519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979	NA
1754	NA	NA	NA	NA	NA	0.415	0.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.794	NA
1755	NA	NA	NA	NA	NA	0.299	0.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697	NA
1756	NA	NA	NA	NA	NA	0.389	0.388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA
1757	NA	NA	NA	NA	NA	0.625	0.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.842	NA
1758	NA	NA	NA	NA	NA	0.805	0.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.856	NA
1759	NA	NA	NA	NA	NA	0.579	0.409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.757	NA
1760	NA	NA	NA	NA	NA	0.576	0.41	0.473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.084	NA
1761	NA	NA	NA	NA	NA	0.483	0.605	0.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.604	NA
1762	NA	NA	NA	NA	NA	0.678	0.536	0.548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.567	NA
1763	NA	NA	NA	NA	NA	0.59	0.533	0.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.489	NA
1764	NA	NA	NA	NA	NA	0.7	0.642	0.786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.218	NA
1765	NA	NA	NA	NA	NA	0.495	0.394	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.682	NA
1766	NA	NA	NA	NA	NA	0.558	0.517	0.787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.181	NA
1767	NA	NA	NA	NA	NA	0.538	0.676	0.612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA
1768	NA	NA	NA	NA	NA	0.934	0.73	0.553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.193	NA
1769	NA	NA	NA	NA	NA	0.68	0.684	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.884	NA
1770	NA	NA	NA	NA	NA	0.543	0.44	0.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA
1771	NA	NA	NA	NA	NA	0.859	0.812	0.724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.982	NA
1772	NA	NA	NA	NA	NA	0.546	0.502	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.496	NA
1773	NA	NA	NA	NA	NA	0.24	0.29	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	NA
1774	NA	NA	NA	NA	NA	0.666	0.751	0.674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.499	NA
1775	NA	NA	NA	NA	NA	0.936	0.934	0.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995	NA
1776	NA	NA	NA	NA	NA	1.332	1.005	1.193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.538	NA
1777	NA	NA	NA	NA	NA	1.232	0.986	1.146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.543	NA
1778	NA	NA	NA	NA	NA	0.959	0.709	0.864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.558	NA
1779	NA	NA	NA	NA	NA	0.915	0.725	0.838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.018	NA
1780	NA	NA	NA	NA	NA	0.833	0.708	0.639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636	NA
1781	NA	NA	NA	NA	NA	1.034	0.755	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.793	NA
1782	NA	NA	NA	NA	NA	0.744	0.641	0.752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.272	NA
1783	NA	NA	NA	NA	NA	0.663	0.547	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369	NA
1784	NA	NA	NA	NA	NA	1.139	0.845	1.013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.777	NA
1785	NA	NA	NA	NA	NA	0.611	0.616	0.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.388	NA
1786	NA	NA	NA	NA	NA	0.677	0.572	0.632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.551	NA	NA	NA	NA	NA	NA	NA	0.537	NA
1787	NA	NA	NA	NA	NA	1.083	0.916	0.918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.857	NA
1788	NA	NA	NA	NA	NA	0.452	0.441	0.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.646	NA	NA	NA	NA	NA	NA	NA	0.333	NA
1789	NA	NA	NA	NA	NA	0.526	0.547	0.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384	NA	NA	NA	NA	NA	NA	NA	0.404	NA
1790	NA	NA	NA	NA	NA	0.509	0.559	0.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.175	NA	NA	NA	NA	NA	NA	NA	0.57	0.581
1791	NA	NA	NA	NA	NA	0.732	0.725	0.636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.125	NA	NA	NA	NA	NA	NA	NA	0.692	0.52
1792	NA	NA	NA	NA	NA	0.665	0.811	0.353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.563	NA	NA	NA	NA	NA	NA	NA	0.769	0.544
1793	NA	NA	NA	NA	NA	0.811	0.994	0.868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	NA	NA	NA	NA	NA	NA	0.836	0.415
1794	NA	NA	NA	NA	NA	0.597	0.495	0.534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.642	NA	NA	NA	NA	NA	NA	NA	0.378	0.112
1795	NA	NA	NA	NA	NA	0.589	0.602	0.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.262	NA	NA	NA	NA	NA	NA	NA	0.382	0.158
1796	NA	NA	NA	NA	NA	0.653	0.724	0.528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.878	NA	NA	NA	NA	NA	NA	NA	0.425	0.249
1797	NA	NA	NA	NA	NA	1.167	0.954	0.973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.243	NA	NA	NA	NA	NA	NA	NA	0.403	0.387
1798	NA	NA	NA	NA	NA	0.487	0.521	0.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.162	NA	NA	NA	NA	NA	NA	NA	0.251	0.316
1799	NA	NA	NA	NA	NA	0.548	0.596	0.676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.267	NA	NA	NA	NA	NA	NA	NA	0.343	0.334
1800	NA	NA	NA	NA	NA	0.412	0.388	0.385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.884	NA	NA	NA	NA	NA	NA	NA	0.14	0.139
1801	NA	NA	NA	NA	NA	0.6	0.592	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.299	NA	NA	NA	NA	NA	NA	NA	0.437	0.322
