# Copenheaver - Corporate Research Center - QUAL - ITRDB VA046
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36934
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36934.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va046-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va046-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va046.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va046.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-10-12
#--------------------
# File_Last_Modified_Date
#   Date: 2022-10-12
#--------------------
# Title
#   Study_Name: Copenheaver - Corporate Research Center - QUAL - ITRDB VA046
#--------------------
# Investigators
#   Investigators: Copenheaver, C.A.(https://orcid.org/0000-0003-1778-3593); DeFeo, J.A.; Engler, V.M.; Lynn, D.H.; Putnam, D.J.(https://orcid.org/0000-0003-1778-3598)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-11-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Corporate Research Center
#   Location: Virginia
#   Northernmost_Latitude: 37.201858
#   Southernmost_Latitude: 37.201858
#   Easternmost_Longitude: -80.413922
#   Westernmost_Longitude: -80.413922
#   Elevation_m: 647
#--------------------
# Data_Collection
#   Collection_Name: VA046
#   First_Year: 1857
#   Last_Year: 2022
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## crcwo01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## crcwo20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: crcwo20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	crcwo01_raw	crcwo02_raw	crcwo03_raw	crcwo04_raw	crcwo05_raw	crcwo06_raw	crcwo07_raw	crcwo09_raw	crcwo10_raw	crcwo11_raw	crcwo12_raw	crcwo13_raw	crcwo14_raw	crcwo15_raw	crcwo16_raw	crcwo17_raw	crcwo18_raw	crcwo19_raw	crcwo20_raw
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.538	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.406	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.164	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.326	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.876	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.676	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	1.156	NA	NA	NA	NA	NA	NA	NA	NA	0.826	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	1.202	NA	NA	NA	NA	NA	NA	NA	NA	0.788	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	1.044	NA	NA	NA	NA	NA	NA	NA	NA	0.822	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	0.934	NA	NA	NA	NA	NA	NA	NA	NA	0.844	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	1.044	NA	NA	NA	NA	NA	NA	NA	NA	0.974	NA	NA	NA	NA	NA	NA	NA	NA
1871	1.908	0.772	NA	NA	NA	NA	NA	NA	NA	NA	0.916	NA	NA	NA	NA	NA	NA	NA	NA
1872	2.062	1.014	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA
1873	1.41	0.69	NA	NA	NA	NA	NA	NA	NA	NA	0.804	NA	NA	NA	NA	NA	NA	NA	NA
1874	2.244	0.652	NA	NA	NA	NA	NA	NA	NA	NA	0.592	NA	NA	NA	NA	NA	NA	NA	NA
1875	1.488	0.812	NA	NA	NA	NA	NA	NA	NA	NA	1.066	NA	NA	NA	NA	NA	NA	NA	NA
1876	2.172	0.706	NA	NA	NA	NA	NA	NA	NA	NA	0.854	NA	NA	NA	NA	NA	NA	NA	NA
1877	1.526	0.82	NA	NA	NA	NA	NA	NA	NA	NA	1.148	NA	NA	NA	NA	NA	1.668	NA	NA
1878	1.256	0.818	NA	NA	NA	NA	NA	NA	NA	NA	1.188	NA	NA	NA	NA	NA	1.472	NA	NA
1879	1.376	0.622	NA	NA	NA	NA	NA	NA	NA	NA	0.814	NA	NA	NA	NA	NA	1.264	1.092	NA
1880	0.774	0.678	NA	NA	NA	NA	NA	1.098	NA	NA	1.174	NA	NA	NA	NA	NA	1.488	1.07	NA
1881	1.352	0.522	NA	NA	NA	NA	NA	0.974	NA	NA	0.804	NA	NA	NA	NA	NA	1.116	0.996	NA
1882	1.08	0.85	NA	NA	NA	NA	NA	1.352	NA	NA	0.958	NA	NA	NA	NA	NA	1.328	1.308	NA
1883	1.212	0.782	NA	NA	NA	NA	NA	1.874	NA	NA	0.856	NA	NA	NA	NA	NA	1.428	1.464	NA
1884	1.146	0.808	NA	NA	NA	NA	NA	1.29	NA	NA	0.72	NA	NA	NA	NA	NA	1.118	1.226	NA
1885	1.496	0.976	NA	NA	NA	NA	NA	1.646	NA	NA	0.99	NA	NA	NA	NA	NA	1.308	1.196	NA
1886	1.218	0.942	NA	NA	NA	NA	NA	0.818	NA	NA	1.526	NA	NA	NA	NA	NA	1.152	0.652	NA
1887	1.258	1.462	NA	NA	NA	NA	NA	1.06	NA	NA	3.07	NA	NA	NA	NA	NA	1.026	1.21	NA
1888	2.04	1.106	NA	NA	NA	NA	NA	0.516	NA	NA	2.11	NA	NA	NA	NA	NA	0.752	0.826	NA
1889	2.36	1.902	NA	NA	NA	NA	NA	0.514	1.366	NA	2.564	NA	NA	NA	NA	NA	1.07	1.21	NA
1890	0.784	1.158	2.004	NA	NA	NA	NA	0.388	0.484	NA	1.548	NA	NA	NA	NA	NA	0.724	1.126	1.438
1891	1.378	1.364	2.554	NA	NA	NA	NA	0.306	0.906	NA	1.508	NA	NA	NA	6.104	1.936	0.706	0.782	2.416
1892	1.116	0.98	1.806	NA	NA	NA	NA	0.308	0.892	NA	1.2	NA	NA	NA	3.264	0.808	0.782	0.858	1.186
1893	1.078	0.952	1.794	NA	NA	NA	NA	0.414	0.766	NA	0.83	NA	NA	NA	2.54	1.108	0.48	0.67	0.928
1894	1.16	0.864	1.024	NA	NA	NA	0.852	0.6	0.452	NA	0.88	NA	NA	NA	2.254	1.156	0.678	0.926	0.912
1895	1.428	1.22	0.784	NA	NA	NA	0.874	0.828	0.694	NA	0.806	NA	NA	NA	1.898	1.598	0.886	1.038	0.706
1896	1.416	1.366	0.676	NA	NA	NA	0.776	1.012	0.996	NA	1.074	NA	NA	NA	1.818	1.104	0.794	0.678	0.67
1897	1.132	0.936	0.698	NA	NA	NA	0.53	1.094	1.122	NA	1.144	NA	NA	NA	1.64	0.996	0.716	0.5	0.698
1898	2.046	1.154	0.728	NA	NA	NA	0.638	1.436	1.688	NA	2.094	NA	NA	NA	1.796	1.126	0.956	0.622	0.854
1899	2.264	0.976	0.816	NA	NA	NA	0.828	1.868	1.804	NA	2.182	NA	NA	NA	2.038	0.78	1.218	0.978	0.88
1900	1.624	0.754	0.66	1.196	NA	0.982	0.536	1.146	1.5	NA	1.46	NA	NA	NA	1.794	1.05	0.946	2.334	0.614
1901	1.64	1.12	0.416	1.612	NA	1.218	0.488	1.126	1.476	NA	1.542	NA	NA	NA	1.678	1.268	0.86	1.024	0.554
1902	1.454	0.864	0.538	0.96	NA	1.01	0.388	1	1.514	NA	0.974	NA	NA	NA	1.356	0.824	1.154	0.828	0.762
1903	1.984	1.004	0.834	0.974	NA	1.506	0.61	1.356	1.95	NA	1.572	NA	NA	NA	1.25	1.224	1.138	0.974	1.05
1904	1.85	0.934	0.864	0.774	NA	0.93	0.374	1.476	1.774	NA	1.302	NA	NA	NA	1.216	0.81	1.276	0.93	1.01
1905	1.32	0.87	0.596	0.452	NA	0.886	0.21	1.03	0.876	NA	0.898	NA	NA	NA	0.826	0.732	1.002	0.634	1.068
1906	1.42	0.654	0.658	0.738	NA	0.702	0.356	1.476	1.144	NA	0.846	NA	NA	NA	0.964	1.002	1.064	1.022	1.056
1907	1.448	0.768	1.092	0.56	NA	1.122	0.274	1.554	0.984	NA	1.066	NA	NA	NA	0.482	1.04	1.146	0.968	1.116
1908	1.802	0.992	1.144	0.556	NA	1.112	0.448	1.828	1.126	NA	1.546	NA	NA	NA	0.99	0.976	1.594	1.19	1.15
1909	1.844	0.88	1.286	0.83	NA	0.964	0.626	1.492	1.144	NA	1.402	NA	NA	NA	1.204	1.498	1.148	0.978	0.968
