# Lloyd - Salcha Bluff - PCGL - ITRDB AK125
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13718
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13718.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak125-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak125-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak125.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak125.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-09-11
#--------------------
# File_Last_Modified_Date
#   Date: 2012-09-11
#--------------------
# Title
#   Study_Name: Lloyd - Salcha Bluff - PCGL - ITRDB AK125
#--------------------
# Investigators
#   Investigators: Lloyd, A.H.; Mann, D.H.; Duffy, P.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Third letter (B, F, or U) of the site code represents 
# # the topographic position on these steep river bluffs: 
# # B=trees towards the base of the bluff, F=trees out on 
# # the face of the bluff, and U=trees on the upper bluff. 
# #  NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Salcha Bluff
#   Location: Alaska
#   Northernmost_Latitude: 64.4833
#   Southernmost_Latitude: 64.4833
#   Easternmost_Longitude: -146.9667
#   Westernmost_Longitude: -146.9667
#   Elevation_m: 245
#--------------------
# Data_Collection
#   Collection_Name: AK125
#   First_Year: 1890
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SBU001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBU010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBU010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBF010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBF010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SBU001_raw	SBU002_raw	SBU003_raw	SBU004_raw	SBU005_raw	SBU006_raw	SBU007_raw	SBU008_raw	SBU009_raw	SBU010_raw	SBF001_raw	SBF002_raw	SBF003_raw	SBF004_raw	SBF005_raw	SBF006_raw	SBF007_raw	SBF008_raw	SBF009_raw	SBF010_raw
1890	NA	0.67	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	0.87	1.07	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	0.85	0.98	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	0.73	0.66	NA	0.9	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	0.72	0.51	NA	0.53	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	0.75	0.77	NA	0.95	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	0.65	0.81	NA	0.77	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	0.8	0.77	NA	0.82	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	1.03	0.98	0.81	NA	0.98	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	1.28	1.06	0.92	NA	0.98	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	0.94	0.92	0.83	0.91	1.03	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	0.97	1.21	1.03	0.83	1.16	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	1.1	0.94	0.94	0.75	0.72	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	0.83	0.76	0.55	0.63	0.99	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	0.58	0.89	0.85	0.87	1.25	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	0.63	1.01	0.73	1.01	0.91	NA	0.76	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	0.79	1.02	0.71	1.01	0.99	NA	1.16	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	0.94	1.12	0.88	0.98	0.85	NA	1.17	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	0.94	1.22	0.93	1.06	1.3	NA	1.51	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	0.99	1.19	0.53	0.93	1.07	NA	1.22	NA	0.88	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	0.69	0.86	0.45	0.78	0.73	NA	0.92	NA	0.74	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	1.07	1.17	0.52	1.2	1.25	NA	1.41	NA	1.16	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	0.77	1.15	0.45	1.05	1.2	NA	0.84	NA	0.92	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	0.67	0.89	0.6	0.6	0.69	NA	0.87	NA	1	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	1.06	1.28	0.65	1.12	1.45	NA	1.33	NA	1.28	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	1.01	1.3	0.56	1.15	1.29	NA	1.29	NA	0.9	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	1.02	1.33	0.77	0.92	1.39	NA	1.4	NA	0.86	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	1.28	1.6	1.12	1.24	1.62	NA	1.35	1	0.46	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	1.09	1.55	1.13	1.04	1.53	0.69	1.68	0.87	1.27	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	0.9	1.15	0.98	0.81	1.13	0.65	1.12	0.95	0.8	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	0.76	0.92	0.75	0.57	0.7	0.51	0.98	0.67	0.83	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	1.25	1.41	0.91	1.11	1.66	0.91	1.43	1.19	0.97	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	1.13	1.16	0.82	0.98	1.23	0.84	1.05	1.21	0.77	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	1.39	1.33	1.05	1.15	1.86	1.14	1.93	1.37	1.2	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	0.74	0.69	0.77	0.58	0.48	0.6	0.83	0.53	0.62	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	0.9	0.92	1.19	0.98	1.03	0.96	0.98	1.31	1.16	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	0.96	0.81	1.22	0.73	0.98	0.87	0.77	1.17	1.04	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	0.95	0.81	1.06	0.69	0.76	0.9	0.83	0.98	1.12	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	0.57	0.77	0.97	0.81	0.71	0.77	0.75	0.86	0.93	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	0.8	0.64	1.01	1	1.39	1.03	0.83	1.04	0.89	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	1.08	1.26	1.29	1.12	1.12	1.11	1.31	1.13	1.53	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	1.52	1.31	1.34	1.34	1.32	1.34	1.73	1.11	1.26	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	1.58	1.27	1.73	1.62	1.56	1.25	1.45	1.67	1.69	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	1.4	1.28	1.44	1.2	1.38	1.26	1.49	1.77	1.57	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	1.09	1.02	1.18	0.88	0.9	1.04	0.89	1.07	1.1	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1935	1.49	0.94	1.34	0.98	1.22	1.37	0.91	1.11	0.99	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1936	0.86	0.93	0.95	0.87	0.94	0.97	1.01	0.82	0.99	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	0.72	0.57	0.73	0.79	0.83	0.94	0.84	0.66	0.68	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1938	0.6	0.56	0.71	0.71	0.53	0.78	0.67	0.55	1.1	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1939	1	0.68	0.91	0.98	0.75	1.27	0.86	0.73	0.88	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1940	0.58	0.37	0.49	0.66	0.48	0.9	0.43	0.44	0.83	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
