# King - Sycamore Grove Park - QULO - ITRDB CA635
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3728
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3728.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca635-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca635-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca635.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca635.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-01-26
#--------------------
# File_Last_Modified_Date
#   Date: 2005-01-26
#--------------------
# Title
#   Study_Name: King - Sycamore Grove Park - QULO - ITRDB CA635
#--------------------
# Investigators
#   Investigators: King, J.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sycamore Grove Park
#   Location: California
#   Northernmost_Latitude: 37.63
#   Southernmost_Latitude: 37.63
#   Easternmost_Longitude: -121.77
#   Westernmost_Longitude: -121.77
#   Elevation_m: 149
#--------------------
# Data_Collection
#   Collection_Name: CA635
#   First_Year: 1896
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus lobata Née
#   Common_Name: valley oak
#   Tree_Species_Code: QULO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## sg142a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg142a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg142b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg142b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg143a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg143a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg143b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg143b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg145a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg145a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg145b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg145b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg146a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg146a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg146b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg146b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg147a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg147a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg147b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg147b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg233a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg233a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg233b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg233b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg234a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg234a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg234b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg234b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg235a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg235a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg235b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg235b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg236a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg236a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg236b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg236b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg237a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg237a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg237b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg237b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg238a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg238a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sg238b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sg238b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	sg142a_raw	sg142b_raw	sg143a_raw	sg143b_raw	sg145a_raw	sg145b_raw	sg146a_raw	sg146b_raw	sg147a_raw	sg147b_raw	sg233a_raw	sg233b_raw	sg234a_raw	sg234b_raw	sg235a_raw	sg235b_raw	sg236a_raw	sg236b_raw	sg237a_raw	sg237b_raw	sg238a_raw	sg238b_raw
1896	NA	NA	3.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	2.716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	3.468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	3.836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	3.298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	4.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	4.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	5.234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	6.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	6.634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	7.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	5.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	8.122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	7.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	6.918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	4.394	4.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.264	NA
1913	4.264	NA	3.324	4.718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.106	NA	2.38	NA
1914	7.614	NA	3.88	3.528	NA	NA	NA	NA	NA	NA	NA	NA	1.174	NA	NA	NA	NA	NA	1.27	NA	2.078	NA
1915	7.17	NA	6.514	3.564	NA	NA	NA	NA	NA	NA	NA	NA	3.288	NA	NA	NA	NA	NA	3.206	NA	2.422	NA
1916	7.056	NA	3.91	4.524	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	3.662	NA	2.36	NA
1917	5.752	NA	3.54	5.198	NA	NA	NA	NA	NA	NA	NA	NA	0.936	NA	NA	NA	NA	NA	3.684	NA	3.058	NA
1918	5.812	NA	2.452	3.972	NA	NA	NA	NA	NA	NA	NA	NA	1.306	NA	NA	NA	NA	NA	2.588	NA	2.194	NA
1919	7.522	NA	3.54	4.85	NA	NA	NA	NA	NA	NA	NA	NA	2.032	NA	NA	NA	NA	NA	4.156	NA	2.676	NA
1920	7.104	NA	2.778	4.614	NA	NA	NA	NA	NA	NA	NA	NA	1.116	NA	NA	NA	NA	NA	3.008	NA	2.508	NA
1921	6.628	NA	2.196	3.964	NA	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	3.152	NA	3.038	NA
1922	4.946	NA	2.482	3.348	NA	NA	NA	NA	NA	NA	NA	NA	2.182	NA	NA	NA	NA	4.004	3.056	NA	2.162	NA
1923	5.602	NA	3.086	3.608	NA	NA	NA	NA	NA	NA	NA	NA	3.208	NA	NA	NA	NA	1.968	3.836	NA	3.722	NA
1924	1.262	NA	0.99	0.942	NA	NA	NA	NA	NA	NA	NA	NA	0.972	NA	NA	NA	NA	0.502	1.818	NA	0.928	NA
1925	6.096	7.436	2.534	3.16	NA	NA	NA	NA	NA	NA	NA	NA	4.71	NA	NA	NA	NA	2.098	3.262	NA	2.502	NA
1926	3.816	5.826	3.37	3.22	NA	NA	NA	NA	NA	NA	NA	NA	4.582	NA	NA	NA	NA	2.798	3.388	NA	2.028	NA
1927	6.84	5.806	3.56	3.738	NA	NA	NA	NA	NA	NA	NA	NA	3.738	NA	NA	NA	NA	3.08	2.498	NA	3.712	3.132
1928	5.706	6.486	4.086	3.672	NA	NA	NA	NA	NA	NA	NA	NA	3.418	NA	NA	NA	NA	2.932	3.838	NA	4.742	2.494
1929	4.546	5.45	2.742	3.564	NA	NA	NA	NA	NA	NA	4.366	NA	2.336	NA	NA	NA	NA	2.384	3.186	NA	2.824	2.632
1930	5.592	8.148	2.806	4.154	NA	NA	NA	NA	NA	NA	4.516	NA	2.874	NA	NA	NA	NA	3.19	3.632	NA	2.376	2.762
1931	3.506	5.098	1.682	2.382	NA	NA	NA	NA	NA	NA	3.568	NA	2.476	NA	NA	NA	NA	2.678	2.374	NA	2.136	3.138
1932	4.582	6.4	2.282	3.508	NA	NA	NA	NA	NA	NA	4.012	NA	3.95	NA	NA	NA	NA	2.64	4.242	NA	2.048	3.466
1933	4.15	4.528	1.906	3.006	NA	NA	NA	NA	NA	NA	4.694	NA	2.526	NA	NA	NA	NA	2.04	3.062	NA	2.746	3.27
1934	4.228	5.504	1.542	1.912	NA	NA	NA	NA	NA	NA	3.72	NA	3.434	NA	NA	2.888	NA	2.288	2.662	NA	2.164	3.19
1935	5.27	5.718	1.732	2.596	NA	NA	NA	NA	NA	NA	4.968	NA	4.25	6.622	NA	4.782	NA	2.694	3.074	NA	4.71	8.916
1936	5.064	5.582	1.988	2.868	NA	NA	NA	NA	NA	NA	4.448	NA	2.962	5.206	NA	3.504	NA	2.722	1.724	NA	4.444	8.064
1937	4.106	4.318	2.264	2.364	NA	NA	NA	NA	NA	NA	4.496	NA	3.706	5.15	3.184	3.456	NA	3.23	1.812	NA	3.53	3.518
1938	3.758	3.844	2.912	2.924	NA	NA	5.43	NA	NA	6.242	4.84	NA	3.392	6.244	4.85	3.714	NA	3.324	1.208	NA	4.86	3.054
1939	3.496	3.814	1.906	2.244	NA	NA	4.246	3.812	NA	6.004	3.724	NA	2.542	4.036	3.528	2.638	NA	2.486	1.942	NA	3.62	2.202
1940	4.292	5.432	2.736	2.89	NA	4.628	5.658	4.404	NA	6.606	4.538	NA	4.154	7.814	5.95	4.346	NA	5.38	0.986	1.214	3.792	3.996
1941	5.73	7.482	3.074	4.58	NA	4.414	5.024	4.668	NA	7.23	6.596	NA	4.794	8.564	5.002	3.342	10.092	6.754	1.196	0.964	5.284	3.804
1942	2.674	4.584	2.708	3.614	NA	4.072	4.71	4.898	NA	6.362	6.564	NA	3.46	6.502	3.478	2.814	8.366	5.888	1.386	0.954	5.404	4.32
1943	3.228	4.344	3.17	3.674	NA	4.186	6.896	5.19	NA	4.156	5.372	NA	3.338	5.4	3.652	2.23	7.816	5.26	1.466	1.254	3.206	3.654
