# Wiles - Son of Repeater Update - TSME - ITRDB AK207
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37424
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37424.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak207-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak207-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak207.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak207.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-10
#--------------------
# Title
#   Study_Name: Wiles - Son of Repeater Update - TSME - ITRDB AK207
#--------------------
# Investigators
#   Investigators: Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Wilson, Rob; Rosanne D'Arrigo; Laia Andreu-Hayles; Rose Oelkers; Greg Wiles; Kevin Anchukaitis; Nicole Davi
#   Journal_Name: Climate of the Past
#   Published_Title: Experiments based on blue intensity for reconstructing North Pacific temperatures along the Gulf of Alaska
#   Published_Date_or_Year: 2017
#   Volume: 13
#   Pages: 1007-1022
#   Issue: 8
#   Report_Number: 
#   DOI: 10.5194/cp-13-1007-2017
#   Full_Citation: None
#   Abstract: Ring-width (RW) records from the Gulf of Alaska (GOA) have yielded a valuable long-term perspective for North Pacific changes on decadal to longer timescales in prior studies but contain a broad winter to late summer seasonal climate response. Similar to the highly climate-sensitive maximum latewood density (MXD) proxy, the blue intensity (BI) parameter has recently been shown to correlate well with year-to-year warm-season temperatures for a number of sites at northern latitudes. Since BI records are much less labour intensive and expensive to generate than MXD, such data hold great potential value for future tree-ring studies in the GOA and other regions in mid- to high latitudes. Here we explore the potential for improving tree-ring-based reconstructions using combinations of RW- and BI-related parameters (latewood BI and delta BI) from an experimental subset of samples at eight mountain hemlock (Tsuga mertensiana) sites along the GOA. This is the first study for the hemlock genus using BI data. We find that using either inverted latewood BI (LWBinv) or delta BI (DB) can improve the amount of explained temperature variance by > 10 % compared to RW alone, although the optimal target season shrinks to June–September, which may have implications for studying ocean–atmosphere variability in the region. One challenge in building these BI records is that resin extraction did not remove colour differences between the heartwood and sapwood; thus, long term trend biases, expressed as relatively warm temperatures in the 18th century, were noted when using the LWBinv data. Using DB appeared to overcome these trend biases, resulting in a reconstruction expressing 18th–19th century temperatures ca. 0.5 °C cooler than the 20th–21st centuries. This cool period agrees well with previous dendroclimatic studies and the glacial advance record in the region. Continuing BI measurement in the GOA region must focus on sampling and measuring more trees per site (> 20) and compiling more sites to overcome site-specific factors affecting climate response and using subfossil material to extend the record. Although LWBinv captures the inter-annual climate signal more strongly than DB, DB appears to better capture long-term secular trends that agree with other proxy archives in the region. Great care is needed, however, when implementing different detrending options and more experimentation is necessary to assess the utility of DB for different conifer species around the Northern Hemisphere.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Son of Repeater
#   Location: Alaska
#   Northernmost_Latitude: 58.6167
#   Southernmost_Latitude: 58.6167
#   Easternmost_Longitude: -135.8667
#   Westernmost_Longitude: -135.8667
#   Elevation_m: 770
#--------------------
# Data_Collection
#   Collection_Name: AK207
#   First_Year: 1713
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SR001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR003_un_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR003_un; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SR009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SR009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SR001_raw	SR0010_raw	SR002_raw	SR003_un_raw	SR004_raw	SR005_raw	SR006_raw	SR007_raw	SR008_raw	SR009_raw
1713	NA	NA	NA	NA	NA	NA	NA	NA	0.362	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	0.124	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	0.304	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	0.322	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	0.115	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	0.205	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	0.294	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	0.428	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	0.517	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	0.924	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	0.444	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	0.639	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	0.496	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	0.503	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	0.546	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	0.262	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	0.364	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	0.499	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	0.479	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	0.666	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	1.017	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	0.537	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	0.849	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	0.786	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	0.478	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	0.564	NA
1742	NA	NA	NA	NA	NA	NA	NA	NA	0.625	0.58
1743	NA	NA	NA	NA	NA	NA	NA	NA	0.573	0.28
1744	NA	NA	NA	NA	NA	NA	NA	NA	0.345	0.228
1745	NA	NA	NA	NA	NA	NA	NA	NA	0.611	0.522
1746	NA	NA	NA	NA	NA	NA	NA	NA	0.194	0.36
1747	NA	NA	NA	NA	NA	NA	NA	NA	0.322	0.511
1748	NA	0.1	NA	NA	NA	NA	NA	NA	0.407	0.486
1749	NA	0.123	NA	NA	NA	NA	NA	NA	0.532	0.535
1750	NA	0.233	NA	NA	NA	NA	NA	NA	0.539	0.692
1751	NA	0.176	NA	NA	NA	NA	NA	NA	0.208	0.43
1752	NA	0.144	NA	NA	NA	NA	NA	NA	0.298	0.44
1753	NA	0.208	NA	NA	NA	NA	NA	NA	0.195	0.569
1754	NA	0.177	NA	NA	NA	NA	NA	NA	0.199	0.407
1755	NA	0.213	NA	NA	NA	NA	NA	NA	0.209	0.502
1756	NA	0.239	NA	NA	NA	NA	NA	NA	0.498	0.557
1757	NA	0.09	NA	NA	NA	NA	NA	NA	0.345	0.458
1758	NA	0.386	NA	NA	NA	NA	NA	NA	0.437	0.527
1759	NA	0.208	NA	NA	NA	NA	NA	NA	0.548	0.542
1760	NA	0.154	NA	NA	NA	NA	NA	NA	0.619	0.541
1761	NA	0.134	NA	NA	NA	NA	NA	NA	0.389	0.377
1762	NA	0.295	NA	NA	NA	NA	NA	NA	0.241	0.339
1763	NA	0.297	NA	NA	NA	NA	NA	NA	0.575	0.467
1764	NA	0.208	NA	NA	NA	NA	NA	NA	0.215	0.321
1765	NA	0.506	NA	NA	NA	NA	NA	NA	0.336	0.537
1766	NA	0.463	NA	NA	NA	NA	NA	NA	0.27	0.629
1767	NA	0.341	NA	NA	NA	NA	NA	NA	0.27	0.643
1768	NA	0.165	NA	NA	NA	NA	NA	NA	0.131	0.479
1769	NA	0.279	NA	NA	NA	NA	NA	NA	0.236	0.385
1770	NA	0.261	NA	NA	NA	NA	NA	NA	0.219	0.484
1771	NA	0.511	NA	NA	NA	NA	NA	NA	0.28	0.59
1772	NA	0.483	NA	NA	NA	NA	NA	NA	0.185	0.446
1773	NA	0.408	NA	NA	NA	NA	NA	NA	0.248	0.429
1774	NA	0.499	NA	NA	NA	NA	NA	NA	0.226	0.546
1775	NA	0.459	NA	NA	NA	NA	NA	NA	0.134	0.35
1776	NA	0.521	NA	NA	NA	NA	NA	NA	0.191	0.523
1777	NA	0.507	NA	NA	NA	NA	NA	NA	0.203	0.484
1778	NA	0.299	NA	NA	NA	NA	NA	NA	0.14	0.411
1779	NA	0.526	NA	NA	NA	NA	NA	NA	0.096	0.402
1780	NA	0.491	NA	NA	NA	NA	NA	NA	0.225	0.508
1781	NA	0.315	NA	NA	NA	NA	NA	NA	0.234	0.379
1782	NA	0.381	NA	NA	NA	NA	NA	NA	0.14	0.373
1783	NA	0.503	NA	NA	NA	NA	NA	NA	0.16	0.265
1784	NA	0.502	NA	NA	NA	NA	NA	NA	0.235	0.296
1785	NA	0.662	NA	NA	NA	NA	NA	NA	0.288	0.474
1786	NA	0.435	NA	NA	NA	NA	NA	NA	0.202	0.337
1787	NA	0.559	NA	NA	NA	NA	NA	NA	0.173	0.435
1788	NA	0.461	NA	NA	NA	NA	NA	NA	0.202	0.488
1789	NA	0.488	NA	NA	NA	NA	NA	NA	0.181	0.435
1790	NA	0.491	NA	NA	0.651	NA	NA	NA	0.129	0.397
1791	NA	0.488	NA	NA	0.622	NA	NA	NA	0.288	0.376
1792	NA	0.837	NA	0.722	0.505	NA	NA	NA	0.308	0.48
1793	NA	0.564	NA	0.605	1.259	NA	NA	NA	0.381	0.368
1794	NA	0.336	NA	0.353	1.061	0.76	NA	NA	0.138	0.32
1795	NA	0.38	NA	0.415	0.409	0.529	NA	NA	0.286	0.473
1796	NA	0.292	NA	0.279	0.741	0.755	NA	NA	0.201	0.38
1797	NA	0.326	NA	0.61	0.555	1.02	NA	NA	0.709	0.597
1798	NA	0.228	NA	0.648	0.86	0.688	NA	NA	0.518	0.389
1799	NA	0.228	NA	0.324	0.661	0.679	NA	NA	0.403	0.464
1800	NA	0.415	NA	0.445	0.467	0.658	NA	NA	0.37	0.597
1801	NA	0.582	NA	0.791	0.907	1.065	NA	NA	0.476	0.816
1802	NA	0.392	NA	0.589	1.289	0.794	NA	NA	0.381	0.644
1803	NA	0.592	NA	0.723	2.008	1.244	NA	NA	0.455	0.712
1804	NA	0.667	NA	0.842	2.091	1.649	NA	NA	0.446	0.559
1805	NA	0.529	NA	0.795	1.541	1.115	NA	NA	0.37	0.451
1806	NA	0.265	NA	0.454	0.643	0.798	NA	1.038	0.233	0.228
1807	NA	0.254	NA	0.369	1.018	0.426	NA	0.476	0.201	0.241
1808	NA	0.275	NA	0.335	1.095	0.831	NA	0.595	0.172	0.336
1809	NA	0.265	NA	0.294	0.907	0.322	NA	0.563	0.106	0.326
