# Peterson - Mount Jefferson Medium - TSME - ITRDB OR068
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4166
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4166.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or068-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or068-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or068.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or068.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Mount Jefferson Medium - TSME - ITRDB OR068
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Jefferson Medium
#   Location: Oregon
#   Northernmost_Latitude: 44.67
#   Southernmost_Latitude: 44.67
#   Easternmost_Longitude: -121.83
#   Westernmost_Longitude: -121.83
#   Elevation_m: 1785
#--------------------
# Data_Collection
#   Collection_Name: OR068
#   First_Year: 1708
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HMMJ01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMJ20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMJ20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HMMJ01B_raw	HMMJ02A_raw	HMMJ03A_raw	HMMJ04A_raw	HMMJ05B_raw	HMMJ06B_raw	HMMJ07A_raw	HMMJ08B_raw	HMMJ10B_raw	HMMJ11B_raw	HMMJ12B_raw	HMMJ13A_raw	HMMJ14A_raw	HMMJ15B_raw	HMMJ16B_raw	HMMJ17A_raw	HMMJ18B_raw	HMMJ19B_raw	HMMJ20A_raw
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	1.4	NA	NA	NA	NA	NA	NA	NA
1722	NA	1.52	NA	NA	NA	NA	NA	NA	NA	0.73	NA	1.18	NA	NA	NA	NA	NA	NA	NA
1723	NA	1.22	NA	NA	NA	NA	NA	NA	NA	0.72	NA	0.94	NA	NA	NA	NA	NA	NA	NA
1724	0.31	2.11	NA	NA	NA	NA	NA	NA	NA	0.62	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1725	0.5	1.62	NA	NA	NA	NA	NA	NA	NA	0.52	0.88	0.71	NA	NA	NA	NA	NA	NA	NA
1726	0.49	1.43	NA	NA	NA	NA	NA	NA	NA	0.69	1.27	1.35	NA	NA	NA	NA	NA	NA	NA
1727	0.45	1.27	NA	NA	NA	NA	NA	NA	NA	0.87	1.2	1.42	NA	NA	NA	NA	NA	NA	NA
1728	0.97	1.51	NA	NA	NA	NA	NA	NA	NA	1.06	0.81	1.76	NA	NA	NA	NA	NA	NA	NA
1729	0.83	2.12	NA	NA	NA	NA	NA	NA	NA	1.32	1.03	2.52	NA	NA	NA	NA	NA	NA	NA
1730	0.59	1.13	NA	NA	NA	NA	NA	NA	NA	0.89	0.62	1.4	NA	NA	NA	NA	NA	NA	NA
1731	0.9	1.87	NA	NA	NA	NA	NA	NA	NA	1.02	0.94	1.49	NA	NA	NA	NA	NA	NA	NA
1732	0.77	1.28	NA	NA	NA	NA	NA	NA	NA	0.79	0.75	1.48	NA	NA	NA	NA	NA	NA	NA
1733	0.79	2.08	NA	NA	NA	NA	NA	NA	NA	1.22	0.99	2.34	NA	NA	NA	NA	NA	NA	NA
1734	0.85	1.87	NA	NA	NA	NA	NA	NA	NA	1.07	0.95	1.22	NA	NA	NA	NA	NA	NA	NA
1735	1.23	2.46	NA	NA	NA	NA	NA	NA	NA	1.28	0.91	1.16	NA	NA	NA	NA	NA	NA	NA
1736	0.94	2.3	NA	NA	NA	NA	NA	NA	NA	1.01	0.96	1.67	NA	NA	NA	NA	NA	NA	NA
1737	0.99	2.59	NA	NA	NA	NA	NA	NA	NA	0.88	0.77	1.09	NA	NA	NA	NA	NA	NA	NA
1738	0.34	0.99	NA	NA	NA	NA	NA	NA	NA	0.34	0.27	0.56	NA	NA	NA	NA	NA	NA	NA
1739	0.5	1.87	NA	NA	NA	NA	NA	NA	NA	0.55	0.49	0.92	NA	NA	NA	NA	NA	NA	NA
1740	0.38	1.35	NA	NA	NA	NA	NA	NA	NA	0.65	0.56	0.78	0.93	NA	NA	NA	0.92	NA	NA
1741	0.82	2.17	NA	NA	NA	NA	NA	NA	NA	0.86	0.83	1.11	1.01	NA	NA	NA	1.29	NA	NA
1742	0.28	0.86	NA	NA	NA	NA	NA	NA	NA	0.34	0.31	0.52	0.61	NA	NA	NA	0.3	NA	NA
1743	0.5	1.88	NA	NA	NA	NA	NA	NA	NA	1.23	0.59	1.09	0.96	NA	NA	NA	0.49	NA	NA
1744	0.66	1.72	NA	NA	NA	NA	NA	NA	NA	1.17	0.74	1.09	0.98	NA	NA	NA	0.61	NA	NA
1745	0.69	1.87	NA	NA	NA	NA	NA	NA	NA	1.58	0.64	1.54	1.44	NA	NA	NA	1.1	NA	NA
1746	0.93	1.89	NA	NA	NA	NA	NA	NA	NA	1.01	0.52	1.19	1.02	NA	NA	NA	1.44	NA	NA
1747	0.96	2.27	NA	NA	NA	NA	NA	NA	NA	0.89	0.53	1.45	1.12	1.52	NA	NA	0.32	NA	NA
1748	1.14	2.31	NA	NA	NA	NA	NA	NA	NA	1.12	0.51	1.55	1.14	1.92	NA	NA	0.52	NA	NA
1749	1.17	1.74	NA	NA	NA	NA	NA	NA	NA	1.08	0.53	1.36	0.91	1.06	NA	NA	0.76	NA	NA
1750	1.5	2.57	1.48	NA	NA	NA	NA	NA	NA	0.97	0.67	1.81	1.34	1.79	NA	NA	1.73	NA	NA
1751	1.04	1.93	2.13	NA	NA	NA	NA	NA	NA	1.33	0.54	1.72	1.08	1.46	NA	NA	2.16	NA	NA
1752	0.6	1.18	1.48	NA	NA	NA	NA	NA	NA	0.51	0.37	0.59	0.48	0.96	NA	NA	1.3	NA	NA
1753	0.49	1.83	1.57	NA	NA	NA	NA	NA	NA	0.39	0.26	0.44	0.48	0.69	NA	NA	1.46	NA	NA
1754	0.49	1.39	1.44	NA	NA	NA	NA	NA	NA	0.6	0.38	1.53	0.9	1.09	NA	NA	1.5	NA	NA
1755	0.53	1.98	1.99	NA	NA	NA	NA	NA	NA	0.61	0.47	2.78	1.47	1.93	NA	NA	0.85	NA	NA
1756	1.12	2.74	2.23	NA	NA	NA	NA	NA	NA	1.1	0.64	3.28	2.15	2.69	NA	NA	1.39	NA	NA
1757	0.72	1.17	1.3	NA	NA	NA	NA	NA	NA	0.65	0.53	1.52	1.37	1.55	1.01	NA	0.93	NA	NA
1758	0.83	1.54	1.82	NA	NA	NA	NA	NA	0.72	0.74	0.53	2.02	1.06	1.73	0.81	NA	0.92	NA	NA
1759	0.63	1.13	1.4	NA	NA	NA	NA	NA	0.77	0.69	0.38	1.11	1	1.23	0.68	NA	0.62	NA	NA
1760	0.49	1.08	0.96	NA	NA	NA	NA	NA	0.74	0.39	0.37	1.81	0.88	1.27	0.66	NA	0.59	NA	NA
1761	0.55	1.16	0.98	NA	NA	NA	NA	NA	0.59	0.37	0.41	1.59	0.93	1.1	0.47	NA	0.66	NA	NA
1762	0.6	1.58	1.41	NA	NA	NA	NA	NA	0.69	0.58	0.54	1.23	1.02	1.25	0.75	NA	0.75	NA	NA
