# Andreu-Hayles - Ice Cut Dalton Highway - SASP - ITRDB AK175
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/29753
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-29753.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak175-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak175-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak175.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak175.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-05-13
#--------------------
# File_Last_Modified_Date
#   Date: 2020-05-13
#--------------------
# Title
#   Study_Name: Andreu-Hayles - Ice Cut Dalton Highway - SASP - ITRDB AK175
#--------------------
# Investigators
#   Investigators: Andreu-Hayles, L.(https://orcid.org/0000-0003-4185-681X); Anchukaitis, K.J.(https://orcid.org/0000-0002-8509-8080); Martin-Fernández, J.; D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796)
#--------------------
# Description_Notes_and_Keywords
#   Description: North Slope, Alaska 2010 shrub ring-width data. NOAA Template Raw Measurements file added 2020-07-07.
#--------------------
# Publication
#   Authors: Laia Andreu-Hayles, Benjamin V. Gaglioti, Logan T. Berner, Mathieu Levesque, Kevin J. Anchukaitis, Scott J. Goetz and Rosanne D'Arrigo
#   Journal_Name: Environmental Research Letters
#   Published_Title: A narrow window of summer temperatures associated with shrub growth in Arctic Alaska
#   Published_Date_or_Year: 2020
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1088/1748-9326/ab897f
#   Full_Citation: Laia Andreu-Hayles, Benjamin V. Gaglioti, Logan T. Berner, Mathieu Levesque, Kevin J. Anchukaitis, Scott J. Goetz and Rosanne D'Arrigo. 2020 in press. A narrow window of summer temperatures associated with shrub growth in Arctic Alaska. Environmental Research Letters.  doi: 10.1088/1748-9326/ab897f
#   Abstract: Warming in recent decades has triggered shrub expansion in arctic and alpine tundra, which is transforming these temperature-limited ecosystems and altering carbon and nutrient cycles, fire regimes, permafrost stability, land-surface climate-feedbacks, and wildlife habitat. Where and when Arctic shrub expansion happens in the future will depend in part on how different shrub communities respond to warming air temperatures. Here, we analyze a shrub ring-width network of 18 sites consisting of Salix spp. and Alnus viridis growing across the North Slope of Alaska (68-71N; 164-149W) to assess shrub temperature sensitivity and compare radial growth patterns with satellite NDVI (normalized difference vegetation index) data since 1982. All shrub sites and species shared a common year-to-year growth variability despite site differences and had a positive response, ~67% of which were significant (P < 0.05), to daily maximum air temperatures (Tmax) from ca. May 31 (i.e. Tmax ~6 C) to early July (i.e. Tmax ~12 C). Thus, the month of June had the highest shrub growth-temperature sensitivity and this period coincides with the seasonal increase in temperature and an green-up of tundra indicated by both field observations and the seasonal cycle of NDVI (~photosynthetic activity). Nearly all of the sampled shrubs (98%) initiated their growth after 1960, with 74% initiated since 1980. This post-1980 shrub-recruitment pulse coincided with ~2 C warmer June temperatures compared to prior periods and positive trends in shrub basal area increments (BAI) and peak summer NDVI. Significant correlations between shrub growth and peak summer NDVI indicate these radial growth patterns in shrubs reflect a broader trend of enhanced tundra productivity across the North Slope of Alaska.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: PLR-1504134, PLR-1603473, AGS-1502150
#--------------------
# Site_Information
#   Site_Name: Ice Cut Dalton Highway
#   Location: Alaska
#   Northernmost_Latitude: 69.0
#   Southernmost_Latitude: 69.0
#   Easternmost_Longitude: -148.8
#   Westernmost_Longitude: -148.8
#   Elevation_m: 362
#--------------------
# Data_Collection
#   Collection_Name: AK175
#   First_Year: 1977
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Salix spp.
#   Common_Name: willow
#   Tree_Species_Code: SASP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ICA011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA80A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA80A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ICA802_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ICA802; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ICA011_raw	ICA012_raw	ICA021_raw	ICA022_raw	ICA031_raw	ICA032_raw	ICA041_raw	ICA042_raw	ICA051_raw	ICA052_raw	ICA061_raw	ICA062_raw	ICA071_raw	ICA072_raw	ICA081_raw	ICA082_raw	ICA091_raw	ICA092_raw	ICA101_raw	ICA102_raw	ICA111_raw	ICA112_raw	ICA121_raw	ICA122_raw	ICA131_raw	ICA132_raw	ICA141_raw	ICA142_raw	ICA151_raw	ICA152_raw	ICA171_raw	ICA172_raw	ICA181_raw	ICA182_raw	ICA191_raw	ICA192_raw	ICA201_raw	ICA202_raw	ICA80A_raw	ICA802_raw
1977	NA	NA	0.623	0.541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1978	NA	NA	0.559	0.493	0.39	0.436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.385	0.345	NA	NA	0.438	0.486	0.529	0.535	NA	NA	NA	NA
1979	0.407	0.466	0.361	0.386	0.402	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.265	0.28	NA	NA	NA	NA	NA	NA	0.259	0.313	NA	NA	1.18	1.18	0.402	0.301	NA	NA	NA	NA
1980	0.841	0.775	0.143	0.2	0.155	0.163	NA	NA	NA	NA	0.29	0.224	NA	NA	NA	NA	NA	NA	NA	NA	0.251	0.208	NA	NA	NA	NA	NA	NA	0.757	0.774	NA	NA	0.415	0.478	0.403	0.316	NA	NA	0.238	0.33
1981	0.748	0.747	0.325	0.286	0.085	0.092	NA	NA	NA	NA	0.141	0.197	NA	NA	0.235	0.155	NA	NA	0.619	0.406	0.656	0.842	0.467	0.444	NA	NA	NA	NA	1.195	1.163	NA	NA	0.408	0.469	0.625	0.791	NA	NA	0.427	0.337
1982	0.922	0.846	0.252	0.269	0.243	0.239	NA	NA	NA	NA	0.478	0.516	NA	NA	0.409	0.281	NA	NA	0.223	0.519	0.914	0.698	0.371	0.319	NA	NA	NA	NA	1.326	1.455	0.829	0.573	0.694	0.847	1.484	1.331	NA	NA	0.54	0.615
1983	0.619	0.562	0.385	0.352	0.368	0.376	NA	NA	NA	NA	0.831	0.86	NA	NA	0.61	0.538	NA	NA	1.098	1.102	2.213	1.181	0.683	0.701	0.955	1.069	NA	NA	0.687	0.696	0.216	0.167	0.877	0.908	2.083	1.079	NA	NA	0.745	0.841
1984	0.692	0.599	0.329	0.326	0.236	0.207	NA	NA	NA	NA	0.454	0.442	NA	NA	0.519	0.487	NA	NA	0.579	0.557	0.674	1.223	0.378	0.391	1.533	1.72	NA	NA	0.387	0.265	0.449	0.584	0.664	0.855	1.164	1.166	NA	NA	0.689	0.704
1985	0.846	0.819	0.413	0.604	0.292	0.314	NA	NA	0.235	0.216	0.457	0.444	NA	NA	0.511	0.355	NA	NA	0.485	0.462	0.653	0.915	0.551	0.348	0.941	1.374	0.864	0.614	0.75	0.691	0.557	0.628	1.028	1.142	1.367	1.462	NA	NA	0.496	0.517
1986	1.043	1.063	0.809	0.605	0.397	0.434	NA	NA	0.367	0.328	0.664	0.619	NA	NA	0.796	0.536	0.226	0.244	0.958	0.885	1.676	0.719	0.348	0.344	3.118	2.877	1.082	0.84	0.831	0.843	0.74	0.819	1.337	1.184	1.143	1.269	0.425	0.493	0.543	0.521
1987	1.01	0.782	0.87	0.573	0.487	0.423	NA	NA	0.288	0.294	0.576	0.602	NA	NA	0.678	0.628	1.416	1.845	1.008	0.937	1.486	1.021	0.608	0.608	2.024	1.686	2.587	3.294	1.055	1.133	0.912	0.867	1.351	1.16	1.045	1.416	0.59	0.661	0.455	0.479
1988	1.146	0.901	0.891	0.707	0.687	0.592	NA	NA	0.373	0.288	0.786	0.81	NA	NA	0.573	0.487	1.404	1.549	0.921	0.848	1.153	1.469	0.869	0.896	1.518	1.133	2.709	2.791	1.178	1.404	1.017	0.992	1.493	1.198	1.185	1.748	1.39	1.259	0.601	0.55
1989	1.066	0.963	0.845	0.544	0.455	0.434	NA	NA	0.557	0.495	0.775	0.792	NA	NA	0.693	0.651	0.911	0.775	0.985	0.896	1.461	1.892	0.588	0.581	1.215	1.031	2.862	2.638	1.54	1.812	0.579	0.905	1.494	1.173	1.151	1.507	2.272	2.289	0.815	0.659
1990	1.97	1.887	1.067	0.878	1.02	0.958	NA	NA	0.987	1.009	1.168	1.281	0.336	0.345	1.216	0.827	1.474	1.329	1.546	1.558	1.969	1.58	0.901	0.893	1.862	1.672	2.803	3.081	2.144	1.85	1.115	0.704	2.524	2.092	1.364	1.834	2.408	2.251	1.532	1.536
1991	1.254	1.123	0.815	0.504	0.655	0.611	0.308	0.282	1.658	1.326	0.743	0.907	0.491	0.483	1.047	0.882	1.053	0.998	1.451	0.983	1.433	1.741	0.45	0.392	0.88	0.822	2.324	1.909	1.638	1.303	0.534	0.335	1.562	1.07	0.559	0.764	1.147	1.21	1.04	1.386
1992	1.8	1.288	1.14	0.789	0.937	0.851	0.228	0.325	1.671	1.315	1.302	1.417	1.056	1.079	1.019	0.87	1.165	1.059	1.756	1.374	2.378	2.939	0.88	0.749	1.354	1.38	3.17	3.033	2.675	2.686	0.914	0.778	1.929	1.243	0.772	1.026	1.937	1.701	1.145	1.21
1993	1.571	1.184	1.139	0.829	1.198	1.089	1.016	1.293	1.898	1.269	1.253	1.358	1.022	1.007	0.858	0.914	1.346	1.222	2.043	1.385	2.599	3.008	0.785	0.726	1.681	1.628	3.431	2.795	2.822	3.201	0.588	0.658	1.668	0.954	1.05	1.538	1.663	1.426	0.883	1.017
1994	1.531	1.389	1.069	0.607	1.048	0.97	1.279	1.079	1.814	1.368	1.097	1.096	1.122	1.131	0.992	0.961	1.099	1.373	1.843	1.071	2.563	2.445	1.067	0.905	1.693	2.045	1.951	1.888	2.886	3.135	0.743	0.552	2.054	1.195	0.924	1.127	1.78	1.429	1.163	1.22
1995	1.253	1.281	0.944	0.557	0.659	0.531	0.75	0.885	1.502	1.001	0.838	0.705	1.005	0.923	0.967	0.861	1.015	1.206	1.868	1.166	2.306	2.711	0.572	0.55	1.635	1.548	1.73	1.961	1.805	2.607	1.178	0.691	1.855	1.221	0.701	1.251	1.706	1.585	0.883	1.208
1996	1.329	1.113	1.409	0.847	1.005	0.856	0.772	0.83	1.401	0.96	0.84	0.871	1.093	1.065	0.78	0.612	1.208	1.191	1.489	0.771	1.935	2.476	0.937	0.762	1.704	1.891	1.974	2.409	2.229	2.35	1.298	0.699	1.809	1.26	0.664	1.392	1.693	1.273	0.864	0.867
1997	1.029	0.859	1.116	0.638	0.759	0.661	0.797	0.822	1.228	0.884	0.696	0.647	0.93	1.064	0.675	0.577	1.102	1.254	1.518	0.619	1.772	2.015	1.052	0.739	1.708	1.927	1.917	2.47	2.173	2.059	1.478	0.866	1.406	1.037	0.566	0.868	1.652	1.119	0.854	1.258
1998	1.201	1.158	1.611	1.017	0.986	0.95	1.282	1.253	1.939	1.356	0.793	0.869	1.561	1.256	0.774	0.891	1.27	1.606	1.415	0.59	1.019	1.595	0.894	0.5	1.627	2.083	1.607	2.184	2.01	2.441	1.869	0.982	1.714	1.395	0.693	1.051	1.895	1.489	0.947	1.283
1999	1.228	1.08	1.468	0.751	0.82	0.684	1.173	1.056	1.863	1.478	0.843	0.833	1.184	1.029	0.789	0.726	1.235	1.488	1.309	0.583	1.056	1.431	0.602	0.404	1.121	1.527	1.319	1.77	1.676	1.77	1.636	0.954	1.272	0.932	0.699	0.888	1.395	1.17	1.074	1.238
2000	1.398	0.981	1.548	1.094	0.798	0.836	1.166	1.152	1.323	1.186	0.809	0.739	1.243	1.152	0.828	0.936	1.04	1.541	1.298	0.631	0.973	1.225	0.978	0.883	0.997	1.58	1.366	1.859	1.578	1.576	1.57	0.921	1.01	0.805	0.411	0.564	1.187	1.082	0.974	1.588
2001	1.382	0.755	1.284	0.809	0.826	0.844	1.135	1.038	1.479	1.476	0.703	0.813	0.965	0.875	0.597	0.579	1.054	1.333	1.24	0.59	1.271	1.022	1.13	0.869	0.857	1.228	1.279	1.683	1.451	1.386	1.491	1.361	0.763	0.729	0.311	0.35	1.364	1.263	0.854	1.125
2002	1.067	0.585	1.422	1.034	0.769	0.629	1.111	1.39	1.622	1.329	0.426	0.605	0.947	0.816	0.408	0.366	1.566	1.795	1.288	0.347	1.597	1.768	1.019	0.726	1.19	1.404	1.567	1.704	1.235	1.225	2.121	1.599	0.635	0.318	0.327	0.247	1.188	1.137	1.246	1.145
2003	1.326	1.083	1.419	1.701	0.956	0.812	0.772	1.225	1.364	1.423	1.076	1.105	1.302	0.882	0.776	0.799	1.772	1.857	1.339	0.788	1.476	1.454	0.731	0.552	1.35	1.639	1.249	1.5	1.493	1.77	2.108	1.704	0.959	0.663	0.361	0.368	1.677	1.266	1.389	1.544
2004	1.478	1.064	1.794	2.212	1.149	1.305	2.054	3.196	1.686	2.127	0.46	1.482	1.279	0.965	2.379	2.334	1.887	1.856	2.309	3.711	1.386	2.616	1.474	1.222	1.749	1.77	1.555	1.776	1.569	2.024	2.308	1.888	1.458	1.145	0.729	0.791	2.194	1.447	2.121	2.281
2005	0.704	0.547	0.889	0.916	0.517	0.734	1.31	2.037	1.277	1.355	0.451	0.758	0.705	0.421	0.59	0.996	0.958	1.055	1.274	0.962	1.191	1.906	0.614	0.345	1.027	1.108	1.238	1.531	0.965	1.48	0.855	0.632	0.581	0.625	0.461	0.108	0.819	0.529	0.775	1.276
2006	1.02	0.628	1.057	1.77	0.552	0.893	1.918	2.269	1.555	1.412	0.561	0.781	0.825	0.719	0.543	0.652	1.184	1.112	2.06	0.937	1.543	1.474	0.465	0.265	0.965	0.895	0.819	1.222	0.965	1.296	0.921	0.792	0.68	0.642	0.512	0.374	0.937	0.75	0.764	1.452
2007	0.964	0.651	1.228	2.08	0.663	0.993	1.586	1.939	1.741	2.074	0.652	1.133	0.923	0.634	0.883	0.858	1.313	1.538	1.963	0.927	1.542	1.926	0.585	0.459	1.095	1.047	1.019	0.997	1.172	2.009	1.001	0.961	0.786	0.537	0.695	0.465	1.616	0.967	0.868	1.276
2008	1.093	0.688	1.41	2.201	0.517	0.854	1.639	1.985	1.194	1.704	0.886	1.184	1.203	0.753	1.024	1.118	0.85	1.586	1.477	0.49	1.457	2.493	0.157	0.126	1.112	0.972	0.546	0.832	0.931	1.841	1.082	1.04	0.67	0.474	0.569	0.482	1.514	0.737	0.843	1.385
2009	0.404	0.551	0.837	1.194	0.297	0.906	0.77	1.277	0.541	0.872	0.517	0.593	0.559	0.491	0.753	0.472	0.59	1.375	1.366	0.194	1.703	2.068	0.281	0.195	0.843	0.785	0.514	0.614	0.986	1.444	0.824	0.706	0.49	0.402	0.25	0.1	1.101	0.645	0.606	1.102
2010	0.775	0.562	1.091	1.399	0.986	1.31	1.301	1.42	1.98	2.309	0.565	0.818	1.109	0.766	0.782	0.707	0.822	1.674	1.248	0.741	1.733	2.625	0.397	0.555	1.077	1.037	0.558	0.638	0.741	1.883	0.993	1.139	0.702	0.42	0.247	0.198	1.154	0.64	0.734	1.274
