# Stambaugh - Piney Campround-Land Between The Lakes - PIEC - ITRDB TN028
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5506
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5506.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn028-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tn028-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn028.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tn028.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-08-03
#--------------------
# File_Last_Modified_Date
#   Date: 2007-08-03
#--------------------
# Title
#   Study_Name: Stambaugh - Piney Campround-Land Between The Lakes - PIEC - ITRDB TN028
#--------------------
# Investigators
#   Investigators: Stambaugh, M.C.; Guyette, R.P.; Bale, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Piney Campround - Land Between The Lakes
#   Location: Tennessee
#   Northernmost_Latitude: 36.48
#   Southernmost_Latitude: 36.48
#   Easternmost_Longitude: -88.0
#   Westernmost_Longitude: -88.0
#   Elevation_m: 170
#--------------------
# Data_Collection
#   Collection_Name: TN028
#   First_Year: 1791
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus echinata Mill.
#   Common_Name: shortleaf pine
#   Tree_Species_Code: PIEC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PCP02C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP02C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP08C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP08C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PC024B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PC024B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP29C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP29C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP2AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP2AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP2AB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP2AB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP23d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP23d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCP12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCP12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PC25Bd_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PC25Bd; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pc25be_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pc25be; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PCP02C_raw	PCP13A_raw	PCP13B_raw	PCP006_raw	PCP06B_raw	PCP08B_raw	PCP19B_raw	PCP08C_raw	PCP03A_raw	PCP03B_raw	PCP14A_raw	PCP14B_raw	PC024B_raw	PCP29C_raw	PCP17A_raw	PCP17B_raw	PCP007_raw	PCP07B_raw	PCP26A_raw	PCP26B_raw	PCP2AA_raw	PCP2AB_raw	PCP10A_raw	PCP10B_raw	PCP005_raw	PCP05B_raw	PCP20A_raw	PCP20B_raw	PCP23d_raw	PCP30A_raw	PCP21A_raw	PCP21B_raw	PCP04A_raw	PCP16A_raw	PCP16B_raw	PCP18B_raw	PCP01A_raw	PCP12A_raw	PC25Bd_raw	pc25be_raw
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.91	NA	NA	NA	NA	NA	NA	NA	NA	3.89	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.14	NA	NA	NA	NA	NA	NA	NA	NA	1.79	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	NA	NA	NA	NA	NA	NA	NA	NA	4.04	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.99	NA	NA	NA	NA	NA	NA	NA	NA	2.31	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.68	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.72	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	4.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.71	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.36	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42	NA	NA	NA	2.16	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.76	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	3.1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	5.47	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.08	NA	NA	NA	3.45	3.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	6.08	NA	NA	NA	NA	NA	NA	NA	NA	2.18	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	3.64	3.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24	6.33	NA	NA	NA	NA	NA	NA	NA	NA	1.88	3.58
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA	0.32	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	2.28	NA	NA	NA	NA	NA	NA	NA	NA	1.19	2.95
1814	NA	NA	NA	NA	NA	NA	NA	NA	3.74	NA	NA	NA	4.09	NA	NA	NA	2.54	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	5.19	NA	NA	NA	NA	NA	NA	NA	NA	2.3	3.24
1815	NA	NA	NA	NA	NA	2.78	1.37	3.17	1.75	3.58	NA	NA	3.63	NA	NA	NA	3.59	3.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	5.44	NA	NA	NA	NA	NA	NA	NA	NA	2.6	3.52
1816	NA	NA	NA	NA	NA	2.51	2.22	3.09	2.13	1.97	1.86	2.08	4.56	NA	NA	NA	3.93	3.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.08	5.8	NA	NA	NA	NA	NA	NA	NA	NA	0.99	1.44
1817	NA	NA	NA	NA	NA	3.46	3.97	3.76	0.42	2.22	1.66	2.23	3.25	NA	NA	NA	3.51	3.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.99	4.63	NA	NA	NA	NA	NA	NA	NA	NA	1.97	1.59
1818	NA	NA	NA	NA	NA	1.35	0.24	1.39	2.26	0.51	1.44	2.58	2.35	NA	NA	NA	3.92	4.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	3.31	NA	NA	NA	NA	NA	NA	NA	NA	2.38	2.05
1819	NA	NA	NA	NA	NA	2.68	1.06	3.31	4.12	2.42	0.76	1.85	4.63	NA	NA	NA	4.14	4.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	5.34	NA	NA	NA	NA	NA	NA	NA	NA	2.38	2.5
1820	NA	NA	NA	NA	NA	1.46	0.85	1.26	0.93	5.2	1.09	2.22	3.31	NA	NA	NA	4.91	4.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81	3.36	NA	NA	NA	NA	NA	NA	NA	NA	0.68	1.02
1821	NA	NA	NA	NA	NA	3.27	2.31	3.2	4.03	4.62	0.99	3.16	1.81	NA	NA	NA	6.46	6.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	3.41	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.96
1822	NA	NA	NA	NA	NA	2.55	0.38	2.5	2.34	2.53	1.32	2.28	3.25	NA	NA	NA	6.87	6.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	3.52	NA	NA	NA	NA	NA	NA	NA	NA	1.74	1.66
1823	NA	NA	NA	NA	NA	2.76	2.61	2.79	1.44	1.54	1.62	1.73	2.68	NA	NA	NA	5.21	5.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	2.42	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.14
1824	NA	NA	NA	NA	NA	3.8	0.25	4.19	0.44	0.4	1.79	3.03	2.22	NA	NA	NA	3.96	3.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	3.61	NA	NA	NA	NA	NA	NA	NA	NA	1.24	1.05
1825	NA	NA	NA	NA	NA	4.97	2.91	4.39	0.68	0.87	1.66	3.42	2.99	NA	NA	NA	5.81	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	2.77	NA	NA	NA	NA	NA	NA	NA	NA	1.75	1.4
1826	NA	NA	NA	NA	NA	4.65	3.05	4.65	5.8	5.34	2.26	5.26	4.1	NA	NA	NA	6.02	6.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	2.97	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.44
1827	NA	NA	NA	NA	NA	3.18	3.05	3.77	4.51	4.76	3.38	4	2.03	NA	NA	NA	7.23	7.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	2.64	NA	NA	NA	NA	NA	NA	NA	NA	1.17	1.12
1828	NA	NA	NA	NA	NA	5.42	2.18	3.99	5.64	5.54	2.72	4.59	2.62	NA	NA	NA	6.28	6.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	3.48	NA	NA	NA	NA	NA	NA	NA	NA	1.17	1.58
1829	NA	NA	NA	NA	NA	2.95	2.7	3.04	4.77	4.1	2.26	2.9	2.36	NA	NA	NA	4.02	4.29	NA	2.84	NA	NA	NA	NA	NA	NA	NA	NA	2.3	2.82	NA	NA	NA	NA	NA	NA	NA	NA	1.53	2.21
1830	NA	NA	NA	NA	NA	2.52	2.11	1.64	4.69	5.45	2.76	4.08	4.15	NA	NA	NA	2.82	2.97	3.58	4.52	NA	NA	3.57	3.26	NA	NA	NA	NA	2.68	3.08	NA	NA	NA	NA	NA	NA	NA	NA	1.8	2.91
1831	NA	NA	NA	NA	NA	4.33	2.31	3.62	5.15	5.54	2.35	4.91	4.4	NA	NA	NA	4.24	4.78	2.75	2.57	NA	NA	5.53	5.4	NA	NA	NA	NA	2.69	3.66	NA	NA	NA	NA	NA	NA	NA	NA	1.4	1.66
1832	NA	NA	NA	NA	NA	3.35	1.57	3.4	3.32	3.32	2.44	3.33	3	2.73	NA	NA	2.99	2.8	1.91	1.72	NA	NA	3.53	3.33	NA	NA	NA	NA	2.55	2.47	NA	NA	NA	NA	NA	NA	NA	NA	1.19	1.22
