# de Graauw - Kile Homestead - QUAL - ITRDB WV022
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28238
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28238.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv022-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wv022-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv022.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wv022.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - Kile Homestead - QUAL - ITRDB WV022
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log buildings (Kile Homestead; KQ). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kile Homestead
#   Location: West Virginia
#   Northernmost_Latitude: 38.77
#   Southernmost_Latitude: 38.77
#   Easternmost_Longitude: -79.28
#   Westernmost_Longitude: -79.28
#   Elevation_m: 457
#--------------------
# Data_Collection
#   Collection_Name: WV022
#   First_Year: 1691
#   Last_Year: 1833
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KBS101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KBS101A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SQW105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SQW105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SQS103B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SQS103B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SQS102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SQS102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SQE104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SQE104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SQS104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SQS104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHE105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHE105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHW105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHW105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHN105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHN105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHN205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHN205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHS104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHS104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHE205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHE205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHE103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHE103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHW205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHW205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHS205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHS205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHE104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHE104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KBS101A_raw	SQW105A_raw	SQS103B_raw	SQS102A_raw	SQE104A_raw	SQS104A_raw	HHE105A_raw	HHW105A_raw	HHN105A_raw	HHN205A_raw	HHS104A_raw	HHE205A_raw	HHE103A_raw	HHW205A_raw	HHS205A_raw	HHE104A_raw
1691	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	NA	NA	NA	NA	0.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	NA	NA	NA	NA	0.446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	NA	NA	NA	NA	0.827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1695	NA	1.286	NA	NA	0.904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	NA	1.657	NA	NA	1.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	NA	1.46	NA	NA	1.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	NA	0.633	NA	NA	0.44	NA	NA	NA	NA	NA	1.522	NA	NA	NA	NA	NA
1699	NA	0.789	NA	NA	0.664	NA	NA	NA	NA	NA	1.358	NA	NA	NA	NA	NA
1700	NA	1.172	NA	NA	0.79	NA	NA	NA	NA	NA	1.134	NA	NA	NA	NA	NA
1701	NA	0.788	NA	NA	0.282	NA	NA	NA	NA	NA	1.216	NA	NA	NA	NA	NA
1702	NA	1.575	NA	NA	0.441	NA	NA	NA	NA	NA	1.399	NA	NA	NA	NA	NA
1703	NA	1.421	NA	NA	0.515	NA	NA	NA	NA	NA	1.134	NA	NA	NA	NA	NA
1704	NA	1.846	NA	NA	0.583	NA	NA	NA	1.291	NA	1.23	1.816	NA	NA	NA	NA
1705	NA	1.69	NA	NA	0.797	NA	NA	NA	1.136	NA	1.542	1.796	NA	NA	NA	NA
1706	NA	1.545	NA	NA	0.768	NA	NA	NA	1.328	NA	1.4	1.404	NA	NA	NA	NA
1707	NA	1.201	NA	NA	0.661	NA	NA	NA	1.472	NA	1.048	0.651	NA	NA	NA	NA
1708	NA	0.847	NA	NA	0.342	NA	NA	NA	0.762	NA	0.889	0.154	NA	NA	NA	NA
1709	NA	0.692	NA	NA	0.283	NA	NA	NA	1.249	NA	0.538	0.237	NA	NA	NA	NA
1710	NA	1.077	NA	NA	0.854	NA	NA	NA	1.131	0.933	0.798	0.531	NA	NA	NA	NA
1711	NA	1.095	NA	NA	0.705	NA	NA	NA	1.348	0.893	1.06	1.033	NA	NA	NA	NA
1712	NA	1.19	NA	NA	0.724	NA	NA	NA	1.148	0.959	1.066	0.798	NA	NA	NA	NA
1713	NA	1.08	NA	NA	0.793	NA	NA	NA	1.048	0.781	1.061	0.865	NA	NA	NA	NA
1714	NA	0.596	NA	NA	0.441	NA	NA	NA	0.789	0.579	0.979	0.657	NA	NA	NA	NA
1715	NA	1.226	NA	NA	0.817	NA	NA	NA	1.02	0.705	0.808	0.697	NA	NA	NA	NA
1716	NA	1.045	NA	NA	1.007	NA	NA	NA	0.987	0.887	0.626	0.942	NA	NA	NA	NA
1717	NA	1.152	NA	NA	0.916	NA	NA	NA	1.107	1.043	0.932	1.061	NA	NA	NA	NA
1718	NA	0.772	NA	NA	0.698	NA	NA	NA	1.067	1.035	0.717	0.633	NA	NA	NA	NA
1719	NA	0.817	NA	NA	1.111	NA	NA	NA	1.321	0.836	0.71	0.855	NA	NA	NA	NA
1720	NA	0.686	NA	NA	1.459	NA	NA	NA	0.805	0.696	0.719	0.88	NA	NA	NA	NA
1721	NA	0.787	NA	NA	1.242	NA	NA	NA	0.832	0.696	0.654	0.843	NA	NA	NA	NA
1722	NA	0.557	NA	NA	0.865	NA	NA	NA	0.763	0.569	0.733	0.491	NA	NA	NA	NA
1723	NA	0.998	NA	NA	0.599	NA	NA	NA	0.719	0.562	0.925	0.451	NA	NA	NA	NA
1724	NA	0.734	NA	NA	0.868	NA	NA	NA	0.805	0.558	0.741	0.476	NA	NA	NA	NA
1725	NA	1.185	NA	NA	1.574	NA	NA	NA	1.201	0.7	0.896	0.522	NA	NA	NA	NA
1726	NA	1.193	NA	NA	0.91	NA	NA	NA	1.311	0.576	0.919	0.74	NA	NA	NA	NA
1727	NA	1.084	NA	NA	1.158	NA	NA	NA	1.077	0.731	0.794	0.593	NA	NA	NA	NA
1728	NA	1.058	NA	NA	1.139	NA	NA	NA	1.137	0.612	0.897	0.691	NA	NA	NA	NA
1729	NA	1.157	NA	NA	1.07	NA	NA	NA	1.294	1.008	0.923	0.88	NA	NA	NA	NA
1730	NA	1.096	NA	NA	0.658	NA	NA	NA	1.12	0.845	0.893	0.75	NA	NA	NA	NA
1731	NA	0.865	NA	1.009	0.685	NA	NA	NA	1.147	0.542	1.011	0.765	NA	NA	NA	NA
1732	NA	1.22	NA	0.947	1.121	NA	NA	NA	1.284	0.66	0.77	0.714	NA	NA	NA	NA
1733	NA	1.284	NA	0.912	0.708	NA	NA	NA	1.293	0.757	0.978	0.669	NA	NA	NA	NA
1734	NA	0.942	NA	0.618	0.552	NA	NA	NA	1.556	0.74	0.861	0.482	NA	NA	NA	NA
1735	NA	1.096	NA	0.992	0.843	NA	NA	NA	1.601	0.76	1.09	0.449	NA	NA	NA	0.946
1736	NA	1.346	NA	0.819	1.189	NA	NA	NA	1.498	0.433	0.816	0.632	NA	NA	0.581	1.192
1737	NA	1.142	NA	0.98	0.819	NA	NA	NA	1.259	0.582	1.077	0.547	NA	NA	0.887	0.883
1738	NA	1.048	NA	0.699	0.768	NA	NA	NA	1.048	0.438	0.713	0.758	NA	NA	0.65	1.146
1739	NA	1.262	NA	1.007	0.966	NA	NA	NA	1.672	0.718	0.829	0.848	NA	NA	0.974	1.338
1740	NA	0.564	NA	0.946	0.624	NA	NA	NA	1.657	0.766	1.1	0.968	NA	NA	1.128	1.029
1741	NA	0.96	NA	0.905	0.973	NA	NA	NA	1.607	0.627	1.027	0.692	NA	NA	0.967	1.087
1742	0.678	0.863	NA	0.745	1.094	NA	NA	NA	1.092	0.729	0.869	0.501	NA	NA	1.003	1.28
1743	0.621	1.083	NA	0.745	0.83	1.684	NA	NA	1.238	0.6	0.702	0.843	NA	NA	1.171	0.986
1744	0.577	1.234	NA	0.788	1.042	1.87	NA	NA	1.257	0.682	0.655	0.684	NA	NA	1.766	1.472
1745	0.632	1.382	NA	1.465	1.777	1.767	NA	1.276	1.407	0.857	0.733	0.584	NA	NA	1.698	1.157
1746	0.496	0.975	NA	0.745	0.877	1.095	1.805	0.684	0.73	0.577	0.59	0.382	NA	NA	0.88	0.898
1747	0.605	1.128	NA	1.019	1.549	0.877	2.796	1.035	1.117	0.854	0.619	0.413	NA	NA	1.234	0.788
1748	0.598	1.07	NA	0.801	0.977	1.031	2.305	0.955	1.038	0.523	0.668	0.282	NA	NA	1.264	0.787
