# Stahle - Hog Creek - QUST - ITRDB OK033
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/8557
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-8557.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok033-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ok033-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok033.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ok033.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-02-10
#--------------------
# Title
#   Study_Name: Stahle - Hog Creek - QUST - ITRDB OK033
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Stahle, D.K.; Adair, J.; Hawks, G.G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hog Creek
#   Location: Oklahoma
#   Northernmost_Latitude: 35.27
#   Southernmost_Latitude: 35.27
#   Easternmost_Longitude: -97.23
#   Westernmost_Longitude: -97.23
#   Elevation_m: 355
#--------------------
# Data_Collection
#   Collection_Name: OK033
#   First_Year: 1755
#   Last_Year: 1982
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus stellata Wangenh.
#   Common_Name: post oak
#   Tree_Species_Code: QUST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HOG01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG29B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG32B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG32B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG37A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG37A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG38A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG38A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOG39A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOG39A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HOG01A_raw	HOG01B_raw	HOG02B_raw	HOG03A_raw	HOG04A_raw	HOG06A_raw	HOG07A_raw	HOG07B_raw	HOG11A_raw	HOG12A_raw	HOG12B_raw	HOG15A_raw	HOG19A_raw	HOG22A_raw	HOG22B_raw	HOG24A_raw	HOG24B_raw	HOG29B_raw	HOG30A_raw	HOG32B_raw	HOG37A_raw	HOG38A_raw	HOG39A_raw
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.495	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.701	NA	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.493	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.805	NA	NA	0.85
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.851	NA	NA	1.267
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.011	0.19	NA	NA	2.196
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.828	0.877	2.226	NA	2.112
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.791	1.05	2.733	NA	1.919
1764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.258	0.562	1.967	NA	1.746
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.016	0.818	1.501	NA	1.56
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.296	NA	NA	NA	NA	1.113	0.956	1.369	NA	1.743
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.267	NA	NA	NA	NA	0.366	0.362	0.634	NA	0.555
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.222	NA	NA	NA	NA	0.373	0.62	0.75	NA	1.02
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.238	NA	NA	NA	NA	0.302	0.413	0.721	NA	0.801
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382	NA	NA	0.944	NA	0.404	0.399	0.936	NA	1.246
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.199	NA	NA	0.949	NA	0.394	0.623	1.006	NA	1.292
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.281	NA	NA	0.394	NA	0.197	0.222	0.55	NA	0.643
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.378	NA	NA	0.513	NA	0.154	0.262	0.689	NA	0.671
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.437	NA	NA	0.9	NA	0.378	0.423	1.034	NA	1.536
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.498	NA	NA	0.647	NA	0.484	0.69	1.139	NA	1.607
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.528	NA	NA	0.572	NA	0.361	0.576	1.058	NA	1.649
1777	NA	NA	0.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.767	NA	NA	0.292	NA	0.35	0.394	0.722	NA	0.581
1778	NA	NA	0.349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	NA	NA	0.448	NA	0.364	0.517	0.954	NA	1.22
1779	NA	NA	0.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.733	NA	NA	0.84	NA	0.758	0.702	0.735	NA	1.167
1780	NA	NA	0.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.436	0.289	0.381	0.421	NA	0.299	0.335	0.396	NA	0.714
1781	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.508	0.433	0.742	NA	0.505	0.781	0.645	NA	0.952
1782	NA	NA	0.607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.532	0.693	0.812	1.111	NA	0.586	0.785	0.707	NA	1.068
1783	NA	NA	1.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	1.3	1.371	1.053	NA	1.026	1.25	0.673	NA	1.104
1784	NA	NA	0.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.817	0.872	1.042	1.091	0.574	0.779	0.641	1.309	NA	0.915
1785	NA	NA	0.682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.716	0.791	0.734	0.914	0.357	0.854	0.667	0.853	NA	0.985
1786	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.465	0.426	0.491	0.451	0.339	0.438	0.406	0.416	NA	0.382
1787	NA	NA	0.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.589	0.703	0.287	0.347	0.62	0.844	0.799	0.337	NA	0.275
1788	NA	NA	0.348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.267	1.375	0.387	0.605	0.67	1.189	1.145	0.493	NA	0.516
1789	NA	NA	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.303	0.263	0.254	0.196	0.229	0.361	0.283	0.339	NA	0.359
1790	NA	NA	0.286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.618	0.651	0.275	0.227	0.958	1.42	1.084	0.798	NA	0.678
1791	NA	NA	0.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.647	0.544	0.092	0.203	0.476	1.121	0.698	0.817	NA	0.722
1792	NA	NA	0.256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.678	0.547	0.413	0.399	0.378	1.068	0.482	0.539	NA	0.659
1793	NA	NA	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.663	0.389	0.243	0.341	0.278	0.291	0.531	0.441	NA	0.611
1794	NA	NA	0.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.661	0.426	0.368	0.435	0.539	0.513	0.515	0.65	NA	0.633
1795	NA	NA	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734	0.637	0.521	0.75	0.593	0.517	0.388	0.496	NA	0.831
1796	NA	NA	0.339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.793	0.572	1.08	0.677	0.304	0.619	0.435	0.571	NA	0.612
1797	NA	NA	0.573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.589	0.471	0.409	0.364	0.23	0.555	0.541	0.396	NA	0.439
1798	NA	NA	0.387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.434	0.233	0.472	0.451	0.25	0.343	0.328	0.411	NA	0.312
1799	NA	NA	0.659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.982	0.76	0.927	0.952	0.857	0.685	0.458	1.016	NA	0.808
1800	NA	NA	0.638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916	0.833	1.058	0.693	0.633	0.738	0.535	0.728	NA	0.618
1801	NA	NA	0.559	NA	NA	NA	NA	NA	1.258	NA	NA	NA	NA	0.478	0.336	0.569	0.52	0.399	0.475	0.212	0.606	NA	0.661
1802	NA	NA	0.845	NA	NA	NA	NA	NA	0.859	NA	NA	NA	NA	0.638	0.55	0.918	0.725	0.534	0.701	0.456	0.733	NA	0.584
1803	NA	NA	0.869	NA	NA	NA	NA	NA	1.717	NA	NA	NA	NA	0.732	0.756	0.618	0.611	0.413	0.788	0.557	0.658	NA	0.549
