# Peterson - Klahhane Ridge High - ABLA - ITRDB WA124
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4142
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4142.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa124-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa124-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa124.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa124.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Klahhane Ridge High - ABLA - ITRDB WA124
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Klahhane Ridge High
#   Location: Washington
#   Northernmost_Latitude: 48.0
#   Southernmost_Latitude: 48.0
#   Easternmost_Longitude: -123.42
#   Westernmost_Longitude: -123.42
#   Elevation_m: 1820
#--------------------
# Data_Collection
#   Collection_Name: WA124
#   First_Year: 1850
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KR0118B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0118B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0119A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0119A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0120A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0120A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0121B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0121B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0122B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0122B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0123B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0123B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0124B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0124B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0125A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0125A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0126B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0126B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0128A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0128A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0129B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0129B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0130B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0130B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0133B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0133B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0135B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0135B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0137B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0137B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0140A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0140A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0141B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0141B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0142B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0142B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0143A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0143A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0144A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0144A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0149A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0149A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0150A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0150A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0151B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0151B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0152B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0152B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0154A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0154A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0155B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0155B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR0156B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR0156B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KR0118B_raw	KR0119A_raw	KR0120A_raw	KR0121B_raw	KR0122B_raw	KR0123B_raw	KR0124B_raw	KR0125A_raw	KR0126B_raw	KR0128A_raw	KR0129B_raw	KR0130B_raw	KR0133B_raw	KR0135B_raw	KR0137B_raw	KR0140A_raw	KR0141B_raw	KR0142B_raw	KR0143A_raw	KR0144A_raw	KR0149A_raw	KR0150A_raw	KR0151B_raw	KR0152B_raw	KR0154A_raw	KR0155B_raw	KR0156B_raw
1850	1.03	NA	0.78	1.72	0.28	NA	0.35	1	0.57	0.68	0.16	NA	0.53	NA	0.69	NA	0.61	NA	NA	1.06	0.24	0.8	NA	NA	1.04	0.32	0.62
1851	0.86	NA	1.63	1.5	0.41	NA	0.46	0.62	0.89	0.84	0.15	NA	1.01	NA	0.61	NA	1.02	NA	NA	1.31	0.47	0.58	NA	NA	1.23	0.61	0.76
1852	0.67	NA	1.57	1.3	0.37	NA	0.39	0.54	0.92	1.21	0.15	NA	0.99	NA	0.6	NA	0.8	NA	NA	0.67	0.47	0.8	NA	NA	1.21	0.39	0.53
1853	0.52	NA	1.69	1.22	0.24	NA	0.62	0.67	1.27	1.21	0.16	NA	0.93	NA	0.92	NA	1.27	NA	NA	0.79	0.55	0.63	NA	NA	1.3	0.49	0.63
1854	0.73	NA	1.54	1.78	0.26	NA	0.74	0.65	1.16	0.93	0.15	NA	0.92	0.76	1.07	NA	1.7	NA	NA	0.65	0.42	0.42	NA	NA	1.2	0.47	1.11
1855	0.72	NA	1.55	2	0.26	NA	0.74	0.61	1.51	0.76	0.19	NA	1.06	0.68	0.91	NA	1.28	NA	NA	0.89	0.63	0.44	NA	NA	1.23	0.58	0.72
1856	0.68	NA	1.67	1.9	0.45	NA	0.71	0.43	1.33	0.82	0.6	NA	1.29	0.71	0.76	NA	1.39	NA	NA	0.75	0.44	0.9	NA	NA	0.54	0.53	0.51
1857	0.39	NA	1.57	1.92	0.38	NA	0.6	0.47	1.19	0.79	0.42	NA	1.08	0.5	0.84	NA	1.2	NA	NA	0.55	0.47	0.66	NA	NA	1	0.72	0.4
1858	0.73	NA	1.81	2.22	0.77	NA	0.65	0.65	1.42	1.12	0.5	NA	1.07	0.56	1.42	NA	1.44	NA	NA	0.72	0.65	1.04	NA	NA	0.66	1.02	0.04
1859	0.69	NA	1.62	1.96	0.94	NA	0.55	0.63	1.42	1.12	0.45	NA	0.93	0.92	1.07	NA	1.12	NA	NA	0.65	0.44	0.77	NA	NA	0.27	0.86	0.19
1860	0.92	NA	1.81	1.68	1.09	NA	0.68	0.71	1.61	1.68	0.37	NA	1.63	0.68	1.15	NA	0.86	NA	NA	0.39	0.54	0.5	NA	NA	0.36	1.05	0.29
1861	0.62	NA	1.56	1.27	1.07	NA	0.61	0.6	1.53	1.47	0.31	NA	2.25	0.64	1.1	NA	0.61	NA	NA	0.5	0.36	0.36	NA	NA	0.6	1.14	0.09
1862	0.42	NA	1.07	1.01	0.28	NA	0.32	0.59	0.53	0.67	0.41	NA	0.9	0.81	0.89	NA	0.64	NA	NA	0.46	0.35	0.16	NA	NA	0.67	0.46	0.2
1863	0.45	NA	1.34	1.4	0.83	NA	0.76	0.68	0.96	1.33	0.68	NA	1.76	0.85	0.92	NA	1.04	NA	NA	0.72	0.64	0.27	NA	NA	0.85	0.81	0.23
1864	0.42	NA	1.36	1.31	0.63	NA	0.38	0.42	0.77	1.14	0.89	NA	0.83	0.46	0.41	NA	0.6	NA	NA	0.43	0.17	0.27	NA	NA	0.57	0.37	0.21
1865	0.69	NA	2.12	1.27	0.74	NA	0.84	0.62	1.04	1.75	1.41	NA	1.28	1.18	0.74	0.52	0.73	NA	NA	1.29	0.7	0.39	NA	NA	1.05	0.77	0.24
1866	0.39	0.63	1.56	0.65	0.51	NA	0.55	0.44	0.75	1.07	0.76	NA	1.03	0.61	0.78	0.25	0.5	NA	NA	0.64	0.58	0.37	NA	NA	0.76	0.5	0.18
1867	0.53	0.9	1.68	0.76	0.79	NA	0.55	0.58	0.69	0.79	0.52	NA	0.89	0.49	0.83	0.45	0.39	NA	NA	0.37	0.3	0.37	NA	NA	0.86	0.55	0.05
1868	0.32	0.87	1.4	0.97	0.58	NA	0.5	0.42	0.52	0.54	0.4	NA	1.11	0.31	0.64	0.38	0.3	NA	NA	0.31	0.46	0.26	NA	NA	0.99	0.72	0.06
1869	0.49	0.86	0.93	1.6	0.55	0.47	0.42	0.18	0.34	0.4	0.21	NA	1.06	0.19	0.45	0.49	0.32	NA	NA	0.18	0.27	0.19	NA	NA	1	0.85	0.13
1870	0.89	1.15	1.19	1.41	0.97	0.26	0.36	0.2	0.28	0.32	0.23	NA	1.43	0.27	0.66	0.53	0.33	NA	NA	0.15	0.41	0.1	NA	1.98	1.2	0.94	0.21
1871	0.54	0.86	0.91	1.17	0.94	0.36	0.24	0.11	0.29	0.26	0.24	NA	1.29	0.14	0.45	0.48	0.21	NA	NA	0.23	0.36	0.26	NA	1.52	0.99	0.57	0.1
1872	0.48	0.9	0.86	1.44	0.93	0.24	0.33	0.18	0.23	0.39	0.22	NA	1.37	0.16	0.52	0.69	0.26	NA	NA	0.25	0.31	0.37	NA	1.17	0.96	0.81	0.14
1873	0.47	1.25	0.91	0.18	0.88	0.27	0.65	0.32	0.49	0.52	0.47	NA	1.43	0.22	0.72	0.57	0.6	NA	NA	0.61	0.5	0.61	NA	1.37	1.01	0.97	0.26
1874	0.59	1.19	0.82	1.12	0.9	0.59	0.7	0.42	0.43	0.54	1.12	NA	1.34	0.16	0.46	0.68	0.53	NA	NA	0.73	0.57	0.92	NA	0.99	0.96	0.45	0.15
1875	0.63	0.8	0.75	1.05	0.75	0.73	0.74	0.41	0.42	0.61	0.92	NA	1.12	0.12	0.52	0.55	0.42	NA	NA	0.57	0.71	0.6	NA	0.87	0.84	0.68	0.38
1876	0.58	0.54	0.49	0.56	0.57	0.29	0.41	0.22	0.56	0.47	0.6	NA	0.96	0.13	0.37	0.47	0.32	NA	NA	0.36	0.41	0.4	NA	1.29	0.56	0.58	0.33
1877	0.53	1.08	1	1.16	0.87	1.31	0.51	0.55	0.96	1.06	0.91	NA	1.4	0.13	0.83	0.9	0.67	NA	NA	0.18	0.76	0.43	NA	1.23	0.69	0.91	0.31
1878	0.52	0.59	1.03	1.42	0.52	0.96	0.26	0.71	0.82	0.74	0.41	NA	1.68	0.13	0.55	0.59	0.42	NA	NA	0.19	0.84	0.31	NA	1.31	0.77	0.98	0.26
1879	0.55	0.48	1.1	1.27	0.62	0.89	0.41	0.64	0.83	0.98	0.6	NA	1.43	0.16	0.54	0.62	0.66	NA	NA	0.2	0.84	0.45	NA	0.68	0.96	1.22	0.45
1880	0.44	0.42	0.71	1.19	0.41	0.93	0.24	0.45	0.48	0.76	0.66	NA	1.35	0.15	0.27	0.5	0.38	NA	NA	0.16	0.85	0.2	NA	0.47	0.6	0.97	0.42
1881	0.42	0.52	0.61	0.99	0.4	0.66	0.21	0.44	0.57	0.69	0.65	NA	1.01	0.26	0.29	0.23	0.23	NA	NA	0.19	0.79	0.27	NA	0.51	0.82	0.81	0.34
1882	0.68	0.56	1.11	1.01	0.67	0.6	0.31	0.52	0.58	0.79	0.9	NA	1.28	0.24	0.46	0.34	0.35	NA	NA	0.22	0.78	0.35	NA	0.78	1.05	0.86	0.38
1883	0.79	0.62	0.98	0.99	0.76	0.92	0.4	1.07	0.66	0.8	0.82	NA	1.44	0.25	0.67	0.41	0.82	NA	NA	0.27	1.1	0.36	NA	0.92	0.98	0.97	0.36
1884	0.64	0.73	0.87	1.42	0.68	1.09	0.19	0.57	0.46	0.7	0.49	NA	1.46	0.36	0.48	0.35	0.68	NA	NA	0.25	0.79	0.3	NA	1	1.11	1.17	0.4
1885	0.67	0.85	0.88	1.06	0.75	1.04	0.28	0.85	0.51	0.69	0.61	NA	1.61	0.43	0.54	0.5	0.89	NA	NA	0.25	0.97	0.32	NA	1.03	1.48	1.12	0.5
1886	0.66	0.62	0.84	1.16	1.1	1.07	0.47	0.53	0.66	0.92	0.97	NA	1.7	0.82	0.51	0.49	0.76	NA	NA	0.53	0.98	0.76	NA	0.97	1.61	1.43	0.53
1887	0.46	0.81	0.72	1.07	1.2	1.07	0.52	0.32	0.57	0.7	0.83	NA	1.52	1.07	0.5	0.65	0.56	NA	NA	0.99	1.09	0.61	NA	0.93	1.2	1.11	0.54
1888	0.49	1.49	0.86	1.52	1.31	0.83	0.52	0.32	0.59	0.83	0.63	NA	1.53	0.88	0.57	0.83	0.55	NA	NA	1.38	0.93	0.44	NA	1.04	1.28	1.05	0.54
1889	0.66	1.05	0.85	1.36	1.24	1.2	0.7	0.36	0.92	1.11	0.82	NA	1.86	0.63	0.69	1.07	0.56	NA	NA	1.54	1.14	0.61	NA	1.13	1.05	1.36	0.66
