# Wolken - Babe Creek Summit - PCMA - ITRDB AK133
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14808
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14808.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak133-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak133-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak133.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak133.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-08-27
#--------------------
# File_Last_Modified_Date
#   Date: 2013-08-27
#--------------------
# Title
#   Study_Name: Wolken - Babe Creek Summit - PCMA - ITRDB AK133
#--------------------
# Investigators
#   Investigators: Wolken, J.M.; Mann, D.H.; Lloyd, A.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # Ecology
# # 
# # Cores Stored at:
# # University of Alaska Fairbanks
# # 
# # 
# # 
# # NOTES:
# # Data include raw treering measurements of annual ring width for multiple 
# # treering samples collected from the Summit location of the Babe Creek 
# # toposequence. Dated series were visually and then statistically crossdated 
# # with the program COFECHA. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Babe Creek Summit
#   Location: Alaska
#   Northernmost_Latitude: 64.9962
#   Southernmost_Latitude: 64.9962
#   Easternmost_Longitude: -147.6527
#   Westernmost_Longitude: -147.6527
#   Elevation_m: 465
#--------------------
# Data_Collection
#   Collection_Name: AK133
#   First_Year: 1908
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea mariana (Mill.) Britton, Sterns, & Poggenb.
#   Common_Name: black spruce
#   Tree_Species_Code: PCMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 002201A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002201A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002201B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002201B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002202A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002202A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002202B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002202B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002203B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002203B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002205B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002205B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002206A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002206A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002206B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002206B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002207A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002207A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002207B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002207B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002208A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002208A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002209B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002209B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002210B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002210B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002211B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002211B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002212A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002212A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002212B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002212B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002213A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002213A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002213B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002213B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002214A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002214A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002215A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002215A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002215B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002215B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002216A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002216A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002217A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002217A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002218A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002218A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002218B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002218B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002219A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002219A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002219B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002219B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002220A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002220A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	002201A_raw	002201B_raw	002202A_raw	002202B_raw	002203A_raw	002203B_raw	002205B_raw	002206A_raw	002206B_raw	002207A_raw	002207B_raw	002208A_raw	002209A_raw	002209B_raw	002210A_raw	002210B_raw	002211B_raw	002212A_raw	002212B_raw	002213A_raw	002213B_raw	002214A_raw	002215A_raw	002215B_raw	002216A_raw	002217A_raw	002218A_raw	002218B_raw	002219A_raw	002219B_raw	002220A_raw
1908	NA	NA	0.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	0.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	1.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	0.564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	0.793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	0.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	0.524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	0.675	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	0.589	NA	NA	NA	NA	NA	NA	0.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	0.67	NA	NA	NA	NA	NA	NA	0.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	0.49	0.538	NA	NA	NA	NA	NA	0.146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	0.46	0.577	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.134	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	0.49	0.498	NA	NA	NA	NA	NA	0.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.457	NA	NA	NA	0.485	NA	NA	NA	NA	NA
1922	NA	NA	0.395	0.389	NA	NA	NA	NA	NA	0.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.352	NA	NA	NA	0.256	NA	NA	NA	NA	NA
1923	NA	NA	0.71	0.744	NA	NA	NA	NA	NA	0.158	0.118	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.096	0.335	NA	NA	NA	0.347	NA	NA	NA	NA	NA
1924	NA	NA	0.94	0.847	NA	NA	NA	NA	NA	0.224	0.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.289	0.466	NA	NA	NA	0.343	NA	NA	NA	NA	NA
1925	NA	NA	0.595	0.592	NA	NA	NA	NA	0.4	0.256	0.194	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.366	0.361	NA	NA	NA	0.474	NA	NA	NA	NA	NA
1926	NA	NA	0.928	0.964	NA	NA	NA	NA	0.46	0.243	0.216	NA	NA	NA	NA	NA	NA	NA	0.363	NA	0.395	0.466	NA	NA	NA	0.578	NA	NA	NA	NA	NA
1927	NA	NA	1.38	1.21	NA	NA	NA	NA	0.603	0.354	0.482	NA	NA	NA	NA	NA	NA	NA	0.46	NA	0.463	0.623	NA	NA	NA	0.792	0.439	0.42	NA	NA	NA
1928	NA	NA	1.345	1.103	NA	NA	NA	NA	0.539	0.369	0.506	NA	NA	NA	NA	NA	NA	NA	0.581	NA	0.52	0.62	NA	NA	NA	0.742	0.75	0.891	NA	NA	NA
1929	NA	NA	1.549	1.062	NA	NA	NA	NA	0.663	0.374	0.426	NA	NA	NA	NA	NA	NA	NA	0.595	NA	0.619	0.757	NA	NA	NA	0.764	0.897	1.32	NA	NA	NA
1930	NA	NA	1.712	1.371	NA	0.616	NA	NA	0.734	0.567	0.494	NA	NA	NA	NA	NA	NA	NA	0.697	0.681	0.832	0.68	NA	NA	NA	0.726	1.278	1.337	NA	NA	NA
1931	NA	NA	1.508	1.162	NA	0.659	NA	NA	0.779	0.6	0.622	NA	NA	NA	NA	NA	NA	NA	0.674	0.615	0.67	0.688	NA	NA	NA	0.594	1.035	1.265	NA	NA	NA
1932	0.664	NA	1.499	1.227	NA	0.612	NA	NA	0.681	0.45	0.676	NA	NA	NA	NA	NA	NA	NA	0.467	0.609	0.651	0.729	NA	NA	0.558	0.638	0.892	1.129	NA	NA	NA
1933	0.564	NA	1.067	0.683	NA	0.547	NA	NA	0.483	0.288	0.349	NA	NA	NA	NA	NA	0.249	0.329	0.354	0.335	0.406	0.51	NA	NA	0.538	0.44	0.491	0.509	NA	NA	NA
1934	0.518	0.498	0.846	0.745	NA	0.434	NA	NA	0.341	0.385	0.458	NA	NA	NA	NA	NA	0.373	0.362	0.393	0.368	0.402	0.559	0.555	NA	0.359	0.459	0.33	0.364	NA	NA	NA
1935	0.532	0.503	0.938	0.888	NA	0.464	NA	NA	0.414	0.421	0.518	NA	NA	NA	NA	NA	0.499	0.502	0.533	0.527	0.643	0.704	0.577	0.563	0.472	0.528	0.522	0.555	NA	0.691	NA
1936	0.574	0.63	0.913	0.795	NA	0.585	NA	NA	0.41	0.731	0.491	NA	NA	NA	NA	NA	0.557	0.418	0.401	0.563	0.665	0.613	0.782	0.694	0.383	0.6	0.681	0.852	NA	0.58	NA
1937	0.538	0.693	0.527	0.591	NA	0.507	NA	NA	0.367	0.477	0.951	NA	NA	NA	NA	NA	0.619	0.483	0.478	0.73	0.692	0.628	0.61	0.396	0.224	0.519	0.537	0.563	NA	0.607	0.391
1938	0.428	0.54	0.509	0.616	NA	0.509	NA	NA	0.353	0.342	0.407	NA	NA	NA	NA	NA	0.386	0.513	0.48	0.767	0.605	0.702	0.566	0.468	0.32	0.487	0.527	0.403	NA	0.443	0.539
1939	0.345	0.441	0.62	0.697	NA	0.533	NA	NA	0.431	0.325	0.343	NA	NA	NA	NA	NA	0.624	0.595	0.692	0.961	0.925	0.746	0.463	0.584	0.503	0.492	0.725	0.776	0.952	0.41	0.563
1940	0.214	0.239	0.493	0.478	NA	0.402	NA	NA	0.287	0.293	0.229	NA	NA	NA	NA	NA	0.425	0.396	0.421	0.619	0.474	0.543	0.539	0.483	0.265	0.44	0.28	0.408	0.838	0.441	0.528
1941	0.233	0.271	0.784	0.78	NA	0.455	NA	NA	0.309	0.271	0.231	NA	NA	NA	NA	0.207	0.342	0.535	0.486	0.69	0.518	0.829	0.4	0.449	0.382	0.499	0.49	0.508	0.698	0.39	0.541
1942	0.259	0.206	0.615	0.509	NA	0.442	0.265	NA	0.33	0.207	0.211	NA	NA	NA	NA	0.19	0.304	0.636	0.558	0.743	0.651	0.707	0.411	0.401	0.274	0.525	0.54	0.534	0.736	0.377	0.484
1943	0.239	0.359	0.707	0.794	NA	0.607	0.225	0.3	0.28	0.224	0.162	NA	NA	NA	NA	0.332	0.366	0.54	0.736	0.869	0.779	0.888	0.453	0.268	0.315	0.616	0.687	0.621	0.669	0.452	0.552
1944	0.294	0.357	0.617	0.603	0.483	0.621	0.407	0.307	0.359	0.229	0.229	NA	NA	NA	NA	0.481	0.409	0.617	0.683	0.799	0.705	0.814	0.568	0.343	0.382	0.405	0.672	0.582	0.51	0.458	0.502
1945	0.317	0.311	0.789	0.79	0.524	0.437	0.56	0.353	0.411	0.314	0.337	NA	NA	NA	NA	0.342	0.393	0.534	0.71	0.873	0.628	0.67	0.414	0.247	0.289	0.366	0.554	0.431	0.44	0.309	0.418
1946	0.374	0.332	0.822	0.68	0.61	0.313	0.406	0.359	0.388	0.367	0.195	NA	NA	NA	NA	0.405	0.435	0.426	0.629	0.702	0.52	0.588	0.538	0.265	0.291	0.35	0.63	0.462	0.373	0.243	0.336
1947	0.194	0.259	0.59	0.564	0.294	0.246	0.387	0.225	0.245	0.184	0.206	NA	NA	NA	NA	0.379	0.459	0.273	0.47	0.432	0.42	0.392	0.372	0.178	0.303	0.304	0.527	0.417	0.352	0.239	0.207
1948	0.342	0.353	0.83	0.78	0.566	0.411	0.486	0.34	0.473	0.272	0.228	NA	NA	0.698	NA	0.274	0.527	0.585	0.753	0.804	0.864	0.72	0.772	0.416	0.392	0.49	0.73	0.545	0.481	0.301	0.351
1949	0.239	0.234	0.512	0.528	0.384	0.333	0.287	0.236	0.365	0.207	0.18	NA	NA	0.735	NA	0.421	0.327	0.384	0.465	0.634	0.477	0.591	0.448	0.31	0.292	0.408	0.426	0.306	0.407	0.242	0.282
