# Peterson - Mount Adams Medium - TSME - ITRDB WA105
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4156
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4156.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa105-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa105-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa105.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa105.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Mount Adams Medium - TSME - ITRDB WA105
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Adams Medium
#   Location: Washington
#   Northernmost_Latitude: 46.17
#   Southernmost_Latitude: 46.17
#   Easternmost_Longitude: -121.5
#   Westernmost_Longitude: -121.5
#   Elevation_m: 1735
#--------------------
# Data_Collection
#   Collection_Name: WA105
#   First_Year: 1721
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HMMA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMMA20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMMA20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HMMA01A_raw	HMMA02B_raw	HMMA03B_raw	HMMA04B_raw	HMMA05B_raw	HMMA06A_raw	HMMA07B_raw	HMMA08A_raw	HMMA10B_raw	HMMA11A_raw	HMMA12A_raw	HMMA13B_raw	HMMA14B_raw	HMMA15B_raw	HMMA16B_raw	HMMA17A_raw	HMMA18B_raw	HMMA19B_raw	HMMA20B_raw
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	0.39	NA	0.17
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	1.17	NA	0.38
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	1.16	0.62	NA	0.17
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	1.85	1.12	NA	0.46
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	0.74	NA	1.18	0.65	NA	0.29
1745	NA	NA	NA	NA	0.63	NA	NA	NA	NA	1.36	NA	NA	NA	0.73	NA	1.45	0.4	NA	0.41
1746	NA	NA	NA	NA	0.51	NA	NA	NA	NA	1.67	NA	NA	NA	0.62	NA	1.27	0.41	NA	0.39
1747	NA	NA	NA	NA	1.04	NA	NA	NA	NA	1.79	NA	NA	NA	1.03	NA	1.56	0.7	NA	0.86
1748	NA	NA	NA	NA	0.87	NA	NA	NA	NA	1.27	NA	NA	NA	0.98	NA	2.07	0.74	NA	0.84
1749	NA	NA	NA	NA	0.89	NA	NA	NA	NA	1.31	NA	NA	NA	1.17	NA	1.68	0.8	NA	0.73
1750	NA	NA	NA	NA	0.33	NA	NA	NA	NA	1.19	NA	NA	0.83	1.27	NA	1.49	1.01	NA	0.58
1751	NA	NA	NA	NA	0.93	NA	NA	NA	NA	1	NA	NA	0.63	1.06	NA	1.25	0.78	NA	0.43
1752	NA	NA	NA	NA	0.61	1.28	NA	NA	NA	0.59	NA	NA	0.4	0.68	NA	1.13	0.36	NA	0.24
1753	NA	NA	NA	NA	0.55	1.27	NA	NA	NA	0.66	NA	NA	0.68	1.1	NA	1.01	0.56	NA	0.34
1754	NA	NA	NA	NA	0.54	1.16	NA	NA	NA	0.28	NA	NA	0.6	0.7	NA	1.1	0.64	NA	0.17
1755	NA	NA	NA	NA	0.78	1.66	NA	NA	NA	0.66	1.21	NA	0.93	0.87	NA	1.28	0.75	NA	0.49
1756	NA	NA	NA	NA	1.22	2.22	NA	NA	NA	0.99	1.5	NA	1.46	1.06	NA	1.89	1.1	NA	1.11
1757	NA	NA	NA	NA	1.15	2.28	NA	NA	NA	0.96	0.82	NA	1.47	1.04	NA	2.1	0.76	NA	0.78
1758	NA	NA	NA	NA	1.25	2.38	NA	NA	NA	0.88	0.74	NA	0.81	1.38	NA	2.1	0.66	NA	0.99
1759	NA	NA	NA	NA	0.88	2.26	NA	NA	NA	0.79	0.5	NA	0.93	1.74	NA	1.19	0.87	NA	0.88
1760	NA	NA	NA	NA	1.03	1.46	NA	NA	NA	0.54	0.42	NA	0.75	1.46	NA	1.15	0.69	NA	0.73
1761	NA	NA	NA	NA	0.57	1.37	NA	NA	NA	0.67	0.35	NA	0.84	1.27	NA	1.83	0.77	NA	0.74
1762	NA	NA	NA	NA	0.92	1.89	NA	NA	NA	0.86	0.45	NA	0.74	0.88	1.57	1.73	0.68	NA	0.95
1763	NA	NA	NA	NA	0.94	1.83	NA	NA	NA	1.04	0.39	NA	0.59	1.06	1.81	2.02	0.54	NA	0.89
1764	NA	NA	NA	NA	0.86	2.08	NA	NA	NA	1.05	0.62	NA	0.67	1.22	2.22	1.99	0.85	NA	1.18
1765	NA	NA	NA	NA	1.06	1.93	NA	NA	NA	1.03	0.56	NA	0.42	1.06	1.53	1.89	0.64	NA	1.05
1766	NA	NA	NA	NA	1.12	1.94	NA	0.97	NA	0.98	0.52	NA	0.33	1.12	1.25	1.3	0.59	NA	0.82
1767	NA	NA	NA	NA	0.84	2.6	NA	1.13	NA	1.31	0.49	NA	0.53	1.3	0.81	1.52	0.45	NA	0.59
1768	NA	NA	NA	NA	0.2	0.99	NA	0.73	NA	0.94	0.44	NA	0.54	0.91	1.35	0.83	0.48	NA	0.74
1769	NA	NA	NA	NA	0.03	1.17	NA	0.63	NA	0.8	0.48	NA	0.74	0.94	1.03	0.89	0.94	NA	0.96
1770	NA	NA	NA	NA	0.15	2.17	NA	1.24	NA	1.12	0.75	NA	1.02	1.31	0.93	1.19	1.2	NA	0.99
1771	NA	NA	NA	NA	0.23	2.49	NA	1.95	NA	1.62	0.37	NA	0.99	1.59	0.84	1.12	0.97	NA	1.49
1772	NA	NA	NA	NA	0.26	2.63	NA	2.59	NA	1.83	0.83	NA	0.98	1.67	0.68	1	0.89	NA	1.42
1773	NA	NA	NA	NA	0.22	2.18	NA	1.05	NA	1.73	0.69	NA	1.09	1.24	1.49	0.96	0.46	NA	0.94
1774	NA	NA	NA	NA	0.4	2.18	NA	2.19	NA	1.32	0.95	NA	1.13	1.48	2.06	0.82	1	NA	1.55
