# Larson - Dry Dog Ranch - QUAL - ITRDB WI027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33928
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33928.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Dry Dog Ranch - QUAL - ITRDB WI027
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Dry Dog Ranch
#   Location: Wisconsin
#   Northernmost_Latitude: 43.156
#   Southernmost_Latitude: 43.156
#   Easternmost_Longitude: -91.389
#   Westernmost_Longitude: -91.389
#   Elevation_m: 280
#--------------------
# Data_Collection
#   Collection_Name: WI027
#   First_Year: 1788
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DDR001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR002C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR002C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR011B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR011B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR012A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR012A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR012B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR012B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR013A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR013A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDR013B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDR013B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DDR001A_raw	DDR001B_raw	DDR002A_raw	DDR002B_raw	DDR002C_raw	DDR003A_raw	DDR003B_raw	DDR004A_raw	DDR004B_raw	DDR005A_raw	DDR005B_raw	DDR006A_raw	DDR006B_raw	DDR008A_raw	DDR008B_raw	DDR009A_raw	DDR009B_raw	DDR010A_raw	DDR010B_raw	DDR011A_raw	DDR011B_raw	DDR012A_raw	DDR012B_raw	DDR013A_raw	DDR013B_raw
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.915	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.987	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.196	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.402	NA	NA	0.564	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.337	NA	NA	0.752	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.403	NA	NA	1.536	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	0.853	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.365	NA	NA	1.124	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314	NA	0.806	0.439	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336	NA	0.463	0.374	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.359	NA	0.445	0.251	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279	NA	0.232	0.231	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.355	NA	0.15	0.314	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382	NA	0.19	0.733	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.569	NA	0.212	0.311	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.446	0.787	0.402	0.314	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.633	0.63	0.479	0.741	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698	0.487	0.448	0.71	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.485	0.36	0.389	0.336	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.507	0.51	0.329	0.825	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.508	0.444	0.449	0.655	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614	0.444	0.642	0.979	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614	0.648	0.423	0.835	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698	0.733	1.051	0.97	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.507	0.6	0.704	0.757	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.486	0.62	0.686	0.797	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.572	0.636	0.675	0.992	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.678	1.051	1.626	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.402	0.509	0.471	1.072	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.359	0.42	0.954	1.095	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.318	0.311	0.723	0.692	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.423	0.353	0.429	0.442	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.317	0.605	0.31	0.503	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.613	0.524	0.411	0.781	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.593	0.415	0.712	1.078	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.539	0.796	1.225	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.594	0.454	0.851	0.906	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.612	0.492	0.981	0.803	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.456	0.906	0.718	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.997	NA	NA	NA	NA	NA	NA	NA	0.678	0.527	0.611	0.614	NA	NA
1828	NA	NA	NA	0.338	NA	NA	NA	NA	NA	NA	NA	2.263	NA	NA	NA	NA	NA	NA	NA	0.783	0.578	1.089	1.477	NA	NA
1829	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	2.466	NA	NA	NA	NA	NA	NA	NA	0.612	0.675	1.179	1.482	NA	NA
1830	NA	NA	NA	0.399	NA	NA	NA	NA	NA	NA	NA	2.506	NA	NA	NA	NA	NA	NA	NA	0.696	0.597	1.562	1.969	NA	NA
1831	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	3.068	NA	NA	NA	NA	NA	NA	NA	0.547	0.594	1.004	1.798	NA	0.021
1832	NA	NA	NA	0.596	NA	NA	NA	NA	NA	NA	NA	3.016	NA	NA	NA	NA	NA	NA	NA	0.801	0.568	1.689	1.879	NA	3.988
1833	NA	NA	NA	0.333	NA	NA	NA	NA	NA	NA	NA	2.869	NA	NA	NA	NA	NA	NA	NA	0.526	0.621	0.913	1.163	NA	2.934
1834	NA	NA	NA	0.348	NA	NA	NA	NA	NA	NA	NA	2.637	NA	NA	NA	NA	NA	NA	NA	0.633	0.462	0.78	1.12	NA	4.031
1835	NA	NA	NA	0.267	NA	NA	NA	NA	NA	NA	NA	1.219	NA	NA	NA	NA	NA	NA	NA	0.442	0.412	0.521	0.868	NA	1.224
1836	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	1.299	NA	NA	NA	NA	NA	NA	NA	0.674	0.639	0.69	0.911	NA	1.515
1837	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	1.347	NA	NA	NA	NA	NA	NA	NA	0.676	0.793	0.747	1.181	NA	2.385
1838	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	1.431	NA	NA	NA	1.889	NA	NA	NA	0.635	0.618	0.976	1.228	NA	2.392
1839	NA	NA	NA	0.408	NA	NA	NA	NA	NA	NA	NA	1.422	NA	NA	NA	1.427	NA	NA	NA	0.551	0.473	0.83	1.073	NA	1.905
1840	NA	NA	NA	0.322	NA	NA	NA	NA	NA	NA	NA	1.912	NA	NA	NA	1.547	NA	NA	NA	0.381	0.517	0.836	1.118	1.619	2.131
1841	NA	NA	NA	0.394	NA	NA	NA	NA	NA	NA	NA	2.808	NA	NA	NA	1.951	NA	NA	NA	0.423	0.385	1.282	1.492	2.277	1.906
1842	NA	NA	NA	0.391	NA	NA	NA	NA	NA	NA	NA	2.299	NA	NA	NA	1.955	NA	NA	NA	0.338	0.561	1.366	1.186	2.351	2.465
1843	NA	NA	NA	0.477	NA	NA	NA	NA	NA	NA	NA	1.314	NA	NA	NA	1.635	NA	NA	NA	0.552	0.486	1.148	1.142	2.153	1.695
1844	NA	NA	NA	0.303	NA	NA	NA	NA	NA	NA	NA	2.547	NA	NA	NA	2.615	NA	NA	NA	0.336	0.523	0.728	1.163	1.653	1.575
1845	NA	NA	NA	0.347	NA	NA	NA	NA	NA	NA	NA	2.045	NA	NA	NA	2.079	NA	NA	NA	0.404	0.611	0.803	0.909	1.48	1.453
