# Stevenson - Caddo Gap - PIEC - ITRDB AR076
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/17214
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-17214.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar076-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ar076-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar076.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ar076.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-08-18
#--------------------
# File_Last_Modified_Date
#   Date: 2014-08-18
#--------------------
# Title
#   Study_Name: Stevenson - Caddo Gap - PIEC - ITRDB AR076
#--------------------
# Investigators
#   Investigators: Stevenson, D.; Lynch, T.B.; Heineman, R.; Holeman, R.; Wilson, D.; Anderson, K.; Guldin, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Douglas J. Stevenson, Thomas B. Lynch, Pradip Saud, Robert Heineman, Randal Holeman, Dennis Wilson, Keith Anderson, Chris Cerny, James M. Guldin
#   Journal_Name: Dendrochronologia
#   Published_Title: Winter in the Ouchitas - A severe winter storm signature in Pinus echinata in the Ouachita Mountains of Oklahoma and Arkansas, USA
#   Published_Date_or_Year: 2016
#   Volume: 37
#   Pages: 107-115
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2016.01.001
#   Full_Citation: None
#   Abstract: Each year severe winter storms (~ice storms) damage trees throughout the southern USA. Arkansas and Oklahoma have a history of severe winter storms. To extend that history back beyond the reach of written records, a distinctive tree ring pattern or signature is needed. Storm-caused breakage, branch loss and bending stress provide that signature. We found a severe storm signature in shortleaf pine (Pinus echinata). We used three published site chronologies, a set of five new site chronologies from a growth-and-yield study conducted by Oklahoma State University and the unpublished Shortleaf Canyon chronology from a master's thesis at the University of Arkansas. Our method is based on two ring width values for the first and second growing seasons after the storm standardized to the ring widths of the seven growing seasons after the storm. Concordance between storm years predicted by tree ring patterns and actual storm years was tested using Cohen's Kappa. Concern about confounding of ice storm signals by droughts led us to test concordance between severe storms and drought in July, August and September; results were inconclusive but stand as a warning that these two phenomena cannot be distinguished with certainty in the tree ring record. Damaging severe storms occurred in about 2.8% of all years. Two out of three storms identified as "severe" produced glaze icing.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Caddo Gap
#   Location: Arkansas
#   Northernmost_Latitude: 34.45
#   Southernmost_Latitude: 34.45
#   Easternmost_Longitude: -93.5
#   Westernmost_Longitude: -93.5
#   Elevation_m: 248
#--------------------
# Data_Collection
#   Collection_Name: AR076
#   First_Year: 1913
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus echinata Mill.
#   Common_Name: shortleaf pine
#   Tree_Species_Code: PIEC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## p188t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p188t002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p188t003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p188t004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p188t007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p188t015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p188t017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p188t020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p188t023_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p188t023; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p189t002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p189t002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p189t019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p189t019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p190t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p190t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p190t003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p190t003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p190t004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p190t004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p190t008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p190t008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p191t006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p191t006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p191t016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p191t016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	p188t001_raw	p188t002_raw	p188t003_raw	p188t004_raw	p188t007_raw	p188t015_raw	p188t017_raw	p188t020_raw	p188t023_raw	p189t002_raw	p189t019_raw	p190t001_raw	p190t003_raw	p190t004_raw	p190t008_raw	p191t006_raw	p191t016_raw
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.038	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.331	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.774	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.787	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.261	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.097	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.663	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.628	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.881	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.326	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.807	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.687	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.327	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.453	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.032	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.653	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.501	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	3.809	NA	NA	NA	NA	0.998	NA	NA	NA	NA	NA
1931	NA	NA	4.258	NA	NA	NA	4.401	NA	NA	NA	NA	0.848	NA	NA	NA	NA	NA
1932	NA	NA	4.375	NA	NA	NA	3.836	NA	NA	3.824	NA	1.035	NA	NA	NA	NA	NA
1933	NA	NA	5.191	NA	NA	NA	3.849	NA	NA	5.017	NA	1.441	NA	NA	NA	NA	NA
1934	NA	NA	3.9	NA	NA	NA	2.897	NA	NA	3.56	NA	1.009	NA	NA	NA	NA	NA
1935	NA	NA	4.672	NA	NA	NA	4.06	NA	NA	5.283	NA	1.139	NA	NA	NA	NA	NA
1936	NA	NA	2.814	2.505	NA	NA	3.379	NA	NA	3.476	NA	0.949	NA	NA	NA	NA	NA
1937	NA	NA	2.281	1.978	NA	NA	3.283	NA	NA	3.105	NA	1.342	NA	NA	NA	NA	NA
1938	NA	NA	2.844	4.213	NA	NA	2.899	NA	NA	3.485	NA	0.713	NA	NA	NA	NA	NA
1939	NA	NA	2.555	3.178	NA	NA	2.764	NA	NA	2.651	NA	1.518	NA	NA	NA	NA	NA
1940	NA	NA	2.912	3.309	NA	NA	2.424	NA	NA	3.035	NA	1.988	NA	NA	NA	NA	NA
1941	NA	NA	2.495	3.515	NA	NA	2.433	2.858	NA	2.518	NA	2.65	NA	3.258	NA	NA	NA
1942	2.172	NA	2.324	3.377	5.67	NA	3.025	3.05	NA	2.478	NA	3.025	NA	2.498	NA	NA	NA
1943	1.372	NA	1.46	2.234	4.548	NA	1.652	1.957	NA	2.038	NA	1.488	NA	1.369	NA	NA	NA
1944	2.026	NA	2.032	2.774	5.39	NA	2.568	2.119	NA	2.296	NA	1.809	NA	2.279	NA	NA	NA
1945	2.094	NA	2.297	4.001	5.758	NA	3.537	2.287	NA	3.263	NA	1.965	NA	2.402	NA	NA	NA
1946	1.614	NA	2.096	2.833	3.107	NA	2.927	2.022	NA	2.431	NA	1.657	NA	1.344	NA	NA	NA
1947	1.521	2.692	1.505	2.192	3.805	NA	2.204	1.605	NA	1.989	NA	1.761	NA	1.082	NA	NA	1.99
1948	1.16	1.739	1.304	2.073	2.035	5.037	2.192	1.31	NA	1.164	NA	1.491	NA	1.14	NA	NA	1.68
1949	1.941	3.081	1.814	2.762	2.793	4.841	2.255	1.671	NA	1.068	NA	1.116	NA	2.263	NA	NA	1.827
1950	1.871	2.399	1.696	2.715	3.428	5.48	2.888	1.48	NA	1.162	NA	2.51	NA	1.528	NA	NA	2.178
1951	1.687	2.243	1.315	2.011	3.775	3.843	2.836	1.588	NA	0.964	NA	1.276	NA	1.653	2.382	NA	2.036
1952	1.225	1.461	0.691	1.455	2.948	2.892	2.203	1.073	NA	0.771	NA	1.436	NA	1.082	1.686	NA	1.62
1953	1.257	1.656	1.144	1.633	2.594	2.64	2.581	1.304	1.972	0.736	NA	1.311	NA	2.027	1.875	NA	1.96
1954	1.026	1.075	0.935	1.415	2.66	1.386	2.136	0.956	1.191	0.425	NA	0.277	NA	1.388	1.491	1.698	1.107
1955	1.669	3.045	1.424	3.266	3.903	3.148	4.162	1.6	2.672	1.292	NA	1.002	NA	2.015	2.197	1.785	1.923
1956	0.976	2.232	0.945	1.672	1.833	2.656	2.185	1.359	1.333	1.279	2.075	1.02	NA	1.169	1.36	1.027	0.974
1957	2.018	4.23	2.003	3.286	4.146	5.427	5.399	2.807	2.978	2.783	5.437	2.429	NA	2.87	2.779	2.298	3.49
1958	2.153	3.943	1.944	3.566	4.84	3.78	3.874	2.797	3.065	2.578	4.994	1.98	NA	2.927	3.047	2.785	3.35
1959	1.471	4.934	2.065	2.972	4	3.554	3.912	3.116	3.547	1.91	4.007	2.545	2.67	2.275	3.413	1.854	3.705
1960	1.189	4.16	1.835	2.508	3.552	3.07	3.753	2.501	3.055	1.231	3.04	1.326	2.727	2.301	2.367	1.897	2.663
1961	1.54	4.169	2.033	2.647	4.567	3.416	3.772	3.38	3.514	2.543	3.464	1.547	3.311	2.574	2.991	2.193	3.458
1962	1.956	3.226	2.178	2.904	3.985	3.192	3.097	2.771	2.941	1.891	4.313	0.968	3.515	3.173	3.082	2.853	3.218
1963	1.782	2.768	1.669	2.13	2.917	2.087	2.805	2.51	2.605	1.583	4.003	0.852	1.915	1.964	1.915	2.178	2.404
1964	1.686	2.729	1.456	1.899	3.386	2.439	2.577	2.609	2.854	1.691	3.481	0.836	2.686	2.379	2.072	1.951	2.579
1965	1.486	2.342	1.104	1.641	2.157	1.15	1.769	1.629	2.697	1.236	1.971	0.805	2.325	1.318	1.31	1.627	2.041
1966	0.949	2.604	1.27	1.9	2.315	1.933	1.825	2.031	2.497	0.917	1.484	1.052	2.503	1.134	2.433	1.548	1.667
1967	1.024	2.278	0.899	1.142	2.024	1.581	2.802	1.633	2.922	0.831	2.784	0.617	2.588	1.452	1.401	1.408	1.19
1968	1.168	2.39	0.947	1.346	2.232	2.011	1.701	1.7	2.872	0.801	2.721	1.285	2.25	1.716	1.853	1.403	0.984
1969	1.112	1.998	1.09	1.856	2.076	2.1	2.258	1.485	1.733	0.659	2.112	1.037	2.812	1.915	1.922	1.668	2.015
1970	1.828	2.321	1.558	2.362	2.868	2.289	2.473	2.311	2.538	1.656	2.466	1.619	2.489	1.378	2.358	2.246	2.116
1971	1.712	2.192	1.244	2.289	2.156	1.136	2.106	1.731	2.253	1.162	3.265	1.255	1.703	1.026	1.841	1.458	2.109
1972	1.26	1.504	1.132	1.655	1.49	1.27	1.484	2.007	2.296	0.87	2.386	0.561	2.211	1.426	1.454	1.617	1.818
1973	2.822	2.187	1.673	2.438	3.015	2.453	2.048	2.293	3.065	1.454	4.423	1.083	3.068	1.964	2.759	1.8	2.218
1974	2.16	2.361	1.623	2.43	2.751	2.052	2.457	2.032	2.276	1.738	3.791	1.169	3.142	2.145	2.319	2.093	2.23
