# Maxwell - Kickapoo State Park - ACSH - ITRDB IL031
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34637
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34637.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il031-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; il031-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il031.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/il031.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Kickapoo State Park - ACSH - ITRDB IL031
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X); Therrell, M.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sugar Maple and White Oak comparisons 1901-2016 (analyses period) NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Tsun Fung Au, Justin T. Maxwell, Kimberly A. Novick, Scott M. Robeson, Scott M. Warner, Benjamin R. Lockwood, Richard P. Phillips, Grant L. Harley, Frank W. Telewski, Matthew D. Therrell, Neil Pederson
#   Journal_Name: Ecography
#   Published_Title: Demographic shifts in eastern US forests increase the impact of late-season drought on forest growth
#   Published_Date_or_Year: 2020
#   Volume: 43
#   Pages: 1475-1486
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1111/ecog.05055
#   Full_Citation: None
#   Abstract: While forest communities are changing as a result of global environmental change, the impacts of tree species shifts on ecosystem services such as carbon storage are poorly quantified. In many parts of the eastern United States (US), more xeric-adapted oak-hickory dominated stands are being replaced with mesic beech-maple assemblages. To examine the possible impacts of this ongoing change in forest composition, we investigated how two wide-ranging and co-occurring eastern US species - Acer saccharum (sugar maple) and Quercus alba (white oak) - respond to interannual climate variability. Using 781 tree cores from 418 individual trees at 18 locations, we found late-growing season drought reduced A. saccharum growth more than that of Q. alba. A gradient in the growth reduction across latitude was also found in A. saccharum, where southern populations of A. saccharum experienced greater reductions in growth during drought. Drought had a legacy effect on growth for both species, with drought occurring later in the growing season having a larger legacy effect. Consequently, as forests shift from oak to maple dominance, drought in the later part of the growing season is likely to become an increasingly important control on forest productivity. Thus, our findings suggest that co-occurring species are responding to environmental conditions during different times in the growing season and, therefore, the timing of drought conditions will play an important role in forest productivity and carbon sequestration as forest species composition changes. These findings are particularly important because the projected increases in potential evapotranspiration, combined with possible changes in the seasonality of precipitation could have a substantial impact on how tree growth responds to future climatic change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Kickapoo State Park
#   Location: Illinois
#   Northernmost_Latitude: 40.1383
#   Southernmost_Latitude: 40.1383
#   Easternmost_Longitude: -87.7457
#   Westernmost_Longitude: -87.7457
#   Elevation_m: 215
#--------------------
# Data_Collection
#   Collection_Name: IL031
#   First_Year: 1870
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KPS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPS10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPS10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KPS01A_raw	KPS01B_raw	KPS02A_raw	KPS02B_raw	KPS03A_raw	KPS04A_raw	KPS04B_raw	KPS06A_raw	KPS06B_raw	KPS07A_raw	KPS07B_raw	KPS08A_raw	KPS08B_raw	KPS09B_raw	KPS10A_raw	KPS10B_raw
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.548	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.439	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.449	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.176	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.258	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.213	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.745	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.971	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	1.2	NA	0.406	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	1.69	NA	0.762	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	1.334	NA	0.589	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	0.275	NA	NA	1.379	NA	1.013	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	1.028	NA	NA	1.407	NA	1.384	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	0.952	NA	NA	0.505	NA	0.735	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	1.409	NA	NA	0.983	NA	1.13	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	2.116	NA	NA	1.05	NA	0.834	NA	0.499	NA	NA	NA	NA
1890	NA	NA	NA	NA	1.112	NA	NA	0.648	NA	0.536	NA	0.484	NA	NA	NA	NA
1891	NA	NA	NA	NA	0.565	NA	NA	0.5	NA	0.674	NA	0.479	NA	NA	NA	NA
1892	NA	NA	NA	NA	1.608	1.253	NA	0.928	NA	1.192	NA	1.17	NA	NA	NA	NA
1893	NA	NA	NA	NA	1.963	1.454	NA	0.441	NA	1.155	NA	0.328	NA	NA	NA	NA
1894	NA	NA	NA	NA	0.541	3.059	NA	0.686	NA	1.532	NA	0.425	NA	NA	NA	NA
1895	NA	NA	NA	NA	0.775	1.17	NA	0.378	NA	0.853	NA	0.627	NA	NA	NA	NA
1896	NA	NA	NA	NA	1.278	1.6	NA	0.939	NA	1.898	2.912	0.555	NA	NA	NA	NA
1897	NA	NA	NA	NA	0.535	2.726	NA	1.494	NA	3.229	1.634	0.765	NA	NA	NA	NA
1898	NA	NA	NA	NA	1.195	1.952	NA	1.281	NA	3.022	2.206	0.625	NA	NA	NA	NA
1899	NA	NA	NA	NA	0.59	1.048	NA	1.332	NA	2.404	2.067	0.523	NA	NA	NA	NA
1900	NA	NA	NA	NA	0.974	2.041	NA	1.369	NA	2.378	2.01	0.655	NA	NA	NA	NA
1901	NA	NA	NA	NA	1.889	1.44	NA	1.2	NA	2.087	2.611	0.348	NA	NA	NA	NA
1902	NA	NA	NA	NA	0.723	4.695	2.391	1.496	NA	2.906	1.876	0.623	NA	NA	NA	NA
1903	NA	NA	1.157	NA	1.112	2.907	3.716	1.627	NA	2.519	1.547	1.638	NA	NA	NA	NA
1904	NA	NA	1.81	1.762	1.766	2.117	2.902	1.407	NA	2.213	0.72	1.826	NA	NA	NA	NA
1905	NA	NA	2.129	1.724	0.688	1.731	1.9	0.735	NA	1.692	0.81	1.248	3.242	NA	NA	NA
1906	NA	NA	1.675	1.112	0.9	2.541	2.774	0.653	NA	0.784	0.606	1.688	2.652	NA	NA	NA
1907	NA	NA	1.244	0.806	0.762	1.632	2.149	0.319	NA	0.845	0.777	0.721	1.356	NA	NA	NA
1908	NA	NA	1.28	1.581	0.655	2.295	2.249	0.287	NA	0.907	0.597	1.012	1.409	NA	NA	NA
1909	NA	NA	2.03	1.155	0.487	2.574	3.023	0.411	NA	1.335	1.926	1.338	1.611	NA	NA	NA
1910	NA	NA	1.209	0.621	1.131	1.857	1.512	0.504	NA	2.638	1.172	1.033	0.987	NA	NA	NA
1911	NA	NA	0.569	0.302	0.927	1.251	1.309	1.246	NA	1.679	3.788	1.212	0.932	NA	NA	NA
1912	NA	NA	1.924	1.978	2.177	4.041	4.302	5.425	NA	4.133	1.706	3.661	3.296	NA	NA	NA
1913	NA	NA	0.616	0.75	0.342	1.794	1.474	2.319	NA	2.333	2.016	1.522	1.5	NA	NA	NA
1914	NA	NA	0.937	1.156	0.486	1.484	1.435	2.659	NA	2.633	4.587	1.598	1.519	NA	NA	NA
1915	NA	NA	1.86	2.204	1.982	4.623	2.993	5.309	NA	6.563	3.526	4.151	3.38	NA	NA	NA
1916	NA	NA	1.144	1.103	1.19	3.183	2.017	3.683	NA	5.32	2.357	2.791	2.448	NA	NA	NA
1917	NA	NA	2.606	1.118	1.386	3.821	2.413	4.171	NA	7.06	0.561	2.975	3.055	NA	NA	NA
1918	1.301	1.128	1.202	0.695	0.674	2.535	1.521	2.699	1.93	4.347	1.077	1.666	1.671	NA	NA	NA
1919	0.979	0.419	1.037	0.809	0.308	2.572	0.937	0.92	1.356	2.374	0.963	1.206	1.603	NA	NA	NA
1920	1.664	0.951	1.204	1.001	0.505	3.066	2.3	1.757	1.62	1.72	2.042	0.739	1.383	2.575	NA	NA
1921	1.71	1.085	1.516	1.074	0.66	3.004	2.466	3.275	1.649	1.562	1.878	0.665	1.361	2.589	NA	NA
1922	2.65	1.657	2.693	1.925	1.165	4	2.971	2.907	2.242	4.251	3.025	1.024	1.897	3.579	NA	NA
1923	1.913	0.947	2.052	1.375	0.72	4.168	3.827	2.239	1.719	2.828	2.432	1.56	1.481	1.983	NA	NA
1924	2.538	1.823	3.893	1.603	1.063	3.401	3.676	2.829	3.069	2.986	4.463	3.662	2.274	3.297	NA	NA
1925	1.741	1.27	4.065	0.935	0.799	2.975	3.328	1.922	2.442	2.229	2.6	2.635	1.665	2.319	NA	NA
1926	2.292	1.865	5.204	1.551	2.691	3.998	3.143	2.817	2.2	2.723	3.18	3.317	2.246	2.565	8.851	NA
1927	2.816	2.566	3.452	1.629	2.826	2.684	2.71	3.451	2.569	3.585	5.095	3.272	3.677	2.727	5.907	NA
1928	2.525	2.54	2.345	1.149	1.931	2.158	2.972	3.467	2.464	3.203	5.226	2.821	2.391	2.268	3.91	NA
1929	1.776	1.848	1.823	1.258	0.546	1.676	2.798	2.751	1.225	2.877	3.978	3.076	2.355	2.905	3.279	2.962
1930	0.989	0.98	1.301	1.416	0.981	1.036	1.955	0.776	1.158	1.753	2.255	2.056	1.6	1.709	1.876	1.552
1931	0.987	0.858	1.07	1.061	1.452	0.64	1.27	0.547	0.938	1.066	1.229	0.532	0.336	1.394	3.47	2.378
1932	1.544	1.83	0.905	1.262	0.687	0.979	1.283	0.876	1.327	1.553	1.439	0.18	0.966	1.823	3.656	2.712
1933	0.958	1.159	0.619	0.441	2.055	1.028	1.125	0.751	0.904	1.05	1.655	0	0	1.079	2.431	1.823
1934	0.962	1.3	0.722	0.718	1.299	1.22	1.129	1.063	1.461	0.898	1.539	0.951	1.287	1.038	2.809	2.166
1935	1.95	2.186	0.668	0.842	1.104	2.081	1.587	2.268	2.435	3.154	4.061	0.866	0.781	1.683	5.109	4.792
1936	0.542	0.72	0.958	0.747	1.219	0.352	0.575	0.85	0.843	1.468	2.005	0	0	0.578	1.679	1.065
1937	1.895	1.83	1.175	1.132	0.793	0.98	1.024	0.311	0.456	1.696	1.898	0.394	0.324	1.439	4.287	3.372
