# Wiles - Bushwack Basin Yellow Cedar (BBYC) - CHNO - ITRDB AK199
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37060
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37060.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak199-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak199-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak199.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak199.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-11-14
#--------------------
# File_Last_Modified_Date
#   Date: 2022-11-14
#--------------------
# Title
#   Study_Name: Wiles - Bushwack Basin Yellow Cedar (BBYC) - CHNO - ITRDB AK199
#--------------------
# Investigators
#   Investigators: Wiles, G.(https://orcid.org/0000-0001-7977-5383); Davi, N.K.(https://orcid.org/0000-0002-4529-5418); Jacoby, G.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: AGS-1502186
#--------------------
# Site_Information
#   Site_Name: Bushwack Basin Yellow Cedar (BBYC)
#   Location: Alaska
#   Northernmost_Latitude: 56.187
#   Southernmost_Latitude: 56.187
#   Easternmost_Longitude: -132.164
#   Westernmost_Longitude: -132.164
#   Elevation_m: 35
#--------------------
# Data_Collection
#   Collection_Name: AK199
#   First_Year: 1550
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Chamaecyparis nootkatensis (D. Don) Spach
#   Common_Name: Alaska yellow-cedar
#   Tree_Species_Code: CHNO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BB24SS_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB24SS; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB37S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB37S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB30N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB30N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB38SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB38SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB42Na_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB42Na; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB27S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB27S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB40SS_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB40SS; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB37N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB37N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB24NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB24NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB24S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB24S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB22NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB22NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB33SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB33SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB34NN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB34NN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB35N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB35N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB36N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB36N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB38N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB38N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB40S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB40S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB40N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB40N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB42SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB42SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB46W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB46W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BB??_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BB??; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BB24SS_raw	BB37S_raw	BB30N_raw	BB38SW_raw	BB42Na_raw	BB27S_raw	BB40SS_raw	BB37N_raw	BB24NW_raw	BB24S_raw	BB22NW_raw	BB33SW_raw	BB34NN_raw	BB35N_raw	BB36N_raw	BB38N_raw	BB40S_raw	BB40N_raw	BB42SW_raw	BB46W_raw	BB??_raw
1550	0.274	NA	NA	NA	1.759	NA	NA	NA	0.206	0.322	NA	0.978	NA	NA	NA	NA	NA	NA	NA	NA	NA
1551	0.196	NA	NA	NA	1.754	NA	NA	NA	0.138	0.238	NA	0.973	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	0.166	NA	NA	NA	1.679	NA	NA	NA	0.214	0.331	NA	0.737	NA	NA	NA	NA	NA	NA	NA	NA	NA
1553	0.273	NA	NA	NA	1.997	NA	NA	NA	0.239	0.463	NA	0.758	NA	NA	NA	NA	NA	NA	NA	NA	NA
1554	0.176	NA	NA	NA	1.909	NA	NA	NA	0.261	0.249	NA	0.812	NA	NA	NA	NA	NA	NA	NA	NA	NA
1555	0.13	NA	NA	NA	1.296	NA	NA	NA	0.246	0.221	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
1556	0.334	NA	NA	NA	1.408	NA	NA	NA	0.511	0.554	NA	0.949	NA	NA	NA	NA	NA	NA	NA	NA	NA
1557	0.386	NA	NA	NA	1.808	NA	NA	NA	0.566	0.848	NA	0.997	NA	NA	NA	NA	NA	NA	NA	NA	NA
1558	0.374	NA	NA	NA	1.884	NA	NA	NA	0.422	0.457	NA	1.088	NA	NA	NA	NA	NA	NA	NA	NA	NA
1559	0.35	NA	NA	NA	1.879	NA	NA	NA	0.347	0.472	NA	1.189	NA	NA	NA	NA	NA	NA	NA	NA	NA
1560	0.348	NA	NA	NA	1.242	NA	NA	NA	0.268	0.344	NA	0.839	NA	NA	NA	NA	NA	NA	NA	NA	NA
1561	0.127	NA	NA	NA	1.423	NA	NA	NA	0.109	0.13	NA	0.927	NA	NA	NA	NA	NA	NA	NA	NA	NA
1562	0.092	NA	NA	NA	1.682	NA	NA	NA	0.101	0.111	NA	0.835	NA	NA	NA	NA	NA	NA	NA	NA	NA
1563	0.245	NA	NA	NA	1.543	NA	NA	NA	0.249	0.226	NA	0.984	NA	NA	NA	NA	NA	NA	NA	NA	NA
1564	0.232	NA	NA	NA	1.519	NA	NA	NA	0.312	0.234	NA	0.944	NA	NA	NA	NA	NA	NA	NA	NA	NA
1565	0.186	NA	NA	NA	1.412	NA	NA	NA	0.24	0.2	NA	0.846	NA	NA	NA	NA	NA	NA	NA	NA	NA
1566	0.33	NA	NA	NA	1.422	NA	NA	NA	0.27	0.516	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
1567	0.171	NA	NA	NA	1.417	NA	NA	NA	0.119	0.234	NA	0.947	NA	NA	NA	NA	NA	NA	NA	NA	NA
1568	0.204	NA	NA	NA	1.236	NA	NA	NA	0.111	0.23	NA	0.751	NA	NA	NA	NA	NA	NA	NA	NA	NA
1569	0.232	NA	NA	NA	1.252	NA	NA	NA	0.17	0.258	NA	0.705	NA	NA	NA	NA	NA	NA	NA	NA	NA
1570	0.226	NA	NA	NA	1.157	NA	NA	NA	0.096	0.182	NA	0.701	NA	NA	NA	NA	NA	NA	NA	NA	NA
1571	0.038	NA	NA	NA	0.937	NA	NA	NA	0.033	0.052	NA	0.545	NA	NA	NA	NA	NA	NA	NA	NA	NA
1572	0.047	NA	NA	NA	0.905	NA	NA	NA	0.029	0.041	NA	0.519	NA	NA	NA	NA	NA	NA	NA	NA	NA
1573	0.103	NA	NA	NA	0.97	NA	NA	NA	0.08	0.069	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1574	0.166	NA	NA	NA	1.656	NA	NA	NA	0.137	0.155	NA	1.177	NA	NA	NA	NA	NA	NA	NA	NA	NA
1575	0.196	NA	NA	NA	1.708	NA	NA	NA	0.215	0.227	NA	0.953	NA	NA	NA	NA	NA	NA	NA	NA	NA
1576	0.122	NA	NA	NA	1.159	NA	NA	NA	0.166	0.134	NA	1.018	NA	NA	NA	NA	NA	NA	NA	NA	NA
1577	0.117	NA	NA	NA	0.891	NA	NA	NA	0.207	0.099	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1578	0.162	NA	NA	NA	0.939	NA	NA	NA	0.246	0.15	NA	1.612	NA	NA	NA	NA	NA	NA	NA	NA	NA
1579	0.112	NA	NA	NA	0.959	NA	NA	NA	0.176	0.102	NA	1.748	NA	NA	NA	NA	NA	NA	NA	NA	NA
1580	0.083	NA	NA	NA	0.784	NA	NA	NA	0.086	0.063	NA	1.221	NA	NA	NA	NA	NA	NA	NA	NA	NA
1581	0.124	NA	NA	NA	0.902	NA	NA	NA	0.134	0.083	NA	1.267	NA	NA	NA	NA	NA	NA	NA	NA	NA
1582	0.206	NA	NA	NA	0.769	NA	NA	NA	0.174	0.146	NA	0.863	NA	NA	NA	NA	NA	NA	NA	NA	NA
1583	0.184	NA	NA	NA	0.97	NA	NA	NA	0.161	0.152	NA	0.798	NA	NA	NA	NA	NA	NA	0.431	NA	NA
1584	0.115	NA	NA	NA	1.07	NA	NA	NA	0.057	0.07	NA	0.809	NA	NA	NA	NA	NA	NA	0.504	NA	NA
1585	0.065	NA	NA	NA	0.912	NA	NA	NA	0.059	0.053	NA	0.494	NA	NA	NA	NA	NA	NA	0.315	NA	NA
1586	0.154	NA	NA	NA	1.271	NA	NA	NA	0.115	0.119	NA	0.71	NA	NA	NA	NA	NA	NA	0.527	NA	NA
1587	0.209	NA	NA	NA	1.209	NA	NA	NA	0.154	0.156	NA	1.036	NA	NA	NA	NA	NA	NA	0.691	NA	NA
1588	0.312	NA	NA	NA	1.177	NA	NA	NA	0.192	0.173	NA	0.858	NA	NA	NA	NA	NA	NA	0.661	NA	NA
1589	0.308	NA	NA	NA	1.524	NA	NA	NA	0.26	0.268	NA	0.76	NA	NA	NA	NA	NA	NA	0.75	NA	NA
1590	0.244	NA	NA	NA	1.26	NA	NA	NA	0.2	0.207	NA	0.616	NA	NA	NA	NA	NA	NA	0.894	NA	NA
1591	0.135	NA	NA	NA	1.363	NA	NA	NA	0.129	0.139	NA	0.607	NA	NA	NA	NA	NA	NA	0.896	NA	NA
1592	0.06	NA	NA	NA	1.144	NA	NA	NA	0.043	0.076	NA	0.544	NA	NA	NA	NA	NA	NA	1.08	NA	NA
1593	0.151	NA	NA	NA	1.045	NA	NA	NA	0.131	0.16	NA	0.715	NA	NA	NA	NA	NA	NA	1.052	NA	NA
1594	0.21	NA	NA	NA	1.049	NA	NA	NA	0.19	0.153	NA	0.735	NA	NA	NA	NA	NA	NA	1.336	NA	NA
1595	0.067	NA	NA	NA	0.784	NA	NA	NA	0.077	0.06	NA	0.476	NA	NA	NA	NA	NA	NA	1.149	NA	NA
1596	0.059	NA	NA	NA	0.704	NA	NA	NA	0.099	0.044	NA	0.57	NA	NA	NA	NA	NA	NA	1.014	NA	0.585
1597	0.25	NA	NA	NA	0.639	NA	NA	NA	0.222	0.138	NA	0.458	NA	NA	NA	NA	NA	NA	1.296	NA	0.706
1598	0.154	NA	NA	NA	0.783	NA	NA	NA	0.199	0.148	NA	0.774	NA	NA	NA	NA	NA	NA	2.002	NA	0.837
1599	0.134	NA	NA	NA	0.805	NA	NA	NA	0.152	0.097	NA	0.698	NA	NA	NA	NA	NA	NA	1.463	NA	0.945
1600	0.135	NA	NA	NA	0.829	NA	NA	NA	0.161	0.079	NA	1.058	NA	NA	NA	NA	NA	NA	1.936	NA	1.105
1601	0.128	NA	NA	NA	0.746	NA	NA	NA	0.175	0.09	NA	0.971	NA	NA	NA	NA	NA	NA	1.651	NA	0.933
