# Boyd - Interior Alaska Aspen Site SA1031 - PPTR - ITRDB AK178
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32073
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32073.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak178-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak178-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak178.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak178.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2020-12-16
#--------------------
# Title
#   Study_Name: Boyd - Interior Alaska Aspen Site SA1031 - PPTR - ITRDB AK178
#--------------------
# Investigators
#   Investigators: Boyd, M.; Berner, L.T.; Foster, A.; Goetz, S.; Rogers, B.; Walker, X.; Mack, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: This data file contains raw ring-width chronologies of individual trees that died (dying) and survived (living) an insect oubreak of Phyllocnistis populiella (outbreak period: 1997-2013) in Interior Alaska.  Living trees have ring-width measurements up to 2015 and the tree names are preceded by TA whereas dying tree ring-width measurements end in 1997-2013 and the tree names are preceded by TM. NOAA Template Raw Measurements file added 2021-02-22
#--------------------
# Publication
#   Authors: Melissa A. Boyd, Logan T. Berner, Adrianna C. Foster, Scott J. Goetz, Brendan M. Rogers, Xanthe J. Walker, Michelle C. Mack
#   Journal_Name: Ecosphere
#   Published_Title: Historic declines in growth portend trembling aspen death during a contemporary leaf miner outbreak in Alaska
#   Published_Date_or_Year: 2021
#   Volume: 12
#   Pages: 
#   Issue: 6
#   Report_Number: 
#   DOI: 10.1002/ecs2.3569
#   Full_Citation: None
#   Abstract: Climate change-driven droughts and insect outbreaks are becoming more frequent and widespread, increasing forest vulnerability to mortality. By addressing the impacts of climate and insects on tree growth preceding death, we can better understand tree mortality risk under a changing climate. Here, we used tree stature and interannual growth (basal area increment; BAI) to assess processes leading to trembling aspen (Populus tremuloides) survival or mortality during an unprecedented leaf miner (Phyllocnistis populiella) outbreak in boreal North America. We identified eight sites (22 plots) in the longest running forest monitoring network in Alaska, spanning ~350 km of latitude, that experienced >=0.25 Mg ha-1 yr-1 aspen mortality during the outbreak. We compared the size and canopy position, growth patterns, and sensitivity to climate and leaf mining of aspen that survived (living; n = 84) vs. died (dying; n = 76) and linked the normalized difference vegetation index (NDVI) to plot-level aspen growth and stand biomass recruitment, growth, and mortality. Dying aspen were in the subcanopy, smaller in diameter, and after a drought in 1957 had lower growth than living aspen until death. Before the outbreak, growth of all trees was positively influenced by moisture and negatively by temperature, but only living trees maintained this climate response during the outbreak. Leaf mining reduced growth of both groups, exerting at least a twofold greater impact than climate. The NDVI captured plot-level tree growth and stand biomass growth and mortality, yet it was nearly two times more strongly associated with living than dying tree growth and 12 times more strongly associated with biomass growth than mortality. These differences suggest that NDVI may inadequately detect insect-driven dieback and dispersed mortality of aspen across the boreal biome. Our findings reveal that a historic drought triggered a multi-decadal growth decline that predisposed aspen to mortality during the leaf miner outbreak and that while aspen growth is influenced by moisture and temperature, it is more strongly affected by P. populiella. We conclude that as the climate warms and insect outbreaks increase in frequency and magnitude at high latitudes, we should expect to see persistent and greater declines in aspen growth and increases in mortality.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: DEB-1636476
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture Forest Service
#   Grant: RJVA-PNW-01-JV-11261952-231
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US NASA
#   Grant: NNX17AE44G
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Strategic Environmental Research and Development Program
#   Grant: RC18-C2-1183
#--------------------
# Site_Information
#   Site_Name: Interior Alaska Aspen Site SA1031
#   Location: Alaska
#   Northernmost_Latitude: 62.04164
#   Southernmost_Latitude: 62.04164
#   Easternmost_Longitude: -145.42125
#   Westernmost_Longitude: -145.42125
#   Elevation_m: 116
#--------------------
# Data_Collection
#   Collection_Name: AK178
#   First_Year: 1913
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Populus tremuloides Michx.
#   Common_Name: quaking aspen
#   Tree_Species_Code: PPTR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TA991_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA991; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA691_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA691; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA391_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA391; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA591_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA591; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA1091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA1091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA791_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA791; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA491_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA491; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA891_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA891; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM1291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM1291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM691_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM691; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM391_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM391; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM491_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM491; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM791_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM791; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM891_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM891; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM991_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM991; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM1091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM1091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TA991_raw	TA691_raw	TA391_raw	TA291_raw	TA591_raw	TA1091_raw	TA791_raw	TA191_raw	TA491_raw	TA891_raw	TM1291_raw	TM191_raw	TM691_raw	TM391_raw	TM491_raw	TM791_raw	TM891_raw	TM991_raw	TM1091_raw	TM291_raw
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.933	NA	2.125	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.246	NA	2.408	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.114	NA	2.178	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	0.431	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.424	NA	0.817	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.218	NA	0.695	NA	NA	NA	NA
1919	NA	NA	0.795	NA	NA	NA	1.052	NA	NA	NA	NA	NA	0.609	2.757	NA	0.941	NA	NA	NA	NA
1920	NA	NA	0.567	NA	NA	NA	1.673	NA	NA	NA	NA	NA	0.986	1.948	NA	0.878	NA	NA	NA	NA
1921	NA	NA	0.619	NA	NA	NA	0.646	NA	NA	NA	NA	NA	1.034	1.123	NA	0.451	NA	NA	NA	NA
1922	NA	NA	1.143	NA	NA	NA	1.355	NA	NA	NA	NA	NA	1.774	1.462	NA	1.075	NA	NA	NA	NA
1923	NA	NA	1.876	NA	0.816	NA	1.121	NA	NA	NA	NA	NA	0.81	1.021	NA	0.751	NA	NA	NA	NA
1924	NA	NA	0.673	NA	0.962	NA	0.377	NA	NA	NA	NA	NA	0.394	0.484	NA	0.415	NA	NA	NA	NA
1925	NA	NA	0.862	NA	0.994	NA	0.484	NA	NA	NA	NA	NA	0.516	0.43	NA	0.534	NA	NA	NA	NA
1926	NA	NA	1.705	NA	1.816	NA	1.889	NA	NA	NA	NA	NA	0.564	1.246	NA	1.086	NA	NA	NA	NA
1927	NA	NA	0.989	NA	1.52	NA	1.272	NA	NA	NA	NA	NA	0.626	1.142	NA	0.942	NA	NA	NA	NA
1928	NA	NA	0.544	NA	0.856	NA	0.338	NA	NA	NA	NA	NA	0.81	0.274	NA	0.238	NA	NA	NA	NA
1929	NA	1.207	1.272	NA	1.421	NA	0.577	NA	NA	NA	NA	NA	1.09	1.252	NA	0.712	NA	NA	NA	NA
1930	NA	1.825	1.744	NA	1.994	NA	1.379	NA	NA	NA	2.96	NA	1.172	1.944	1.918	0.902	1.078	1.984	NA	NA
1931	NA	1.365	1.831	NA	1.186	NA	1.084	NA	4.04	NA	2.884	1.402	0.796	1.591	3.305	0.68	2.114	2.021	1.476	NA
1932	NA	1.175	2.006	NA	1.886	NA	1.092	NA	2.523	NA	2.776	2.058	1.36	1.71	2.324	0.746	2.442	1.65	1.161	NA
1933	NA	1.808	2.19	NA	2.392	NA	1.968	NA	3.427	NA	1.846	1.365	2.218	2.604	1.873	0.908	1.506	1.442	1.186	NA
1934	NA	0.293	0.292	1.89	0.682	NA	0.174	NA	0.491	NA	2.532	1.622	0.54	0.108	0.394	0.158	0.326	0.623	1.098	NA
1935	NA	2.221	1.568	1.548	1.556	NA	1.689	NA	2.194	NA	2.855	1.727	1.849	1.381	1.809	0.816	1.39	1.462	1.274	NA
1936	NA	1.915	1.276	1.463	1.392	NA	2.188	NA	1.866	1.836	1.758	1.655	1.604	1.497	1.096	0.915	1.2	1.388	1.748	NA
1937	NA	1.102	1.055	0.833	1.324	NA	1.392	1.37	1.37	0.748	1.472	1.366	1.273	1.012	1.045	0.771	1.061	0.988	1.513	NA
1938	NA	1.429	1.044	0.643	1.746	NA	1.279	1.753	1.374	0.835	1.355	1.654	1.21	0.907	0.984	0.648	0.881	0.87	1.444	NA
1939	NA	2.243	1.484	0.856	1.578	NA	1.589	2.045	1.68	1.317	1.6	1.548	1.577	1.628	1.14	0.979	1.054	1.149	1.792	NA
1940	NA	1.793	1.944	1.502	2.029	NA	1.844	2.35	1.805	2.085	1.706	1.722	1.661	2.032	1.21	1.021	1.012	1.307	1.874	NA
1941	NA	1.291	1.08	1.124	1.422	NA	1.217	1.583	1.33	1.649	1.124	0.876	1.077	1.318	0.912	0.846	0.525	1.288	1.761	NA
1942	1.155	1.204	0.91	1.354	1.511	NA	1.53	1.728	1.706	1.842	1.132	1.114	0.955	1.8	1.076	1.059	0.828	1.014	1.632	NA
1943	0.946	1.131	0.656	1.016	1.36	NA	1.491	1.357	1.551	1.331	1.171	1.39	1.044	1.294	1.008	0.967	0.848	1.116	1.284	NA
1944	1.051	1.499	1.45	1.615	1.792	NA	1.931	2.119	2.078	1.799	1.255	1.893	1.113	1.6	1.272	1.312	1.212	1.45	1.864	NA
1945	0.987	1.229	1.479	1.167	2.058	NA	1.713	1.897	1.888	2.089	1.598	1.456	0.952	1.553	1.17	1.157	1.215	1.246	1.69	NA
1946	0.779	1.268	1.108	1.412	1.668	NA	1.928	2.112	2.058	1.978	1.342	1.418	1.288	1.672	1.009	1.434	1.219	1.224	1.62	NA
1947	0.521	0.697	0.56	0.87	0.972	NA	1.235	1.345	1.478	0.722	0.918	0.831	0.556	0.948	0.899	1.004	0.627	0.908	1.034	NA
1948	0.766	1.077	0.776	0.918	1.241	NA	1.771	1.396	1.884	1.104	0.817	1.019	0.822	1.104	1.049	1.097	0.914	1.298	1.498	NA
1949	0.316	0.681	0.598	0.411	1.18	NA	1.06	1.063	1.441	0.844	0.414	0.758	0.248	0.61	0.712	0.723	0.483	1.076	1.09	NA
1950	1.314	1.089	0.852	0.888	1.536	NA	1.529	1.735	1.994	1.498	0.89	1.324	0.633	1.348	1.323	1.062	1.209	1.409	1.869	NA
1951	0.712	0.768	0.469	0.484	0.982	NA	0.942	0.907	1.128	0.972	0.787	0.774	0.39	0.826	0.626	0.713	0.748	0.866	1.01	NA
1952	0.417	0.587	0.531	0.657	1.084	NA	0.957	0.659	1.491	0.964	0.803	0.856	0.37	0.66	0.739	0.616	0.523	0.952	1.142	NA
1953	0.418	0.772	0.98	1.007	1.05	NA	1.03	1.026	1.376	1.024	0.59	0.87	0.47	1.178	0.758	0.82	0.498	1.052	0.993	NA
1954	0.497	0.476	0.843	0.635	0.899	NA	1.141	0.825	1.311	0.98	0.58	0.504	0.323	0.97	0.662	0.722	0.606	0.778	1.032	NA
1955	0.338	0.278	0.636	0.54	0.824	NA	0.586	0.608	0.87	0.726	0.311	0.336	0.226	0.632	0.265	0.485	0.437	0.494	0.796	NA
1956	0.391	0.536	0.73	0.435	0.932	NA	0.778	0.661	1.245	0.954	0.311	0.334	0.301	0.696	0.602	0.546	0.749	0.507	0.676	NA
1957	1.024	0.888	0.986	0.794	1.134	NA	1.349	1.061	1.925	1.476	0.642	0.693	0.633	1.208	1.104	0.738	0.871	1.089	1.258	NA
1958	1.221	0.936	0.877	0.666	0.891	NA	1.101	1.031	1.57	0.922	0.691	0.548	0.478	0.87	0.676	0.868	0.812	1.164	1.28	NA
1959	1.023	0.714	0.724	0.632	0.826	NA	0.676	0.873	1.188	0.735	0.356	0.406	0.551	0.736	0.517	0.57	0.604	0.811	0.864	NA
1960	1.112	1.397	1.336	0.707	1.331	NA	1.047	1.234	1.69	1.13	0.61	0.702	0.822	1.21	1.108	0.714	0.91	1.449	1.428	NA
1961	1.46	1.787	1.654	0.879	1.514	NA	1.063	1.297	1.627	1.716	0.712	0.922	0.705	1.294	0.828	0.774	1.05	1.242	1.458	NA
1962	1.388	1.11	1.408	0.949	1.364	NA	0.937	1.1	1.348	1.568	0.709	0.78	0.45	1.001	0.818	0.736	0.939	1.33	1.323	NA
1963	0.866	0.944	1.414	0.598	1.088	NA	0.753	1.384	1.571	1.098	0.388	0.398	0.458	0.796	0.69	0.872	0.644	0.969	1.292	NA
1964	1.185	0.436	0.92	0.569	0.734	NA	0.889	0.759	1.554	0.765	0.665	0.476	0.545	0.599	0.546	0.74	0.684	0.864	0.78	NA
1965	0.407	0.381	0.434	0.223	0.714	NA	0.222	0.758	1.17	0.706	0.296	0.16	0.214	0.286	0.216	0.346	0.487	0.492	0.917	NA
1966	0.376	0.349	0.366	0.301	0.732	NA	0.27	0.983	0.66	0.609	0.375	0.239	0.32	0.236	0.128	0.262	0.453	0.476	0.809	NA
1967	0.278	0.333	0.302	0.229	0.318	NA	0.198	0.46	0.514	0.576	0.166	0.099	0.322	0.243	0.131	0.375	0.184	0.325	0.31	NA
1968	0.025	0.048	0.07	0.103	0.077	NA	0.103	0.11	0.072	0.156	0.048	0.02	0.028	0.07	0.044	0.081	0.059	0	0.089	NA
1969	0.371	0.428	0.286	0.34	0.509	NA	0.469	0.75	0.542	0.403	0.152	0.149	0.166	0.322	0.146	0.193	0.296	0.174	0.424	NA
1970	0.478	0.159	0.322	0.356	0.354	NA	0.246	0.404	0.268	0.294	0.136	0.174	0.222	0.132	0.119	0.263	0.218	0.164	0.264	0.128
1971	0.473	0.349	0.545	0.637	0.772	NA	0.435	0.568	0.845	0.825	0.362	0.236	0.309	0.177	0.201	0.428	0.429	0.115	0.31	0.256
1972	0.667	0.572	0.86	0.704	1.075	1.249	0.944	0.818	1.638	1.525	0.383	0.14	0.345	0.363	0.356	0.543	0.83	0.102	0.454	0.246
1973	0.439	0.333	0.66	0.663	0.652	0.338	0.562	0.674	0.704	1.155	0.245	0.197	0.226	0.142	0.1	0.55	0.607	0.122	0.528	0.266
1974	0.417	0.426	0.778	0.737	0.709	0.53	0.762	0.842	0.815	1.066	0.462	0.181	0.326	0.292	0.21	0.528	0.576	0.102	0.626	0.271
