# Boyd - Interior Alaska Aspen Site SA1031 - PPTR - ITRDB AK178
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32073
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32073.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak178-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak178-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak178.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak178.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2020-12-16
#--------------------
# Title
#   Study_Name: Boyd - Interior Alaska Aspen Site SA1031 - PPTR - ITRDB AK178
#--------------------
# Investigators
#   Investigators: Boyd, M.; Berner, L.T.; Foster, A.; Goetz, S.; Rogers, B.; Walker, X.; Mack, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: This data file contains raw ring-width chronologies of individual trees that died (dying) and survived (living) an insect oubreak of Phyllocnistis populiella (outbreak period: 1997-2013) in Interior Alaska.  Living trees have ring-width measurements up to 2015 and the tree names are preceded by TA whereas dying tree ring-width measurements end in 1997-2013 and the tree names are preceded by TM. NOAA Template Raw Measurements file added 2021-02-22
#--------------------
# Publication
#   Authors: Melissa A. Boyd, Logan T. Berner, Adrianna C. Foster, Scott J. Goetz, Brendan M. Rogers, Xanthe J. Walker, Michelle C. Mack
#   Journal_Name: Ecosphere
#   Published_Title: Historic declines in growth portend trembling aspen death during a contemporary leaf miner outbreak in Alaska
#   Published_Date_or_Year: 2021
#   Volume: 12
#   Pages: 
#   Issue: 6
#   Report_Number: 
#   DOI: 10.1002/ecs2.3569
#   Full_Citation: None
#   Abstract: Climate change-driven droughts and insect outbreaks are becoming more frequent and widespread, increasing forest vulnerability to mortality. By addressing the impacts of climate and insects on tree growth preceding death, we can better understand tree mortality risk under a changing climate. Here, we used tree stature and interannual growth (basal area increment; BAI) to assess processes leading to trembling aspen (Populus tremuloides) survival or mortality during an unprecedented leaf miner (Phyllocnistis populiella) outbreak in boreal North America. We identified eight sites (22 plots) in the longest running forest monitoring network in Alaska, spanning ~350 km of latitude, that experienced >=0.25 Mg ha-1 yr-1 aspen mortality during the outbreak. We compared the size and canopy position, growth patterns, and sensitivity to climate and leaf mining of aspen that survived (living; n = 84) vs. died (dying; n = 76) and linked the normalized difference vegetation index (NDVI) to plot-level aspen growth and stand biomass recruitment, growth, and mortality. Dying aspen were in the subcanopy, smaller in diameter, and after a drought in 1957 had lower growth than living aspen until death. Before the outbreak, growth of all trees was positively influenced by moisture and negatively by temperature, but only living trees maintained this climate response during the outbreak. Leaf mining reduced growth of both groups, exerting at least a twofold greater impact than climate. The NDVI captured plot-level tree growth and stand biomass growth and mortality, yet it was nearly two times more strongly associated with living than dying tree growth and 12 times more strongly associated with biomass growth than mortality. These differences suggest that NDVI may inadequately detect insect-driven dieback and dispersed mortality of aspen across the boreal biome. Our findings reveal that a historic drought triggered a multi-decadal growth decline that predisposed aspen to mortality during the leaf miner outbreak and that while aspen growth is influenced by moisture and temperature, it is more strongly affected by P. populiella. We conclude that as the climate warms and insect outbreaks increase in frequency and magnitude at high latitudes, we should expect to see persistent and greater declines in aspen growth and increases in mortality.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: DEB-1636476
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture Forest Service
#   Grant: RJVA-PNW-01-JV-11261952-231
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US NASA
#   Grant: NNX17AE44G
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Strategic Environmental Research and Development Program
#   Grant: RC18-C2-1183
#--------------------
# Site_Information
#   Site_Name: Interior Alaska Aspen Site SA1031
#   Location: Alaska
#   Northernmost_Latitude: 62.04164
#   Southernmost_Latitude: 62.04164
#   Easternmost_Longitude: -145.42125
#   Westernmost_Longitude: -145.42125
#   Elevation_m: 116
#--------------------
# Data_Collection
#   Collection_Name: AK178
#   First_Year: 1913
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Populus tremuloides Michx.
#   Common_Name: quaking aspen
#   Tree_Species_Code: PPTR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TA991_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA991; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA691_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA691; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA391_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA391; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA591_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA591; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA1091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA1091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA791_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA791; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA491_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA491; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA891_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA891; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM1291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM1291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM691_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM691; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM391_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM391; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM491_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM491; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM791_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM791; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM891_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM891; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM991_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM991; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM1091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM1091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TA991_raw	TA691_raw	TA391_raw	TA291_raw	TA591_raw	TA1091_raw	TA791_raw	TA191_raw	TA491_raw	TA891_raw	TM1291_raw	TM191_raw	TM691_raw	TM391_raw	TM491_raw	TM791_raw	TM891_raw	TM991_raw	TM1091_raw	TM291_raw
1975	0.355	0.317	0.678	0.625	0.696	0.742	0.357	0.53	0.908	1.104	0.242	0.186	0.219	0.238	0.204	0.31	0.46	0.146	0.506	0.214
1976	0.591	0.413	0.654	0.57	0.804	0.542	0.587	0.631	1.058	0.962	0.36	0.16	0.19	0.314	0.302	0.428	0.526	0.241	0.486	0.262
1977	0.476	0.254	0.552	0.484	0.68	0.497	0.412	0.435	0.809	0.764	0.193	0.153	0.156	0.235	0.14	0.388	0.442	0.206	0.336	0.23
1978	0.845	0.333	0.596	0.507	0.578	0.695	0.285	0.674	0.81	0.65	0.212	0.216	0.16	0.128	0.216	0.312	0.4	0.302	0.43	0.158
1979	0.831	0.317	0.79	0.445	0.936	1.249	0.5	0.603	1.416	0.902	0.228	0.124	0.094	0.319	0.272	0.454	0.418	0.184	0.444	0.216
1980	0.824	0.81	0.738	0.508	0.602	1.168	0.71	0.833	1.249	0.754	0.346	0.268	0.174	0.481	0.295	0.422	0.554	0.356	0.87	0.19
1981	0.917	0.855	1.166	0.608	0.977	1.392	0.975	0.938	1.92	0.883	0.586	0.332	0.238	0.562	0.424	0.62	0.877	0.432	0.964	0.351
1982	0.889	0.973	0.87	0.791	1.126	1.432	0.809	0.842	1.984	0.832	0.696	0.253	0.191	0.752	0.424	0.498	0.79	0.67	1.108	0.274
1983	0.669	0.618	0.686	0.443	0.732	0.812	0.537	0.368	1.429	0.629	0.403	0.202	0.101	0.516	0.252	0.448	0.558	0.433	0.586	0.386
1984	1.057	1.212	0.878	0.712	1.181	1.337	0.922	0.912	2.335	1.212	0.855	0.374	0.213	0.68	0.632	0.436	0.932	0.668	1.044	0.347
1985	0.797	0.857	0.917	0.692	0.952	1.19	0.915	0.709	1.97	1.04	0.501	0.214	0.185	0.916	0.364	0.506	0.772	0.663	1.002	0.276
1986	1.173	1.299	0.994	0.758	1.178	1.506	1.398	0.972	2.582	1.283	0.896	0.315	0.192	0.758	0.651	0.472	0.784	0.873	1.032	0.419
1987	0.416	0.491	0.608	0.24	0.558	0.72	0.561	0.397	1.055	0.622	0.162	0.078	0.15	0.367	0.162	0.286	0.336	0.393	0.765	0.213
1988	0.907	0.967	0.806	0.48	0.724	0.927	0.649	0.594	1.471	0.766	0.361	0.184	0.172	0.456	0.306	0.296	0.483	0.534	0.674	0.147
1989	0.665	1.519	0.849	0.183	0.792	0.958	0.428	0.802	1.854	0.82	0.488	0.228	0.12	0.327	0.26	0.232	0.522	0.41	0.797	0.282
1990	0.355	0.87	0.404	0.048	0.471	0.634	0.365	0.371	1.452	0.436	0.176	0.052	0.062	0.206	0.146	0.198	0.295	0.204	0.366	0.099
1991	0.219	1.079	0.304	0.063	0.685	0.989	0.546	0.537	2.219	0.609	0.15	0.032	0.057	0.133	0.06	0.178	0.532	0.11	0.575	0.068
1992	0.079	0.412	0.211	0.103	0.237	0.289	0.158	0.23	0.705	0.327	0.083	0.042	0.052	0.094	0.068	0.183	0.096	0.092	0.202	0.071
1993	0.22	0.745	0.234	0.199	0.698	0.454	0.561	0.32	2.068	0.666	0.218	0.07	0.058	0.074	0.09	0.168	0.218	0.05	0.354	0.042
1994	0.2	0.825	0.204	0.293	0.649	0.8	0.617	0.328	1.31	0.67	0.18	0.078	0.05	0.226	0.104	0.244	0.283	0.138	0.32	0.107
1995	0.373	0.665	0.401	0.166	0.805	0.935	0.838	0.63	1.138	0.67	0.294	0.03	0.068	0.122	0.098	0.349	0.27	0.132	0.472	0.104
1996	0.661	0.769	0.361	0.294	0.775	0.909	1.026	0.63	1.188	0.799	0.53	0.069	0.075	0.235	0.184	0.292	0.59	0.138	0.546	0.089
1997	0.44	0.69	0.364	0.325	0.67	0.617	0.608	0.53	0.89	0.577	0.222	0.164	0.055	0.21	0.146	0.316	0.252	0.233	0.469	0.114
1998	0.412	0.667	0.416	0.23	0.649	0.622	0.48	0.412	1.014	0.435	0.244	0.194	0.082	0.169	0.181	0.222	0.24	0.254	0.572	0.105
1999	0.61	1.032	0.574	0.42	0.774	0.993	0.797	0.996	1.575	0.849	0.257	0.229	0.074	0.274	0.29	0.346	0.45	0.384	0.582	0.238
2000	0.895	1.143	0.992	0.476	0.966	1.132	0.873	0.768	1.966	1.146	0.264	0.106	0.061	0.38	0.268	0.3	0.591	0.366	0.689	0.295
2001	1.14	1.451	0.953	0.5	1.208	1.16	1.152	0.923	2.308	1.298	0.352	0.154	NA	0.459	0.106	0.276	0.592	0.522	0.916	0.211
2002	0.789	1.128	0.666	0.198	1.142	1.137	1.088	0.812	1.784	0.694	0.306	0.174	NA	0.35	0.154	0.285	0.438	0.462	0.76	0.129
2003	0.629	1.027	0.689	0.143	0.864	0.714	0.836	0.605	1.451	0.774	0.088	NA	NA	0.284	0.133	0.304	0.446	0.42	0.49	0.152
2004	0.388	0.581	0.3	0.175	0.501	0.709	0.532	0.302	0.808	0.542	0.089	NA	NA	0.138	0.058	0.268	0.24	0.306	0.35	0.13
2005	0.129	0.214	0.04	0.048	0.236	0.504	0.141	0.04	0.106	0.083	0.066	NA	NA	NA	0.062	NA	0.076	0.08	0.028	0.035
2006	0.313	0.29	0.092	0.142	0.37	1.188	0.494	0.194	0.712	0.286	NA	NA	NA	NA	0.064	NA	0.075	0.052	0.059	0.032
2007	0.312	0.233	0.096	0.143	0.353	0.443	0.315	0.255	0.946	0.344	NA	NA	NA	NA	NA	NA	0.074	0.06	0.064	0.055
2008	0.271	0.559	0.086	0.159	0.362	0.325	0.219	0.373	0.564	0.263	NA	NA	NA	NA	NA	NA	NA	0.062	NA	0.069
2009	0.457	0.499	0.081	0.088	0.6	0.504	0.631	0.622	1.084	0.562	NA	NA	NA	NA	NA	NA	NA	0.052	NA	0.075
2010	0.412	0.748	0.154	0.317	0.511	0.699	0.553	0.378	0.557	0.282	NA	NA	NA	NA	NA	NA	NA	0.077	NA	0.123
2011	0.488	0.631	0.234	0.214	0.57	0.896	0.627	0.343	0.745	0.33	NA	NA	NA	NA	NA	NA	NA	0.071	NA	0.139
2012	0.339	0.816	0.169	0.142	0.467	0.643	0.291	0.13	0.582	0.339	NA	NA	NA	NA	NA	NA	NA	0.065	NA	0.066
2013	0.495	0.687	0.234	0.103	0.832	0.904	0.651	0.466	1.418	0.559	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.087
2014	0.251	0.806	0.162	0.095	0.51	0.894	0.361	0.253	0.591	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	0.361	0.114	0.119	0.678	0.934	0.299	0.382	0.906	0.404	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
