# Larson - Kelly - QUMA - ITRDB WI050
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33952
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33952.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi050-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi050-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi050.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi050.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Kelly - QUMA - ITRDB WI050
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kelly
#   Location: Wisconsin
#   Northernmost_Latitude: 43.825
#   Southernmost_Latitude: 43.825
#   Easternmost_Longitude: -90.83
#   Westernmost_Longitude: -90.83
#   Elevation_m: 380
#--------------------
# Data_Collection
#   Collection_Name: WI050
#   First_Year: 1767
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RSK001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RSK010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RSK010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RSK001A_raw	RSK001B_raw	RSK002A_raw	RSK002B_raw	RSK003A_raw	RSK003B_raw	RSK004A_raw	RSK005A_raw	RSK005B_raw	RSK006A_raw	RSK007A_raw	RSK007B_raw	RSK008A_raw	RSK008B_raw	RSK009A_raw	RSK009B_raw	RSK010A_raw	RSK010B_raw
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.127	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.336	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.926	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.117	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.122	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.735	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.333	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.164	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.995	1.08	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.72	1.249	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.964	1.757	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.646	1.291	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.085	1.164	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.228	1.525	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.271	1.461	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.741	1.461	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.789	1.672	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.451	1.63	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	1.291	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	1.249	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.652	0.931	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.228	0.847	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.905	1.037	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.693	0.91	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	1.132	NA	1.567	0.783	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	1.206	0.741	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	0.748	NA	0.931	0.741	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	0.733	NA	1.228	0.868	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	0.644	NA	0.91	0.613	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	0.347	NA	1.08	0.699	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	0.86	0.677	NA	0.995	0.571	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	1.12	0.446	NA	1.058	0.762	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	0.774	0.671	NA	0.847	0.593	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	0.889	0.864	NA	0.889	0.783	NA	NA	NA	NA	NA	1.016
1802	NA	NA	NA	NA	NA	NA	NA	2.138	1.693	NA	1.016	0.868	NA	NA	NA	NA	NA	0.847
1803	NA	NA	NA	NA	NA	NA	NA	1.037	1.143	NA	1.291	1.037	NA	NA	NA	NA	NA	0.571
1804	NA	NA	NA	NA	NA	NA	NA	0.995	1.101	NA	1.651	0.868	NA	NA	NA	NA	NA	0.318
1805	NA	NA	NA	NA	NA	NA	NA	1.418	0.741	NA	1.65	0.931	NA	NA	NA	NA	NA	0.296
1806	NA	NA	NA	NA	NA	NA	NA	0.889	0.677	NA	1.376	0.805	NA	NA	NA	NA	NA	0.254
1807	NA	NA	NA	NA	NA	NA	NA	0.762	1.038	NA	1.46	1.059	NA	NA	NA	NA	NA	0.233
1808	NA	NA	NA	NA	NA	NA	NA	0.656	1.101	NA	1.227	0.762	NA	NA	NA	NA	NA	0.254
1809	NA	NA	NA	NA	NA	NA	NA	0.656	0.953	NA	1.27	0.762	NA	NA	NA	NA	NA	0.233
1810	NA	NA	NA	NA	NA	NA	NA	0.656	0.805	NA	1.799	0.953	NA	NA	NA	NA	NA	0.233
1811	NA	NA	NA	NA	NA	NA	NA	0.635	0.868	NA	1.82	0.974	NA	NA	NA	NA	NA	0.212
1812	NA	NA	NA	NA	NA	NA	NA	0.698	0.847	NA	1.418	0.973	NA	NA	NA	NA	NA	0.275
1813	NA	NA	NA	NA	NA	NA	NA	0.572	0.889	NA	0.825	0.741	NA	NA	NA	NA	NA	0.19
1814	NA	NA	NA	NA	NA	NA	NA	0.529	0.783	NA	1.037	0.91	NA	NA	NA	NA	NA	0.212
1815	NA	NA	NA	NA	NA	NA	NA	0.593	0.826	NA	0.974	0.742	NA	NA	NA	NA	NA	0.212
1816	NA	NA	NA	NA	NA	NA	NA	0.529	0.931	NA	0.804	0.677	NA	NA	NA	NA	NA	0.318
1817	NA	NA	NA	NA	NA	NA	NA	0.699	0.804	NA	0.847	0.953	NA	NA	NA	NA	NA	0.36
1818	NA	NA	NA	NA	NA	NA	NA	0.677	0.826	NA	0.847	0.697	NA	NA	NA	NA	NA	0.296
1819	NA	NA	NA	NA	NA	NA	NA	0.72	0.762	NA	0.762	0.636	NA	NA	NA	NA	NA	0.424
1820	NA	NA	NA	NA	NA	NA	NA	0.634	0.656	NA	0.783	0.508	NA	NA	NA	NA	NA	0.359
1821	NA	NA	NA	NA	NA	NA	NA	0.55	0.868	NA	0.783	0.656	NA	NA	NA	NA	NA	0.36
1822	NA	NA	NA	NA	NA	NA	NA	0.784	0.508	NA	0.91	0.698	NA	NA	NA	NA	NA	0.402
1823	NA	NA	NA	NA	NA	NA	NA	0.634	0.698	NA	0.761	0.593	NA	NA	NA	NA	NA	0.487
1824	NA	NA	NA	NA	NA	NA	NA	0.657	0.55	NA	0.572	0.571	NA	NA	NA	NA	NA	0.635
1825	NA	NA	NA	NA	NA	NA	NA	0.614	0.635	NA	0.635	0.656	NA	NA	NA	NA	NA	0.763
1826	NA	NA	NA	NA	NA	NA	NA	0.635	0.783	NA	0.741	0.741	NA	NA	NA	NA	NA	0.528
1827	NA	NA	NA	NA	NA	NA	NA	0.762	0.698	NA	0.699	0.74	NA	NA	NA	NA	NA	0.637
1828	NA	NA	NA	NA	NA	NA	NA	0.72	0.593	NA	0.804	0.551	NA	NA	NA	NA	NA	0.4
1829	NA	NA	NA	NA	NA	NA	NA	0.572	0.614	NA	0.571	0.508	NA	NA	NA	NA	NA	0.36
1830	NA	NA	NA	NA	NA	NA	NA	0.762	0.741	NA	0.72	0.656	NA	NA	NA	NA	NA	0.487
1831	NA	NA	NA	NA	NA	NA	NA	0.762	0.804	NA	0.719	0.91	NA	NA	NA	NA	NA	0.36
1832	NA	NA	NA	NA	NA	NA	NA	0.868	1.396	NA	0.699	0.825	NA	NA	NA	NA	NA	0.487
1833	NA	NA	NA	NA	NA	NA	NA	0.614	0.784	NA	0.697	0.699	NA	NA	NA	NA	NA	0.529
1834	NA	NA	NA	NA	NA	NA	NA	0.847	0.847	NA	0.741	0.656	NA	NA	NA	NA	NA	0.466
