# Maxwell - Fox Ridge State Park - ACSH - ITRDB IL030
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34636
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34636.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il030-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; il030-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il030.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/il030.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Fox Ridge State Park - ACSH - ITRDB IL030
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X); Therrell, M.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sugar Maple and White Oak comparisons 1901-2016 (analyses period) 1700-2016 (oldest crn) NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Tsun Fung Au, Justin T. Maxwell, Kimberly A. Novick, Scott M. Robeson, Scott M. Warner, Benjamin R. Lockwood, Richard P. Phillips, Grant L. Harley, Frank W. Telewski, Matthew D. Therrell, Neil Pederson
#   Journal_Name: Ecography
#   Published_Title: Demographic shifts in eastern US forests increase the impact of late-season drought on forest growth
#   Published_Date_or_Year: 2020
#   Volume: 43
#   Pages: 1475-1486
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1111/ecog.05055
#   Full_Citation: None
#   Abstract: While forest communities are changing as a result of global environmental change, the impacts of tree species shifts on ecosystem services such as carbon storage are poorly quantified. In many parts of the eastern United States (US), more xeric-adapted oak-hickory dominated stands are being replaced with mesic beech-maple assemblages. To examine the possible impacts of this ongoing change in forest composition, we investigated how two wide-ranging and co-occurring eastern US species - Acer saccharum (sugar maple) and Quercus alba (white oak) - respond to interannual climate variability. Using 781 tree cores from 418 individual trees at 18 locations, we found late-growing season drought reduced A. saccharum growth more than that of Q. alba. A gradient in the growth reduction across latitude was also found in A. saccharum, where southern populations of A. saccharum experienced greater reductions in growth during drought. Drought had a legacy effect on growth for both species, with drought occurring later in the growing season having a larger legacy effect. Consequently, as forests shift from oak to maple dominance, drought in the later part of the growing season is likely to become an increasingly important control on forest productivity. Thus, our findings suggest that co-occurring species are responding to environmental conditions during different times in the growing season and, therefore, the timing of drought conditions will play an important role in forest productivity and carbon sequestration as forest species composition changes. These findings are particularly important because the projected increases in potential evapotranspiration, combined with possible changes in the seasonality of precipitation could have a substantial impact on how tree growth responds to future climatic change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Fox Ridge State Park
#   Location: Illinois
#   Northernmost_Latitude: 39.3956
#   Southernmost_Latitude: 39.3956
#   Easternmost_Longitude: -88.16
#   Westernmost_Longitude: -88.16
#   Elevation_m: 215
#--------------------
# Data_Collection
#   Collection_Name: IL030
#   First_Year: 1845
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FRS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FRS01A_raw	FRS01B_raw	FRS03A_raw	FRS03B_raw	FRS04A_raw	FRS04B_raw	FRS05A_raw	FRS05B_raw	FRS06A_raw	FRS06B_raw	FRS07A_raw	FRS07B_raw	FRS08A_raw	FRS08B_raw	FRS09B_raw
1845	NA	NA	NA	1.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	1.128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	1.21	1.038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	0.534	0.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	1.022	1.115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	0.708	0.646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	1.246	1.474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	0.758	0.824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	0.6	0.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	0.55	0.392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	1.118	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	0.815	0.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	1.463	1.264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	1.314	1.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	2.336	1.808	NA	NA	NA	NA	NA	NA	NA	NA	1.096	0.938	NA
1860	NA	NA	2.05	1.686	NA	NA	NA	NA	NA	NA	NA	NA	1.238	1.691	NA
1861	NA	NA	1.86	1.43	NA	NA	NA	NA	NA	NA	NA	NA	0.886	1.394	NA
1862	NA	NA	2.048	1.336	NA	NA	NA	NA	NA	NA	NA	NA	1.676	1.234	NA
1863	NA	NA	1.894	1.003	NA	NA	NA	NA	NA	NA	NA	NA	0.886	0.902	NA
1864	NA	NA	1.567	0.531	NA	NA	NA	NA	NA	NA	NA	NA	1.018	0.798	NA
1865	NA	NA	2.931	1.372	NA	NA	NA	NA	NA	NA	NA	NA	0.419	0.546	NA
1866	NA	NA	1.927	1.113	NA	NA	NA	NA	NA	NA	NA	NA	0.843	0.975	NA
1867	NA	NA	1.27	0.648	NA	NA	NA	NA	NA	NA	NA	NA	0.915	0.592	NA
1868	NA	NA	1.44	1.423	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.196	NA
1869	NA	NA	2.623	1.92	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.276	NA
1870	NA	NA	1.307	0.677	NA	NA	NA	NA	NA	NA	NA	NA	0.656	0.338	NA
1871	NA	NA	0.437	0.426	NA	NA	NA	NA	NA	NA	NA	NA	0.446	0.174	NA
1872	NA	NA	1.093	1.006	NA	NA	NA	NA	NA	NA	NA	NA	0.359	0.297	NA
1873	NA	NA	0.438	0.723	NA	NA	NA	NA	NA	NA	NA	NA	0.615	0.285	NA
1874	NA	0.649	0.424	0.301	NA	NA	NA	NA	NA	NA	NA	NA	0.392	0.626	NA
1875	0.462	0.723	1.119	1.525	NA	NA	NA	NA	NA	NA	NA	NA	0.557	1.019	NA
1876	1.058	0.681	1.296	1.24	NA	NA	NA	NA	NA	NA	NA	NA	1.026	0.888	NA
1877	0.758	0.723	1.457	1.348	NA	NA	NA	NA	NA	NA	NA	NA	0.883	1.008	NA
1878	0.931	0.872	1.559	1.561	NA	NA	NA	NA	NA	NA	NA	NA	0.725	0.754	NA
1879	1.075	0.596	1.004	1.059	NA	NA	NA	NA	NA	NA	NA	NA	0.789	0.44	NA
1880	0.256	0.249	1.424	1.581	NA	NA	NA	NA	NA	NA	NA	NA	0.975	1.054	NA
1881	1.323	0.272	0.873	0.933	NA	NA	NA	NA	NA	NA	NA	NA	0.605	0.849	NA
1882	1.249	0.88	1.29	1.257	NA	NA	NA	NA	NA	NA	NA	NA	0.993	1.251	NA
1883	0.541	0.315	1.1	1.348	NA	NA	NA	NA	NA	NA	NA	NA	1.193	1.364	NA
1884	0.4	0.748	1.53	1.187	NA	NA	NA	NA	NA	NA	NA	NA	0.651	1.02	NA
1885	0.463	0.66	1.34	1.24	NA	NA	NA	NA	NA	NA	NA	NA	0.831	1.356	NA
1886	0.72	0.333	0.824	0.703	NA	NA	NA	NA	NA	NA	NA	NA	0.889	1.209	NA
1887	0.438	0.268	0.801	0.427	NA	NA	NA	NA	NA	NA	NA	NA	0.422	0.571	NA
1888	0.497	0.605	1.252	1.243	NA	NA	NA	NA	NA	NA	NA	NA	1.306	1.179	NA
1889	0.584	0.46	1.329	1.146	NA	NA	NA	NA	NA	NA	NA	NA	2.047	2.996	NA
1890	0.69	0.602	1.358	1.279	NA	NA	NA	NA	NA	NA	NA	NA	1.531	2.219	NA
1891	0.225	0.593	1.631	1.39	NA	NA	NA	NA	NA	NA	NA	NA	1.437	1.634	NA
1892	0.362	0.392	1.694	1.424	NA	NA	NA	NA	NA	NA	1.078	2.099	2.722	2.381	NA
1893	0.509	0.292	1.418	0.983	NA	NA	NA	NA	NA	NA	1.348	1.767	1.716	1.204	NA
1894	0.663	0.452	1.417	1.174	NA	0.582	NA	NA	0.864	NA	0.837	1.228	2.317	1.661	NA
1895	0.291	0.665	0.745	0.785	NA	1.418	NA	NA	0.299	NA	0.75	1.236	2.396	1.549	NA
1896	0.369	0.716	1.466	2.022	NA	1.259	NA	NA	0.325	NA	1.025	0.45	3.095	3.13	NA
1897	0.412	0.38	1.304	1.027	NA	2.547	NA	NA	0.43	NA	1.647	0.514	1.04	0.87	NA
1898	0.285	0.225	2.54	2.656	NA	2.24	NA	NA	0.667	NA	1.544	0.315	1.746	2.305	NA
1899	0.94	1.019	3.274	3.258	NA	3.213	NA	NA	0.375	NA	1.815	0.384	2.822	2.536	NA
1900	1.346	0.904	4.394	3.6	NA	2.063	NA	NA	0.894	NA	1.969	0.575	2.679	2.813	NA
1901	2.066	1.79	2.71	2.452	NA	1.778	NA	NA	0.945	NA	2.513	1.199	1.739	2.107	NA
1902	0.765	0.309	3.39	3.303	NA	1.436	NA	NA	0.992	NA	1.841	1.881	2.588	3.609	NA
1903	1.73	1.288	3.335	3.4	NA	1.988	4.183	NA	1.135	NA	2.397	2.094	3.492	3.951	NA
1904	1.758	0.921	3.928	3.427	1.777	2.09	2.509	NA	1.032	NA	3.005	3.151	3.433	3.411	NA
1905	1.013	0.623	3.377	2.926	1.124	1.417	2.49	NA	0.632	NA	2.464	2.746	4.067	3.462	NA
1906	0.641	0.605	2.882	2.151	0.696	1.045	2.11	NA	0.488	NA	1.958	2.239	3.288	3.076	NA
1907	0.499	0.634	2.232	2.437	1.211	0.662	1.873	NA	0.789	NA	1.417	1.507	2.713	2.154	NA
1908	0.734	0.118	2.397	2.211	0.457	0.402	1.978	NA	0.436	NA	1.067	1.31	1.932	2.057	NA
1909	0.966	0.303	2.006	2.129	0.508	0.463	2.311	NA	0.985	NA	0.787	1.048	1.644	2.536	NA
1910	0.594	0.432	0.745	0.442	0.708	0.945	3.209	2.774	0.443	NA	0.892	1.108	1.169	3.02	NA
1911	0.581	0.331	0	0.159	0.958	1.612	1.333	1.199	0.253	NA	1.369	1.578	0.368	0.727	NA
1912	1.592	1.098	1.781	1.868	1.395	1.455	4.616	4.222	0.598	NA	3.427	2.678	2.445	4.627	NA
1913	0.483	0.251	0.52	0.505	0.385	0.458	1.734	1.117	0.56	NA	0.467	0.47	0.68	1.311	NA
1914	0.422	0.341	0.573	0.89	1.17	1.725	2.035	1.711	1.093	NA	0.954	1.012	0.645	0.684	NA
1915	2.479	1.713	2.28	2.339	3.579	5.848	6.743	7.425	0.899	NA	4.533	3.095	3.501	4.607	NA
1916	2.027	1.515	2.356	2.148	2.036	2.628	4.419	3.992	1.622	1.375	1.382	1.767	2.449	3.032	NA
1917	1.983	2.008	2.146	1.977	2.18	1.906	3.85	4.272	0.814	0.868	1.765	1.979	2.854	3.378	NA
