# Maxwell - Clear Fork Gorge - PIST - ITRDB OH008
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34664
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34664.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh008-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; oh008-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh008.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/oh008.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Clear Fork Gorge - PIST - ITRDB OH008
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Matheus, T.J.; Strange, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Density of tree-ring network influence on drought reconstruction NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Justin T. Maxwell, Grant L. Harley, Trevis J. Matheus, Brandon M. Strange, Kayla Van Aken, Tsun Fung Au, Joshua C. Bregy
#   Journal_Name: Climate of the Past
#   Published_Title: Sampling density and date along with species selection influence spatial representation of tree-ring reconstructions
#   Published_Date_or_Year: 2020
#   Volume: 16
#   Pages: 1901-1916
#   Issue: 5
#   Report_Number: 
#   DOI: 10.5194/cp-16-1901-2020
#   Full_Citation: None
#   Abstract: Our understanding of the natural variability of hydroclimate before the instrumental period (ca. 1900 CE in the United States) is largely dependent on tree-ring-based reconstructions. Large-scale soil moisture reconstructions from a network of tree-ring chronologies have greatly improved our understanding of the spatial and temporal variability in hydroclimate conditions, particularly extremes of both drought and pluvial (wet) events. However, certain regions within these large-scale network reconstructions in the US are modeled by few tree-ring chronologies. Further, many of the chronologies currently publicly available on the International Tree-Ring Data Bank (ITRDB) were collected in the 1980s and 1990s, and thus our understanding of the sensitivity of radial growth to soil moisture in the US is based on a period that experienced multiple extremely severe droughts and neglects the impacts of recent, rapid global change. In this study, we expanded the tree-ring network of the Ohio River valley in the US, a region with sparse coverage. We used a total of 72 chronologies across 15 species to examine how increasing the density of the tree-ring network influences the representation of reconstructing the Palmer Meteorological Drought Index (PMDI). Further, we tested how the sampling date and therefore the calibration period influenced the reconstruction models by creating reconstructions that ended in the year 1980 and compared them to reconstructions ending in 2010 from the same chronologies. We found that increasing the density of the tree-ring network resulted in reconstructed values that better matched the spatial variability of instrumentally recorded droughts and, to a lesser extent, pluvials. By extending the calibration period to 2010 compared to 1980, the sensitivity of tree rings to PMDI decreased in the southern portion of our region where severe drought conditions have been absent over recent decades. We emphasize the need of building a high-density tree-ring network to better represent the spatial variability of past droughts and pluvials. Further, chronologies on the ITRDB need updating regularly to better understand how the sensitivity of tree rings to climate may vary through time.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Clear Fork Gorge
#   Location: Ohio
#   Northernmost_Latitude: 40.605666
#   Southernmost_Latitude: 40.605666
#   Easternmost_Longitude: -82.283638
#   Westernmost_Longitude: -82.283638
#   Elevation_m: 373
#--------------------
# Data_Collection
#   Collection_Name: OH008
#   First_Year: 1854
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CFP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CFP10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CFP10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CFP01A_raw	CFP01B_raw	CFP03B_raw	CFP04A_raw	CFP04B_raw	CFP05A_raw	CFP05B_raw	CFP06A_raw	CFP06B_raw	CFP07A_raw	CFP07B_raw	CFP08A_raw	CFP08B_raw	CFP09A_raw	CFP09B_raw	CFP10A_raw	CFP10B_raw
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.992	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.337	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.326	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.537	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.858	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	3.182	NA	NA	NA	NA	3.262	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	3.176	NA	NA	NA	NA	3.401	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	2.817	NA	NA	NA	NA	3.567	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	2.008	NA	NA	NA	NA	2.736	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	2.839	NA	NA	NA	NA	2.963	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	2.23	NA	NA	NA	NA	3.109	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	2.851	NA	NA	NA	NA	3.444	NA	NA	NA	NA	NA	NA
1866	NA	NA	9.185	NA	NA	3.319	NA	NA	NA	NA	4.426	NA	NA	NA	NA	NA	NA
1867	NA	NA	6.797	NA	NA	2.288	NA	NA	NA	NA	4.195	NA	NA	NA	NA	NA	NA
1868	NA	NA	6.467	NA	NA	2.172	NA	NA	NA	NA	3.873	NA	NA	NA	NA	NA	NA
1869	NA	NA	9.366	NA	NA	2.317	NA	NA	NA	NA	6.621	NA	NA	NA	NA	NA	NA
1870	NA	NA	6.197	NA	NA	2.149	NA	NA	1.404	NA	3.251	NA	NA	NA	NA	NA	NA
1871	NA	NA	8.49	NA	NA	2.051	NA	NA	1.152	NA	3.627	NA	NA	NA	NA	NA	NA
1872	NA	NA	8.788	NA	NA	2.517	NA	NA	1.354	NA	3.104	NA	NA	NA	NA	NA	NA
1873	NA	NA	8.262	NA	NA	2.349	NA	NA	1.021	NA	3.464	NA	NA	NA	NA	NA	NA
1874	NA	NA	7.21	NA	NA	2.159	NA	NA	1.191	3.772	2.967	NA	NA	NA	NA	NA	NA
1875	NA	NA	4.99	NA	NA	2.744	NA	NA	1.657	3.196	3.202	NA	NA	NA	NA	NA	NA
1876	NA	NA	9.071	NA	NA	3.797	NA	3.517	1.852	2.264	3.959	NA	NA	NA	NA	NA	NA
1877	NA	NA	6.585	NA	NA	3.748	NA	5.172	3.238	3.809	4.184	NA	NA	NA	NA	NA	NA
1878	NA	NA	6.977	NA	NA	4.15	NA	6.522	6.352	5.318	4.962	NA	NA	NA	NA	NA	NA
1879	NA	NA	4.244	NA	NA	4.14	5.132	5.514	5.024	2.959	6.627	NA	NA	NA	NA	NA	NA
1880	NA	NA	6.37	NA	NA	3.997	4.12	7.076	7.592	1.721	8.622	NA	NA	NA	NA	NA	NA
1881	NA	NA	4.028	NA	NA	3.045	3.164	4.209	5.278	1.413	4.971	4.531	NA	NA	3.514	NA	NA
1882	NA	NA	4.373	NA	NA	3.097	3.48	5.099	4.785	1.634	5.827	5.673	NA	NA	6.177	NA	NA
1883	NA	NA	3.807	NA	NA	3.723	3.179	5.836	5.589	6.623	5.793	5.099	NA	NA	5.341	NA	NA
1884	NA	NA	3.71	NA	NA	3.469	2.889	5.857	4.009	4.09	4.836	4.658	NA	NA	4.944	NA	NA
1885	NA	NA	4.97	NA	NA	3.127	3.475	5.992	4.707	4.342	4.841	4.038	NA	NA	4.842	5.403	NA
1886	NA	NA	4.98	NA	NA	3.43	3.093	5.697	4.113	4.572	3.635	3.028	NA	NA	4.717	4.46	NA
1887	NA	NA	4.135	NA	NA	3.61	2.424	3.766	2.999	4.291	4.264	3.356	NA	NA	3.143	4.23	NA
1888	NA	NA	4.842	NA	NA	4.879	2.82	4.836	2.975	3.568	3.571	4.283	NA	NA	3.975	3.921	NA
1889	NA	NA	8.02	NA	NA	5.226	3.061	5.468	3.726	4.946	3.141	3.174	NA	NA	4.28	3.637	NA
1890	NA	NA	5.61	NA	NA	5.437	2.808	4.485	3.247	4.018	3.079	4.442	NA	NA	4.162	3.295	5.766
1891	NA	NA	5.341	NA	NA	4.345	2.691	6.3	3.912	5.665	4.807	3.739	NA	NA	6.591	4.026	5.951
1892	NA	NA	7.083	NA	NA	4.109	2.397	7.032	4.939	4.663	7.389	2.88	NA	NA	4.451	3.477	5.312
1893	NA	NA	4.233	NA	NA	2.615	2.009	4.886	3.026	3.18	4.786	2.206	NA	NA	2.31	2.577	3.594
1894	NA	NA	2.919	NA	NA	2.12	1.375	3.949	2.14	2.896	4.233	1.735	NA	NA	1.863	1.653	3.062
1895	NA	NA	3.572	NA	NA	2.069	1.515	3.424	2.061	1.717	3.685	2.674	NA	NA	1.034	1.358	3.158
1896	NA	NA	3.553	3.413	NA	2.713	2.019	5.523	2.729	2.418	4.392	2.436	NA	NA	2.479	2.427	4.134
1897	NA	NA	3.07	3.315	NA	2.633	1.627	4.327	2.685	1.82	3.28	2.406	NA	NA	3.347	2.085	5.599
1898	NA	NA	2.199	4.109	NA	3.498	1.741	5.01	3.399	2.279	2.969	2.044	NA	NA	2.934	4.635	3.944
1899	NA	NA	2.963	4.203	NA	4.596	2.164	3.776	2.848	1.879	3.164	1.572	NA	NA	2.395	3.996	2.422
1900	NA	NA	2.274	2.676	NA	5.046	1.595	3.133	2.844	1.482	2.907	0.225	NA	NA	1.226	3.805	2.34
1901	NA	NA	4.102	4.099	NA	7.043	1.899	4.046	3.022	1.644	3.15	1.722	NA	NA	1.501	5.743	2.565
1902	NA	NA	5.914	5.428	NA	7.332	1.909	4.343	3.419	1.662	2.357	1.19	NA	NA	1.383	5.696	2.732
1903	NA	NA	4.811	3.788	NA	4.559	2.065	3.472	2.906	1.518	2.524	1.215	NA	1.784	1.079	3.969	2.434
1904	NA	NA	1.172	2.436	NA	2.74	1.575	2.058	2.184	0.818	1.321	1.144	NA	0.958	1.057	1.13	1.863
1905	NA	NA	0.686	4.01	NA	2.865	2.607	2.749	2.674	1.035	1.633	1.357	NA	1.394	1.426	1.793	2.134
1906	NA	NA	0.726	4.213	NA	4.611	3.793	4.932	3.671	1.561	2.442	1.677	NA	2.02	2.604	2.23	2.119
1907	NA	NA	0.988	3.906	NA	3.291	2.805	3.325	2.597	1.313	2.31	1.279	NA	2.676	2.356	2.225	1.587
1908	NA	NA	1.457	3.878	NA	2.996	2.849	4.572	3.14	1.256	2.563	1.347	NA	2.139	1.828	2.518	1.913
1909	2.497	NA	1.217	4.166	NA	2.666	2.994	3.77	3.721	1.303	2.466	0.791	NA	3.055	1.544	3.145	1.325
1910	2.349	NA	1.118	2.468	NA	1.985	2.605	2.457	2.856	0.959	1.986	1.157	NA	1.894	1.214	2.317	1.158
1911	1.786	NA	0.681	1.364	NA	1.25	1.499	1.83	1.902	0.797	1.257	1.025	NA	1.05	0.821	1.653	0.923
1912	3.232	NA	1.474	2.438	NA	2.309	2.308	2.632	3.402	1.563	1.673	1.634	NA	2.182	1.378	2.194	1.263
1913	3.007	NA	1.393	3.359	NA	2.72	2.44	3.049	3.037	1.142	1.203	1.11	NA	1.716	1.06	2.547	2.208
1914	2.132	NA	1.152	2.71	NA	2.086	1.928	1.984	2.579	0.87	1.365	1.076	NA	0.949	1.161	1.701	1.768
1915	2.264	NA	1.789	2.995	NA	2.277	2.648	2.321	2.856	1.104	1.66	1.375	NA	1.443	1.43	3.55	2.466
1916	1.785	NA	1.343	2.886	NA	1.979	2.104	2.329	2.621	0.906	1.094	1.017	NA	1.682	1.245	3.004	1.88
1917	1.537	NA	0.995	1.962	NA	1.821	1.378	2.174	1.472	0.556	0.856	1.102	NA	1.739	0.858	2.496	1.381
1918	1.017	3.766	0.993	1.806	NA	1.794	1.499	2.028	1.621	0.509	0.71	1.102	NA	2.173	0.856	1.616	1.437
1919	1.973	2.571	0.787	2.693	NA	2.106	1.677	2.337	1.97	0.464	1.062	1.171	NA	2.422	0.973	1.428	1.855
