# Larson - Caswick - QUAL - ITRDB WI025
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33926
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33926.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi025-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi025-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi025.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi025.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Caswick - QUAL - ITRDB WI025
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Caswick
#   Location: Wisconsin
#   Northernmost_Latitude: 42.73
#   Southernmost_Latitude: 42.73
#   Easternmost_Longitude: -90.496
#   Westernmost_Longitude: -90.496
#   Elevation_m: 263
#--------------------
# Data_Collection
#   Collection_Name: WI025
#   First_Year: 1717
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CWK002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWK002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWK002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWK002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWK003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWK003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWK003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWK003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWK004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWK004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWK004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWK004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CWK002A_raw	CWK002B_raw	CWK003A_raw	CWK003B_raw	CWK004A_raw	CWK004B_raw
1717	NA	0.56	NA	NA	NA	NA
1718	NA	0.56	NA	NA	NA	NA
1719	NA	0.432	NA	NA	NA	NA
1720	NA	0.345	NA	NA	NA	NA
1721	NA	0.681	NA	NA	NA	NA
1722	NA	0.66	NA	NA	NA	NA
1723	NA	0.502	NA	NA	NA	NA
1724	NA	0.959	NA	NA	NA	NA
1725	NA	1.979	NA	NA	NA	NA
1726	NA	1.365	NA	NA	NA	NA
1727	NA	1.503	NA	NA	NA	NA
1728	NA	1.376	NA	NA	NA	NA
1729	NA	1.164	NA	NA	NA	NA
1730	1.203	1.08	NA	NA	NA	NA
1731	0.903	0.972	NA	NA	NA	NA
1732	1.548	1.461	NA	NA	NA	NA
1733	2.667	1.334	NA	NA	NA	NA
1734	2.308	1.799	NA	NA	NA	NA
1735	1.228	0.846	NA	NA	NA	NA
1736	1.058	0.698	NA	NA	NA	NA
1737	1.525	1.312	NA	NA	NA	NA
1738	2.794	1.63	NA	NA	NA	NA
1739	3.492	1.926	NA	NA	NA	NA
1740	4.109	1.545	NA	NA	NA	NA
1741	3.194	1.545	NA	NA	NA	NA
1742	2.37	1.334	NA	NA	NA	NA
1743	2.985	1.969	NA	NA	NA	NA
1744	3.937	2.667	NA	NA	NA	NA
1745	3.154	2.412	NA	NA	NA	NA
1746	1.841	1.652	NA	NA	NA	NA
1747	2.053	2.011	NA	NA	NA	NA
1748	1.757	1.481	NA	NA	NA	NA
1749	1.82	1.651	NA	NA	NA	NA
1750	2.053	1.292	NA	NA	NA	NA
1751	2.604	1.693	NA	NA	NA	NA
1752	1.354	0.761	NA	NA	NA	NA
1753	1.165	0.889	NA	NA	NA	NA
1754	2.076	1.312	NA	NA	NA	NA
1755	1.925	1.249	NA	NA	NA	NA
1756	1.99	1.207	NA	NA	NA	NA
1757	1.439	1.037	NA	NA	NA	NA
1758	2.349	1.588	NA	NA	NA	NA
1759	2.413	1.799	NA	NA	NA	NA
1760	1.823	1.546	NA	NA	NA	NA
1761	2.876	2.095	NA	NA	NA	NA
1762	2.52	2.413	NA	NA	NA	NA
1763	1.735	1.503	NA	NA	NA	NA
1764	2.032	1.631	NA	NA	NA	NA
1765	1.414	1.312	NA	NA	NA	NA
1766	2.607	1.799	NA	NA	NA	NA
1767	2.73	1.545	NA	NA	NA	NA
1768	2.053	1.673	NA	NA	NA	NA
1769	2.668	1.46	NA	NA	NA	NA
1770	1.397	1.079	NA	NA	NA	NA
1771	1.653	1.377	NA	NA	NA	NA
1772	0.993	0.973	NA	NA	NA	NA
1773	1.27	1.207	NA	NA	NA	NA
1774	1.334	1.227	NA	NA	NA	NA
1775	1.545	1.27	NA	NA	NA	NA
1776	1.185	1.121	NA	NA	NA	NA
1777	1.587	1.08	NA	NA	NA	NA
1778	1.503	1.122	NA	NA	NA	NA
1779	1.421	1.334	NA	NA	NA	NA
1780	1.478	1.015	NA	NA	NA	NA
1781	1.524	1.354	NA	NA	NA	NA
1782	1.548	1.207	NA	NA	NA	NA
1783	1.31	0.868	NA	NA	NA	NA
1784	1.333	1.186	NA	NA	NA	NA
1785	1.334	1.269	NA	NA	NA	NA
1786	1.186	0.91	NA	NA	NA	NA
1787	1.122	1.016	NA	NA	NA	NA
1788	1.397	1.376	NA	NA	NA	NA
1789	1.715	0.974	NA	NA	NA	NA
1790	1.863	1.079	NA	NA	NA	NA
1791	1.376	0.826	NA	NA	NA	NA
1792	1.609	1.037	NA	NA	NA	NA
1793	1.482	0.911	NA	NA	NA	NA
1794	0.847	0.656	NA	NA	NA	NA
1795	1.249	0.804	NA	NA	NA	NA
1796	1.164	0.868	NA	NA	NA	NA
1797	1.207	0.847	NA	NA	NA	NA
1798	1.079	0.91	NA	NA	NA	NA
1799	1.079	0.783	NA	NA	NA	NA
1800	0.742	0.572	NA	NA	NA	NA
1801	0.913	0.804	NA	NA	NA	NA
1802	1.33	0.762	NA	NA	NA	NA
1803	0.974	0.761	NA	NA	NA	NA
1804	1.185	0.974	NA	NA	NA	NA
1805	1.016	0.888	NA	NA	NA	NA
1806	1.143	1.017	NA	NA	NA	NA
1807	1.397	1.017	NA	NA	NA	NA
1808	0.974	0.719	NA	NA	NA	NA
1809	1.059	1.058	NA	NA	NA	NA
1810	1.439	1.27	NA	NA	NA	NA
1811	1.037	0.889	NA	NA	NA	NA
1812	1.059	0.91	NA	0.679	NA	NA
1813	0.719	0.635	NA	0.677	NA	NA
1814	0.973	0.889	NA	1.363	NA	NA
1815	1.016	0.911	NA	1.468	NA	NA
1816	0.995	0.825	NA	1.577	1.017	NA
1817	1.291	1.1	NA	2.201	1.333	NA
1818	1.122	0.825	NA	1.355	2.709	NA
1819	1.545	0.996	NA	1.673	4.339	NA
1820	0.952	0.635	NA	1.143	2.921	NA
1821	1.016	0.805	NA	1.164	3.175	NA
1822	1.058	0.761	NA	1.334	4.509	NA
1823	1.419	0.974	NA	2.709	2.095	NA
1824	1.101	0.762	NA	2.223	4.382	NA
1825	0.486	0.423	NA	3.09	4.043	NA
1826	0.508	0.402	NA	3.599	2.669	NA
1827	0.36	0.445	NA	3.662	3.47	8.785
1828	0.402	0.338	NA	1.693	2.392	3.62
1829	0.425	0.36	NA	0.846	1.397	2.074
1830	0.422	0.423	NA	1.842	1.503	1.609
1831	0.487	0.466	NA	1.566	1.439	1.334
1832	0.487	0.466	NA	1.631	1.524	1.313
1833	0.508	0.53	NA	1.121	1.991	1.122
1834	0.614	0.93	NA	1.863	3.005	1.545
1835	0.508	0.742	NA	1.291	1.715	0.974
1836	0.551	1.228	NA	0.953	0.889	0.592
1837	0.381	0.804	NA	1.228	0.613	0.424
1838	0.551	0.72	NA	0.997	0.868	0.55
1839	0.444	0.614	NA	0.971	0.953	0.53
1840	0.847	0.741	NA	1.545	1.059	1.142
1841	1.164	0.91	NA	2.032	1.947	1.799
1842	0.762	0.657	NA	1.884	3.62	1.693
1843	0.657	0.698	NA	1.271	1.842	1.207
1844	0.846	0.826	NA	2.032	2.265	1.144
