# Swetnam - Ormes Peak - PIPO - ITRDB CO531
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5088
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5088.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co531-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co531-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co531.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co531.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Swetnam - Ormes Peak - PIPO - ITRDB CO531
#--------------------
# Investigators
#   Investigators: Swetnam, T.W.(https://orcid.org/0000-0001-7268-2184); Lynch, A.M.; Raimo, B.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ormes Peak
#   Location: Colorado
#   Northernmost_Latitude: 38.95
#   Southernmost_Latitude: 38.95
#   Easternmost_Longitude: -104.95
#   Westernmost_Longitude: -104.95
#   Elevation_m: 2895
#--------------------
# Data_Collection
#   Collection_Name: CO531
#   First_Year: 1714
#   Last_Year: 1984
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ORP021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP093_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP093; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP103_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP103; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP104_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP104; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORP162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORP162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ORP021_raw	ORP022_raw	ORP031_raw	ORP032_raw	ORP041_raw	ORP042_raw	ORP071_raw	ORP072_raw	ORP081_raw	ORP082_raw	ORP091_raw	ORP092_raw	ORP093_raw	ORP102_raw	ORP103_raw	ORP104_raw	ORP111_raw	ORP112_raw	ORP131_raw	ORP132_raw	ORP141_raw	ORP142_raw	ORP151_raw	ORP152_raw	ORP162_raw
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	0.49	NA	NA	NA	NA	0.81	0.89	NA	NA	0.91
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA	0.56	NA	NA	NA	NA	0.57	0.77	NA	NA	0.84
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	0.43	NA	NA	NA	NA	0.53	0.57	NA	NA	0.77
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	0.55	NA	NA	NA	NA	0.54	0.61	NA	NA	1.39
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	0.74	NA	NA	NA	NA	0.89	0.87	3.22	NA	1
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	0.43	NA	NA	NA	NA	0.76	1.02	4.05	NA	1.18
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	0.46	NA	NA	NA	NA	0.85	1	3.7	NA	0.92
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	0.34	NA	NA	NA	NA	0.4	0.68	2.59	NA	0.72
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	0.53	NA	NA	NA	NA	0.56	0.9	2.94	NA	1.05
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	0.53	NA	NA	NA	NA	0.36	0.84	3.16	NA	0.85
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	0.2	NA	NA	NA	NA	0.16	0.55	2.12	NA	0.45
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	0.43	NA	NA	NA	NA	0.43	0.59	2.68	NA	0.63
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA	0.35	NA	NA	NA	NA	0.39	0.69	2.92	NA	0.69
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	0.41	NA	NA	NA	NA	0.37	0.56	3.14	NA	0.57
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	0.45	NA	NA	NA	NA	0.43	0.75	2.45	6.37	0.63
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	0.3	NA	NA	NA	NA	0.19	0.36	1.88	4.1	0.43
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	0.15	NA	NA	NA	NA	0.16	0.16	2.1	3.9	0.43
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	0.16	NA	NA	NA	NA	0.25	0.28	2.1	4.6	0.38
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	0.9	NA	NA	NA	0.28	NA	NA	NA	NA	0.48	0.62	2.4	4.58	0.36
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	1.28	NA	NA	NA	0.4	NA	NA	NA	NA	0.65	0.94	2.55	5.01	0.39
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	1	NA	NA	NA	0.54	NA	NA	0.52	0.99	0.67	0.95	3.35	5.66	0.45
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	0.8	NA	NA	NA	0.51	NA	NA	0.73	0.81	0.5	0.68	2.5	4.13	0.49
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	0.47	NA	NA	NA	0.28	NA	NA	0.43	0.69	0.13	0.21	1.44	2.09	0.26
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	1.36	NA	NA	NA	0.61	NA	NA	0.64	0.81	0.58	0.81	3.18	3.81	0.83
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	1.2	NA	NA	NA	0.53	NA	NA	1.02	1.06	0.76	1.11	3.09	3.82	0.65
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	0.94	NA	NA	NA	0.56	NA	NA	1.22	0.95	0.48	0.74	2.32	2.09	0.54
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	1.59	NA	NA	NA	0.95	NA	NA	1.59	1.12	0.87	0.98	2.64	3.11	1.19
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	1.47	NA	NA	NA	0.8	NA	NA	1.15	1.29	0.77	0.96	2.61	1.85	0.91
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.63	NA	NA	NA	0.25	NA	NA	0.11	0.19	0.32	0.46	1.45	2.64	0.58
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	1.19	NA	NA	NA	0.42	NA	NA	0.84	0.64	0.46	0.74	2.08	3.56	0.88
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	1.05	NA	NA	NA	0.43	NA	NA	0.77	0.42	0.39	0.62	2.13	3.3	0.48
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	1.15	NA	NA	NA	0.49	NA	NA	1.19	1.09	0.48	0.72	2.09	2.46	0.72
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.59	NA	NA	NA	0.47	NA	NA	1.08	1.04	0.49	0.7	2.34	3	0.51
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	1.04	NA	NA	NA	0.62	NA	NA	1.16	0.8	0.67	0.86	2.04	2.07	0.52
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.86	NA	NA	NA	0.41	NA	NA	0.98	0.42	0.58	0.85	2.06	2.53	0.48
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	1.26	NA	NA	NA	0.66	NA	NA	1.33	0.99	0.49	0.88	2.34	2.97	0.76
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.7	NA	NA	NA	0.27	NA	NA	0.71	0.46	0.22	0.47	0.91	2.78	0.26
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	1.14	NA	NA	NA	0.65	NA	NA	0.81	0.89	0.42	0.55	2.41	4.12	0.69
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	1.16	NA	NA	NA	0.43	NA	NA	0.81	0.65	0.13	0.2	1.14	2.97	0.42
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	1.27	NA	NA	NA	0.56	NA	NA	1.21	0.8	0.41	0.47	1.48	2.97	0.61
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.95	NA	NA	NA	0.52	NA	NA	1.38	1.07	0.36	0.39	1.39	3.24	0.8
