# Hager - Burnham - FRNI - ITRDB ME031
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3456
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3456.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me031-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; me031-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me031.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/me031.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hager - Burnham - FRNI - ITRDB ME031
#--------------------
# Investigators
#   Investigators: Hager, A.E.S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Burnham
#   Location: Maine
#   Northernmost_Latitude: 44.67
#   Southernmost_Latitude: 44.67
#   Easternmost_Longitude: -69.4
#   Westernmost_Longitude: -69.4
#   Elevation_m: 70
#--------------------
# Data_Collection
#   Collection_Name: ME031
#   First_Year: 1873
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Fraxinus nigra Marsh.
#   Common_Name: black ash
#   Tree_Species_Code: FRNI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 52-01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-04C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-04C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-05D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-05D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-18C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-18C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 52-22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 52-22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	52-01A_raw	52-01B_raw	52-02A_raw	52-02B_raw	52-03A_raw	52-03B_raw	52-04B_raw	52-04C_raw	52-05A_raw	52-05B_raw	52-05D_raw	52-06A_raw	52-06B_raw	52-07A_raw	52-07B_raw	52-08A_raw	52-08B_raw	52-09A_raw	52-09B_raw	52-10A_raw	52-10B_raw	52-11A_raw	52-11B_raw	52-12A_raw	52-12B_raw	52-14A_raw	52-14B_raw	52-15A_raw	52-15B_raw	52-16A_raw	52-16B_raw	52-17A_raw	52-17B_raw	52-18C_raw	52-19A_raw	52-19B_raw	52-20A_raw	52-20B_raw	52-21A_raw	52-21B_raw	52-22A_raw	52-22B_raw
1873	NA	NA	1.33	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	1.95	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	0.77	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	0.5	NA	0.69	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA
1877	0.52	NA	0.55	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA
1878	1.08	NA	0.76	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA
1879	1.41	NA	0.76	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA
1880	0.62	NA	0.33	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA
1881	1.27	NA	0.56	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA
1882	0.89	NA	0.34	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA
1883	1.23	NA	0.52	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA
1884	1.05	NA	0.51	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA
1885	1.19	NA	0.34	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA
1886	1.28	1.54	0.41	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA
1887	1.95	1.75	0.48	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA
1888	1.72	1.61	0.55	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	0.81	NA	NA	NA	NA
1889	0.89	0.86	0.3	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	0.25	NA	NA	NA	NA
1890	1.75	2.06	0.45	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.58	NA	NA	NA	NA
1891	1.28	1.61	0.57	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.27	NA	NA	NA	NA
1892	1.12	1.43	0.93	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	0.35	NA	NA	NA	NA
1893	0.44	0.55	0.43	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	0.18	NA	NA	NA	NA
1894	0.77	0.92	0.93	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.2	NA	NA	NA	NA
1895	1.23	1.34	0.97	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.29	NA	NA	NA	NA
1896	1.7	1.81	0.68	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.69	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.39	NA	NA	NA	0.29
1897	1.37	1.05	0.52	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.56	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	1.13	0.6	NA	NA	0.27	0.4
1898	1.15	0.94	0.8	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.97	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	1.16	0.73	NA	NA	0.59	1.06
1899	2.85	2.04	1.38	1.45	NA	NA	NA	NA	1.39	NA	NA	NA	NA	1.84	1.8	NA	NA	1.5	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	1.51	1.03	NA	NA	1.34	1.19
1900	3.45	2.3	1.51	1.22	NA	NA	NA	NA	0.31	NA	NA	NA	NA	1.62	1.54	NA	NA	2.2	NA	NA	NA	NA	1.94	NA	NA	3.48	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	1.72	1.43	NA	NA	1.76	1.4
1901	2.5	2.51	0.68	0.66	NA	NA	NA	NA	0.43	NA	NA	NA	NA	0.84	0.72	NA	NA	1.93	NA	NA	NA	NA	1.02	0.99	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	1.41	NA	1.26	1.18	NA	NA	0.77	0.75
1902	2.56	2.34	1.13	1.13	NA	NA	NA	NA	0.79	NA	NA	NA	NA	1.41	1.57	NA	NA	2.4	NA	NA	NA	NA	2.31	1.06	NA	2.59	NA	NA	NA	NA	NA	NA	NA	NA	1.68	NA	1.95	1.47	NA	NA	1.84	1.38
1903	1.36	1.66	0.66	0.62	NA	NA	NA	NA	0.34	NA	NA	NA	NA	1.18	0.93	NA	1.88	1.77	NA	NA	NA	1.54	0.94	0.61	NA	1.84	1.94	NA	NA	NA	NA	NA	NA	NA	0.91	NA	0.77	0.77	NA	NA	0.9	0.72
1904	2.65	3.23	1.86	1.74	NA	NA	NA	NA	0.18	NA	NA	NA	NA	3.65	3.06	3.5	2.9	2.62	NA	NA	NA	1.65	1.38	1.1	NA	2.94	3.02	NA	NA	NA	NA	NA	NA	NA	1.86	NA	2	2.38	NA	NA	2	1.38
1905	1.62	1.96	1.04	1.05	NA	NA	NA	NA	0.15	NA	NA	NA	NA	1.62	1.63	0.72	0.97	1.02	NA	NA	NA	0.94	0.61	0.45	0.38	1.29	1.33	NA	NA	NA	NA	NA	NA	NA	0.85	NA	0.66	0.89	NA	NA	0.8	0.72
1906	1.04	1.04	0.91	0.56	NA	NA	NA	NA	0.28	NA	NA	NA	NA	1.51	1.46	0.69	0.63	0.81	NA	NA	NA	0.86	0.86	0.47	0.5	1.48	1.56	NA	NA	NA	NA	NA	NA	NA	1.07	NA	0.68	0.41	NA	NA	0.59	0.57
1907	2.17	1.61	1.15	0.86	NA	NA	NA	NA	0.4	NA	NA	NA	NA	2.38	2.75	1.05	0.81	0.8	NA	NA	NA	1.2	1.05	0.34	0.33	1.79	1.83	NA	NA	NA	NA	NA	NA	NA	0.65	NA	0.69	0.41	NA	NA	0.69	0.9
1908	2.65	1.7	1.16	0.98	NA	NA	NA	NA	0.2	0.44	NA	NA	NA	1.87	2.34	1.12	0.93	0.98	NA	NA	NA	1.29	0.9	0.39	0.34	1.92	2.15	NA	NA	NA	NA	NA	NA	NA	0.72	NA	1.23	0.88	NA	NA	1.37	1.35
1909	2.5	1.72	1.02	1.27	NA	NA	NA	NA	0.25	0.27	NA	NA	NA	1.16	1.26	0.83	0.93	1.12	NA	NA	NA	0.95	0.93	0.33	0.31	1.43	1.4	NA	NA	NA	NA	NA	NA	NA	0.59	NA	1.1	0.61	NA	NA	1.33	1.45
1910	2.66	1.72	0.67	0.7	NA	NA	NA	NA	0.42	0.2	NA	NA	NA	1	1.63	0.76	0.86	0.72	NA	NA	NA	0.98	0.54	0.36	0.34	1.28	1.24	NA	NA	NA	NA	NA	NA	NA	0.43	NA	0.65	0.34	NA	NA	1.2	1.02
1911	3.47	2.73	1.32	1.48	NA	NA	NA	NA	0.3	0.29	NA	NA	NA	2.02	2.52	1.16	1.38	1.49	NA	NA	NA	1.54	1.04	0.59	0.52	2.6	2.66	NA	NA	NA	NA	1.13	NA	NA	0.81	NA	1.34	0.65	NA	NA	2.79	2.38
1912	2.83	2.15	1.47	1.36	NA	NA	NA	NA	0.5	0.53	NA	NA	NA	1.48	1.54	0.98	1.11	1.08	NA	NA	NA	1.06	0.55	0.47	0.49	1.73	1.41	NA	NA	NA	NA	0.82	NA	NA	0.57	NA	1.05	0.42	NA	NA	2.59	1.93
