# Young - Boogerman Trail North Carolina - CADN - ITRDB NC010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5384
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5384.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc010e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nc010e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc010e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nc010e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Young - Boogerman Trail North Carolina - CADN - ITRDB NC010
#--------------------
# Investigators
#   Investigators: Young, J.; Keeland, R.; Alford, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Boogerman Trail North Carolina
#   Location: North Carolina
#   Northernmost_Latitude: 35.6
#   Southernmost_Latitude: 35.6
#   Easternmost_Longitude: -83.1
#   Westernmost_Longitude: -83.1
#   Elevation_m: 1065
#--------------------
# Data_Collection
#   Collection_Name: NC010
#   First_Year: 1720
#   Last_Year: 1931
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Castanea dentata (Marsh.) Borkh.
#   Common_Name: American Chestnut
#   Tree_Species_Code: CADN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BGR01A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR01B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR06B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR07A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR08A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR08B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR08C_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR08C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR10A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR10B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR11A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR11B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR12A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR12B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR13A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGR13B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: BGR13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BGR01A_raw	BGR01B_raw	BGR06B_raw	BGR07A_raw	BGR08A_raw	BGR08B_raw	BGR08C_raw	BGR10A_raw	BGR10B_raw	BGR11A_raw	BGR11B_raw	BGR12A_raw	BGR12B_raw	BGR13A_raw	BGR13B_raw
1720	NA	NA	NA	NA	NA	NA	NA	1.148	NA	NA	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	0.738	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	0.676	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	1.096	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	0.651	NA	NA	NA	NA	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	0.817	NA	NA	NA	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	1.038	NA	NA	NA	NA	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	1.111	NA	NA	NA	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	1.191	NA	NA	NA	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	0.951	NA	NA	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	0.884	NA	NA	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	1.194	NA	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	1.236	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	1.365	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	1.303	NA	NA	NA	0.768	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	1.307	NA	NA	NA	0.952	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	1.573	NA	NA	NA	0.992	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	1.069	NA	NA	NA	0.977	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	1.177	NA	NA	NA	0.994	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	1.322	NA	NA	NA	1.118	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	1.302	NA	NA	NA	1.048	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	1.142	NA	NA	NA	0.747	0.893	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	1.303	NA	NA	NA	1.332	0.782	NA	NA
1743	NA	NA	NA	NA	NA	NA	NA	1.185	NA	NA	NA	1.013	1.135	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	1.227	NA	NA	NA	1.25	1.116	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	1.402	NA	NA	NA	1.208	1.084	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	1.166	NA	NA	NA	0.94	0.918	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	1.081	NA	NA	NA	1.047	0.934	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1.163	0.998	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	1.199	NA	NA	NA	0.97	1.14	NA	NA
1750	NA	NA	NA	NA	NA	NA	NA	0.819	NA	NA	NA	1.283	1.16	NA	NA
1751	NA	NA	NA	NA	NA	NA	NA	1.243	NA	NA	NA	1.353	1.335	NA	NA
1752	NA	NA	NA	NA	NA	NA	NA	1.301	NA	NA	NA	1.569	1.418	NA	NA
1753	NA	NA	NA	NA	NA	NA	NA	1.158	NA	NA	NA	1.045	1.282	NA	NA
1754	NA	NA	NA	NA	NA	NA	NA	0.971	NA	NA	NA	1.049	1.266	NA	NA
1755	NA	NA	NA	NA	NA	NA	NA	1.426	NA	NA	NA	1.233	1.284	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	1.336	NA	NA	NA	1.263	1.212	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	1.424	NA	NA	NA	1.044	1.043	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	1.436	NA	NA	NA	1.235	1.274	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	1.328	NA	NA	NA	1.086	1.152	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	1.371	1.838	NA	NA	1.187	1.315	NA	NA
1761	NA	NA	NA	NA	NA	NA	NA	1.403	1.746	NA	NA	1.434	1.429	NA	NA
1762	NA	NA	NA	NA	NA	NA	NA	1.512	1.261	NA	NA	1.688	1.411	NA	NA
1763	NA	NA	NA	NA	NA	NA	NA	1.161	1.263	NA	NA	1.232	1.513	NA	NA
1764	NA	NA	NA	NA	NA	NA	NA	1.057	0.779	NA	NA	1.289	1.714	NA	NA
1765	NA	NA	NA	NA	NA	NA	NA	1.224	1.347	NA	NA	1.388	1.669	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	1.295	1.255	NA	NA	1.047	1.814	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	1.231	1.315	NA	NA	1.202	1.491	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	1.138	1.665	NA	NA	1.832	1.61	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	0.954	1.805	NA	NA	1.393	1.556	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	1.008	1.486	NA	NA	1.521	1.576	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	1.048	1.629	NA	NA	1.14	1.471	NA	NA
1772	NA	NA	NA	NA	NA	NA	1.123	1.263	1.668	NA	NA	1.333	1.581	NA	NA
1773	NA	NA	NA	NA	NA	NA	1.013	1.007	1.753	NA	NA	1.497	1.496	NA	NA
1774	NA	NA	NA	NA	NA	1.225	1.058	1.2	1.67	NA	NA	1.505	1.686	NA	NA
1775	NA	NA	NA	NA	NA	1.123	1.001	1.092	1.471	NA	NA	1.335	1.652	NA	NA
1776	NA	NA	NA	NA	NA	1.106	0.918	1.158	1.866	NA	NA	1.319	1.446	NA	NA
1777	NA	NA	NA	NA	NA	1.358	0.703	1.113	1.364	NA	NA	1.373	1.373	NA	NA
1778	NA	NA	NA	NA	1.001	1.062	0.777	0.957	1.391	NA	NA	1.085	1.398	NA	NA
1779	NA	NA	NA	NA	0.702	0.835	0.769	0.876	1.012	NA	NA	1.122	0.897	NA	NA
1780	NA	NA	NA	NA	0.898	0.893	0.694	0.669	1.048	NA	NA	0.989	0.945	NA	NA
