# Graybill - Rhyolite Canyon - PIPO - ITRDB AZ540
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3399
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3399.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az540-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az540-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az540.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az540.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Rhyolite Canyon - PIPO - ITRDB AZ540
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rhyolite Canyon
#   Location: Arizona
#   Northernmost_Latitude: 32.0
#   Southernmost_Latitude: 32.0
#   Easternmost_Longitude: -109.33
#   Westernmost_Longitude: -109.33
#   Elevation_m: 1828
#--------------------
# Data_Collection
#   Collection_Name: AZ540
#   First_Year: 1640
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RPE011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RPE082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RPE082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RPE011_raw	RPE012_raw	RPE021_raw	RPE022_raw	RPE031_raw	RPE032_raw	RPE041_raw	RPE042_raw	RPE051_raw	RPE052_raw	RPE061_raw	RPE062_raw	RPE071_raw	RPE072_raw	RPE081_raw	RPE082_raw
1634	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA
1635	NA	NA	NA	NA	NA	NA	NA	1.63	NA	NA	2.4	NA	NA	NA	NA	NA
1636	NA	NA	NA	NA	NA	NA	NA	1.37	4.1	NA	2.57	3.88	NA	NA	NA	NA
1637	NA	NA	NA	NA	NA	NA	NA	1.99	3.14	NA	3.62	4.84	NA	NA	NA	NA
1638	NA	NA	NA	NA	NA	NA	NA	1.65	2.28	NA	3.98	3.32	NA	NA	NA	NA
1639	NA	NA	NA	NA	NA	NA	NA	1.94	3.65	NA	4.39	4.14	NA	NA	NA	NA
1640	NA	NA	NA	NA	NA	NA	NA	1.26	4.41	NA	4.21	3.48	NA	NA	NA	NA
1641	NA	NA	NA	NA	NA	NA	NA	1.41	4.14	NA	3.33	2.53	NA	NA	NA	NA
1642	NA	NA	NA	NA	NA	NA	NA	1.2	3.2	NA	3.43	3.5	NA	NA	NA	NA
1643	NA	NA	NA	NA	NA	NA	NA	1.2	3.45	NA	2.59	2.84	NA	NA	NA	NA
1644	NA	NA	NA	NA	NA	NA	1.6	1.19	2.93	NA	2.01	2.71	NA	NA	NA	NA
1645	NA	NA	NA	NA	NA	NA	1.11	0.64	3.47	NA	2.85	2.81	NA	NA	NA	NA
1646	NA	NA	NA	NA	NA	NA	1.28	0.88	3.05	NA	2.12	3	NA	NA	NA	NA
1647	NA	NA	NA	NA	NA	NA	1.24	1.31	2.88	NA	3.31	2.95	NA	NA	NA	NA
1648	NA	NA	NA	NA	NA	NA	0.7	0.47	1.73	NA	1.32	1.73	NA	NA	NA	NA
1649	NA	NA	NA	NA	NA	NA	1.63	1	1.89	NA	1.97	2.2	NA	NA	NA	NA
1650	NA	NA	NA	NA	NA	NA	1.35	0.71	1.82	NA	1.74	2.28	NA	NA	NA	NA
1651	NA	NA	NA	NA	NA	NA	1.69	1.36	2.19	NA	2.72	2.55	NA	NA	NA	NA
1652	NA	NA	NA	NA	NA	NA	1.25	1.12	1.71	NA	2.57	2.59	NA	NA	NA	NA
1653	NA	NA	NA	NA	NA	NA	0.55	0.46	1.04	NA	1.09	1.06	NA	NA	NA	NA
1654	NA	NA	NA	NA	NA	NA	0.47	0.3	1.96	NA	1.42	1.87	NA	NA	NA	NA
1655	NA	NA	NA	NA	NA	NA	0.67	0.47	1.86	NA	2.68	2.05	NA	NA	NA	NA
1656	NA	NA	NA	NA	NA	NA	1.05	0.98	2.59	NA	3.17	3.15	NA	NA	NA	NA
1657	NA	NA	NA	NA	NA	NA	1.07	1.24	2.64	NA	4.1	2.91	NA	NA	NA	NA
1658	NA	NA	NA	NA	NA	NA	1.79	1.59	2.34	NA	4.12	3.38	NA	NA	NA	NA
1659	NA	NA	NA	NA	NA	NA	1.3	1.2	1.8	NA	2.84	2.29	NA	NA	NA	NA
1660	NA	NA	NA	NA	NA	NA	2.25	1.81	2.65	NA	4.63	3.01	1.54	NA	NA	NA
1661	NA	NA	NA	NA	NA	NA	1.83	1.98	2.78	NA	3.89	2.88	2.13	NA	NA	NA
1662	NA	NA	NA	NA	NA	NA	1.33	1.41	3.25	NA	3.15	2.99	1.89	NA	NA	NA
1663	NA	NA	NA	NA	NA	NA	1.97	1.7	3.71	NA	3.29	2.91	1.14	NA	NA	NA
1664	NA	NA	NA	NA	NA	NA	1.89	1.64	2.89	NA	3.91	2.81	1.54	NA	NA	NA
1665	NA	NA	NA	NA	NA	NA	1.93	1.42	4.45	4.08	3.56	3.43	1.48	NA	NA	NA
1666	NA	NA	NA	NA	NA	NA	1.37	1.08	3.39	2.97	2.12	1.66	1.97	NA	NA	NA
1667	NA	NA	NA	NA	NA	NA	0.65	0.53	1.78	1.9	1.45	0.95	1.22	NA	NA	NA
1668	NA	NA	NA	NA	NA	NA	0	0	0.47	0.84	0.57	0.17	0.9	NA	NA	NA
1669	NA	NA	NA	NA	NA	NA	0.26	0	1.09	0.62	0.8	0.81	0.46	NA	NA	NA
1670	NA	NA	NA	NA	NA	NA	0.21	0.17	1.58	1.45	1.59	0.88	0.7	NA	NA	NA
1671	NA	NA	NA	NA	NA	NA	0.75	0.55	1.95	2.76	2.9	2.32	1.25	NA	NA	NA
1672	NA	NA	NA	NA	NA	NA	0.77	0.71	1.94	2.37	2.42	2.07	0.91	NA	NA	NA
1673	NA	NA	NA	NA	NA	NA	0.22	0.15	2	2.69	1.9	1.36	0.83	NA	NA	NA
1674	NA	NA	NA	NA	NA	NA	0.96	0.95	3.54	4.76	4.89	3.37	1.62	NA	NA	NA
1675	NA	NA	NA	NA	NA	NA	1.38	1.36	3.06	3.99	4.54	3.25	1.77	NA	NA	NA
1676	NA	NA	NA	NA	NA	NA	0.96	0.74	1.43	2.44	1.96	1.38	0.83	NA	NA	NA
1677	NA	NA	NA	NA	NA	NA	1.49	2.02	3.29	4.02	3.7	2.36	1.72	NA	NA	NA
1678	NA	NA	NA	NA	1.27	NA	0.55	0.4	2.05	2.46	1.5	1.15	1.2	NA	NA	NA
1679	NA	NA	NA	NA	1.77	NA	1.09	1.27	3	3.89	3	2.92	1.82	NA	NA	NA
1680	NA	NA	NA	NA	2.56	NA	1.18	1.5	2.98	2.94	2.46	2.73	1.9	NA	NA	NA
1681	NA	NA	NA	NA	1.36	NA	0.84	0.97	1.9	1.87	2.29	1.5	1.19	NA	NA	NA
1682	NA	NA	NA	NA	2.29	NA	1	1.13	3.28	3.49	2.41	2.15	1.65	NA	NA	NA
1683	NA	NA	NA	NA	1.63	NA	0.81	1.47	2.25	2.08	2.22	2.04	1.25	NA	NA	NA
1684	NA	NA	NA	NA	1.35	NA	1.19	1.29	3.34	2.67	2.13	1.89	1.55	NA	NA	NA
1685	NA	NA	NA	NA	0.53	NA	0.33	0.41	0.72	0.74	1.33	0.96	0.76	NA	NA	NA
1686	NA	NA	NA	NA	1.99	NA	1.89	1.66	2.25	2.55	2.76	2.77	1.65	NA	NA	NA
1687	NA	NA	NA	NA	1.97	NA	1.98	1.6	3.17	2.7	2.09	1.81	1.17	NA	NA	NA
1688	NA	NA	NA	NA	1.49	NA	1.41	1.07	2.5	2.92	2.62	1.95	1.67	NA	NA	NA
1689	NA	NA	NA	NA	2.23	NA	2.95	1.98	3.01	2.8	3.76	3.31	2.19	NA	NA	NA
