# Cleaveland - Crystal - PIPO - ITRDB NM529
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2941
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2941.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm529-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm529-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm529.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm529.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Cleaveland - Crystal - PIPO - ITRDB NM529
#--------------------
# Investigators
#   Investigators: Cleaveland, M.K.; Harlan, T.P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Crystal
#   Location: New Mexico
#   Northernmost_Latitude: 35.97
#   Southernmost_Latitude: 35.97
#   Easternmost_Longitude: -108.8
#   Westernmost_Longitude: -108.8
#   Elevation_m: 2755
#--------------------
# Data_Collection
#   Collection_Name: NM529
#   First_Year: 1652
#   Last_Year: 1978
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CP163W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP163W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP168W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP168W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP181W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP181W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP191W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP191W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP201W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP201W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP203W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP203W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP211W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP211W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP221W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP221W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP233W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP233W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP283W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP283W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP293W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP293W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP294W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP294W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP304W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP304W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CP163W_raw	CP168W_raw	CP181W_raw	CP191W_raw	CP201W_raw	CP203W_raw	CP211W_raw	CP221W_raw	CP233W_raw	CP283W_raw	CP293W_raw	CP294W_raw	CP304W_raw
1652	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	NA	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	NA	2.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	NA	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	NA	2.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	NA	2.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	NA	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1665	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	NA	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	NA	1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	2.44	2.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	1.47	2.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	1.56	2.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	1.94	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1673	1.14	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1674	1.85	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1675	1.44	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1676	1.53	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1677	1.99	2.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1678	2.13	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1679	1.78	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1680	1.71	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	1.82	2.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	1.24	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	1.63	2.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	1.06	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.19
1685	0.28	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14
1686	1.33	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.28
1687	1.33	2.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.43
1688	1.64	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.45
1689	1.78	3.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02
1690	1.62	2.32	NA	NA	NA	NA	NA	NA	NA	NA	2.07	NA	3.94
1691	1.92	2.7	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	3.33
1692	2.66	3.33	NA	NA	NA	NA	NA	NA	NA	NA	2.17	3.38	3.62
1693	1.47	2.76	NA	NA	NA	NA	NA	NA	NA	NA	2.66	3.16	3.44
1694	1.6	2.14	NA	NA	NA	NA	NA	NA	NA	NA	2.76	3.38	2.59
1695	1.69	2.72	NA	NA	NA	1.29	NA	NA	NA	NA	2.62	3.07	2.62
1696	1.09	1.61	NA	NA	NA	0.43	NA	NA	NA	NA	2.71	2.54	2.98
1697	1.7	NA	NA	NA	NA	1.32	NA	NA	NA	NA	3.52	3.82	2.16
1698	1.47	NA	NA	NA	NA	0.86	NA	NA	NA	NA	2.53	2.91	2.93
1699	1.97	NA	NA	NA	NA	1.58	NA	NA	NA	NA	3.17	3.26	2.97
1700	1.58	NA	NA	NA	1.29	0.42	NA	NA	NA	NA	3.06	3.12	2.65
1701	1.91	NA	NA	NA	1.56	0.66	NA	NA	NA	NA	3.04	2.48	2.9
1702	1.77	NA	NA	NA	1.49	1.39	NA	NA	NA	NA	2.75	1.84	2.49
1703	1.43	NA	NA	NA	1.18	1.49	NA	NA	NA	NA	2.47	2.28	2.03
1704	1.19	NA	NA	NA	0.75	1.09	NA	NA	NA	NA	2.04	1.84	1.44
1705	1.48	NA	NA	NA	0.39	0.71	NA	NA	NA	NA	1.34	1.37	2.29
1706	1.75	NA	NA	NA	0.69	0.57	NA	NA	NA	NA	2.27	2.42	1.78
1707	0.95	NA	NA	NA	0.62	0.74	NA	NA	NA	NA	2.24	2.68	2.18
1708	1.48	NA	NA	NA	0.81	0.74	NA	NA	NA	NA	1.62	2.23	2.07
1709	1.54	NA	NA	NA	0.8	0.79	NA	NA	NA	NA	1.54	2.37	2.04
1710	1.65	NA	NA	NA	1.69	1.29	NA	NA	NA	NA	2.24	2.14	2.23
1711	1.49	NA	NA	NA	1.39	0.97	NA	NA	NA	NA	1.84	2.09	2.28
1712	1.1	NA	NA	NA	1.09	0.44	NA	NA	NA	NA	1.73	1.65	1.57
1713	1.3	NA	NA	NA	1.12	0.65	NA	NA	NA	NA	1.46	1.76	1.94
1714	1.12	NA	NA	NA	1.05	0.63	NA	NA	NA	NA	1.42	2.12	1.82
1715	1.55	NA	NA	NA	1	0.71	NA	NA	NA	NA	1.65	1.66	1.93
