# Copenheaver - Grayling - PIBN - ITRDB MI032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33753
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33753.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mi032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mi032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-26
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-26
#--------------------
# Title
#   Study_Name: Copenheaver - Grayling - PIBN - ITRDB MI032
#--------------------
# Investigators
#   Investigators: Copenheaver, C.A.(https://orcid.org/0000-0003-1778-3593); Abrams, M.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Carolyn A. Copenheaver, Marc D. Abrams
#   Journal_Name: Forest Ecology and Management
#   Published_Title: Dendroecology in young stands: case studies from jack pine in northern lower Michigan
#   Published_Date_or_Year: 2003
#   Volume: 182
#   Pages: 247-257
#   Issue: 1-3
#   Report_Number: 
#   DOI: 10.1016/S0378-1127(03)00049-5
#   Full_Citation: None
#   Abstract: Eight jack pine (Pinus banksiana) stands in northern lower Michigan were sampled to evaluate the potential of dendroecological methods for studying stand dynamics with young trees. At each stand, a minimum of 20 dominant and codominant trees were cored, and at two stands additional recruitment data were collected. The cores were all cross-dated and measured. The raw ring widths were used to identify growth suppressions and releases within the individual chronologies. Standardized master chronologies were developed, and the residual master chronology from each stand was correlated with temperature and precipitation to identify significant dendroclimatic relationships that may reduce the ecological signal in the tree-ring record. There were no important dendroclimatic relationships at any of the eight stands; therefore, the tree-ring record was largely a reflection of stand development. At all stands, suppression periods were more common than release events because all of the stands were composed of open-grown jack pine that had initial high rates of growth. The jack pine plantations had synchronous canopy closure (as evidenced by suppression), but the naturally regenerated stands had asynchronous canopy closure. Thus, the master chronologies were useful for identifying common stand-level growth patterns within plantations, but the individual tree chronologies were more useful within the naturally regenerated stands. One of the limitations of calculating suppression events in young trees was that the first and last 10 years of the chronology were excluded because of the equations used to calculate suppression events; therefore, any changes in growth pattern during these periods had to be visually identified. By combining quantitatively determined suppression events with recruitment data and visual interpretation of the chronologies, reconstruction of stand development events, canopy closure, thinning treatments and subsequent canopy re-closure, and changes in species composition associated with stand development were all identified within the tree-ring record. Thus, there is great potential for dendroecological studies in young trees to improve our understanding of the early stages of stand development.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture Forest Service
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Grayling
#   Location: Michigan
#   Northernmost_Latitude: 44.65
#   Southernmost_Latitude: 44.65
#   Easternmost_Longitude: -84.7
#   Westernmost_Longitude: -84.7
#   Elevation_m: 347
#--------------------
# Data_Collection
#   Collection_Name: MI032
#   First_Year: 1917
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GR01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GR01A_raw	GR01B_raw	GR02A_raw	GR02B_raw	GR03A_raw	GR03B_raw	GR04A_raw	GR04B_raw	GR06A_raw	GR09A_raw	GR09B_raw	GR10A_raw	GR10B_raw	GR11B_raw	GR12A_raw	GR12B_raw	GR13A_raw	GR13B_raw	GR15A_raw	GR16A_raw	GR16B_raw	GR18A_raw	GR18B_raw	GR19A_raw	GR19B_raw	GR20A_raw	GR21A_raw	GR22A_raw
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752	1.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.698	1.208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.652	2.216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.424	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.284	2.346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.456	3.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.624	2.688	NA	NA	NA	NA	NA	NA	NA	4.352	NA	4.884
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.668	3.23	NA	NA	NA	NA	NA	NA	NA	5.658	NA	3.926
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98	3.594	NA	NA	NA	NA	NA	NA	NA	4.89	NA	4.274
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.466	NA	NA	4.762	3.794	NA	NA	NA	NA	NA	NA	NA	5.432	NA	4.15
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.658	NA	NA	4.416	4.16	NA	NA	NA	NA	NA	NA	NA	2.926	NA	3.242
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.636	NA	NA	3.84	3.856	NA	NA	NA	NA	NA	NA	NA	3.962	NA	2.674
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02	NA	NA	3.244	3.634	NA	NA	NA	NA	NA	NA	NA	2.248	NA	2.06
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.398	NA	NA	2.742	3.26	NA	NA	NA	NA	2.81	NA	NA	3.2	NA	2.416
1935	NA	NA	NA	NA	0.628	NA	NA	NA	NA	NA	NA	NA	NA	2.08	NA	NA	3.058	3.194	NA	NA	NA	NA	3.11	NA	NA	4.074	NA	2.54
1936	NA	NA	NA	NA	1.208	NA	NA	NA	NA	NA	NA	NA	NA	2.67	NA	NA	3.092	3.936	NA	NA	NA	NA	2.59	NA	NA	3.222	NA	2.864
1937	NA	NA	NA	NA	3.568	NA	NA	NA	NA	NA	NA	NA	NA	2.326	NA	NA	4.054	3.774	NA	NA	NA	NA	2.61	NA	NA	4.406	NA	2.812
1938	NA	NA	NA	NA	5.89	5.512	NA	NA	NA	NA	NA	NA	NA	2.066	NA	NA	4.062	4.42	NA	NA	NA	NA	2.456	NA	NA	5.212	NA	2.832
1939	NA	NA	NA	NA	4.338	4.174	NA	NA	NA	NA	NA	3.752	NA	2.372	NA	NA	3.172	3.24	NA	NA	NA	3.512	2.86	NA	NA	4.32	NA	2.78
1940	NA	NA	NA	NA	4.218	3.38	NA	NA	NA	NA	NA	4.534	NA	1.96	NA	NA	2.56	2.926	NA	NA	NA	2.616	2.988	NA	NA	2.634	NA	2.49
1941	NA	NA	NA	NA	3.882	3.288	NA	NA	NA	NA	NA	2.852	2.942	1.002	NA	NA	2.8	3.09	NA	NA	NA	1.634	2.652	NA	NA	2.848	NA	2.802
1942	NA	NA	NA	NA	4.786	4.2	NA	NA	NA	NA	NA	5.004	4.892	2.002	NA	NA	2.148	3.418	NA	NA	NA	2.684	1.874	NA	NA	3.456	2.732	3.056
1943	NA	NA	NA	NA	4.166	3.336	NA	NA	NA	NA	NA	4.178	4.648	2.684	NA	NA	3.122	4.392	NA	NA	NA	3.694	2.3	NA	NA	3.356	2.606	2.848
1944	NA	NA	NA	NA	3.62	3.334	NA	NA	NA	NA	NA	5.564	5.034	1.208	NA	NA	1.628	2.552	NA	NA	NA	3.16	2.66	NA	NA	3.064	2.516	1.946
1945	NA	NA	NA	NA	4.486	4.912	NA	NA	NA	NA	NA	6.312	5.77	2.242	NA	NA	2.316	2.496	NA	NA	NA	3.818	2.552	NA	NA	2.968	3.404	1.706
1946	NA	NA	NA	NA	4.402	4.804	NA	NA	NA	NA	NA	5.464	4.97	2.53	NA	NA	2.22	2.772	NA	NA	NA	4.474	3.32	NA	NA	1.992	2.866	2.396
1947	NA	NA	NA	NA	3.85	5.366	1.282	NA	NA	NA	NA	5.412	5.49	1.598	NA	NA	2.122	2.28	NA	NA	NA	3.66	3.058	NA	NA	1.972	2.818	1.888
1948	NA	NA	NA	NA	4.4	4.78	2.106	NA	NA	NA	NA	4.116	5.92	1.972	NA	NA	1.582	2.618	NA	NA	NA	4.334	2.55	NA	NA	2.264	2.8	1.904
1949	NA	NA	NA	NA	4.502	5.408	2.554	2.398	NA	NA	NA	3.398	4.94	1.842	2.766	4.67	1.672	2.292	NA	NA	NA	4.904	3.27	NA	NA	3.296	2.88	2.164
1950	NA	NA	NA	NA	2.492	5.604	2.378	2.918	NA	NA	NA	2.354	3.286	0.784	1.326	1.588	1.276	1.27	NA	NA	NA	2.212	3.636	NA	NA	2.384	2.44	1.552
1951	NA	NA	2.878	NA	1.376	3.996	2.542	2.908	NA	NA	NA	1.878	3.752	1.094	1.392	1.256	0.94	1.274	NA	NA	NA	2.256	1.752	NA	NA	1.922	2.406	1.18
1952	NA	NA	2.542	NA	2.474	5.004	2.296	2.554	NA	NA	NA	1.902	2.754	1.34	1.018	1.03	1.038	1.354	NA	NA	NA	3.246	1.338	NA	NA	1.694	2.678	1.272
1953	NA	NA	3.65	NA	2.62	4.028	2.196	2.784	NA	NA	2.058	1.496	2.328	1.318	1.464	1.534	1.216	1.344	NA	NA	NA	2.298	2.642	NA	NA	2.112	3.496	1.296
1954	NA	NA	2.328	NA	2.368	3.582	1.7	1.868	NA	NA	0.848	1.838	2.296	1.918	1.55	1.726	1.452	1.402	1.678	NA	NA	2.536	2.142	NA	NA	2.018	4.198	1.436
1955	NA	1.83	2.154	NA	2.132	2.39	1.278	1.564	NA	NA	0.804	1.424	1.602	1.322	1.322	1.608	1.146	1.494	2.096	NA	NA	2.044	2.334	NA	NA	2.998	2.954	1.396
1956	NA	1.992	2.716	NA	2.244	3.188	1.288	1.776	NA	NA	1.296	1.304	1.492	0.328	2.602	2.776	0.694	0.646	2.998	NA	NA	1.914	2.268	NA	NA	1.74	2.23	0.882
1957	2.622	1.652	2.626	2.456	2.542	3.196	1.056	1.844	2.15	NA	2.262	1.392	2.178	0.326	2.398	3.168	0.84	1.158	3.108	NA	NA	2.204	1.766	NA	1.26	2	2	1.098
1958	2.594	1.798	1.494	1.606	1.644	2.286	0.65	1.038	1.62	NA	1.726	1.708	2.612	0.788	2.248	1.924	0.846	1.556	2.358	NA	NA	2.172	1.804	NA	1.956	3.144	2.884	1.354
1959	4.49	3.294	1.594	1.536	2.048	3.682	1.368	1.97	4.252	NA	3.326	2.092	2.658	0.826	2.554	2.79	0.952	1.494	3.14	NA	NA	2.76	1.932	NA	2.618	2.978	1.69	1.426
1960	3.798	3.206	1.202	1.46	2.404	3.36	1.646	1.98	3.444	NA	2.586	2.93	2.702	1.486	2.206	2.348	0.826	1.186	3.068	5.776	3.266	2.694	1.748	NA	2.924	2.076	2.194	1.002
1961	3.986	3.52	2.028	1.792	2.004	3.254	1.632	2.46	4.272	2.582	3.232	2.31	2.258	1.35	2.504	2.878	0.786	1.156	3.812	4.97	3.286	2.474	1.764	NA	2.65	1.944	3.012	1.226
1962	3.506	3.256	2.242	2.43	1.482	2.814	1.25	2.318	3.782	2.608	2.742	1.696	1.756	0.734	2.28	1.906	0.916	0.916	2.58	3.694	2.948	2.044	1.986	NA	2.7	1.652	2.524	1.1
1963	4.12	3.93	3.58	3.17	1.796	3.512	1.964	3.246	4.1	3.972	3.98	2.736	2.582	0.872	3.696	3.088	1.012	0.996	3.448	3.49	3.032	2.638	1.818	NA	3.024	2.59	4.002	1.632
1964	3.896	3.268	4.456	3.97	1.114	2.738	1.518	2.576	3.582	3.16	2.876	1.982	2.556	0.844	2.806	2.622	1.062	0.852	3.058	3.414	2.324	1.934	1.992	3.694	2.728	2.414	3.606	1.19
1965	3.796	3.38	3.816	3.956	1.228	2.8	1.722	3.262	3.206	3.512	3.058	1.292	2.028	0.292	2.61	2.646	0.928	0.714	2.364	4.118	2.232	0.83	1.282	3.368	3.04	1.194	2.524	0.732
1966	3.08	3.094	2.172	2.216	0.686	1.76	1.848	2.628	2.972	1.9	2.026	0.484	0.814	0.12	1.604	1.342	0.472	0.524	1.828	2.374	1.612	0.498	0.942	2.746	2.416	0.45	1.918	0.074
