# Maxwell - Donaldson Woods - ACSH - ITRDB IN029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34638
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34638.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in029-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in029-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in029.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Donaldson Woods - ACSH - ITRDB IN029
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Van Aken, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sugar Maple and White Oak comparisons 1901-2016 (analyses period). NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Tsun Fung Au, Justin T. Maxwell, Kimberly A. Novick, Scott M. Robeson, Scott M. Warner, Benjamin R. Lockwood, Richard P. Phillips, Grant L. Harley, Frank W. Telewski, Matthew D. Therrell, Neil Pederson
#   Journal_Name: Ecography
#   Published_Title: Demographic shifts in eastern US forests increase the impact of late-season drought on forest growth
#   Published_Date_or_Year: 2020
#   Volume: 43
#   Pages: 1475-1486
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1111/ecog.05055
#   Full_Citation: None
#   Abstract: While forest communities are changing as a result of global environmental change, the impacts of tree species shifts on ecosystem services such as carbon storage are poorly quantified. In many parts of the eastern United States (US), more xeric-adapted oak-hickory dominated stands are being replaced with mesic beech-maple assemblages. To examine the possible impacts of this ongoing change in forest composition, we investigated how two wide-ranging and co-occurring eastern US species - Acer saccharum (sugar maple) and Quercus alba (white oak) - respond to interannual climate variability. Using 781 tree cores from 418 individual trees at 18 locations, we found late-growing season drought reduced A. saccharum growth more than that of Q. alba. A gradient in the growth reduction across latitude was also found in A. saccharum, where southern populations of A. saccharum experienced greater reductions in growth during drought. Drought had a legacy effect on growth for both species, with drought occurring later in the growing season having a larger legacy effect. Consequently, as forests shift from oak to maple dominance, drought in the later part of the growing season is likely to become an increasingly important control on forest productivity. Thus, our findings suggest that co-occurring species are responding to environmental conditions during different times in the growing season and, therefore, the timing of drought conditions will play an important role in forest productivity and carbon sequestration as forest species composition changes. These findings are particularly important because the projected increases in potential evapotranspiration, combined with possible changes in the seasonality of precipitation could have a substantial impact on how tree growth responds to future climatic change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Donaldson Woods
#   Location: Indiana
#   Northernmost_Latitude: 38.727
#   Southernmost_Latitude: 38.727
#   Easternmost_Longitude: -86.4085
#   Westernmost_Longitude: -86.4085
#   Elevation_m: 195
#--------------------
# Data_Collection
#   Collection_Name: IN029
#   First_Year: 1885
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DWS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWS12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWS12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DWS01A_raw	DWS01B_raw	DWS02A_raw	DWS02B_raw	DWS03A_raw	DWS03B_raw	DWS04A_raw	DWS04B_raw	DWS05A_raw	DWS05B_raw	DWS06A_raw	DWS06B_raw	DWS07B_raw	DWS08B_raw	DWS09A_raw	DWS09B_raw	DWS10A_raw	DWS10B_raw	DWS11A_raw	DWS11B_raw	DWS12A_raw	DWS12B_raw
1885	0.596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	0.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	0.703	NA	NA	NA	NA	NA	NA	NA	0.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	0.662	NA	NA	NA	NA	NA	NA	NA	1.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	0.878	NA	NA	NA	NA	NA	NA	NA	1.518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	1.463	NA	NA	NA	NA	NA	NA	NA	0.717	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.346	NA	NA	NA
1891	0.895	NA	NA	NA	NA	NA	NA	NA	1.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.496	NA	NA	NA
1892	0.49	0.727	NA	NA	NA	NA	NA	NA	0.869	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.353	NA	NA	NA
1893	0.613	0.586	NA	NA	NA	NA	NA	NA	0.651	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.342	NA	NA	NA
1894	0.294	0.64	NA	NA	NA	NA	NA	NA	0.904	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA
1895	0.09	0.74	NA	NA	NA	NA	NA	NA	1.067	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.258	NA	NA	NA
1896	0.257	0.323	NA	NA	NA	NA	NA	NA	0.972	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA
1897	0.498	0.549	NA	NA	NA	NA	NA	NA	1.072	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	NA	0.938	NA
1898	0.074	0.281	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	0.833	NA
1899	1.724	1.052	NA	NA	NA	NA	NA	NA	1.303	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.524	NA	1.433	NA
1900	0.215	0.964	1.058	NA	NA	NA	NA	NA	1.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.404	NA	1.315	NA
1901	1.208	1.937	1.543	NA	NA	NA	NA	NA	0.911	NA	0.48	NA	NA	NA	NA	NA	NA	NA	0.552	NA	0.756	NA
1902	1.154	1.789	1.704	NA	NA	NA	NA	NA	2.055	0.945	0.596	NA	NA	NA	NA	NA	NA	NA	0.584	NA	1.707	1.262
1903	0.824	1.129	1.172	NA	NA	NA	NA	NA	1.556	0.602	0.656	0.833	NA	NA	NA	NA	NA	NA	0.524	NA	1.25	0.353
1904	0.963	1.448	1.303	NA	NA	NA	NA	NA	1.223	2.871	0.844	0.844	NA	NA	NA	NA	NA	NA	0.506	NA	0.99	1.38
1905	0.828	1.26	0.777	0.92	NA	NA	NA	NA	1.221	0.974	0.643	0.639	NA	NA	NA	NA	NA	NA	0.165	NA	1.611	2.115
1906	0.76	0.993	0.662	0.755	0.548	NA	NA	NA	0.794	0.732	0.462	0.704	NA	NA	NA	NA	NA	NA	0.232	NA	1.149	0.596
1907	0.87	1.28	0.854	0.838	0.875	NA	NA	NA	0.376	0.641	0.659	0.47	NA	NA	NA	NA	NA	NA	0.21	NA	1.134	0.837
1908	0.604	0.896	1.047	1.253	0.806	NA	NA	NA	0.403	0.669	0.578	0.521	NA	NA	NA	NA	NA	NA	0.322	NA	0.603	0.383
1909	1.324	1.53	1.08	0.931	2.588	NA	NA	NA	0.751	0.537	0.616	0.664	NA	NA	NA	NA	NA	NA	0.361	NA	1.307	1.11
1910	1.593	1.829	1.602	1.312	2.078	NA	NA	NA	1.347	0.961	0.9	0.495	NA	0.666	NA	NA	NA	NA	0.51	NA	1.093	1.105
1911	1.512	1.544	0.685	0.859	1.3	NA	NA	NA	0.67	0.591	0.702	0.722	NA	0.647	NA	NA	NA	NA	0.224	NA	0.637	0.654
1912	2.869	2.781	1.66	1.534	3.199	NA	NA	NA	1.746	1.185	0.846	1.441	NA	0.736	NA	NA	0.567	NA	0.692	NA	2.233	1.765
1913	1.228	1.403	0.906	0.93	1.067	NA	NA	NA	0.47	0.601	0.273	0.43	NA	0.945	NA	NA	0.747	NA	0.213	NA	0.814	0.378
1914	1.149	1.478	0.684	0.675	1.539	NA	NA	NA	0.308	0.509	0.494	0.763	NA	0.537	NA	NA	0.212	NA	0.475	NA	1.053	0.572
1915	2.908	2.964	1.805	1.666	5.627	NA	NA	NA	1.401	1.255	0.878	1.336	NA	0.595	NA	NA	0.148	NA	0.787	NA	2.647	2.157
1916	2.249	2.365	1.086	1.307	5.592	NA	NA	0.671	1.29	1.128	1.23	1.637	NA	1.282	NA	NA	0.694	NA	0.982	NA	1.743	1.185
1917	2.212	2.153	1.049	1.388	2.55	NA	NA	0.393	1.034	0.719	0.793	1.399	NA	1.676	NA	NA	0.82	NA	0.643	NA	1.13	0.641
1918	0.97	1.508	0.478	0.557	2.094	NA	NA	0.511	0.711	0.732	0.483	1.085	NA	0.666	NA	NA	0.48	0.528	0.704	NA	0.969	0.778
1919	1.014	1.541	1.117	1.123	2.436	NA	NA	0.548	0.89	0.729	0.965	0.967	1.289	0.712	NA	NA	0.464	0.68	0.793	NA	1.486	0.847
1920	1.666	1.626	0.998	0.706	2.201	NA	NA	0.761	1.225	0.912	1.21	1.014	1.39	1.163	NA	NA	0.789	0.424	0.901	NA	0.827	0.644
1921	1.631	1.43	1.244	1.429	0.965	NA	NA	0.813	0.672	0.735	0.712	0.929	1.855	1.037	NA	NA	0.362	0.531	0.84	NA	0.895	0.827
1922	2.209	1.578	1.27	1.22	1.867	NA	NA	1.11	1.072	0.773	0.722	1.455	1.799	0.981	NA	NA	0.48	0.683	0.669	NA	1.423	0.915
1923	2.27	1.571	1.24	1.031	1.823	NA	NA	1.091	1.181	0.484	0.838	1.39	1.594	0.65	NA	NA	0.632	0.876	0.732	NA	1.188	0.708
1924	2.664	2.314	1.298	1.672	2.348	NA	NA	0.758	0.92	0.359	1.819	1.429	1.215	0.69	NA	NA	0.493	0.853	0.719	NA	1.005	0.243
1925	1.791	1.537	0.98	0.789	1.072	NA	NA	0.502	0.681	0.382	0.574	0.605	1.872	0.823	NA	NA	0.617	0.316	0.506	NA	0.766	0.362
1926	1.887	1.631	0.839	0.911	1.824	NA	NA	0.855	1.646	0.556	0.845	0.94	0.531	0.773	NA	NA	0.95	0.786	1.332	NA	0.89	0.554
1927	2.054	2.171	1.223	1.347	1.929	NA	NA	1.494	1.177	1.685	1.55	1.572	1.775	1.241	NA	NA	0.937	1.053	1.517	NA	1.638	0.931
1928	1.977	2.041	1.187	1.264	1.902	NA	0.729	0.705	0.871	1.345	1.791	1.301	1.472	0.851	NA	NA	0.804	1.075	1.064	NA	0.996	0.639
1929	2.622	2.312	0.9	0.819	1.622	NA	0.522	0.583	0.942	0.728	2.091	1.09	1.568	1.397	NA	NA	1.008	1.018	1.621	NA	1.406	1.326
1930	1.839	1.704	0.689	0.674	1.255	NA	0.466	0.465	0.53	0.471	1.586	0.654	1.991	0.857	NA	NA	0.57	0.488	0.943	NA	0.669	0.703
1931	2.253	2.143	0.903	0.875	1.568	NA	0.695	1.009	1.003	1.178	1.614	1.322	3.125	1.169	NA	NA	1.328	1.341	1.79	NA	1.476	1.388
1932	2.02	2.089	0.725	0.917	1.2	NA	0.836	1.532	0.82	1.524	2.123	1.208	3.097	0.968	NA	NA	1.384	1.222	1.731	1.874	1.332	1.454
1933	1.097	1.302	0.495	0.478	0.757	NA	0.486	0.879	0.438	0.783	1.608	0.748	1.994	0.806	NA	NA	1.034	0.733	1.074	0.991	0.722	0.687
1934	1.023	1.247	0.361	0.514	1.166	NA	0.646	1.121	0.662	1.337	1.786	0.986	2.681	0.821	NA	NA	1.874	1.224	1.633	1.396	0.593	0.647
1935	1.247	1.261	1.047	0.882	1.318	NA	0.774	0.941	0.849	1.07	1.834	1.406	2.879	1.297	NA	NA	2.166	1.57	2.638	1.963	0.961	1.404
1936	0.908	0.768	0.908	0.794	0.412	NA	0.387	0.515	0.388	0.592	1.091	0.6	1.323	0.88	NA	NA	0.971	0.876	1.062	0.826	0.408	0.56
1937	1.643	1.665	1.143	1.728	1.946	2.41	1.735	1.566	1.555	1.886	2.284	1.522	2.666	1.871	NA	NA	2.188	1.834	1.579	1.774	1.123	1.658
1938	2.427	2.4	1.194	2.294	2.211	2.763	1.606	1.603	2.744	2.065	2.842	2.228	3.349	1.819	NA	NA	3.208	2.159	1.818	2.807	1.076	1.342
1939	2.048	2.16	1.268	1.427	2.067	2.397	0.92	0.924	1.622	1.484	1.643	1.28	3.001	1.372	NA	NA	2.142	1.757	2.062	2.724	0.811	0.946
1940	1.682	1.779	1.046	0.907	1.583	1.658	0.337	0.859	1.141	0.849	1.407	0.878	2.263	0.953	NA	NA	1.352	1.19	1.366	2.199	0.932	0.824
