# Stevenson - Pigeon Creek - PIEC - ITRDB OK037
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/17222
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-17222.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok037-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ok037-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok037.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ok037.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-08-18
#--------------------
# File_Last_Modified_Date
#   Date: 2014-08-18
#--------------------
# Title
#   Study_Name: Stevenson - Pigeon Creek - PIEC - ITRDB OK037
#--------------------
# Investigators
#   Investigators: Stevenson, D.; Lynch, T.B.; Heineman, R.; Holeman, R.; Wilson, D.; Anderson, K.; Guldin, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pigeon Creek
#   Location: Oklahoma
#   Northernmost_Latitude: 34.6333
#   Southernmost_Latitude: 34.6333
#   Easternmost_Longitude: -94.5333
#   Westernmost_Longitude: -94.5333
#   Elevation_m: 334
#--------------------
# Data_Collection
#   Collection_Name: OK037
#   First_Year: 1943
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus echinata Mill.
#   Common_Name: shortleaf pine
#   Tree_Species_Code: PIEC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## p146t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t037_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t037; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p146t041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p146t041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p147t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p147t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p147t002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p147t002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p147t005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p147t005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p148t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p148t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	p146t001_raw	p146t002_raw	p146t003_raw	p146t006_raw	p146t007_raw	p146t015_raw	p146t019_raw	p146t022_raw	p146t030_raw	p146t035_raw	p146t037_raw	p146t041_raw	p147t001_raw	p147t002_raw	p147t005_raw	p148t001_raw
1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.771	NA	NA	NA
1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.607	NA	NA	NA
1945	NA	NA	NA	NA	NA	NA	NA	NA	3.955	NA	NA	NA	4.827	NA	NA	NA
1946	NA	NA	NA	NA	NA	NA	NA	NA	7.304	NA	NA	NA	3.732	4.81	NA	NA
1947	NA	NA	NA	NA	NA	NA	NA	NA	3.269	NA	NA	NA	1.261	1.231	NA	NA
1948	NA	NA	NA	NA	NA	NA	NA	NA	4.189	2.916	NA	NA	3.693	4.042	NA	NA
1949	NA	NA	NA	NA	NA	NA	NA	NA	5.191	2.996	NA	NA	3.666	5.375	NA	NA
1950	NA	NA	NA	NA	NA	NA	NA	3.813	5.089	3.354	NA	NA	3.207	4.855	NA	NA
1951	4.372	NA	NA	NA	NA	NA	NA	3.548	4.421	2.646	NA	NA	3.223	3.741	NA	NA
1952	3.167	NA	2.25	NA	3.246	NA	NA	2.806	2.491	1.536	NA	NA	2.115	2.796	NA	3.042
1953	2.748	2.68	2.199	NA	3.465	NA	NA	3.411	2.6	2.469	NA	NA	2.352	2.515	NA	3.248
1954	1.896	2.451	1.945	NA	2.879	NA	NA	3.044	2.639	1.911	4.586	NA	2.008	2.221	NA	3.656
1955	1.77	2.296	1.907	NA	2.933	3.793	NA	3.355	3.259	1.774	3.312	NA	2.385	2.176	NA	3.457
1956	1.248	1.597	1.568	NA	1.435	2.362	2.841	2.552	1.898	1.231	2.225	NA	1.485	1.437	1.922	1.817
1957	2.248	2.488	1.96	NA	3.203	4.437	3.781	4.259	3.203	2.319	4.756	NA	2.496	2.461	2.85	2.73
1958	2.196	2.83	2.201	4.884	3.534	3.898	3.403	4.765	3.792	1.893	3.777	NA	2.789	2.622	3.033	3.636
1959	2.112	2.649	2.901	4.755	3.792	3.362	3.394	4.725	3.878	1.992	3.243	2.035	2.679	3.226	2.546	3.859
1960	2.604	2.336	2.41	3.583	4.094	2.518	3.414	5.091	3.597	2.349	4.43	1.683	2.481	2.804	2.257	3.556
1961	2.515	2.549	2.547	3.306	3.864	2.096	3.024	4.07	3.663	2.207	4.258	3.199	2.742	3.193	2.317	4.463
1962	1.561	2.014	2.169	2.276	3.487	1.923	2.438	2.642	3.43	1.77	2.808	3.572	2.029	2.252	1.75	3.011
1963	1.04	1.831	1.655	1.342	2.329	1.101	1.544	1.89	2.304	1.319	1.79	2.671	1.056	1.774	1.51	1.804
1964	0.919	1.386	1.261	1.402	2.056	0.853	1.411	1.764	1.953	1.195	1.793	2.153	1.309	1.365	1.291	2.453
1965	1.002	1.549	1.434	1.373	2.667	0.854	1.55	1.671	1.51	1.428	1.792	2.197	1.448	1.261	1.59	2.92
1966	1.211	1.407	1.629	1.597	2.295	1.071	2.021	2.357	1.616	1.316	2.205	2.133	2.066	2.105	2.013	2.627
1967	1.384	1.438	1.736	2.259	2.436	1.428	1.681	2.962	1.387	1.4	2.724	3.968	1.895	2.266	2.222	2.177
1968	1.62	1.839	2.55	1.84	2.701	1.465	1.752	2.276	1.843	1.313	2.329	3.314	1.885	2.738	1.769	2.124
1969	1.796	2.424	2.492	1.966	2.551	1.385	1.618	1.814	3.979	2.297	2.31	2.812	1.819	3.478	2.245	3.824
1970	1.856	2.382	2.194	2.885	2.891	1.41	1.817	2.764	3.576	1.919	2.791	4.033	2.422	3.673	1.833	3.459
1971	2.689	3.261	2.892	3.149	3.109	1.402	2.111	3.451	4.885	2.669	3.361	3.448	2.634	2.896	2.173	2.884
1972	1.699	1.928	2.125	1.857	1.912	1.093	1.832	1.849	2.887	1.823	2.649	3.462	1.727	1.809	1.496	1.779
1973	2.239	2.403	3.334	3.474	3.768	1.535	3.16	2.181	5.009	3.149	4.212	4.057	2.567	2.622	2.447	3.73
1974	2.11	2.378	2.583	1.92	3.088	1.567	2.371	1.954	3.727	3.071	3.339	2.516	2.297	2.768	1.881	2.326
1975	2.317	2.244	2.639	2.426	2.958	1.516	2.168	2.811	3.255	3.679	3.635	2.631	1.702	2.368	2.278	1.949
1976	1.706	1.745	2.073	1.815	1.654	1.187	1.724	2.954	1.958	2.73	2.28	1.956	1.278	2.08	2.203	2.067
1977	1.975	1.424	1.686	1.216	1.479	0.795	1.103	1.726	1.513	2.151	1.491	1.979	0.702	1.597	1.987	2.185
1978	0.95	1.301	1.801	0.768	1.158	0.806	1.035	1.406	1.503	1.556	1.363	1.621	0.539	1.187	1.375	1.45
1979	0.647	0.977	1.499	1.168	1.19	1.107	1.271	1.869	0.874	1.073	0.964	1.231	0.523	1.107	1.636	1.117
1980	0.453	0.097	0.568	0.609	0.705	0.524	0.351	0.893	0.519	0.827	0.43	0.556	0.866	0.619	0.251	0.323
1981	0.653	0.521	1.688	1.314	1.427	1.021	0.966	1.849	2.025	1.494	1.595	1.748	0	0.509	1.192	1.605
1982	1.256	0.493	1.815	1.325	1.603	1.072	1.341	1.756	1.356	1.567	2.005	1.437	1.295	0.75	1.814	1.964
1983	1.527	0.684	1.635	1.064	1.968	1.294	1.161	2.113	1.149	1.978	1.576	2.089	1.118	1.295	1.744	1.426
1984	1.248	0.641	1.337	0.997	1.683	1.144	1.457	2.043	0.858	1.887	1.2	1.611	1.132	1.648	2.122	1.9
1985	1.12	0.573	1.385	0.728	1.512	0.861	1.147	1.708	0.978	1.645	1.292	1.489	0.969	1.133	1.667	0.997
1986	0.853	0.321	1.112	0.879	1.394	1.051	0.706	1.94	0.872	1.842	1.072	1.276	0.89	0.863	1.36	0.942
1987	1.429	0.774	2.297	1.576	2.564	1.156	1.663	2.607	1.899	2.253	1.746	2.306	0.985	1.649	2.214	1.246
1988	1.509	0.375	1.806	1.576	2.131	0.871	2.051	1.793	1.636	1.398	1.426	2.49	0.865	1.396	1.585	1.121
1989	1.637	1	1.97	1.88	2.021	1.453	2.292	2.104	1.844	2.054	1.686	2.834	0.756	1.323	1.734	2.347
1990	1.915	1.181	2.53	2.004	2.073	1.693	1.591	2.68	1.511	2.009	1.979	2.132	0.861	1.303	1.773	2.305
1991	1.593	1.007	2.377	2.06	2.487	1.204	1.799	2.695	1.816	2.05	1.478	2.245	1.032	1.463	1.842	2.66
1992	2.295	1.153	2.829	2.532	2.939	0.648	1.923	2.885	2.099	2.009	2.017	2.127	0	1.27	1.864	3.555
