# King - Greenhorn Mountains - ABLA - ITRDB OR084
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3699
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3699.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or084-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or084-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or084.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or084.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-02-01
#--------------------
# File_Last_Modified_Date
#   Date: 2005-02-01
#--------------------
# Title
#   Study_Name: King - Greenhorn Mountains - ABLA - ITRDB OR084
#--------------------
# Investigators
#   Investigators: King, J.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Greenhorn Mountains
#   Location: Oregon
#   Northernmost_Latitude: 44.7
#   Southernmost_Latitude: 44.7
#   Easternmost_Longitude: -118.55
#   Westernmost_Longitude: -118.55
#   Elevation_m: 2295
#--------------------
# Data_Collection
#   Collection_Name: OR084
#   First_Year: 1865
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 72-9-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 72-9-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 72-9-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 72-9-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 99-2-14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 99-2-14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100-5-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100-5-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 104-1-13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 104-1-13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 104-2-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 104-2-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 106-4-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 106-4-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 106-8-15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 106-8-15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 106-11-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 106-11-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 106-14-8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 106-14-8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 106-16-8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 106-16-8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 109-4-8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 109-4-8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 112-1-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 112-1-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 114-1-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 114-1-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118-2-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 118-2-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 123-8-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 123-8-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129-2-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129-2-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129-4-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129-4-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129-5-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129-5-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129-5-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129-5-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 132-2-8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 132-2-8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 132-3-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 132-3-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 132-5-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 132-5-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 132-6-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 132-6-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 134-2-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 134-2-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 791-3-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 791-3-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 791-3-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 791-3-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 792-1-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 792-1-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 792-2-9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 792-2-9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 792-7-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 792-7-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	72-9-1_raw	72-9-2_raw	99-2-14_raw	100-5-6_raw	104-1-13_raw	104-2-6_raw	106-4-5_raw	106-8-15_raw	106-11-3_raw	106-14-8_raw	106-16-8_raw	109-4-8_raw	112-1-3_raw	114-1-3_raw	118-2-1_raw	123-8-2_raw	129-2-2_raw	129-4-3_raw	129-5-4_raw	129-5-5_raw	132-2-8_raw	132-3-6_raw	132-5-6_raw	132-6-5_raw	134-2-1_raw	791-3-5_raw	791-3-6_raw	792-1-1_raw	792-2-9_raw	792-7-3_raw
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.856	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.926	NA	NA	NA	NA	0.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.085	NA	NA	NA	NA	0.115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.203	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.153	NA	NA	NA	NA	0.295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.129	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.311	NA	NA	NA	NA	0.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.378	NA	NA	NA	NA	0.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.243	NA	NA	NA	NA	0.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.939	NA	NA	NA	NA	0.481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.254	NA	NA	NA	NA	0.889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.302	NA	NA	NA	NA	0.647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.169	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.713	NA	NA	NA	NA	0.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.026	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.904	NA	NA	NA	NA	0.363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	0.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.861	NA	NA	NA	NA	0.828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	0.688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.071	NA	NA	NA	NA	0.932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	0.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.517	NA	NA	NA	NA	0.913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	0.792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.059	NA	NA	NA	NA	0.829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	0.668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.881	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	0.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.444	NA	NA	NA	NA	1.024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	0.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.011	NA	NA	NA	NA	0.781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	0.343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798	NA	NA	NA	NA	0.857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	0.648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822	NA	NA	NA	NA	1.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.653	NA	NA	NA	NA	0.952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	0.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	0.944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	0.703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.662	NA	NA	NA	NA	0.815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.784	NA	NA	NA	NA	0.722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	0.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.926	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	0.628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	0.934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	0.852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	0.258	NA	NA	NA	NA	NA	0.166	NA	NA	NA	NA	0.45	NA	NA	NA	NA	0.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	0.839	NA	NA	NA	NA	NA	0.718	NA	NA	NA	NA	0.709	NA	NA	NA	NA	0.854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	0.7	NA	NA	NA	NA	NA	0.709	NA	NA	NA	NA	0.596	NA	NA	NA	NA	0.616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	0.672	NA	NA	NA	NA	NA	0.639	NA	NA	NA	NA	0.816	NA	NA	NA	NA	1.109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	1.059	NA	NA	NA	NA	NA	0.937	NA	NA	NA	NA	0.827	NA	NA	NA	NA	1.053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	0.646	NA	NA	NA	NA	NA	0.701	NA	NA	NA	NA	0.753	NA	NA	NA	NA	1.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	0.539	NA	NA	NA	NA	NA	1.216	NA	NA	NA	NA	0.676	NA	NA	NA	NA	0.833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	0.509	NA	NA	NA	NA	NA	0.888	NA	NA	NA	NA	0.755	NA	NA	NA	NA	0.661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	0.668	NA	NA	NA	NA	NA	0.398	NA	NA	NA	NA	0.736	NA	NA	NA	NA	0.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	0.726	NA	NA	NA	NA	NA	0.617	NA	NA	NA	NA	0.702	NA	NA	NA	NA	0.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	1.252	NA	NA	NA	NA	NA	0.662	NA	NA	NA	NA	0.625	NA	NA	NA	NA	0.927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	0.681	NA	NA	NA	NA	NA	0.539	NA	NA	NA	NA	0.687	NA	NA	NA	NA	0.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	0.413	NA	NA	NA	NA	NA	0.791	NA	NA	NA	NA	0.645	NA	NA	NA	NA	0.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	0.48	NA	NA	NA	NA	NA	0.546	NA	NA	NA	NA	0.64	NA	NA	NA	NA	0.627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
