# Hager - Portage - FRNI - ITRDB ME027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3459
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3459.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; me027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/me027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1997-01-06
#--------------------
# File_Last_Modified_Date
#   Date: 1997-01-06
#--------------------
# Title
#   Study_Name: Hager - Portage - FRNI - ITRDB ME027
#--------------------
# Investigators
#   Investigators: Hager, A.E.S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Portage
#   Location: Maine
#   Northernmost_Latitude: 46.73
#   Southernmost_Latitude: 46.73
#   Easternmost_Longitude: -68.47
#   Westernmost_Longitude: -68.47
#   Elevation_m: 250
#--------------------
# Data_Collection
#   Collection_Name: ME027
#   First_Year: 1872
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Fraxinus nigra Marsh.
#   Common_Name: black ash
#   Tree_Species_Code: FRNI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 02-01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-14D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-14D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-20D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-20D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02-21C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02-21C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	02-01A_raw	02-01B_raw	02-02A_raw	02-02B_raw	02-03A_raw	02-03B_raw	02-04A_raw	02-04B_raw	02-05A_raw	02-06A_raw	02-08A_raw	02-08B_raw	02-09A_raw	02-09B_raw	02-10A_raw	02-11A_raw	02-11B_raw	02-12A_raw	02-12B_raw	02-13A_raw	02-13B_raw	02-14A_raw	02-14D_raw	02-15A_raw	02-15B_raw	02-16A_raw	02-16B_raw	02-17A_raw	02-17B_raw	02-19A_raw	02-19B_raw	02-20A_raw	02-20B_raw	02-20D_raw	02-21A_raw	02-21C_raw
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	1.59	1.93	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	1.09	1.21	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	0.9	1.01	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	0.97	0.85	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	0.57	0.66	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.47	0.3	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.25	0.36	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.34	0.2	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.31	0.4	NA	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	0.81	0.88	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.63	0.54	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.38	0.33	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.31	0.27	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.52	0.46	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.4	0.37	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.66	0.27	NA	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.52	0.56	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	0.31	0.35	NA	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0.12	0.21	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.2	0.3	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA
1901	NA	NA	0.63	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.2	0.31	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA
1902	NA	NA	1.3	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	1	0.57	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA
1903	NA	NA	0.86	0.67	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	1.21	0.76	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA
1904	NA	NA	0.97	0.86	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.76	0.5	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA
1905	NA	0.65	0.5	0.57	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.67	0.36	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA
1906	0.9	0.93	0.97	0.81	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.86	0.32	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA	NA
1907	0.86	0.91	0.95	0.68	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.63	0.38	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA
1908	0.48	0.56	0.45	0.25	NA	NA	0.48	1.22	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.38	0.34	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA
1909	1	0.83	0.53	0.48	NA	NA	0.49	0.63	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.3	0.29	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA
1910	1.3	1.2	0.94	0.77	NA	NA	1.16	0.96	0.79	NA	NA	NA	NA	NA	2.29	NA	NA	NA	NA	0.54	0.56	0.34	NA	0.45	NA	NA	1.15	NA	NA	NA	NA	NA	NA	0.3	NA	NA
1911	1.66	1.7	1.27	1.15	NA	NA	1.42	1.55	1.64	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	0.89	0.76	0.54	NA	0.72	NA	NA	1.58	NA	NA	NA	NA	NA	NA	0.51	NA	NA
1912	1.48	1.38	1.47	1.18	NA	NA	2.24	2.36	1.2	1.8	NA	1.63	NA	NA	1.45	NA	NA	NA	NA	1.02	0.83	0.59	NA	0.87	NA	NA	1.9	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1913	0.83	0.86	0.6	0.61	NA	NA	0.99	0.88	0.65	1.05	NA	1.12	NA	NA	0.4	NA	0.47	NA	NA	0.88	0.59	0.42	NA	0.53	NA	NA	1.18	NA	NA	NA	NA	0.63	NA	0.52	NA	NA
1914	0.84	0.87	0.46	0.36	NA	0.56	0.76	0.66	0.9	1.26	NA	0.58	NA	NA	0.22	NA	0.31	NA	NA	0.48	0.43	0.25	NA	0.5	NA	NA	1.2	NA	NA	NA	NA	0.32	NA	0.3	NA	NA
