# Pederson - Lisha Kill - CYGL - ITRDB NY021
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13960
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13960.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny021-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny021-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny021.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny021.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-21
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-21
#--------------------
# Title
#   Study_Name: Pederson - Lisha Kill - CYGL - ITRDB NY021
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X); Mashig, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
#   Authors: 
#   Journal_Name: Dendrochronologia
#   Published_Title: The influence of winter temperatures on the annual radial growth of six northern-range-margin tree species
#   Published_Date_or_Year: 2004
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Pederson, N., E.R. Cook, G.C. Jacoby, D.M. Peteet, and K.L. Griffin. 2004. The influence of winter temperatures on the annual radial growth of six northern-range-margin tree species. Dendrochronologia 22: 7-29
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lisha Kill
#   Location: New York
#   Northernmost_Latitude: 42.98
#   Southernmost_Latitude: 42.98
#   Easternmost_Longitude: -74.02
#   Westernmost_Longitude: -74.02
#   Elevation_m: 122
#--------------------
# Data_Collection
#   Collection_Name: NY021
#   First_Year: 1753
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Carya glabra (Mill.) Sweet
#   Common_Name: pignut hickory
#   Tree_Species_Code: CYGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LK01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK01c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK01c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK02c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK02c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK10c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK10c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LK15c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LK15c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LK01a_raw	LK01b_raw	LK01c_raw	LK02a_raw	LK02b_raw	LK02c_raw	LK03a_raw	LK03b_raw	LK04a_raw	LK04b_raw	LK05a_raw	LK05b_raw	LK06a_raw	LK06b_raw	LK07a_raw	LK08a_raw	LK09a_raw	LK10a_raw	LK10b_raw	LK10c_raw	LK12b_raw	LK13a_raw	LK14a_raw	LK14b_raw	LK15a_raw	LK15b_raw	LK15c_raw
1753	NA	NA	NA	NA	0.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	0.483	0.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	0.118	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	0.163	0.181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	0.11	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	0.251	0.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	0.2	0.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	0.307	0.271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	0.271	0.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	0.322	0.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	NA	0.358	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	NA	0.309	0.337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	NA	0.315	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	0.197	0.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	0.222	0.291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	0.264	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	0.209	0.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.092
1770	NA	NA	NA	NA	0.216	0.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.351
1771	NA	NA	NA	NA	0.19	0.185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.398	NA	1.293
1772	NA	NA	NA	NA	0.242	0.296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.904	NA	1.848
1773	NA	NA	NA	NA	0.203	0.334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.479	NA	NA	NA	NA	NA	1.703	2.157	1.796
1774	NA	NA	NA	NA	0.153	0.216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.492	NA	NA	NA	NA	NA	2.147	2.23	1.508
1775	NA	NA	NA	NA	0.177	0.255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.422	NA	NA	NA	NA	NA	1.072	1.138	0.773
1776	NA	NA	NA	NA	0.146	0.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.451	NA	NA	NA	NA	NA	0.725	1.179	0.594
1777	NA	NA	NA	NA	0.159	0.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.717	NA	NA	NA	NA	NA	1.582	1.796	1.137
1778	NA	NA	NA	NA	0.182	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.708	NA	NA	NA	NA	NA	0.455	0.612	0.517
1779	NA	NA	NA	NA	0.151	0.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.639	NA	NA	NA	NA	NA	1.262	2.015	1.202
1780	NA	NA	NA	NA	0.243	0.227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.554	NA	NA	NA	NA	NA	1.319	1.13	1.187
1781	NA	NA	NA	NA	0.197	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.549	NA	NA	NA	NA	NA	1.72	1.225	1.673
1782	NA	NA	NA	NA	0.211	0.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.468	NA	NA	NA	NA	NA	0.847	0.763	0.702
1783	NA	NA	NA	NA	0.225	0.223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.301	NA	NA	NA	NA	NA	0.672	0.64	0.573
1784	NA	NA	NA	NA	0.174	0.245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.364	NA	NA	NA	NA	NA	0.812	0.847	0.756
1785	NA	NA	2.983	NA	0.138	0.256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.283	NA	NA	NA	NA	NA	1.145	0.96	0.827
1786	NA	NA	1.712	NA	0.262	0.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416	0.271	0.453	NA	NA	NA	NA	0.961	0.635	0.562
1787	0.912	0.8	0.868	NA	0.273	0.227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.385	0.268	0.421	NA	NA	NA	NA	1.049	0.795	0.732
1788	0.716	0.791	1.154	NA	0.354	0.348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.346	0.418	NA	NA	NA	NA	0.993	0.815	0.766
1789	0.593	0.538	0.756	NA	0.315	0.309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345	0.307	0.329	NA	NA	NA	NA	0.874	0.728	0.621
1790	0.628	0.667	0.895	NA	0.387	0.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.435	0.236	0.386	NA	NA	NA	NA	0.8	0.662	0.642
1791	0.386	0.495	0.468	NA	0.276	0.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.164	0.349	NA	NA	NA	NA	0.309	0.267	0.231
1792	0.533	0.572	0.508	NA	0.315	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.348	0.236	0.43	NA	NA	NA	NA	0.631	0.346	0.376
1793	1.145	0.977	0.927	NA	0.343	0.291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.223	0.496	NA	NA	NA	NA	0.648	0.383	0.465
1794	0.9	0.783	0.829	NA	0.435	0.272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.342	0.173	0.319	NA	NA	NA	NA	0.579	0.356	0.393
1795	0.802	0.663	0.916	NA	0.416	0.463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.519	0.328	0.544	NA	NA	NA	NA	0.745	0.463	0.498
1796	1.096	0.505	1.026	NA	0.357	0.368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.512	0.378	0.455	NA	NA	NA	NA	0.744	0.47	0.5
1797	0.985	0.462	1.067	NA	0.46	0.715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.579	0.397	0.51	NA	NA	NA	NA	0.709	0.449	0.531
1798	0.786	0.493	1.121	NA	0.432	0.546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.42	0.697	NA	NA	NA	NA	0.624	0.357	0.408
1799	0.939	0.493	0.76	NA	0.447	0.595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.483	0.381	0.595	NA	NA	NA	NA	0.775	0.608	0.631
1800	1.322	0.694	1.067	NA	0.307	0.428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.508	0.347	0.605	NA	NA	NA	NA	0.626	0.389	0.391
1801	1.697	1.184	1.378	NA	0.342	0.493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.493	0.378	0.622	NA	NA	NA	NA	0.557	0.393	0.452
1802	1.156	1.021	1.166	NA	0.468	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.452	0.379	0.572	NA	NA	NA	NA	0.578	0.444	0.42
1803	1.203	1.119	0.826	NA	0.439	0.522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.378	0.27	0.484	NA	NA	NA	NA	0.673	0.541	0.473
1804	1.291	1.216	1.347	NA	0.534	0.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.447	0.311	0.512	NA	NA	NA	NA	1.045	0.89	0.662
1805	0.912	0.822	1.134	NA	0.392	0.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417	0.252	0.347	NA	NA	NA	NA	0.796	0.769	0.5
1806	0.987	1.035	1.312	NA	0.407	0.43	NA	NA	0.569	NA	NA	NA	NA	NA	NA	NA	NA	0.361	0.327	0.354	NA	NA	NA	NA	0.515	0.59	0.322
1807	1.246	1.131	1.539	NA	0.527	0.497	NA	NA	0.518	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.222	0.494	NA	NA	NA	NA	0.431	0.592	0.435
1808	1.291	1.076	1.333	NA	0.377	0.44	NA	NA	0.457	NA	NA	NA	NA	NA	NA	NA	NA	0.455	0.315	0.529	NA	NA	NA	NA	0.409	0.633	0.266
