# Maxwell - Douglas Woods - QUAL - ITRDB IN032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34641
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34641.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Douglas Woods - QUAL - ITRDB IN032
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Matheus, T.J.; Strange, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Density of tree-ring network influence on drought reconstruction NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Justin T. Maxwell, Grant L. Harley, Trevis J. Matheus, Brandon M. Strange, Kayla Van Aken, Tsun Fung Au, Joshua C. Bregy
#   Journal_Name: Climate of the Past
#   Published_Title: Sampling density and date along with species selection influence spatial representation of tree-ring reconstructions
#   Published_Date_or_Year: 2020
#   Volume: 16
#   Pages: 1901-1916
#   Issue: 5
#   Report_Number: 
#   DOI: 10.5194/cp-16-1901-2020
#   Full_Citation: None
#   Abstract: Our understanding of the natural variability of hydroclimate before the instrumental period (ca. 1900 CE in the United States) is largely dependent on tree-ring-based reconstructions. Large-scale soil moisture reconstructions from a network of tree-ring chronologies have greatly improved our understanding of the spatial and temporal variability in hydroclimate conditions, particularly extremes of both drought and pluvial (wet) events. However, certain regions within these large-scale network reconstructions in the US are modeled by few tree-ring chronologies. Further, many of the chronologies currently publicly available on the International Tree-Ring Data Bank (ITRDB) were collected in the 1980s and 1990s, and thus our understanding of the sensitivity of radial growth to soil moisture in the US is based on a period that experienced multiple extremely severe droughts and neglects the impacts of recent, rapid global change. In this study, we expanded the tree-ring network of the Ohio River valley in the US, a region with sparse coverage. We used a total of 72 chronologies across 15 species to examine how increasing the density of the tree-ring network influences the representation of reconstructing the Palmer Meteorological Drought Index (PMDI). Further, we tested how the sampling date and therefore the calibration period influenced the reconstruction models by creating reconstructions that ended in the year 1980 and compared them to reconstructions ending in 2010 from the same chronologies. We found that increasing the density of the tree-ring network resulted in reconstructed values that better matched the spatial variability of instrumentally recorded droughts and, to a lesser extent, pluvials. By extending the calibration period to 2010 compared to 1980, the sensitivity of tree rings to PMDI decreased in the southern portion of our region where severe drought conditions have been absent over recent decades. We emphasize the need of building a high-density tree-ring network to better represent the spatial variability of past droughts and pluvials. Further, chronologies on the ITRDB need updating regularly to better understand how the sensitivity of tree rings to climate may vary through time.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Douglas Woods
#   Location: Indiana
#   Northernmost_Latitude: 41.518301
#   Southernmost_Latitude: 41.518301
#   Easternmost_Longitude: -84.866101
#   Westernmost_Longitude: -84.866101
#   Elevation_m: 267
#--------------------
# Data_Collection
#   Collection_Name: IN032
#   First_Year: 1853
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DOA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOA09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOA09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DOA01A_raw	DOA01B_raw	DOA02A_raw	DOA02B_raw	DOA03A_raw	DOA03B_raw	DOA04A_raw	DOA04B_raw	DOA05A_raw	DOA05B_raw	DOA06A_raw	DOA06B_raw	DOA07A_raw	DOA07B_raw	DOA08A_raw	DOA08B_raw	DOA09B_raw
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.908	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.207	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	3.76	1.843	NA	1.762	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	2.322	1.42	NA	2.531	NA	NA	NA	NA	NA
1857	1.396	1.993	1.437	NA	NA	NA	NA	NA	1.762	1.445	1.922	2.874	NA	NA	NA	NA	NA
1858	0.715	1.412	1.169	NA	NA	NA	NA	NA	1.431	1.238	1.42	1.53	0.716	NA	NA	NA	NA
1859	0.933	1.825	1.065	NA	NA	NA	NA	NA	1.816	1.547	1.3	1.508	0.624	NA	NA	NA	NA
1860	1.427	1.157	0.963	NA	NA	NA	NA	NA	1.867	1.95	1.503	1.281	0.579	NA	NA	NA	NA
1861	1.062	1.065	1.08	NA	NA	NA	NA	NA	1.667	2.34	2.342	0.96	0.718	NA	1.02	NA	1.864
1862	0.9	1.269	0.78	NA	NA	NA	NA	NA	1.008	1.591	1.968	1.036	1.054	NA	0.722	NA	1.203
1863	1.655	1.672	0.801	NA	NA	NA	NA	NA	1.31	2.447	1.571	1.105	1.227	NA	0.901	NA	1.531
1864	1.112	0.99	0.775	NA	NA	NA	NA	NA	0.989	1.459	1.429	0.758	1.64	NA	0.705	NA	1.105
1865	1.576	1.264	0.834	NA	NA	NA	NA	NA	1.509	1.764	1.387	0.842	2.031	NA	0.698	NA	1.3
1866	1.677	1.241	0.944	NA	NA	NA	NA	NA	1.862	2.186	1.822	0.592	1.185	NA	1.906	NA	1.352
1867	1.145	1.077	0.463	NA	NA	NA	NA	NA	1.272	1.935	1.325	0.812	0.565	NA	1.57	NA	1.079
1868	0.835	1.359	0.581	NA	NA	NA	NA	3.188	1.101	2.2	1.314	0.818	0.697	NA	1.75	NA	1.337
1869	1.3	1.245	0.774	NA	NA	NA	NA	1.548	1.186	1.822	2.028	1.312	1.519	NA	0.714	NA	1.53
1870	0.931	1.58	0.531	NA	NA	NA	NA	2.381	1.071	1.923	1.224	1.264	1.4	NA	0.917	NA	1.463
1871	0.924	0.906	0.466	NA	NA	NA	NA	1.505	1.13	1.524	1.468	1.79	2.499	NA	0.921	NA	1.44
1872	0.841	1.047	0.413	NA	NA	NA	NA	1.499	0.984	1.43	1.478	1.232	2.849	NA	0.556	NA	1.429
1873	1.04	1.41	0.506	NA	NA	NA	NA	1.525	1.306	1.548	1.693	1.629	3.592	NA	0.855	NA	1.461
1874	0.991	1.024	0.362	NA	NA	NA	NA	1.359	0.874	1.268	1.409	1.923	3.815	NA	1.779	NA	1.59
1875	1.253	1.469	0.342	0.223	0.392	NA	NA	1.358	0.789	1.125	1.593	2.003	3.326	NA	0.811	NA	1.654
1876	1.402	1.038	0.255	0.191	0.285	NA	NA	1.012	0.831	1.111	1.83	1.887	3.652	NA	0.716	0.753	1.541
1877	1.327	1.491	0.279	0.258	0.205	NA	1.638	1.241	0.94	1.179	1.636	2.263	3.78	NA	0.692	0.686	1.63
1878	1.33	1.578	0.25	0.137	0.137	NA	1.703	1.337	0.826	1.633	1.631	2.521	3.164	NA	0.308	0.485	1.959
1879	0.936	1.518	0.198	0.364	0.175	NA	1.006	1.039	1.149	0.822	1.778	2.671	3.113	NA	0.36	0.534	2.353
1880	1.25	1.572	0.242	0.323	0.159	NA	0.592	0.829	0.984	1.272	1.98	2.5	2.393	NA	0.325	0.576	1.776
1881	1.228	1.39	2.863	0.948	0.145	NA	0.543	0.671	0.8	1.232	1.734	2.341	3.101	NA	0.193	0.356	1.761
1882	1.098	1.144	3.476	1.968	0.162	NA	0.513	0.67	0.896	1.316	1.351	1.925	2.821	NA	0.313	0.311	1.635
1883	0.858	1.453	2.198	1.229	0.361	NA	0.705	0.576	0.652	1.003	1.178	1.932	1.713	NA	0.358	0.235	1.535
1884	0.813	0.906	2.582	0.987	0.355	NA	0.375	0.651	0.726	1.271	1.507	1.537	1.746	NA	0.412	0.418	1.785
1885	0.458	0.935	2.854	1.053	0.629	NA	0.597	0.372	0.744	1.381	1.426	1.312	1.788	NA	0.244	0.285	1.732
1886	0.684	0.935	2.687	0.997	0.361	NA	0.595	0.392	0.819	1.256	1.414	1.447	1.478	NA	0.297	0.293	1.581
1887	0.678	0.604	1.836	0.955	0.452	NA	0.425	0.484	0.566	0.832	1.455	1.201	1.128	NA	0.288	0.34	1.188
1888	0.432	0.595	1.132	0.696	0.181	NA	0.392	0.508	0.32	0.674	1.408	1.112	0.903	NA	0.289	0.342	1.104
1889	0.782	0.506	1.772	0.935	0.335	NA	0.414	0.252	0.394	1.393	1.67	1.418	1.404	0.628	0.285	0.8	1.265
1890	0.742	0.399	0.982	0.808	0.553	NA	0.435	0.281	0.251	0.811	1.144	1.098	1.087	1.079	0.357	0.81	1.268
1891	0.703	0.588	0.807	1.021	0.18	NA	0.269	0.499	0.367	0.809	1.247	1.478	0.998	1.094	0.48	0.507	1.036
1892	0.725	0.513	0.552	0.593	0.214	NA	0.421	0.384	0.334	0.724	1.225	1.381	0.972	0.712	0.288	0.363	0.816
1893	0.318	0.584	0.465	0.518	0.184	NA	0.275	0.537	0.462	0.531	0.985	0.867	0.83	0.498	0.373	0.378	0.567
1894	0.439	0.405	0.866	0.62	0.205	NA	0.194	0.283	0.341	0.564	0.806	0.928	0.969	0.6	0.3	0.393	0.887
1895	0.414	0.509	1.401	0.622	0.172	NA	0.281	0.271	0.363	0.558	0.627	1.097	1.08	0.552	0.732	0.644	0.629
1896	1.778	0.778	2.449	1.103	0.188	NA	0.581	0.575	0.77	1.182	1.672	2.14	1.191	0.825	2.634	2.576	0.969
1897	1.522	1.364	2.2	0.842	0.221	NA	0.81	0.615	0.78	1.124	1.705	2.065	1.51	0.66	2.69	3.037	1.615
1898	1.389	1.378	1.096	0.945	0.228	NA	1.076	0.599	0.69	1.221	1.503	1.934	1.305	0.708	2.61	2.809	1.843
1899	1.761	1.224	2.5	1.477	0.523	NA	0.857	0.654	0.858	1.284	1.464	1.605	1.29	1.012	2.323	2.812	2.166
1900	2.473	1.215	2.872	1.516	0.623	NA	1.101	0.621	0.728	1.784	1.789	1.999	1.456	1.3	2.2	2.626	2.083
1901	1.685	0.975	1.761	1.485	0.5	NA	0.869	0.58	0.931	1.058	1.555	1.878	1.349	1.014	2.18	2.422	1.541
1902	1.528	0.81	1.847	1.124	0.294	NA	0.849	0.453	0.695	0.789	1.688	1.971	1.225	1.059	2.424	2.305	1.536
1903	2.435	1.651	1.733	1.067	0.493	NA	0.723	0.652	0.617	0.668	2.186	2.041	1.377	1.093	3.335	3.577	1.398
1904	1.84	0.814	1.362	1.106	0.36	NA	0.698	0.56	0.484	0.619	1.711	1.683	0.934	0.997	2.813	2.597	1.45
1905	1.989	1.026	1.35	0.856	0.492	NA	0.597	0.314	0.457	0.56	1.519	1.342	0.603	0.645	2.328	2.242	1.162
1906	1.568	1.023	1.127	0.7	1.013	NA	0.893	0.224	0.284	0.52	1.384	1.367	0.456	0.389	2.33	2.686	0.954
1907	1.227	0.825	0.913	0.654	0.234	NA	0.437	0.323	0.365	0.395	1.708	1.609	0.456	0.655	2.403	2.461	0.917
1908	1.05	0.748	0.82	0.627	0.644	NA	0.588	0.32	0.509	0.485	1.361	1.281	0.397	0.458	2.263	2.159	0.751
1909	1.97	2.302	2.715	1.08	2.677	NA	0.777	0.338	0.976	1.048	2.269	1.051	1.206	0.866	2.054	3.087	1.211
1910	2.355	2.501	2.734	1.496	1.765	NA	1.017	0.927	0.946	1.739	1.334	1.095	1.968	1.46	2.068	1.989	1.675
1911	3.294	2.819	1.979	1.911	5.152	NA	2.047	1.633	0.91	1.953	1.418	1.559	2.238	2.081	2.828	3.227	2.499
1912	3.809	3.225	2.46	3.734	5.361	NA	3.061	2.839	2.078	2.203	2.013	1.327	2.326	2.543	3.649	3.837	3.1
1913	2.245	2.171	3.023	3.296	3.593	NA	2.77	2.79	1.557	1.917	1.424	1.349	1.773	1.931	3.097	3.479	2.371
1914	1.916	2.102	4.103	3.014	4.667	NA	2.429	2.686	1.664	1.664	1.253	1.45	1.997	2.165	2.789	3.632	2.607
